header,value,key
﻿Fecha_hora,'02/01/2019_5:15:00',117
﻿Fecha_hora,'02/01/2019_5:30:00',118
﻿Fecha_hora,'02/01/2019_5:45:00',119
﻿Fecha_hora,'02/01/2019_6:00:00',120
﻿Fecha_hora,'02/01/2019_6:15:00',121
﻿Fecha_hora,'02/01/2019_6:30:00',122
﻿Fecha_hora,'02/01/2019_6:45:00',123
﻿Fecha_hora,'02/01/2019_7:00:00',124
﻿Fecha_hora,'02/01/2019_7:15:00',125
﻿Fecha_hora,'02/01/2019_7:30:00',126
﻿Fecha_hora,'02/01/2019_7:45:00',127
﻿Fecha_hora,'02/01/2019_8:00:00',128
﻿Fecha_hora,'02/01/2019_8:15:00',129
﻿Fecha_hora,'02/01/2019_8:30:00',130
﻿Fecha_hora,'02/01/2019_8:45:00',131
﻿Fecha_hora,'02/01/2019_9:00:00',132
﻿Fecha_hora,'02/01/2019_9:15:00',133
﻿Fecha_hora,'02/01/2019_9:30:00',134
﻿Fecha_hora,'02/01/2019_9:45:00',135
﻿Fecha_hora,'02/01/2019_10:00:00',136
﻿Fecha_hora,'02/01/2019_10:15:00',137
﻿Fecha_hora,'02/01/2019_10:30:00',138
﻿Fecha_hora,'02/01/2019_10:45:00',139
﻿Fecha_hora,'02/01/2019_11:00:00',140
﻿Fecha_hora,'02/01/2019_11:15:00',141
﻿Fecha_hora,'02/01/2019_11:30:00',142
﻿Fecha_hora,'02/01/2019_11:45:00',143
﻿Fecha_hora,'02/01/2019_12:00:00',144
﻿Fecha_hora,'02/01/2019_12:15:00',145
﻿Fecha_hora,'02/01/2019_12:30:00',146
﻿Fecha_hora,'02/01/2019_12:45:00',147
﻿Fecha_hora,'02/01/2019_13:00:00',148
﻿Fecha_hora,'02/01/2019_13:15:00',149
﻿Fecha_hora,'02/01/2019_13:30:00',150
﻿Fecha_hora,'02/01/2019_13:45:00',151
﻿Fecha_hora,'02/01/2019_14:00:00',152
﻿Fecha_hora,'02/01/2019_14:15:00',153
﻿Fecha_hora,'02/01/2019_14:30:00',154
﻿Fecha_hora,'02/01/2019_14:45:00',155
﻿Fecha_hora,'02/01/2019_15:00:00',156
﻿Fecha_hora,'02/01/2019_15:15:00',157
﻿Fecha_hora,'02/01/2019_15:30:00',158
﻿Fecha_hora,'02/01/2019_15:45:00',159
﻿Fecha_hora,'02/01/2019_16:00:00',160
﻿Fecha_hora,'02/01/2019_16:15:00',161
﻿Fecha_hora,'02/01/2019_16:30:00',162
﻿Fecha_hora,'02/01/2019_16:45:00',163
﻿Fecha_hora,'02/01/2019_17:00:00',164
﻿Fecha_hora,'02/01/2019_17:15:00',165
﻿Fecha_hora,'02/01/2019_17:30:00',166
﻿Fecha_hora,'02/01/2019_17:45:00',167
﻿Fecha_hora,'02/01/2019_18:00:00',168
﻿Fecha_hora,'02/01/2019_18:15:00',169
﻿Fecha_hora,'02/01/2019_18:30:00',170
﻿Fecha_hora,'02/01/2019_18:45:00',171
﻿Fecha_hora,'02/01/2019_19:00:00',172
﻿Fecha_hora,'02/01/2019_19:15:00',173
﻿Fecha_hora,'02/01/2019_19:30:00',174
