Fecha,hora,Caudal impulsión pozo (m3/h),on/off (0/1),2022 Nivel depósito ,2021 Nivel depósito ,2020 Nivel depósito ,2019 Nivel depósito ,2018 Nivel depósito ,2017 Nivel depósito ,2021 nivel depósito calculado,2021 nivel depósito normalizado,Caudal.Imp.GrupoBombeo (m3/h),Caudal impulsion Pozo1 (m3/h),Caudal.Inyectado.Verger (m3/h),2022 Caudal Iny. Dep. Municipal,2021 Caudal Iny. Dep. Municipal,2020 Caudal Iny. Dep. Municipal,2019 Caudal Iny. Dep. Municipal,2018 Caudal Iny. Dep. Municipal,2017 Caudal Iny. Dep. Municipal,2021 Caudal Iny. Dep. Municipal Calculado,2021 Caudal Iny. Dep. Municipal Normalizado,2022 SECTOR2 (BOTICARI VELL),2021 SECTOR2 (BOTICARI VELL),2020 SECTOR2 (BOTICARI VELL),2019 SECTOR2 (BOTICARI VELL),2018 SECTOR2 (BOTICARI VELL),2017 SECTOR2 (BOTICARI VELL),2021 SECTOR2 CALCULADA (BOTICARI VELL),2021 SECTOR2 NORMALIZADA (BOTICARI VELL),2022 SECTOR3 (LA VIA),2021 SECTOR3 (LA VIA),2020 SECTOR3 (LA VIA),2019 SECTOR3 (LA VIA),2018 SECTOR3 (LA VIA),2017 SECTOR3 (LA VIA),2021 SECTOR3 CALCULADA (LA VIA),2021 SECTOR3 NORMALIZADA (LA VIA),2022 SECTOR4 (PASSATGE),2021 SECTOR4 (PASSATGE),2020 SECTOR4 (PASSATGE),2019 SECTOR4 (PASSATGE),2018 SECTOR4 (PASSATGE),2017 SECTOR4 (PASSATGE),2021 SECTOR4 CALCULADA (PASSATGE),2021 SECTOR4 NORMALIZADA (PASSATGE),2022 SECTOR6 (POLIGON),2021 SECTOR6 (POLIGON),2020 SECTOR6 (POLIGON),2019 SECTOR6 (POLIGON),2018 SECTOR6 (POLIGON),2017 SECTOR6 (POLIGON),2021 SECTOR6 CALCULADA (POLIGON),2021 SECTOR6 NORMALIZADA (POLIGON),2022 SECTOR7 (PONT),2021 SECTOR7 (PONT),2020 SECTOR7 (PONT),2019 SECTOR7 (PONT),2018 SECTOR7 (PONT),2017 SECTOR7 (PONT),2021 SECTOR7 CALCULADA (PONT),2021 SECTOR7 NORMALIZADA (PONT),2022 SECTOR8 (OLIVAR),2021 SECTOR8 (OLIVAR),2020 SECTOR8 (OLIVAR),2019 SECTOR8 (OLIVAR),2018 SECTOR8 (OLIVAR),2017 SECTOR8 (OLIVAR),2021 SECTOR8 CALCULADA (OLIVAR),2021 SECTOR8 NORMALIZADA (OLIVAR),﻿Fecha_hora
2,37,0,0,2.62,2.56,22.2,23.1,null,null,2.56,2.56,80.98,0,80.98,0,0,0,0,null,null,0,0,6.4,6.9,null,4.5,6.5,null,6.9,6.9,1.6,1.2,1.2,0.6,null,null,1.2,1.2,7.6,6.8,7.5,4.6,null,null,6.8,6.8,6.4,1.3,8.3,18.7,1.8,null,1.3,1.3,5.8,5.3,7.4,7.1,5,null,5.3,5.3,2.2,null,1.9,1.2,3.1,null,2.1,2.1,229
2,38,0,0,2.59,2.51,21.6,22.1,null,null,2.51,2.51,81.03,0,81.03,0,0.8,0,0,null,null,0.8,0.8,5.3,6.9,null,6,6.6,null,6.9,6.9,2.4,1.6,1.6,0.7,null,null,1.6,1.6,6.9,5.1,7,5.5,null,null,5.1,5.1,6.4,1.5,13.3,22.4,1.1,null,1.5,1.5,7.5,6.4,7.8,5.9,6.7,null,6.4,6.4,1.3,null,3,1.2,2.8,null,2.08,2.08,230
2,39,0,0,2.56,2.49,20.9,21.1,null,null,2.49,2.49,81.03,0,81.03,0,10.8,0.12,0,null,null,10.8,10.8,5.2,7.1,null,5.2,7,null,7.1,7.1,1.6,2,1.2,0.7,null,null,2,2,7.3,7.9,8.2,5.2,null,null,7.9,7.9,6.4,1.7,16.9,15.5,1.1,null,1.7,1.7,7.2,7.8,9.2,8.1,7.1,null,7.8,7.8,1.9,null,2.1,1,1.3,null,1.58,1.58,231
2,40,0,0,2.52,2.5,20.7,20,null,null,2.5,2.5,81.06,0,81.06,0,8,1.12,0,null,null,8,8,7.9,6.6,null,5.4,7.2,null,6.6,6.6,1.6,2,0.4,0.8,null,null,2,2,6.5,5.4,8.2,5.8,null,null,5.4,5.4,6.4,1.3,19.7,16.4,1.2,null,1.3,1.3,7.8,7,8.8,7.4,7.3,null,7,7,1.6,null,1.3,0.9,1,null,1.2,1.2,232
2,41,0,0,2.51,2.51,20.8,19,null,null,2.51,2.51,81.43,0,81.43,8.8,8.4,1.24,0,null,null,8.4,8.4,7.6,7,null,5.7,7.2,null,7,7,1.6,2,1.2,0.8,null,null,2,2,6.3,5.4,6.9,6,null,null,5.4,5.4,6.4,1.2,15.5,16,1.6,null,1.2,1.2,7.7,7.3,7.2,7.1,9.4,null,7.3,7.3,1.7,null,1.1,1.4,1.2,null,1.35,1.35,233
2,42,0,0,2.54,2.51,20.9,17.9,null,null,2.51,2.51,53.27,0,53.27,12.4,6.8,0.88,0,null,null,6.8,6.8,6.2,7.5,null,5.4,8.8,null,7.5,7.5,2.4,1.6,1.2,0.7,null,null,1.6,1.6,6.8,6.5,7.3,5.2,null,null,6.5,6.5,6.4,1.6,15.4,17.7,2.3,null,1.6,1.6,7.8,9.1,7.5,9,8.4,null,9.1,9.1,1.3,null,1.4,0.9,2.7,null,1.58,1.58,234
2,43,0,0,2.57,2.52,21,17,null,null,2.52,2.52,2.84,0,2.84,12,6,0.92,0.2,null,null,6,6,5.6,7.6,null,4.2,7.3,null,7.6,7.6,2.8,1.6,1.2,0.3,null,null,1.6,1.6,5.8,5.5,6.6,5.9,null,null,5.5,5.5,6.4,1.2,22.6,18.5,1.5,null,1.2,1.2,8.4,10.8,8.2,7.7,7.7,null,10.8,10.8,2,null,1.1,0.9,3.4,null,1.85,1.85,235
2,44,0,0,2.61,2.52,21.1,16.9,null,null,2.52,2.52,4.38,0,4.38,16,7.6,1.08,0.6,null,null,7.6,7.6,3.9,7.2,null,5.7,7.8,null,7.2,7.2,2.4,1.2,2,0.3,null,null,1.2,1.2,5.5,6,6.8,5.4,null,null,6,6,6.4,1.5,20.1,18.8,1.4,null,1.5,1.5,8.4,10.5,8.8,6.9,7,null,10.5,10.5,1.8,null,0.8,1.7,2.8,null,1.78,1.78,236
2,45,0,0,2.63,2.53,21.1,17,null,null,2.53,2.53,71.31,0,71.31,12.4,6.4,0.88,0.68,null,null,6.4,6.4,4.5,8.1,null,4.3,7.7,null,8.1,8.1,2.8,2,1.2,0.4,null,null,2,2,6,4.3,8.5,5,null,null,4.3,4.3,6.4,1.5,23.1,24.9,1.3,null,1.5,1.5,7.3,10.6,8,7.4,6.7,null,10.6,10.6,1.2,null,1.9,1.1,1.8,null,1.5,1.5,237
2,46,0,0,2.64,2.53,21.2,17.1,null,null,2.53,2.53,81.63,0,81.63,12.8,2.4,1.12,0.44,null,null,2.4,2.4,4.8,9.7,null,4.3,6.5,null,9.7,9.7,1.6,2,1.6,1,null,null,2,2,5.8,5.2,5.8,6.5,null,null,5.2,5.2,6.4,1.4,24.9,22.4,2,null,1.4,1.4,7.4,10.3,8.9,8.1,6.7,null,10.3,10.3,1,null,1.1,0.9,1.5,null,1.13,1.13,238
2,47,0,0,2.65,2.53,21.3,17.2,null,null,2.53,2.53,81.42,0,81.42,14.4,3.6,0.96,0.76,null,null,3.6,3.6,6,8.1,null,3.8,5.5,null,8.1,8.1,2,1.6,1.2,0.4,null,null,1.6,1.6,5.4,4,6.2,6.6,null,null,4,4,6.4,1.4,31.5,22.6,1.7,null,1.4,1.4,7.3,9.4,7.7,10,8,null,9.4,9.4,1,null,1.5,1.3,1.6,null,1.35,1.35,239
2,48,0,0,2.66,2.54,21.4,17.3,null,null,2.54,2.54,71.55,0,71.55,15.2,3.6,1.24,1.16,null,null,3.6,3.6,5.8,7.1,null,4,5.1,null,7.1,7.1,2.4,2.4,1.2,0.6,null,null,2.4,2.4,5.4,4.4,6.6,6.4,null,null,4.4,4.4,6.4,1.3,30.8,19.9,2.2,null,1.3,1.3,6.4,9.7,8,9.1,7,null,9.7,9.7,0.8,null,2,0.5,2.4,null,1.43,1.43,240
2,49,0,0,2.67,2.54,21.7,17.5,null,null,2.54,2.54,17.5,0,17.5,12,5.2,1.4,1.04,null,null,5.2,5.2,6.6,6.1,null,3,4.9,null,6.1,6.1,5.2,2.4,0.4,0.7,null,null,2.4,2.4,5.7,6.7,6.8,6.3,null,null,6.7,6.7,6.4,1.5,28.4,21.9,1.4,null,1.5,1.5,7.7,9.4,8.3,9.7,6.2,null,9.4,9.4,1.5,null,0.5,0.6,4.6,null,1.8,1.8,241
2,50,0,0,2.68,2.54,22.1,17.7,null,null,2.54,2.54,0.7,0,0.7,11.6,6.4,1.64,0.92,null,null,6.4,6.4,6,5,null,4,5.2,null,5,5,4.4,2.8,0.8,0.4,null,null,2.8,2.8,6.5,5.7,5.5,7.2,null,null,5.7,5.7,6.4,1.5,39.1,23.7,2,null,1.5,1.5,7.2,11.4,7.5,9.4,6.2,null,11.4,11.4,1.7,null,0.4,0.9,5.5,null,2.13,2.13,242
2,51,0,0,2.69,2.55,22.4,17.9,null,null,2.55,2.55,42.13,0,42.13,16.8,6,1.36,1.24,null,null,6,6,4.8,8.4,null,3.4,5.2,null,8.4,8.4,2,2,0.8,0.5,null,null,2,2,6.6,4.9,6.1,6,null,null,4.9,4.9,6.4,1.4,37.2,18.8,1.7,null,1.4,1.4,7.3,11.3,8.9,8.3,5.2,null,11.3,11.3,1,null,0.4,0.8,2.6,null,1.2,1.2,243
2,52,0,0,2.71,2.55,22.8,18.1,null,null,2.55,2.55,80.15,0,80.15,15.2,8,1.56,1.44,null,null,8,8,5,7.6,null,2.9,6.1,null,7.6,7.6,1.6,1.6,0.8,0.5,null,null,1.6,1.6,6.6,3.6,6.5,4.5,null,null,3.6,3.6,6.4,1.3,32,15.4,1.4,null,1.3,1.3,6.4,11.3,8,6.4,6.4,null,11.3,11.3,1.6,null,0.5,0.8,4.1,null,1.75,1.75,244
2,53,0,0,2.71,2.56,23.2,18.4,null,null,2.56,2.56,81.25,0,81.25,10.8,6.8,1.32,1.4,null,null,6.8,6.8,3.8,5.8,null,3.6,4.2,null,5.8,5.8,2,2,1.2,0.7,null,null,2,2,6.9,5.2,5.7,4.6,null,null,5.2,5.2,6.4,1.2,30,19.5,2.3,null,1.2,1.2,7,9.8,8.3,7.3,2.3,null,9.8,9.8,2.5,null,0.3,0.8,3.7,null,1.83,1.83,245
2,54,0,0,2.73,2.56,23.5,18.6,null,null,2.56,2.56,81.65,0,81.65,12.8,6.4,1.44,1.08,null,null,6.4,6.4,6.4,6.5,null,3.5,4,null,6.5,6.5,1.2,2.8,0.4,0.9,null,null,2.8,2.8,6.1,2.1,6.4,5.6,null,null,2.1,2.1,6.4,1.1,31.2,13,2.3,null,1.1,1.1,6.8,9.8,7.6,6.8,2.3,null,9.8,9.8,1.9,null,0.4,0.6,2.6,null,1.38,1.38,246
2,55,0,0,2.74,2.57,23.9,18.7,null,null,2.57,2.57,45.18,0,45.18,14,12,1.48,1.16,null,null,12,12,6.6,6.8,null,2.7,5.6,null,6.8,6.8,2,2.4,0.4,1,null,null,2.4,2.4,5.9,4.4,6.5,3.8,null,null,4.4,4.4,6.4,1.1,34,10.7,2.3,null,1.1,1.1,6.6,9.6,9.1,7.1,2.3,null,9.6,9.6,1.7,null,0.3,0.5,3,null,1.38,1.38,247
2,56,0,0,2.75,2.58,24.3,18.9,null,null,2.58,2.58,1,0,1,13.2,13.2,1.12,1,null,null,13.2,13.2,5.9,5.6,null,4.2,4.5,null,5.6,5.6,1.6,2,1.2,0.8,null,null,2,2,6.1,3.5,7,4.8,null,null,3.5,3.5,6.4,1.2,34.4,17.8,2.3,null,1.2,1.2,7.5,9.8,8.3,6.1,2.3,null,9.8,9.8,1.5,null,2.4,1.1,1.7,null,1.68,1.68,248
2,57,21.08,1,2.76,2.59,24.6,19.1,null,null,2.59,2.59,14.89,0,14.89,12,12.8,1.16,1.08,null,null,12.8,12.8,5.9,5.7,null,3.3,4.4,null,5.7,5.7,2,2,0.8,0.8,null,null,2,2,5.6,3.5,6.4,5.2,null,null,3.5,3.5,6.4,1.2,31.3,15.8,2.3,null,1.2,1.2,7.5,9.8,8,6.1,2.3,null,9.8,9.8,0.8,null,4.1,0.9,2,null,1.95,1.95,249
2,58,24.36,1,2.77,2.6,25,19.7,null,null,2.6,2.6,67.07,0,67.07,14.4,16,1.52,1.16,null,null,16,16,4.4,5.2,null,2.2,3.3,null,5.2,5.2,2.4,2.4,0.4,0.5,null,null,2.4,2.4,4.2,2.3,6.3,4.5,null,null,2.3,2.3,6.4,1.3,36.8,14,2.3,null,1.3,1.3,6.5,9.9,8.8,6.4,2.3,null,9.9,9.9,0.7,null,0.4,0.7,1.9,null,0.93,0.93,250
2,59,24.36,1,2.78,2.62,25.3,20.4,null,null,2.62,2.62,81.46,0,81.46,13.6,18,1.36,1.24,null,null,18,18,3.1,5.2,null,2.2,3,null,5.2,5.2,1.6,1.6,0.8,0.7,null,null,1.6,1.6,4.9,1.4,6.4,3.6,null,null,1.4,1.4,6.4,1.3,37.2,12.8,2.3,null,1.3,1.3,6.9,8.7,7.7,7.9,2.3,null,8.7,8.7,1.7,null,0.4,0.7,1.8,null,1.15,1.15,251
2,60,24.36,1,2.8,2.63,25.7,21,null,null,2.63,2.63,81.68,0,81.68,16.4,16.4,1.16,1.16,null,null,16.4,16.4,3.4,5.8,null,2.6,2.9,null,5.8,5.8,1.6,2,1.2,1.2,null,null,2,2,4.1,2.7,5.2,4.9,null,null,2.7,2.7,6.4,1.4,32.9,13.6,2.3,null,1.4,1.4,6.9,9.6,8.7,7.3,2.3,null,9.6,9.6,1.4,null,0.6,1.4,1.8,null,1.3,1.3,252
2,61,24.36,1,2.81,2.64,26,21.6,null,null,2.64,2.64,70.8,0,70.8,16.8,8,4.96,4.48,null,null,8,8,3.8,7.4,null,2.6,4,null,7.4,7.4,1.6,1.6,1.2,0.7,null,null,1.6,1.6,4.4,1.7,5,4.8,null,null,1.7,1.7,6.4,1.2,33.4,15.2,2.3,null,1.2,1.2,7.2,8.7,8.3,7.9,2.3,null,8.7,8.7,0.9,null,0.9,0.5,1.8,null,1.03,1.03,253
2,62,24.36,1,2.82,2.59,25.9,22.3,null,null,2.59,2.59,13.07,0,13.07,10.8,0,0,1.56,null,null,4.12,4.12,3.6,6.2,null,2.4,3.3,null,6.2,6.2,1.6,1.2,1.6,0.5,null,null,1.2,1.2,5.7,0.8,5,4.1,null,null,0.8,0.8,6.4,1.1,21.3,15.9,2.3,null,1.1,1.1,7,7.4,8.5,8,2.3,null,7.4,7.4,0.5,null,0.3,0.8,1.5,null,0.78,0.78,254
2,63,24.32,1,2.78,2.56,25.9,23.1,null,null,2.56,2.56,2.55,0,2.55,0,12.4,1.32,1.64,null,null,12.4,12.4,4,6.4,null,3.3,3.4,null,6.4,6.4,1.6,1.6,0.8,0.4,null,null,1.6,1.6,5.8,0.7,4.1,4.4,null,null,0.7,0.7,6.4,1.3,32.3,13.6,2.3,null,1.3,1.3,6.5,7.3,8.4,6.8,2.3,null,7.3,7.3,0.7,null,0.4,0.7,1.2,null,0.75,0.75,255
2,64,24.36,1,2.74,2.57,26.3,23.8,null,null,2.57,2.57,42.38,0,42.38,0,22,1.68,1.44,null,null,22,22,4.7,5.6,null,3.2,3.4,null,5.6,5.6,1.2,1.6,0.8,0.6,null,null,1.6,1.6,5.3,1.4,5.6,4,null,null,1.4,1.4,6.4,1.5,33.5,13.6,2.3,null,1.5,1.5,6.1,7.4,8.7,7.2,2.3,null,7.4,7.4,0.9,null,0.7,0.9,0.8,null,0.83,0.83,256
2,65,24.32,1,2.7,2.59,26.5,23.9,null,null,2.59,2.59,81.22,0,81.22,0,22,0.32,0.08,null,null,22,22,4.2,6.3,null,2.9,5.1,null,6.3,6.3,1.2,1.2,0.8,0.7,null,null,1.2,1.2,5,0.6,5.6,4.4,null,null,0.6,0.6,6.4,1.6,35.2,12.5,2.3,null,1.6,1.6,5.9,7.3,8.5,6.9,2.3,null,7.3,7.3,0.7,null,0.5,0.6,0.8,null,0.65,0.65,257
2,66,24.36,1,2.68,2.61,26.2,23.5,null,null,2.61,2.61,81.88,0,81.88,18,22.8,0,0,null,null,22.8,22.8,3.9,5.6,null,2.9,5.4,null,5.6,5.6,2.8,1.2,0.8,1.6,null,null,1.2,1.2,5.1,2.9,4.6,3.4,null,null,2.9,2.9,6.4,1.3,34.7,15.1,2.3,null,1.3,1.3,5.7,8.2,6.7,5,2.3,null,8.2,8.2,0.5,null,0.7,0.4,1.1,null,0.68,0.68,258
2,67,24.32,1,2.7,2.63,26,23.2,null,null,2.63,2.63,81.2,0,81.2,24,24,0,0,null,null,24,24,3.6,6,null,2.6,4.5,null,6,6,2.8,2,0.8,0.6,null,null,2,2,4.4,2.2,5.1,2.4,null,null,2.2,2.2,6.4,1.3,38,10.7,2.3,null,1.3,1.3,5.7,6.4,6.1,5.1,2.3,null,6.4,6.4,0.6,null,0.5,0.4,1.2,null,0.68,0.68,259
2,68,24.28,1,2.72,2.64,25.7,22.8,null,null,2.64,2.64,41.4,0,41.4,24,10,0,0,null,null,10,10,4.7,6,null,2.6,4.2,null,6,6,1.6,1.6,0.8,0.6,null,null,1.6,1.6,4.4,1.2,4.9,2.9,null,null,1.2,1.2,6.4,1,35.9,14.3,2.3,null,1,1,5.4,6.3,6.5,5.5,2.3,null,6.3,6.3,1.1,null,0.8,0.3,1.4,null,0.9,0.9,260
2,69,24.36,1,2.76,2.6,25.3,22.5,null,null,2.6,2.6,1,0,1,24.4,2.8,0,0,null,null,2.8,2.8,5.3,5.7,null,3,5,null,5.7,5.7,1.2,1.6,0.4,0.6,null,null,1.6,1.6,4.8,0.8,3.7,2.8,null,null,0.8,0.8,6.4,1,45.2,12.4,2.3,null,1,1,5.4,7.2,5.8,4.6,2.3,null,7.2,7.2,1,null,0.7,0.4,1.2,null,0.83,0.83,261
2,70,24.32,1,2.8,2.6,25.1,22.1,null,null,2.6,2.6,11.03,0,11.03,24,24.4,0,0,null,null,24.4,24.4,4.9,6.3,null,2.3,4,null,6.3,6.3,1.6,2,0.8,0.4,null,null,2,2,4.7,2.7,5.3,3.7,null,null,2.7,2.7,6.4,1.3,47,13.4,2.3,null,1.3,1.3,5.1,7.6,5,4.9,2.3,null,7.6,7.6,2.2,null,1.2,0.6,2.4,null,1.6,1.6,262
2,71,24.36,1,2.85,2.62,24.7,21.8,null,null,2.62,2.62,76.35,0,76.35,22.8,24,0,0,null,null,24,24,3.3,6.1,null,2.5,4.7,null,6.1,6.1,2.4,1.6,0.8,0.4,null,null,1.6,1.6,4.3,1.5,4.5,2,null,null,1.5,1.5,6.4,1.1,33.1,12.1,2.3,null,1.1,1.1,5.1,6.8,4.8,4.9,2.3,null,6.8,6.8,2.4,null,1.4,0.9,2.1,null,1.7,1.7,263
2,72,24.28,1,2.89,2.64,24.5,21.4,null,null,2.64,2.64,81.27,0,81.27,21.2,24.4,0,0,null,null,24.4,24.4,3.6,5.2,null,3.1,4.9,null,5.2,5.2,0.8,1.2,0.4,0.5,null,null,1.2,1.2,5.9,0.7,5.2,2.3,null,null,0.7,0.7,6.4,1.1,29.2,11.3,2.3,null,1.1,1.1,5.9,6.5,5.5,5,2.3,null,6.5,6.5,2.4,null,2.5,0.5,0.8,null,1.55,1.55,264
2,73,24.36,1,2.93,2.66,24.1,21,null,null,2.66,2.66,81.79,0,81.79,21.2,21.6,0,0,null,null,21.6,21.6,3.6,4.8,null,3.5,4.7,null,4.8,4.8,2,2.4,0.4,0.6,null,null,2.4,2.4,5.6,1.1,6,3.4,null,null,1.1,1.1,6.4,1.1,35.5,15.8,2.3,null,1.1,1.1,6.1,6.2,6,5.4,2.3,null,6.2,6.2,1.3,null,2.4,0.4,0.7,null,1.2,1.2,265
2,74,24.28,1,2.97,2.68,23.8,20.6,null,null,2.68,2.68,75.09,0,75.09,21.2,20.8,0,0,null,null,20.8,20.8,3.2,4.8,null,1.9,4,null,4.8,4.8,2,2.4,0.8,0.5,null,null,2.4,2.4,6.6,2.2,5.2,2.6,null,null,2.2,2.2,6.4,1.1,27.6,11.9,2.3,null,1.1,1.1,5.6,6.3,7.1,5.4,2.3,null,6.3,6.3,1.8,null,0.8,0.5,0.5,null,0.9,0.9,266
2,75,24.32,1,3.02,2.66,23.4,20.2,null,null,2.66,2.66,4.05,0,4.05,21.6,0,0,0,null,null,7.2,7.2,4.1,4.5,null,1.8,4.8,null,4.5,4.5,1.6,1.6,0.4,0.8,null,null,1.6,1.6,6.4,0.9,5.4,3.3,null,null,0.9,0.9,6.4,1,33.1,10.7,2.3,null,1,1,5.5,6.8,5.7,6.8,2.3,null,6.8,6.8,2,null,0.6,0.5,0.5,null,0.9,0.9,267
2,76,24.28,1,3.06,2.63,23.1,19.8,null,null,2.63,2.63,0.42,0,0.42,21.2,14.8,0,0,null,null,14.8,14.8,2.8,4.9,null,2.4,6.3,null,4.9,4.9,2,1.6,0.8,0.7,null,null,1.6,1.6,4.9,2.6,4.7,4.2,null,null,2.6,2.6,6.4,1.2,32.5,10.2,2.3,null,1.2,1.2,6,6.9,5.8,7.2,2.3,null,6.9,6.9,2,null,0.7,0.4,0.6,null,0.93,0.93,268
2,77,24.28,1,3.1,2.65,22.8,19.4,null,null,2.65,2.65,49.55,0,49.55,16.8,25.2,0,0,null,null,25.2,25.2,5.6,6,null,2.9,5.5,null,6,6,1.6,1.6,0.8,0.8,null,null,1.6,1.6,5.6,2.1,5.5,4.8,null,null,2.1,2.1,6.4,1.1,30.6,11.9,2.3,null,1.1,1.1,5.7,7.7,5.8,6,2.3,null,7.7,7.7,2.2,null,0.7,0.3,0.3,null,0.88,0.88,269
2,78,24.32,1,3.14,2.67,22.5,19,null,null,2.67,2.67,81.66,0,81.66,17.6,22.8,0,0,null,null,22.8,22.8,6,5.4,null,2.6,4,null,5.4,5.4,1.2,1.6,0.8,0.3,null,null,1.6,1.6,5.3,1.2,6.8,2.6,null,null,1.2,1.2,6.4,1.1,32,11.1,2.3,null,1.1,1.1,5.9,6.8,5.2,7.7,2.3,null,6.8,6.8,1.5,null,0.3,0.5,1,null,0.83,0.83,270
2,79,24.28,1,3.18,2.69,22.2,18.6,null,null,2.69,2.69,81.36,0,81.36,17.6,24,0,0,null,null,24,24,4.7,4.8,null,2.2,3.4,null,4.8,4.8,1.2,1.6,0.8,0.6,null,null,1.6,1.6,4.9,2,6,3.7,null,null,2,2,6.4,1.1,28.4,9.2,2.3,null,1.1,1.1,5.9,6.2,5.2,6.2,2.3,null,6.2,6.2,1.9,null,0.3,0.6,1.1,null,0.98,0.98,271
2,80,24.28,1,3.18,2.71,21.9,18.1,null,null,2.71,2.71,81.55,0,81.55,0,22.8,0,0,null,null,22.8,22.8,3.7,5.1,null,1.9,3,null,5.1,5.1,1.6,1.2,1.2,0.6,null,null,1.2,1.2,5.2,2.5,5.2,4.2,null,null,2.5,2.5,6.4,1.1,20.1,9.6,2.3,null,1.1,1.1,5.8,7,5.8,5.6,2.3,null,7,7,1.2,null,0.7,0.4,0.4,null,0.68,0.68,272
2,81,24.28,1,3.16,2.71,21.6,17.7,null,null,2.71,2.71,34.51,0,34.51,0,6.4,0,0,null,null,6.4,6.4,4.6,5.8,null,2.9,4.6,null,5.8,5.8,1.6,1.6,0.8,0.9,null,null,1.6,1.6,5.3,3.2,6,4.5,null,null,3.2,3.2,6.4,0.9,16.8,10.1,2.3,null,0.9,0.9,6,7.3,6.5,6.3,2.3,null,7.3,7.3,0.6,null,0.7,1.1,0.4,null,0.7,0.7,273
2,82,24.28,1,3.13,2.67,21.2,17.2,null,null,2.67,2.67,1,0,1,0,4,0,0,null,null,4,4,3.7,5.8,null,3,3.7,null,5.8,5.8,0.8,2,0.4,1.1,null,null,2,2,5.9,0.9,6.4,3.9,null,null,0.9,0.9,6.4,1.1,15.5,10.6,2.3,null,1.1,1.1,5.5,8.6,5.9,6.7,2.3,null,8.6,8.6,0.4,null,1.3,1.3,0.4,null,0.85,0.85,274
2,83,24.28,1,3.11,2.67,21,16.8,null,null,2.67,2.67,15.44,0,15.44,0,22,0.92,0,null,null,22,22,3.2,5.4,null,4.7,3.8,null,5.4,5.4,1.2,1.6,0.8,0.9,null,null,1.6,1.6,5.1,0.9,6.1,4.7,null,null,0.9,0.9,6.4,1.1,12.1,8.6,2.3,null,1.1,1.1,6.2,7.6,5.7,6.7,2.3,null,7.6,7.6,0.8,null,0.4,0.3,0.3,null,0.45,0.45,275
2,84,24.28,1,3.11,2.69,21.3,16.3,null,null,2.69,2.69,77.53,0,77.53,16.4,20.8,2.24,0,null,null,20.8,20.8,3.4,5.1,null,3.6,5.2,null,5.1,5.1,1.2,1.6,0.8,1.3,null,null,1.6,1.6,5.8,1.1,5.6,3.9,null,null,1.1,1.1,6.4,1.2,12.2,8.6,2.3,null,1.2,1.2,6.7,6,6.1,7.5,2.3,null,6,6,0.7,null,0.4,1,0.4,null,0.63,0.63,276
2,85,24.24,1,3.15,2.7,21.8,15.8,null,null,2.7,2.7,81.55,0,81.55,18.4,21.2,2.32,0,null,null,21.2,21.2,2.8,5.4,null,2.9,5,null,5.4,5.4,1.2,1.6,0.8,1.3,null,null,1.6,1.6,5.2,1,4.8,5.7,null,null,1,1,6.4,1.2,10.7,9.7,2.3,null,1.2,1.2,7.8,5.8,6.2,7.7,2.3,null,5.8,5.8,0.9,null,0.3,0.5,0.1,null,0.45,0.45,277
2,86,24.24,1,3.19,2.72,22.2,15.3,null,null,2.72,2.72,81.06,0,81.06,16,22,2.36,0,null,null,22,22,3.6,4.7,null,2.1,4.6,null,4.7,4.7,1.2,2,1.2,1.6,null,null,2,2,4.2,1.2,4.7,4.4,null,null,1.2,1.2,6.4,1.2,9.6,8.5,2.3,null,1.2,1.2,6.8,7,7.2,6.5,2.3,null,7,7,1.1,null,0.7,0.4,0.2,null,0.6,0.6,278
2,87,24.28,1,3.23,2.74,22.7,14.9,null,null,2.74,2.74,62.03,0,62.03,14.8,16.8,2.36,0,null,null,16.8,16.8,2.8,4.1,null,2.2,3.3,null,4.1,4.1,1.2,1.6,0.4,0.6,null,null,1.6,1.6,3.7,0.6,4,3.7,null,null,0.6,0.6,6.4,1,7.7,9.1,2.3,null,1,1,7,7.2,7.6,7.5,2.3,null,7.2,7.2,0.7,null,1.1,0.8,0.2,null,0.7,0.7,279
2,88,24.32,1,3.27,2.71,23.2,14.4,null,null,2.71,2.71,10.07,0,10.07,11.6,0,2.32,0,null,null,4.64,4.64,4,4.1,null,1.9,3.4,null,4.1,4.1,1.2,1.2,0.8,0.6,null,null,1.2,1.2,2.8,1.3,3.1,3.1,null,null,1.3,1.3,6.4,0.9,10.2,8.5,2.3,null,0.9,0.9,6.7,7,8.2,7.8,2.3,null,7,7,0.9,null,1.2,0.3,0.6,null,0.75,0.75,280
2,89,24.24,1,3.25,2.69,23.6,14,null,null,2.69,2.69,1.1,0,1.1,0,18.4,2.08,0,null,null,18.4,18.4,4.1,4.2,null,3.3,3.1,null,4.2,4.2,0.8,1.2,0.8,0.5,null,null,1.2,1.2,3,0.4,3,3.3,null,null,0.4,0.4,6.4,1.2,7.8,9.4,2.3,null,1.2,1.2,5.5,6.8,6.3,7.1,2.3,null,6.8,6.8,0.9,null,1.4,0.6,0.9,null,0.95,0.95,281
