id,valueYName,valueY,valueXName,valueX,score_1,scores_total,score,anomaly
6214,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6215,month,12,month_day_hour_min,,0.45,0.45,0.45,false
6216,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6217,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6218,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6219,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6220,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6221,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6222,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6223,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6224,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6225,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6226,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6227,month,12,month_day_hour_min,,0.63,0.63,0.63,true
6228,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6229,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6230,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6231,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6232,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6233,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6234,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6235,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6236,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6237,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6238,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6239,month,12,month_day_hour_min,,0.45,0.45,0.45,false
6240,month,12,month_day_hour_min,,0.46,0.46,0.46,false
6241,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6242,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6243,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6244,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6245,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6246,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6247,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6248,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6249,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6250,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6251,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6252,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6253,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6254,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6255,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6256,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6257,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6258,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6259,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6260,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6261,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6262,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6263,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6264,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6265,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6266,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6267,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6268,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6269,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6270,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6271,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6272,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6273,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6274,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6275,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6276,month,12,month_day_hour_min,,0.62,0.62,0.62,true
6277,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6278,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6279,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6280,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6281,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6282,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6283,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6284,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6285,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6286,month,12,month_day_hour_min,,0.46,0.46,0.46,false
6287,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6288,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6289,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6290,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6291,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6292,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6293,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6294,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6295,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6296,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6297,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6298,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6299,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6300,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6301,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6302,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6303,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6304,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6305,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6306,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6307,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6308,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6309,month,12,month_day_hour_min,,0.37,0.37,0.37,false
6310,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6311,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6312,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6313,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6314,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6315,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6316,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6317,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6318,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6319,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6320,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6321,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6322,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6323,month,12,month_day_hour_min,,0.46,0.46,0.46,false
6324,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6325,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6326,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6327,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6328,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6329,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6330,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6331,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6332,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6333,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6334,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6335,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6336,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6337,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6338,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6339,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6340,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6341,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6342,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6343,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6344,month,12,month_day_hour_min,,0.48,0.48,0.48,false
6345,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6346,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6347,month,12,month_day_hour_min,,0.62,0.62,0.62,true
6348,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6349,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6350,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6351,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6352,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6353,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6354,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6355,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6356,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6357,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6358,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6359,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6360,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6361,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6362,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6363,month,12,month_day_hour_min,,0.45,0.45,0.45,false
6364,month,12,month_day_hour_min,,0.45,0.45,0.45,false
6365,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6366,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6367,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6368,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6369,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6370,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6371,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6372,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6373,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6374,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6375,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6376,month,12,month_day_hour_min,,0.37,0.37,0.37,false
6377,month,12,month_day_hour_min,,0.37,0.37,0.37,false
6378,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6379,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6380,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6381,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6382,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6383,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6384,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6385,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6386,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6387,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6388,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6389,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6390,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6391,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6392,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6393,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6394,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6395,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6396,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6397,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6398,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6399,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6400,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6401,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6402,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6403,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6404,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6405,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6406,month,12,month_day_hour_min,,0.46,0.46,0.46,false
6407,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6408,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6409,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6410,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6411,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6412,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6413,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6414,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6415,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6416,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6417,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6418,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6419,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6420,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6421,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6422,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6423,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6424,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6425,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6426,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6427,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6428,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6429,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6430,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6431,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6432,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6433,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6434,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6435,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6436,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6437,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6438,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6439,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6440,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6441,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6442,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6443,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6444,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6445,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6446,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6447,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6448,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6449,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6450,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6451,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6452,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6453,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6454,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6455,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6456,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6457,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6458,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6459,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6460,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6461,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6462,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6463,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6464,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6465,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6466,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6467,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6468,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6469,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6470,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6471,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6472,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6473,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6474,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6475,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6476,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6477,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6478,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6479,month,12,month_day_hour_min,,0.47,0.47,0.47,false
6480,month,12,month_day_hour_min,,0.47,0.47,0.47,false
6481,month,12,month_day_hour_min,,0.56,0.56,0.56,false
6482,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6483,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6484,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6485,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6486,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6487,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6488,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6489,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6490,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6491,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6492,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6493,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6494,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6495,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6496,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6497,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6498,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6499,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6500,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6501,month,12,month_day_hour_min,,0.46,0.46,0.46,false
6502,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6503,month,12,month_day_hour_min,,0.46,0.46,0.46,false
6504,month,12,month_day_hour_min,,0.51,0.51,0.51,false
6505,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6506,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6507,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6508,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6509,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6510,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6511,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6512,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6513,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6514,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6515,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6516,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6517,month,12,month_day_hour_min,,0.45,0.45,0.45,false
6518,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6519,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6520,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6521,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6522,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6523,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6524,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6525,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6526,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6527,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6528,month,12,month_day_hour_min,,0.46,0.46,0.46,false
6529,month,12,month_day_hour_min,,0.49,0.49,0.49,false
6530,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6531,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6532,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6533,month,12,month_day_hour_min,,0.38,0.38,0.38,false
6534,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6535,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6536,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6537,month,12,month_day_hour_min,,0.50,0.50,0.50,false
6538,month,12,month_day_hour_min,,0.45,0.45,0.45,false
6539,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6540,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6541,month,12,month_day_hour_min,,0.46,0.46,0.46,false
6542,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6543,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6544,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6545,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6546,month,12,month_day_hour_min,,0.39,0.39,0.39,false
6547,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6548,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6549,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6550,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6551,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6552,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6553,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6554,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6555,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6556,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6557,month,12,month_day_hour_min,,0.47,0.47,0.47,false
6558,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6559,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6560,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6561,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6562,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6563,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6564,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6565,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6566,month,12,month_day_hour_min,,0.40,0.40,0.40,false
6567,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6568,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6569,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6570,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6571,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6572,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6573,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6574,month,12,month_day_hour_min,,0.43,0.43,0.43,false
6575,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6576,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6577,month,12,month_day_hour_min,,0.44,0.44,0.44,false
6578,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6579,month,12,month_day_hour_min,,0.41,0.41,0.41,false
6580,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6581,month,12,month_day_hour_min,,0.42,0.42,0.42,false
6582,month,12,month_day_hour_min,,0.42,0.42,0.42,false
