id,valueYName,valueY,valueXName,valueX,score_1,scores_total,score,anomaly
940,month,3,month_day_hour_min,,0.40,0.40,0.40,false
941,month,3,month_day_hour_min,,0.41,0.41,0.41,false
942,month,3,month_day_hour_min,,0.47,0.47,0.47,false
943,month,3,month_day_hour_min,,0.39,0.39,0.39,false
944,month,3,month_day_hour_min,,0.37,0.37,0.37,false
945,month,3,month_day_hour_min,,0.38,0.38,0.38,false
946,month,3,month_day_hour_min,,0.39,0.39,0.39,false
947,month,3,month_day_hour_min,,0.41,0.41,0.41,false
948,month,3,month_day_hour_min,,0.41,0.41,0.41,false
949,month,3,month_day_hour_min,,0.43,0.43,0.43,false
950,month,3,month_day_hour_min,,0.40,0.40,0.40,false
951,month,3,month_day_hour_min,,0.42,0.42,0.42,false
952,month,3,month_day_hour_min,,0.41,0.41,0.41,false
953,month,3,month_day_hour_min,,0.41,0.41,0.41,false
954,month,3,month_day_hour_min,,0.39,0.39,0.39,false
955,month,3,month_day_hour_min,,0.40,0.40,0.40,false
956,month,3,month_day_hour_min,,0.40,0.40,0.40,false
957,month,3,month_day_hour_min,,0.39,0.39,0.39,false
958,month,3,month_day_hour_min,,0.40,0.40,0.40,false
959,month,3,month_day_hour_min,,0.44,0.44,0.44,false
960,month,3,month_day_hour_min,,0.39,0.39,0.39,false
961,month,3,month_day_hour_min,,0.38,0.38,0.38,false
962,month,3,month_day_hour_min,,0.38,0.38,0.38,false
963,month,3,month_day_hour_min,,0.37,0.37,0.37,false
964,month,3,month_day_hour_min,,0.37,0.37,0.37,false
965,month,3,month_day_hour_min,,0.37,0.37,0.37,false
966,month,3,month_day_hour_min,,0.37,0.37,0.37,false
967,month,3,month_day_hour_min,,0.41,0.41,0.41,false
968,month,3,month_day_hour_min,,0.44,0.44,0.44,false
969,month,3,month_day_hour_min,,0.40,0.40,0.40,false
970,month,3,month_day_hour_min,,0.41,0.41,0.41,false
971,month,3,month_day_hour_min,,0.39,0.39,0.39,false
972,month,3,month_day_hour_min,,0.40,0.40,0.40,false
973,month,3,month_day_hour_min,,0.39,0.39,0.39,false
974,month,3,month_day_hour_min,,0.40,0.40,0.40,false
975,month,3,month_day_hour_min,,0.39,0.39,0.39,false
976,month,3,month_day_hour_min,,0.40,0.40,0.40,false
977,month,3,month_day_hour_min,,0.42,0.42,0.42,false
978,month,3,month_day_hour_min,,0.46,0.46,0.46,false
979,month,3,month_day_hour_min,,0.45,0.45,0.45,false
980,month,3,month_day_hour_min,,0.45,0.45,0.45,false
981,month,3,month_day_hour_min,,0.40,0.40,0.40,false
982,month,3,month_day_hour_min,,0.39,0.39,0.39,false
983,month,3,month_day_hour_min,,0.38,0.38,0.38,false
984,month,3,month_day_hour_min,,0.39,0.39,0.39,false
985,month,3,month_day_hour_min,,0.38,0.38,0.38,false
986,month,3,month_day_hour_min,,0.39,0.39,0.39,false
987,month,3,month_day_hour_min,,0.38,0.38,0.38,false
988,month,3,month_day_hour_min,,0.37,0.37,0.37,false
989,month,3,month_day_hour_min,,0.42,0.42,0.42,false
990,month,3,month_day_hour_min,,0.41,0.41,0.41,false
991,month,3,month_day_hour_min,,0.43,0.43,0.43,false
992,month,3,month_day_hour_min,,0.39,0.39,0.39,false
993,month,3,month_day_hour_min,,0.39,0.39,0.39,false
994,month,3,month_day_hour_min,,0.40,0.40,0.40,false
995,month,3,month_day_hour_min,,0.40,0.40,0.40,false
996,month,3,month_day_hour_min,,0.41,0.41,0.41,false
997,month,3,month_day_hour_min,,0.39,0.39,0.39,false
998,month,3,month_day_hour_min,,0.39,0.39,0.39,false
999,month,3,month_day_hour_min,,0.43,0.43,0.43,false
1000,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1001,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1002,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1003,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1004,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1005,month,3,month_day_hour_min,,0.36,0.36,0.36,false
1006,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1007,month,3,month_day_hour_min,,0.36,0.36,0.36,false
1008,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1009,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1010,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1011,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1012,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1013,month,3,month_day_hour_min,,0.43,0.43,0.43,false
1014,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1015,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1016,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1017,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1018,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1019,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1020,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1021,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1022,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1023,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1024,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1025,month,3,month_day_hour_min,,0.45,0.45,0.45,false
1026,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1027,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1028,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1029,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1030,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1031,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1032,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1033,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1034,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1035,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1036,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1037,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1038,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1039,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1040,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1041,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1042,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1043,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1044,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1045,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1046,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1047,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1048,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1049,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1050,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1051,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1052,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1053,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1054,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1055,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1056,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1057,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1058,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1059,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1060,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1061,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1062,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1063,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1064,month,3,month_day_hour_min,,0.46,0.46,0.46,false
1065,month,3,month_day_hour_min,,0.46,0.46,0.46,false
1066,month,3,month_day_hour_min,,0.44,0.44,0.44,false
1067,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1068,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1069,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1070,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1071,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1072,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1073,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1074,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1075,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1076,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1077,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1078,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1079,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1080,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1081,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1082,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1083,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1084,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1085,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1086,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1087,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1088,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1089,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1090,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1091,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1092,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1093,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1094,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1095,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1096,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1097,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1098,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1099,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1100,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1101,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1102,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1103,month,3,month_day_hour_min,,0.44,0.44,0.44,false
1104,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1105,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1106,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1107,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1108,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1109,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1110,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1111,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1112,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1113,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1114,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1115,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1116,month,3,month_day_hour_min,,0.43,0.43,0.43,false
1117,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1118,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1119,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1120,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1121,month,3,month_day_hour_min,,0.44,0.44,0.44,false
1122,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1123,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1124,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1125,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1126,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1127,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1128,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1129,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1130,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1131,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1132,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1133,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1134,month,3,month_day_hour_min,,0.36,0.36,0.36,false
1135,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1136,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1137,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1138,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1139,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1140,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1141,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1142,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1143,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1144,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1145,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1146,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1147,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1148,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1149,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1150,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1151,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1152,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1153,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1154,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1155,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1156,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1157,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1158,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1159,month,3,month_day_hour_min,,0.43,0.43,0.43,false
1160,month,3,month_day_hour_min,,0.44,0.44,0.44,false
1161,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1162,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1163,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1164,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1165,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1166,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1167,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1168,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1169,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1170,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1171,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1172,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1173,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1174,month,3,month_day_hour_min,,0.43,0.43,0.43,false
1175,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1176,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1177,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1178,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1179,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1180,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1181,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1182,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1183,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1184,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1185,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1186,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1187,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1188,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1189,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1190,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1191,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1192,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1193,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1194,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1195,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1196,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1197,month,3,month_day_hour_min,,0.63,0.63,0.63,true
1198,month,3,month_day_hour_min,,0.43,0.43,0.43,false
1199,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1200,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1201,month,3,month_day_hour_min,,0.43,0.43,0.43,false
1202,month,3,month_day_hour_min,,0.47,0.47,0.47,false
1203,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1204,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1205,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1206,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1207,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1208,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1209,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1210,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1211,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1212,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1213,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1214,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1215,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1216,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1217,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1218,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1219,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1220,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1221,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1222,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1223,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1224,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1225,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1226,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1227,month,3,month_day_hour_min,,0.36,0.36,0.36,false
1228,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1229,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1230,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1231,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1232,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1233,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1234,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1235,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1236,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1237,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1238,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1239,month,3,month_day_hour_min,,0.45,0.45,0.45,false
1240,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1241,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1242,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1243,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1244,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1245,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1246,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1247,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1248,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1249,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1250,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1251,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1252,month,3,month_day_hour_min,,0.43,0.43,0.43,false
1253,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1254,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1255,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1256,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1257,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1258,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1259,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1260,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1261,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1262,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1263,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1264,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1265,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1266,month,3,month_day_hour_min,,0.44,0.44,0.44,false
1267,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1268,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1269,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1270,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1271,month,3,month_day_hour_min,,0.36,0.36,0.36,false
1272,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1273,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1274,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1275,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1276,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1277,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1278,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1279,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1280,month,3,month_day_hour_min,,0.43,0.43,0.43,false
1281,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1282,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1283,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1284,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1285,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1286,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1287,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1288,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1289,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1290,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1291,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1292,month,3,month_day_hour_min,,0.43,0.43,0.43,false
1293,month,3,month_day_hour_min,,0.46,0.46,0.46,false
1294,month,3,month_day_hour_min,,0.44,0.44,0.44,false
1295,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1296,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1297,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1298,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1299,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1300,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1301,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1302,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1303,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1304,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1305,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1306,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1307,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1308,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1309,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1310,month,3,month_day_hour_min,,0.44,0.44,0.44,false
1311,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1312,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1313,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1314,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1315,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1316,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1317,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1318,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1319,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1320,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1321,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1322,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1323,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1324,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1325,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1326,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1327,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1328,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1329,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1330,month,3,month_day_hour_min,,0.47,0.47,0.47,false
1331,month,3,month_day_hour_min,,0.44,0.44,0.44,false
1332,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1333,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1334,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1335,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1336,month,3,month_day_hour_min,,0.36,0.36,0.36,false
1337,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1338,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1339,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1340,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1341,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1342,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1343,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1344,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1345,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1346,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1347,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1348,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1349,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1350,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1351,month,3,month_day_hour_min,,0.44,0.44,0.44,false
1352,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1353,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1354,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1355,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1356,month,3,month_day_hour_min,,0.43,0.43,0.43,false
1357,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1358,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1359,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1360,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1361,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1362,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1363,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1364,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1365,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1366,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1367,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1368,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1369,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1370,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1371,month,3,month_day_hour_min,,0.43,0.43,0.43,false
1372,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1373,month,3,month_day_hour_min,,0.43,0.43,0.43,false
1374,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1375,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1376,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1377,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1378,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1379,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1380,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1381,month,3,month_day_hour_min,,0.44,0.44,0.44,false
1382,month,3,month_day_hour_min,,0.43,0.43,0.43,false
1383,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1384,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1385,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1386,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1387,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1388,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1389,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1390,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1391,month,3,month_day_hour_min,,0.39,0.39,0.39,false
