month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu
4,19,14,30,2.7,147.23,0,1.543,217.71,21.73,253.8,32.47,405.93,0,52.55
4,19,16,15,2.83,249.52,0,1.393,186.8,21.33,236.87,32.62,432.93,0,53.36
4,19,18,15,3.01,104.65,0,1.283,210.7,21.79,237.87,32.65,292,0,51.77
4,19,18,45,3.03,117.04,0,1.27,211.5,21.76,238.27,32.61,292.13,0,51.71
4,19,20,0,2.92,0,360.81,1.187,170.5,20.45,249.6,30.79,170.53,0,47.73
4,19,21,15,2.6,0,342.97,1.052,185.58,20.43,253.33,30.35,151.93,0,47.78
4,19,22,45,2.55,207.46,0,1.002,213.36,22.23,243.8,32.21,306,0,51.69
4,20,0,0,2.66,208.48,0,1.019,277.19,20.18,237.6,32.63,215.8,0,51.21
4,20,1,15,2.78,322.43,0,1.268,282.38,20.28,233.93,33.2,239.8,0,52.01
4,20,1,45,2.85,299.37,0,1.39,307.81,20.66,236.2,33.31,182.4,0,51.61
4,20,2,0,2.88,285.93,0,1.452,309.31,20.62,239.73,33.05,175.47,0,51.56
4,20,2,30,2.95,250.2,0,1.575,299.28,20.65,239.87,33.05,160.73,0,51.33
4,20,3,15,3.02,250.49,0,1.759,311.28,20.69,236.67,33.29,159.33,0,51.37
4,20,3,30,3.05,252.22,0,1.822,303,20.73,238.87,33.18,154.53,0,51.41
4,20,3,45,3.08,251.63,0,1.883,306.63,20.7,245.8,32.89,151.4,0,51.41
4,20,4,45,3.2,274.06,0,2.128,294.36,21.16,253.67,33.39,176.4,0,51.75
4,20,5,30,3.28,215.32,0,2.312,304.3,21.16,256.93,33.16,152,0,51.58
4,20,6,45,3.39,229.67,0,2.612,260.21,21.49,257.27,33.43,262.6,0,52.33
4,20,7,15,3.44,84.44,0.09,2.62,197.87,20.82,228.67,33.11,218.4,0,51.52
4,20,8,45,3.33,0,68.34,2.46,179.52,20.09,235.47,32.71,169.93,0.8,51.1
4,20,9,30,3.27,0,92.45,2.339,161.68,20.03,238.8,32.46,169.47,0.88,51.01
4,20,11,0,3.13,0,139.23,2.099,172.39,20.17,240.93,32.31,120,0.71,50.55
4,20,11,15,3.1,0,105.61,2.06,165.53,20.2,242.67,32.16,121.6,0.24,50.51
4,20,12,15,3.02,0.82,29.28,1.907,150.16,20.24,234.87,32.67,188.53,0,50.9
4,20,13,45,2.94,0,49.53,1.685,148.28,20.07,239.27,32.41,188.67,0,50.91
4,20,14,45,2.87,0,66.62,1.543,148.09,20.25,239.4,32.36,192.27,0,50.1
4,20,15,0,2.87,0,78.8,1.54,147.23,20.31,239,32.35,194,0,49.69
4,20,20,30,2.88,0,366.08,1.101,163.07,20.4,252.2,30.54,164,0,47.39
4,20,22,45,2.45,268.77,0,0.91,209.19,21.56,214.93,32.62,410.27,0,52.82
4,21,4,15,3.32,373.7,0,2.357,342.37,22.69,230.73,33.97,253,0,52.89
4,21,5,0,3.43,215.47,0,2.597,326.61,21.23,243.6,33.26,133,0,51.38
4,21,5,30,3.47,258,0,2.743,317.79,21.18,245.2,33.16,189,0,51.65
4,21,6,0,3.53,260.89,0,2.885,320.56,21.13,240.47,33.48,188.53,0,51.87
4,21,6,15,3.56,242.43,0,2.957,322.57,21.12,235.8,33.82,187.67,0,52.23
4,21,6,30,3.58,208.71,0,3.029,337.75,21.96,238.47,33.6,217.8,0,52.41
4,21,8,0,3.55,0,229.68,2.915,51.1,17.38,253.2,32.22,51.73,0.85,49.93
4,21,8,15,3.51,0,285.97,2.85,50.43,17.78,240.93,31.9,50.87,0.81,49.51
4,21,12,45,2.85,134.4,0,1.666,199.67,21.22,252.07,32.31,396.6,0,52.48
4,21,13,15,2.87,141.33,0,1.62,226.46,21.6,225.67,32.48,422.33,0,52.78
4,21,13,45,2.89,135.13,0,1.579,224.91,21.78,225.27,32.55,417.73,0,52.95
4,21,14,45,2.93,137.15,0,1.501,226.51,21.78,237.87,32.62,413.53,0,52.91
4,21,15,15,2.95,140.19,0,1.452,221.02,21.59,235.6,32.76,416,0,53.01
4,21,15,45,2.98,193.33,0,1.419,223.34,21.59,236,32.74,411.27,0,53.13
4,21,17,45,3.16,223.38,0,1.285,205.82,21.73,234.53,32.93,435.67,0,53.54
4,21,20,0,2.89,0,366.41,1.148,182.44,20.99,260,30.53,184.2,0,47.38
4,21,21,45,2.46,199.94,0,0.975,230.03,21.97,221.87,32.37,468.47,0,53.4
4,22,0,30,2.72,262.89,0,1.099,343.73,22.57,234.53,32.81,225.8,0,51.65
4,22,0,45,2.75,370.65,0,1.167,338.5,22.48,238.8,33.61,302.27,0,52.88
4,22,1,45,2.93,364.67,0,1.455,362.27,22.44,240.6,33.48,277.6,0,52.5
4,22,3,15,3.19,341.72,0,1.936,343.54,22.48,237.73,33.67,261.6,0,52.48
4,22,3,30,3.23,326.1,0,2.016,336.17,22.5,236.27,33.79,262.4,0,52.48
4,22,4,30,3.39,364.14,0,2.333,341.04,22.44,232.47,34.06,273.2,0,53.03
4,22,5,45,3.59,326.48,0,2.729,356.46,23.18,237.07,33.79,269.27,0,52.94
4,22,6,15,3.65,138.85,0,2.889,358.18,23.23,244.13,33.23,137.07,0,51.5
4,22,6,30,3.67,93.31,0,2.969,380.73,23.18,244.07,33.22,137.53,0,51.46
4,22,6,45,3.67,6.65,105.13,3.033,247.58,20.45,247.27,32.97,78.93,0,50.59
4,22,9,15,3.19,0,395.94,2.574,90.68,16.95,253.2,30.65,91.07,29.12,48.15
4,22,13,15,2.38,221.41,0,1.474,223.96,21.84,248.33,32.16,441,0,52.82
4,22,16,15,2.6,216.53,0,1.28,184.51,21.12,233.4,32.42,400,0,52.56
4,22,16,30,2.63,215.27,0,1.255,183.28,21.18,232.4,32.51,399.27,0,52.76
4,22,20,30,2.7,0,366.22,0.992,180.31,20.56,272.4,30.43,180.93,0,47.16
4,22,20,45,2.64,0,346.01,0.963,180.65,20.76,268.2,30.37,181.8,0,47.31
4,22,21,45,2.42,64.19,0,0.841,214.03,21.63,218.73,32.03,299.2,0,51.18
4,22,22,30,2.42,119.93,0,0.787,210.78,21.9,207.73,32.17,278.13,0,51.24
4,23,2,15,2.9,363.56,0,1.403,330,22.84,241.33,33.51,246.87,0,52.3
4,23,2,30,2.94,351.66,0,1.475,327.53,22.68,241.87,33.47,236.4,0,52.15
4,23,3,30,3.14,430.31,0,1.771,347.05,24.18,246.07,34.09,305.47,0,53.44
4,23,3,45,3.19,438.57,0,1.861,384.68,24.24,242.2,34.36,303.07,0,53.61
4,23,6,15,3.53,226.46,0,2.796,396.92,23.8,249.27,33.73,115.8,0,51.81
4,23,8,0,3.72,0,238.72,2.95,157.37,21.05,267.8,32.03,157.53,39.73,49.12
4,23,8,15,3.67,0,293.69,2.924,159.97,20.52,270.47,31.95,160.93,32.34,48.99
4,23,9,30,3.34,0,473.82,2.715,210.38,20.28,250.6,29.95,155.93,32.98,46.76
4,23,9,45,3.26,0,490.22,2.675,160.31,18.69,253,29.78,160.4,24.88,46.69
4,23,12,45,2.59,0,48.52,2.081,206.36,21.12,208.8,32.03,292.67,0,51.14
4,23,13,0,2.57,0,33.71,2.045,186.58,20.71,212.27,31.82,291.07,0,51.05
4,23,14,0,2.51,6.7,11.95,1.886,174.28,20.24,233.27,32.22,291.93,0,51.11
4,23,16,15,2.49,93.93,0,1.533,142.51,20.1,235.27,32.1,296.33,0,51.13
4,23,17,0,2.51,126.84,0,1.46,230.46,21.44,235.47,32.08,287.27,0,51.32
4,23,21,15,2.38,0,256.07,0.919,124.24,19.88,249.4,30.89,88.27,0,48.37
4,23,23,15,2.42,323.87,0,0.8,227.03,22.88,227.2,32.77,383.8,0,52.78
4,23,23,30,2.46,338.4,0,0.8,226.44,23.47,226.8,32.8,381,0,52.93
4,24,2,0,2.8,348.57,0,1.435,395.38,23.55,254.47,33.46,240.67,0,52.15
4,24,3,0,2.97,396.93,0,1.755,357.11,23.72,250,33.82,267.53,0,52.84
4,24,4,45,3.31,368.59,0,2.319,343.2,24.27,250,33.76,280.73,0,52.81
4,24,6,15,3.5,219.72,0,2.809,351.83,24.69,248.47,33.74,98.4,0,51.65
4,24,10,45,2.97,0,512.01,2.376,142.84,18.91,259,29.27,143.27,24.89,46.4
4,24,11,0,2.88,0,490.03,2.304,145.28,18.05,252.4,29.43,145.6,4.72,46.56
4,24,11,30,2.72,0,477.28,2.157,143.55,18.78,236.4,29.24,144,0.06,46.52
4,24,12,45,2.36,0,399.97,1.828,142.38,19.87,230.73,29.67,143.33,0,46.96
4,24,13,15,2.29,97.05,0,1.749,252.29,22.18,236.93,31.86,322.93,0,51.16
4,24,14,0,2.3,46.59,0.09,1.705,257.43,22.19,237.8,31.8,260,0,50.71
4,24,14,45,2.31,33.18,0,1.657,257.62,22.18,237.07,31.9,174.6,0,50.38
4,24,15,30,2.3,112.25,0,1.613,253.63,22.29,235.93,31.99,267.33,0,51.08
4,24,16,15,2.33,137.43,0,1.584,238.18,21.9,237.53,31.84,231.2,0,50.59
4,24,21,30,2.34,39.11,33.41,0.949,193.14,21.81,230.07,32.06,223.6,0,50.8
4,25,0,45,2.72,339.36,0,1.132,357.76,23.41,236,33.36,285.33,0,52.5
4,25,1,0,2.76,353.69,0,1.209,372.6,24.27,243.47,33.38,293.6,0,52.39
4,25,1,30,2.85,373.89,0,1.365,360.67,24.29,242.6,33.51,281.13,0,52.65
4,25,2,45,3.08,371.04,0,1.757,388.41,24.23,235.73,33.96,280.13,0,52.7
4,25,4,30,3.35,221.05,0,2.305,345.26,24.23,241.8,33.52,125.93,0,51.51
4,25,4,45,3.38,226.71,0,2.383,350.63,24.18,243.67,33.41,160.8,0,51.53
4,25,5,15,3.43,248.54,0,2.539,353.99,24.21,241.13,33.53,178.73,0,52.11
4,25,7,30,3.71,58.3,59.94,2.993,92.98,17.47,251.07,32.84,106.33,30.57,50.67
4,25,8,0,3.67,0,179.6,2.923,81.49,17.84,244.07,32.86,81.93,27.43,50.4
4,25,10,0,3.28,0,425.39,2.314,99.3,16.76,267.2,30.46,100.27,32.29,47.73
4,25,12,15,2.63,0,408.08,1.59,128.64,19.24,258.87,29.98,129.47,0,47.29
4,25,13,30,2.53,105.41,0,1.409,169,20.72,230.4,32.14,325.53,0,51.53
4,25,14,45,2.61,199.31,0,1.305,232.58,21.78,226.13,32.53,394.27,0,52.59
4,25,15,15,2.64,154.99,0,1.275,231.88,21.94,219.67,32.19,353.67,0,52.05
4,25,16,15,2.72,203.81,0,1.229,232.2,22.07,213.67,32.67,354.33,0,52.35
4,25,17,45,2.87,223.33,0,1.181,207.46,21.76,212.73,32.85,384.8,0,52.88
4,25,18,15,2.91,165.11,0,1.169,232.49,21.97,221.47,32.63,383.27,0,52.64
4,25,19,15,2.98,142.5,0,1.139,232.48,21.69,238.2,32.86,376.53,0,52.66
4,25,19,45,3.01,125.58,0,1.116,232.34,21.69,240.8,32.67,375.93,0,52.7
4,25,20,15,2.98,0,377.59,1.054,140.51,16.64,269.07,30.42,141.13,0,47.73
4,25,20,30,2.92,0,396.17,1.007,134.87,19.62,267.2,30.51,135.07,0,47.66
4,25,22,0,2.68,108.95,0,0.86,226.07,21.7,245.13,32.15,382.93,0,52.42
4,25,22,15,2.69,160.51,0,0.86,215.82,21.69,241.27,32.43,380.93,0,52.65
4,25,22,45,2.73,250.54,0,0.86,216.14,21.51,235.67,32.85,380.47,0,52.76
4,26,0,0,2.92,285.24,0,0.884,393.92,23,230.33,33.31,310.8,0,52.28
4,26,2,15,3.28,347.21,0,1.633,375.98,24.52,220.6,34.05,257.8,0,52.9
4,26,2,30,3.32,328.8,0,1.722,377.24,24.62,223.47,33.86,263.93,0,52.59
4,26,4,45,3.72,392.17,0,2.402,327.16,22.8,211.8,34.77,297.33,0,53.89
4,26,5,0,3.77,338.73,0,2.471,321.18,23.22,218.93,34.33,283.87,0,53.27
4,26,6,30,3.89,1.16,32.16,2.872,278.07,18.57,260.53,33.03,9.87,0,51.14
4,26,7,15,3.91,78.23,0,2.91,217.8,20.24,254.2,33.46,309.6,0,52.73
4,26,8,30,3.71,0,367.49,2.675,83.62,17.35,280.6,31.14,84.27,28.49,48.67
4,26,8,45,3.65,0,334.93,2.594,84.27,17.43,275.47,31.54,85,28.18,48.98
4,26,9,15,3.53,0,332.99,2.434,83.61,17.61,276.13,31.41,84.07,36.12,48.72
4,26,10,15,3.3,0,346.88,2.103,84.92,16.3,256.4,31.11,85.33,35.41,48.71
4,26,10,30,3.24,0,347.65,2.02,83.4,17.44,257.93,30.99,84.13,24.87,48.61
4,26,10,45,3.18,0,309.17,1.942,107.68,18.31,234.47,31.3,88.67,24.51,49.09
4,26,11,0,3.12,0,62.61,1.878,151.18,19.52,193.53,32.44,274.67,6.19,51.84
4,26,11,15,3.1,0,36.55,1.822,175.51,20.1,188.07,32.4,290.33,0.27,51.65
4,26,12,45,3.04,0,34.97,1.562,182.42,20.79,189.8,32.52,265.6,0,51.46
4,26,13,45,2.99,11.96,10.03,1.43,166.29,20.86,196.13,32.29,285.8,0,51.37
4,26,14,15,2.97,0,19.81,1.364,166.08,20.84,194.27,32.46,299.93,0,51.66
4,26,15,30,2.94,97.89,0,1.219,199.78,21.44,266.8,32.52,301,0,51.54
4,26,16,30,2.96,168.35,0,1.2,215.33,22.17,262.73,32.71,292.8,0,51.84
4,26,19,15,3.1,0,318.53,1.115,141.73,19.95,262.07,30.88,142.2,0,48.26
4,26,22,45,2.47,281.24,0,0.72,197.76,21.65,240.4,32.5,410.4,0,52.82
4,26,23,0,2.5,273.59,0,0.72,187.69,21.8,239.07,32.63,406.8,0,52.95
4,27,2,30,3.04,377.32,0,1.586,366.52,24.71,226.53,33.72,271.53,0,52.9
4,27,3,0,3.12,341.63,0,1.755,363.91,24.65,228.33,33.6,281.47,0,52.59
4,27,3,30,3.21,335.22,0,1.921,354.45,24.74,228.53,33.65,280.4,0,52.67
4,27,5,0,3.46,317.86,0,2.417,368.86,24.73,259.8,34.05,276.93,0,52.85
4,27,6,15,3.65,286.89,0,2.831,370.15,24.38,262.13,33.78,266.27,0,52.63
4,27,7,30,3.72,0,337.72,2.939,101.94,19.55,267.07,31.47,103.2,23.79,48.72
4,27,10,0,3.1,0,335.95,2.385,102.96,18.88,263.6,30.99,104,31.3,48.23
4,27,11,0,2.87,0,222.42,2.142,15.93,14.69,253.8,31.66,17.33,5.41,49.61
4,27,12,0,2.88,247.11,0,1.886,128.37,19.78,237.07,32.97,502.8,0,54.27
4,27,14,15,3.01,27.29,0.91,1.548,165.63,20.81,265.73,32.58,277.27,0,51.41
4,27,15,0,3,95.47,0,1.465,157.37,20.59,265.07,32.6,320.07,0,51.9
4,27,15,15,3,123.79,0,1.437,170.61,20.82,263.13,32.73,340,0,52.27
4,27,15,30,3.01,159.38,0,1.408,154.6,20.69,261.27,32.88,337.13,0,52.4
4,27,17,0,3.15,309.5,0,1.3,224.99,22.16,255.4,33.38,452.67,0,54.26
4,27,19,30,3.16,0,284.87,1.163,117.06,19.88,279.07,31.39,117.53,0,48.94
4,27,20,30,2.94,0,366.94,0.993,116.39,19.67,265.47,30.6,117.07,0,48.06
4,27,21,0,2.82,0,367.33,0.893,117.08,19.54,265.93,30.57,117.53,0,48.09
4,27,21,30,2.69,0,382.19,0.801,115.78,19.8,263.27,30.31,116.53,0,47.72
4,28,1,15,2.96,286.51,0,1.125,359.25,24.76,246.4,33.31,173.8,0,51.71
4,28,1,30,2.98,387.45,0,1.207,356.44,24.8,237.53,33.97,286.67,0,53.12
4,28,2,15,3.13,442.75,0,1.453,356.12,24.78,252.47,34.24,308.53,0,53.74
4,28,3,30,3.39,391.45,0,1.862,344.72,24.72,257.27,34.2,249.27,0,53.14
4,28,4,30,3.58,378.48,0,2.187,342,24.72,253.67,34.42,248.73,0,53.31
4,28,4,45,3.63,375.49,0,2.268,344.44,24.77,255.73,34.24,249.4,0,53.23
4,28,5,30,3.76,327.84,0,2.518,405.64,26.35,252.27,34.49,255.93,0,53.05
4,28,6,30,3.92,243.11,0,2.911,418.8,26.3,259.13,33.95,251,0,52.84
4,28,8,30,3.67,0,367.67,2.799,109.59,19.54,265.4,31.52,110.73,24.98,49.03
4,28,8,45,3.61,0,320.45,2.761,109.51,19.87,262.8,31.71,109.87,36.37,49.27
4,28,9,30,3.44,0,309.27,2.64,112.18,18.52,265.53,31.69,112.2,25.67,49.14
4,28,11,0,3.12,0,302.24,2.389,111.79,18.25,281.73,31.41,112.2,5.06,48.56
4,28,11,15,3.07,0,280.13,2.337,110.54,19.38,265.93,31.69,110.8,0.27,49.16
4,28,11,30,3.02,0,274.83,2.294,111.75,18.14,270.47,31.27,113.13,0.06,48.66
4,28,11,45,2.97,0,272.77,2.25,109.65,19.61,283.27,31.53,110.33,0,48.95
4,28,12,45,2.8,0,203.41,2.021,56.1,18.48,285.2,31.8,56.73,0,49.65
4,28,14,30,2.77,255.87,0,1.631,107.35,19.13,274.07,32.61,483.93,0,53.74
4,28,15,45,2.92,302.8,0,1.455,153.1,20.84,267.47,33.07,477.2,0,54.12
4,28,17,15,3.12,294.65,0,1.31,197.17,21.69,261.4,33.59,422.53,0,53.84
4,28,20,0,3.09,0,359.43,1.152,148.88,19.79,261.4,30.95,148.93,0,48.1
4,28,22,30,2.46,0,258.05,0.799,147.56,20.5,260.6,30.97,148.13,0,48.24
4,29,0,15,2.59,291.71,0,0.836,389.67,24.82,277.4,32.92,284.53,0,51.99
4,29,3,15,3.09,383.73,0,1.815,356.24,24.82,248.67,33.7,293.27,0,52.84
4,29,3,30,3.13,383.66,0,1.896,359.05,24.69,243.93,34.07,304.73,0,53.04
4,29,6,45,3.65,300.87,0,2.922,262.77,20.31,294.33,33.69,349.07,0,53.57
4,29,7,45,3.6,0,357.35,2.788,76.11,16.69,275.27,31.39,76.4,26.91,48.92
4,29,9,0,3.28,0,352.87,2.401,74.69,16.69,280.4,31.02,75.67,28.13,48.37
4,29,9,45,3.09,0,386.53,2.149,74.06,16.24,264.07,30.54,74.8,26.92,48.05
4,29,12,15,2.76,137.83,0,1.522,227.9,21.65,241.53,32.46,395.67,0,52.58
4,29,13,30,2.8,162.39,0,1.392,169.48,16.73,275.64,32.59,379.4,0,52.89
4,29,13,45,2.82,163,0,1.349,222.32,21.46,273.93,32.61,393.73,0,52.61
4,29,14,30,2.85,98.48,0,1.261,230.92,21.62,278.47,32.22,363.73,0,52.04
4,29,17,0,2.95,166.43,0,1.11,233.98,21.09,271,32.8,351.6,0,52.52
4,29,20,0,2.99,0,348.91,0.939,159.68,20.67,262.2,30.73,160.13,0,47.95
4,30,1,30,2.52,277.67,0,0.927,398.9,24.79,260.47,32.86,172.73,0,51.05
4,30,1,45,2.55,288.15,0,1.011,400.63,24.87,260.2,32.87,172.67,0,51.15
4,30,2,15,2.62,325.42,0,1.181,379,24.76,278.07,33.27,170.93,0,51.53
4,30,3,0,2.74,412.86,0,1.433,368.04,24.76,270.73,33.84,306.4,0,52.86
4,30,3,45,2.9,438.95,0,1.687,370.78,24.75,267.27,34.13,297.13,0,53.32
4,30,4,0,2.96,436.47,0,1.77,359.61,24.72,266.13,34.2,296.4,0,53.33
4,30,4,45,3.12,425.72,0,2.022,370.32,24.84,265,34.24,288.6,0,53.33
4,30,6,30,3.4,384.11,0,2.606,372.62,24.63,264.4,34.27,300.07,0,53.62
4,30,6,45,3.44,413.83,0,2.674,275.19,20.82,258.53,34.73,368.4,0,54.39
4,30,7,30,3.52,0,154.33,2.639,113.81,20.43,263.67,32.48,115.07,19.86,49.86
4,30,7,45,3.5,0,208.81,2.605,113.82,20.05,270.4,32.18,114.8,25.54,49.3
4,30,10,30,2.72,0,498.08,1.897,154.66,19.19,300.67,29.27,155.47,24.74,46.22
4,30,11,0,2.57,0,116.56,1.745,223.28,20.59,266.8,31.9,267.6,5.14,50.89
4,30,11,15,2.55,0,47.31,1.683,241.97,21.12,269.07,31.73,313.67,0.27,51.27
4,30,11,30,2.53,0,52.09,1.633,267.8,21.71,267.6,31.83,314.07,0.06,51.03
4,30,12,15,2.49,114.53,0,1.524,245.27,21.73,261.93,32.28,445.8,0,52.61
4,30,17,0,2.66,186.78,0,1.06,275.1,22.5,261.27,32.41,353.87,0,52.2
4,30,17,45,2.71,163.05,0,1.06,278.84,21.74,261.8,32.38,340,0,51.99
4,30,18,15,2.73,163.69,0,1.06,273.78,21.8,263.33,32.33,340.2,0,51.92
4,30,18,30,2.75,130.79,0,1.06,282.99,21.81,261.13,32.48,333.53,0,51.83
4,30,19,15,2.77,89.99,0,1.06,280.65,21.78,267.47,31.97,268.6,0,50.98
4,30,20,0,2.69,0,317.08,0.96,160.27,20.09,260.87,30.71,160.87,0,48.02
4,30,20,45,2.53,7.47,249.52,0.802,152.2,19.76,256.8,31.07,163.8,0,48.61
4,30,22,30,2.57,231.87,0,0.614,232.79,22.12,239.13,32.61,329.33,0,52.12
4,30,23,45,2.74,389.55,0,0.59,233.95,20.98,253.47,33.36,426.87,0,54
5,1,0,0,2.79,299.24,0,0.607,396.59,23.88,270.67,32.97,298.8,0,52.01
5,1,0,15,2.82,278.99,0,0.687,430.17,24.8,281.87,32.95,261.2,0,51.98
5,1,2,45,3.21,363.1,0,1.46,410.63,25.85,268.67,33.91,208.67,0,52.38
5,1,3,0,3.26,364.24,0,1.558,426.01,26.38,270.47,33.75,199,0,52.35
5,1,3,30,3.34,247.83,0,1.755,393.46,24.82,277.2,33.23,102.2,0,51.27
5,1,4,15,3.41,277.93,0,2.011,354.8,23.73,274.2,33.46,86.67,0,51.51
5,1,4,30,3.44,261.91,0,2.095,355.78,23.76,272.4,33.6,88.2,0,51.54
5,1,5,15,3.52,245.23,0,2.339,358.21,23.68,274.13,33.48,90.6,0,51.46
5,1,5,45,3.58,263.35,0,2.501,367.4,23.72,269.47,33.83,87.13,0,51.76
5,1,8,30,3.69,0,216.49,2.583,72.9,17.9,272.6,32.6,73.6,24.66,50.17
5,1,9,45,3.41,0,416.37,2.139,73.08,15.75,286.4,30.56,73.93,25.29,47.88
5,1,10,0,3.34,0,429.83,2.041,72.78,15.6,289.07,30.31,73.67,25.82,47.78
5,1,10,15,3.26,0,445.08,1.941,72.35,15.69,291.93,30.12,73.6,25.72,47.42
5,1,13,15,2.92,102.49,0,1.332,251.82,21.73,272.73,32.54,379,0,52.46
5,1,15,15,3.02,115.2,0,1.11,287.17,22.76,265.93,33.04,256.47,0,51.53
5,1,15,45,3.03,181.57,0,1.09,320.55,24.39,268.47,32.86,300,0,52.12
5,1,16,30,3.08,177.37,0,1.09,313.03,23.36,266.6,32.99,311.2,0,52.02
5,1,20,0,3.02,0,394.29,1.013,197.68,20.84,245.4,30.2,199.67,0,47.05
5,1,21,15,2.7,105.03,0,0.864,279.2,22.65,265.13,32.29,325.67,0,51.76
5,1,22,45,2.75,217.49,0,0.83,233.39,22.73,258.87,32.8,323.67,0,52.07
5,1,23,45,2.87,351.7,0,0.83,192.49,21.3,250.93,33.46,385.13,0,53.45
5,2,1,15,3.1,308.69,0,1.297,404.07,25.28,279.13,33.12,184.07,0,51.84
5,2,3,15,3.42,379,0,1.997,368.69,22.65,266.6,34.09,262.93,0,52.93
5,2,4,0,3.55,371.72,0,2.243,329.24,20.76,264.13,34.31,262,0,53.03
5,2,4,45,3.69,365.45,0,2.447,305.44,20.7,260.4,34.61,263.4,0,53.2
5,2,5,45,3.85,350.21,0,2.717,338.19,20.59,267.8,34.09,262.07,0,53.17
5,2,10,15,3.26,0,399.31,2.258,194.11,20.38,287.07,30.65,194.53,26.34,47.53
5,2,10,30,3.19,0,414.6,2.213,192.06,20.25,293.6,30.13,193.27,24.77,46.99
5,2,12,30,2.92,48.37,0,1.862,184.37,21.06,272.4,32.5,264.53,0,51.37
5,2,12,45,2.91,49.28,0,1.833,223.24,21.38,269.93,32.51,266.2,0,51.37
5,2,15,45,2.86,74.6,0,1.573,232.35,22.08,268.87,32.53,221.47,0,51.16
5,2,18,15,2.86,0,209.55,1.457,78.74,19.17,234.27,31.66,79.13,0,49.51
5,2,18,45,2.78,0,221.59,1.353,0,19.19,255.67,30.99,79.53,0,48.77
5,2,19,30,2.64,0,245.66,1.213,77.99,19.53,253.73,31.22,79.33,0,48.57
5,2,19,45,2.6,0,248.61,1.168,78.23,19.49,257.27,30.94,79,0,48.54
5,2,22,30,2.22,169.13,0,0.751,187.31,22.77,241.67,31.97,287.87,0,51.14
5,2,23,0,2.25,247.88,0,0.75,197.27,22.55,244.73,32.48,293.13,0,51.31
5,3,2,0,2.81,409.29,0,1.417,331.93,22.18,265.27,33.71,251.6,0,52.61
5,3,4,45,3.36,444.4,0,2.297,323.27,19.39,242.73,33.9,278.27,0,53.12
5,3,9,45,3.25,0,349.89,2.529,139.46,20.49,271.47,30.9,139.87,25.09,48.07
5,3,11,0,2.93,0,331.21,2.326,138.85,18.98,270.13,30.95,139.33,6.27,48.46
5,3,11,45,2.78,7.52,128.33,2.181,234.98,19.35,256.27,32.05,94.47,0,50.69
5,3,12,45,2.77,94.65,0,2.035,127.16,20.18,252.93,32.4,324.93,0,51.87
5,3,13,15,2.78,210.69,0,1.962,120.1,20.14,252.33,32.59,429.33,0,53.1
5,3,13,45,2.82,164.26,0,1.896,166.39,20.74,273.4,32.6,367,0,52.5
5,3,14,30,2.85,65.68,0,1.809,157.21,20.72,278.2,32.23,286.07,0,51.47
5,3,14,45,2.85,64.62,0,1.781,159.61,20.68,273.27,32.54,290.4,0,51.33
5,3,15,0,2.85,78.74,0,1.756,163.95,20.67,278.33,32.18,290.53,0,51.33
5,3,18,0,3.07,0,200.96,1.452,100.48,19.9,280.8,31.9,102.6,0,49.3
5,3,20,30,2.59,0,342.31,1.054,103.45,17.56,255.2,30.39,103.8,0,47.88
5,3,20,45,2.52,0,360.97,1.011,102.73,17.86,256.33,30.3,103.33,0,47.81
5,3,21,0,2.46,0,352.73,0.971,102.79,17.59,257.8,30.19,103.4,0,47.56
5,3,22,0,2.22,0,300.41,0.764,95.91,19.22,255,30.45,100,0,48.19
5,3,22,45,2.17,186.05,0,0.72,206.85,22.46,236.87,31.9,327.47,0,51.48
5,4,0,30,2.39,413.76,0,0.852,307.3,21.16,265.2,33.33,315.8,0,52.67
5,4,1,45,2.64,451.44,0,1.232,340.88,22.74,256.53,34.01,306.87,0,53.25
5,4,2,0,2.7,443.06,0,1.312,341.58,22.63,259.47,33.78,307.73,0,53.08
5,4,3,15,2.92,368.35,0,1.711,339.01,22.68,264.13,33.54,249.07,0,52.28
5,4,4,0,3.06,383.43,0,1.953,338.1,22.71,270.67,33.84,267.8,0,52.59
5,4,4,15,3.1,410.15,0,2.033,336.13,22.66,268.6,34.04,261.93,0,52.96
5,4,6,0,3.41,337.92,0,2.585,349.21,22.56,271.6,33.74,265.73,0,52.81
5,4,6,15,3.45,311.5,0,2.664,355.66,22.69,270.73,33.82,267.67,0,52.73
5,4,9,15,3.29,0,312.01,2.598,106.34,18.8,266.93,31.27,106.67,25.6,48.69
5,4,10,45,2.95,0,234.43,2.362,183.48,21.8,264,31.51,68.4,25.14,49.41
5,4,11,45,2.93,276.47,0,2.252,164.92,20.77,265.6,33.16,481.73,0,54.15
5,4,14,15,3.21,104.16,0,2.005,216.48,21.46,258.47,32.88,302.33,0,51.98
5,4,16,15,3.22,148.29,0,1.971,194.55,21.61,260.67,32.7,251.93,0,51.59
5,4,16,30,3.23,198.05,0,1.97,192.61,21.95,253.93,33.27,282.4,0,52.36
5,4,17,0,3.27,218.71,0,1.973,174.56,21.74,256.67,33.07,325.93,0,52.49
5,4,17,30,3.31,218.37,0,1.975,186.37,21.56,254.47,33.24,324.87,0,52.74
