num,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu,month_day_hour_min,truth
589,2.79,358.7,0,0.1,210.7,16.48,257.53,33.56,366.2,0,53.26,584,0
590,2.83,354.61,0,0.1,190.62,16.49,257.8,33.56,367.2,0,53.15,585,0
591,2.88,380.37,0,0.1,183.2,16.44,255.53,33.73,364.07,0,53.52,586,0
592,2.92,364.68,0,0.1,176.49,16.59,254.07,33.82,363.67,0,53.59,587,0
593,2.98,382.04,0,0.1,163.97,16.54,252.6,33.95,362.93,0,53.61,588,0
594,3.02,407.89,0,0.1,163.74,16.62,252.4,33.88,361.6,0,53.66,589,0
595,3.07,372.49,0,0.1,147.2,16.59,252.6,33.92,361.93,0,53.69,590,0
596,3.11,390.58,0,0.1,148.09,16.51,252.53,33.97,361.47,0,53.76,591,0
597,3.16,379.48,0,0.1,161.94,16.51,251.87,33.98,362.6,0,53.7,592,0
598,3.2,378.91,0,0.1,169.05,16.56,247.93,34.33,361.2,0,53.98,593,0
599,3.25,218.41,0,0.1,170.33,16.56,258.67,33.42,195.47,0,51.61,594,0
600,3.28,158.87,0,0.1,174.3,16.46,257.87,33.52,126.4,0,51.47,595,0
601,3.29,134.55,0,0.1,187.56,16.48,266.27,32.82,128.13,0,50.98,596,0
602,3.31,198.58,0,0.1,172.01,16.52,264.2,33.03,126.87,0,51.25,597,0
603,3.33,137.05,0,0.1,171.12,17.01,249.27,33.07,127,0,51.34,598,0
604,3.33,81.17,0,0.1,178.39,19.59,231.53,33.16,127.53,0,51.22,599,0
605,3.34,38.19,4.43,0.1,181.65,19.53,233.2,32.99,127.8,0,51.16,600,0
606,3.34,7.09,11.76,0.1,204.39,20.11,239.87,32.92,97.2,0,51.01,601,0
607,3.33,0,54.02,0.1,181.22,20.23,242,32.73,86.93,18.73,50.71,602,0
608,3.31,0,76.49,0.1,178.65,20.1,240.87,32.84,86.33,25.22,50.88,603,0
609,3.29,0,111.63,0.1,208.56,20.56,242.8,32.67,89.87,26.75,50.62,604,0
610,3.27,0,214.49,0.1,213.3,20.73,247,31.97,56.73,25.37,50.01,605,0
611,3.23,0,320.27,0.1,228.17,20.59,240.2,31.3,2.93,24.97,49.44,606,0
612,3.18,0,330.3,0.1,245.8,20.22,239.47,31.31,3.2,27.01,49.16,607,0
613,3.12,0,296.39,0.1,241.09,21.32,241.2,31.21,3.33,25.18,49.17,608,0
614,3.07,0,344.72,0.1,256.19,21.7,244.27,31.01,3.4,27.03,48.99,609,0
615,3.02,0,357.36,0.1,252.16,21.63,247.13,30.8,3.87,24.95,48.51,610,0
616,2.95,0,352.44,0.1,300.05,21.65,246.8,30.85,3.8,25.95,48.68,611,0
617,2.89,0,357.73,0.1,300.29,21.66,249.87,30.59,3.33,25.2,48.33,612,0
618,2.83,0,360.43,0.1,297.73,21.61,251.33,30.47,3.33,25.82,48.32,613,0
619,2.77,0,379.07,0.1,267.5,21.76,254.27,30.23,3.67,25.69,48.01,614,0
620,2.71,0,394.33,0.1,269.75,21.69,254,30.28,3.6,25.12,48.29,615,0
621,2.64,0,374.76,0.1,268.82,21.68,257,30.01,3.73,25.69,47.84,616,0
622,2.58,0,373.17,0.1,273.12,21.67,254,30.27,3.6,26.44,47.93,617,0
623,2.52,0,368.72,0.1,265.21,21.75,251.27,30.45,3.4,25.72,48.22,618,0
624,2.46,0,347.12,0.1,279.99,22.03,251,30.44,3.8,25.46,48.22,619,0
625,2.4,0,340.76,0.1,288.26,22.16,254.6,30.2,4.2,24.63,48.14,620,0
626,2.35,0,312.51,0.1,291.7,22.17,248.93,30.64,3.47,24.86,48.22,621,0
627,2.29,0,355.37,0.1,256.37,22.24,254.87,30.13,3.6,25.79,47.78,622,0
628,2.24,0,308.35,0.1,233.14,21.54,252.8,30.34,4,24.6,47.97,623,0
629,2.18,0,307.01,0.1,230.72,21.18,250.93,30.46,3.67,26.39,48.22,624,0
630,2.13,0,244.39,0.1,252.04,21.14,244.53,30.95,75.4,25.02,48.96,625,0
631,2.09,0,208.67,0.1,230.95,21.1,246.33,30.83,124.73,25.64,48.82,626,0
632,2.05,0,189.58,0.1,225.02,21.16,243.07,31.07,114.47,25.35,49.12,627,0
633,2.02,0,200.04,0.1,212.77,20.9,251.13,30.89,107.87,24.47,48.9,628,0
634,1.98,0,196.47,0.1,223.59,21.03,255.6,31.01,96.53,26.04,48.8,629,0
635,1.94,0,195.95,0.1,210.4,21.44,255.07,31.05,93.73,25.07,48.95,630,0
636,1.91,0,193.68,0.1,223.26,20.74,258.33,30.77,96.6,25.1,48.69,631,0
637,1.87,0,222.09,0.1,212.43,20.65,256.93,30.87,96.87,24.78,48.82,632,0
638,1.83,0,192.08,0.1,221.09,20.48,259.07,30.72,95.47,26.5,48.74,633,0
639,1.8,0,183.35,0.1,198.32,20.76,257.6,30.82,95.13,25.99,48.8,634,0
640,1.76,0,163.24,0.1,191.93,20.84,255.4,30.97,95.6,25.96,48.86,635,0
641,1.74,0,131.26,0.1,185.27,20.68,254.07,31.1,92.27,25.15,49.11,636,0
642,1.71,0,128.86,0.1,206.4,20.33,256.8,30.87,93.93,25.96,48.96,637,0
643,1.69,0,126.03,0.1,214.01,20.66,257.33,30.86,93.67,25.1,48.96,638,0
644,1.66,29.95,88.11,0.1,168.03,20.71,251.07,31.29,171.93,25.84,49.99,639,0
645,1.65,97.8,0,0.1,176.74,20.68,250.67,31.35,309,25.1,50.61,640,0
646,1.66,81.59,0,0.1,208.64,20.65,255.8,30.97,309,25.5,50.4,641,0
647,1.66,83.19,0,0.1,175.06,20.67,250.4,31.4,308.33,25,50.65,642,0
648,1.67,92.16,0,0.1,184.25,20.73,250.73,31.36,308.93,24.58,50.52,643,0
649,1.68,79.19,0,0.1,192.55,20.59,250.93,31.37,310.33,26.3,50.59,644,0
650,1.68,98.87,0,0.1,188.74,20.64,249.47,31.48,308.87,24.9,50.69,645,0
651,1.69,108.27,0,0.1,203.29,20.73,251,31.39,310.07,25.76,50.64,646,0
652,1.7,103.01,0,0.1,177.35,20.73,249,31.52,307.87,26.23,50.68,647,0
653,1.71,86.66,0,0.1,181.62,20.69,251,31.39,310.2,25.59,50.52,648,0
654,1.71,96.25,0,0.1,189.02,20.76,249.2,31.49,311.87,24.83,50.66,649,0
655,1.72,111.73,0,0.1,188.09,20.46,247.47,31.65,340.13,25.06,51.14,650,0
656,1.72,81.25,0,0.1,190.68,20.78,249.4,31.48,354.2,26.31,51.01,651,0
657,1.73,112.18,0,0.1,186.17,20.46,250.33,31.41,352.93,25,51.16,652,0
658,1.74,115.07,0,0.1,191.01,20.66,242.4,31.67,352.93,26.31,51.2,653,0
659,1.74,89.99,0,0.1,188.82,20.73,244.47,31.44,352.87,25.64,51.07,654,0
660,1.75,115.02,0,0.1,205.33,20.52,249.4,31.45,351.07,24.9,51.22,655,0
661,1.76,103.39,0,0.1,185.11,20.54,250.8,31.37,350.6,25.32,51.07,656,0
662,1.77,77.79,0,0.1,181.63,20.85,250.2,31.38,351.07,25.15,51.12,657,0
663,1.77,98.57,0,0.1,215.92,20.35,248.53,31.53,351.2,25,51.06,658,0
664,1.78,130.5,0,0.1,193.15,20.82,251.47,31.33,351.27,26.42,50.98,659,0
665,1.79,138.22,0,0.1,210.1,20.59,249.2,31.49,330.73,4.46,51.08,660,0
666,1.8,167.34,0,0.1,212.44,20.6,245.53,31.8,318.73,0.26,51.13,661,0
667,1.82,189.76,0,0.1,191.07,20.85,248.07,31.58,319.6,0.05,51.04,662,0
668,1.83,179.4,0,0.1,181.39,20.71,247.2,31.66,320.53,0,50.99,663,0
669,1.85,232.01,0,0.1,185.37,20.84,243.47,31.95,317.73,0,51.44,664,0
670,1.87,280.52,0,0.1,167.04,20.66,239.87,32.24,368.07,0,52.22,665,0
671,1.91,341.92,0,0.1,175.49,20.51,238.53,32.34,374.8,0,52.38,666,0
672,1.94,335.21,0,0.1,167.35,19.93,239,32.32,374.27,0,52.32,667,0
673,1.98,365.03,0,0.1,158.74,16.56,235.27,32.59,374.53,0,52.51,668,0
674,2.02,368.15,0,0.1,153.38,16.58,235.8,32.6,372.73,0,52.65,669,0
675,2.06,379,0,0.1,157.47,16.54,233.47,32.78,371.6,0,52.78,670,0
676,2.11,384.69,0,0.1,150.38,16.57,230.4,33,370.47,0,52.89,671,0
677,2.16,424.87,0,0.1,155.72,16.46,228.47,33.16,369.2,0,52.95,672,0
678,2.2,443.97,0,0.1,135.89,16.54,223.6,33.53,367.07,0,53.29,673,0
679,2.26,410.07,0,0.1,146.74,16.59,229.87,33.15,368.6,0,53.1,674,0
680,2.31,433.55,0,0.1,132.82,16.52,222.8,33.61,365.73,0,53.55,675,0
681,2.37,445.85,0,0.1,133.92,16.56,241,33.92,365,0,53.76,676,0
682,2.42,471.17,0,0.1,123.94,16.71,263.87,34.19,363.67,0,53.79,677,0
683,2.49,489.15,0,0.1,131.97,16.58,263.2,34.23,359.8,0,54.06,678,0
684,2.55,486.03,0,0.1,126.46,16.55,262.8,34.31,360,0,54.07,679,0
685,2.61,485.15,0,0.1,120.99,16.6,263.8,34.23,363.8,0,53.93,680,0
686,2.67,475.25,0,0.1,134.14,16.59,264.53,34.17,362.87,0,53.8,681,0
687,2.73,489.34,0,0.1,134.51,16.43,260.13,34.51,359.87,0,54.19,682,0
688,2.79,480.37,0,0.1,123.66,16.9,260,34.5,359.13,0,54.24,683,0
689,2.85,449.84,0,0.1,129.16,16.64,260.4,34.48,360.73,0,54.14,684,0
690,2.91,493.07,0,0.1,118.73,17.03,259.8,34.5,359.27,0,54.27,685,0
691,2.97,471.97,0,0.1,122.21,17.24,261.2,34.39,359.53,0,54.26,686,0
692,3.03,469.19,0,0.1,116.59,17.09,258.87,34.56,357.87,0,54.34,687,0
693,3.09,464.84,0,0.1,138.83,16.71,259,34.58,357.93,0,54.27,688,0
694,3.15,445.31,0,0.1,164.54,16.61,258.07,34.6,348.2,0,54.15,689,0
695,3.21,305.69,0,0.1,144.75,16.56,273.67,33.37,194.8,0,51.89,690,0
696,3.24,311.29,0,0.1,126.53,16.7,270.4,33.57,193.93,0,52.01,691,0
697,3.28,312.51,0,0.1,127.63,16.6,269.2,33.69,192.6,0,52.22,692,0
698,3.32,300.64,0,0.1,131.7,16.54,270.2,33.6,193.6,0,52.02,693,0
699,3.35,286.03,0,0.1,136.7,16.98,266.33,33.55,194.87,0,51.97,694,0
700,3.38,244.3,0,0.1,141.39,19.44,247.8,33.65,193.47,0,52.16,695,0
701,3.41,209.89,0,0.1,144.5,19.68,250.93,33.39,194.13,0,51.63,696,0
702,3.44,164.63,0,0.1,163.83,20.81,254.27,33.12,174,0,51.37,697,0
703,3.45,105.09,0,0.1,139.21,20.92,255.13,33.08,139.2,17.86,51.35,698,0
704,3.46,89.79,0,0.1,161.46,20.62,253.93,33.15,130.73,26.11,51.51,699,0
705,3.47,41.79,0.05,0.1,157.63,20.73,253.33,33.21,132.8,25,51.44,700,0
706,3.46,1.45,25.79,0.1,205.86,20.5,254.6,33.08,121.33,26.65,50.98,701,0
707,3.45,0,205.1,0.1,234.17,20.59,254,32.32,17.47,25.49,49.82,702,0
708,3.42,0,271.66,0.1,242.27,21.65,244.93,32.04,3.4,25.75,49.93,703,0
709,3.37,0,322.59,0.1,261.55,21.67,254,31.35,3.33,25.93,49.29,704,0
710,3.32,0,350.74,0.1,269.32,21.7,258.47,31.04,3.53,26.21,49.01,705,0
711,3.26,0,406.25,0.1,288.11,22.13,257,30.31,3.33,24.98,48.05,706,0
712,3.19,0,379.92,0.1,286.24,22.18,255.8,30.33,3.6,26.71,47.98,707,0
713,3.12,0,380.74,0.1,280.76,21.67,253.27,30.53,3.53,24.58,48.41,708,0
714,3.06,0,419.62,0.1,285.15,21.66,256.27,30.29,3.67,25.93,48.22,709,0
715,2.99,0,432,0.1,310.97,21.78,255.13,30.36,3.47,24.67,48.24,710,0
716,2.92,0,449.03,0.1,321.93,21.39,261.07,29.91,3.53,25.82,47.58,711,0
717,2.85,0,451.87,0.1,320.01,22.61,263.87,29.69,3.4,25.09,47.51,712,0
718,2.78,0,411.52,0.1,307.28,22.76,259.27,30.05,3.4,24.64,47.82,713,0
719,2.71,0,368.93,0.1,304.1,22.24,256.93,30.19,3.6,26.16,47.95,714,0
720,2.64,0,392.02,0.1,289.28,22.16,257.27,30.18,3.53,25.51,47.87,715,0
721,2.58,0,339.93,0.1,279.65,22.19,253.27,30.5,3.73,24.96,48.32,716,0
722,2.52,0,338.41,0.1,267.98,22.03,254.33,30.22,3.67,25,47.96,717,0
723,2.46,0,352.62,0.1,266.31,21.7,249.8,30.3,3.33,26.13,48.14,718,0
724,2.4,0,340.43,0.1,250.08,22.14,253.2,30.03,3.4,25.27,47.85,719,0
725,2.34,0,379.15,0.1,275.26,22.17,254.07,29.94,3.2,24.75,47.8,720,0
726,2.27,0,363.72,0.1,250.29,22.26,249.67,30.31,3.47,25.69,47.86,721,0
727,2.21,0,348.18,0.1,242.24,21.89,250,30.27,3.53,25.86,48.07,722,0
728,2.16,0,343.97,0.1,214.83,21.8,251.8,30.14,3.67,25.53,48,723,0
729,2.1,0,301.71,0.1,225.97,21.69,248.2,30.44,3.73,25.71,48.04,724,0
730,2.05,0,306.33,0.1,229.57,21.69,251.07,30.17,3.67,25.84,47.95,725,0
731,2,0,306.33,0.1,214.35,21.62,251.87,30.1,3.27,24.76,47.86,726,0
732,1.94,0,182.4,0.1,209.09,21.27,241.87,30.89,128.67,26.14,49.12,727,0
733,1.91,0,180.9,0.1,238.21,21.19,243.6,30.8,141.67,24.96,49.09,728,0
734,1.87,0,134.01,0.1,219.21,20.68,244.13,30.77,140.47,26.53,49.06,729,0
735,1.84,0,126.75,0.1,217.04,20.59,242.33,30.88,139.53,24.96,49.15,730,0
736,1.81,0,112.03,0.1,208.47,20.51,243.27,31,136.67,25.13,49.24,731,0
737,1.79,0,108.03,0.1,202.52,20.13,251.2,31.13,136.87,26.08,49.34,732,0
738,1.76,8.73,35.21,0.1,195.85,20.11,249.73,31.27,136.87,25.31,49.68,733,0
739,1.74,0,39.01,0.1,206.83,20.2,249.2,31.32,137.07,25.27,49.47,734,0
740,1.73,0,42.49,0.1,189.05,20.27,249.47,31.27,137.47,25.34,49.48,735,0
741,1.72,12.59,18.71,0.1,205.13,20.06,247.87,31.39,147.8,26.59,49.97,736,0
742,1.71,160.45,0,0.1,203.79,20.18,243.6,31.71,335.27,24.96,51.21,737,0
743,1.72,129.59,0,0.1,192.52,20.9,248.4,31.38,323.47,25.11,50.65,738,0
744,1.73,131.13,0,0.1,204.03,21.16,251.67,31.4,323,25.18,50.88,739,0
745,1.74,99.29,0,0.1,196.01,20.54,249.4,31.63,333.73,26.06,50.84,740,0
746,1.74,123.78,0,0.1,203.88,20.15,251.33,31.48,342,25.25,50.93,741,0
747,1.75,165.32,0,0.1,194.77,20.62,252.27,31.42,340.07,25.58,51.01,742,0
748,1.76,139.51,0,0.1,188.78,20.78,251.53,31.52,346.2,25.06,50.99,743,0
749,1.78,125.39,0,0.1,175.14,20.71,251.33,31.53,346.8,25.82,51.04,744,0
750,1.79,133.21,0,0.1,187.29,20.86,254.53,31.29,347,25.57,50.98,745,0
751,1.8,160.49,0,0.1,191.48,20.67,249.8,31.62,346.6,25.56,51.12,746,0
752,1.82,151.95,0,0.1,199.06,20.73,251.87,31.45,346.2,25.26,51.08,747,0
753,1.82,112.18,0,0.1,194.59,20.54,252.2,31.45,346.53,26.15,51.1,748,0
754,1.83,141.05,0,0.1,192.07,20.71,250.53,31.55,345.73,25.55,51.32,749,0
755,1.85,109.95,0,0.1,193.43,20.52,250.07,31.59,346.6,25.57,51.17,750,0
756,1.85,113.13,0,0.1,173.23,20.72,252.6,31.43,345.67,25.19,51.05,751,0
757,1.86,140.13,0,0.1,179.52,20.62,248.27,31.73,371.8,24.8,51.48,752,0
758,1.88,186.78,0,0.1,189.87,20.79,247.73,31.79,380.33,24.68,51.78,753,0
759,1.89,185.33,0,0.1,188.93,20.63,253.07,31.39,380.87,25.69,51.56,754,0
760,1.91,183.07,0,0.1,185.77,20.84,247.47,31.83,378.87,25.03,51.8,755,0
761,1.92,211.51,0,0.1,184.8,20.33,243.27,32.13,378.53,5.7,51.83,756,0
762,1.95,253.71,0,0.1,178.89,20.07,245.87,31.97,376.73,0.27,51.97,757,0
763,1.97,275.76,0,0.1,190.76,20.35,244.8,32.1,375.53,0.06,52.12,758,0
764,2,249.99,0,0.1,192.34,20.18,244.4,32.07,332.73,0,51.46,759,0
765,2.03,232.84,0,0.1,180.6,20.13,245.27,32.03,317.87,0,51.53,760,0
766,2.05,237.45,0,0.1,185.57,20.28,242.27,32.24,319.87,0,51.45,761,0
767,2.08,271.07,0,0.1,178.92,20.2,242.27,32.24,319.87,0,51.58,762,0
768,2.11,286.56,0,0.1,174.4,20.23,240.53,32.4,335.8,0,51.97,763,0
769,2.14,346.36,0,0.1,142.47,17.11,238.2,32.61,372.6,0,52.69,764,0
770,2.18,351.22,0,0.1,146.19,16.45,235.93,32.73,372.6,0,52.73,765,0
771,2.22,380.99,0,0.1,171.96,16.45,234.73,32.88,370.33,0,52.9,766,0
772,2.27,378.14,0,0.1,176.71,16.66,231.33,33.14,368.07,0,53.12,767,0
773,2.32,397.81,0,0.1,153.68,16.61,243.2,33.31,366.47,0,53.22,768,0
774,2.37,417.2,0,0.1,145.83,16.63,257.47,33.82,365.4,0,53.53,769,0
775,2.43,434.37,0,0.1,143.88,16.6,255.67,33.94,362.6,0,53.74,770,0
776,2.49,443.81,0,0.1,127.29,16.47,258.13,33.79,361.07,0,53.69,771,0
777,2.54,448.35,0,0.1,127.01,16.64,254.6,34.03,361.07,0,53.91,772,0
778,2.61,442.09,0,0.1,125,16.67,253.47,34.15,362.2,0,53.94,773,0
779,2.66,433.54,0,0.1,125.1,16.59,255.07,34.03,364.53,0,53.68,774,0
780,2.72,414.16,0,0.1,133.01,16.58,254.8,34.02,364.73,0,53.67,775,0
781,2.78,454.63,0,0.1,127.27,16.59,249.73,34.41,358.93,0,54.23,776,0
782,2.83,484.08,0,0.1,120.75,16.88,248.2,34.54,357.87,0,54.29,777,0
783,2.9,474.97,0,0.1,118.14,17.01,250,34.4,358.27,0,54.22,778,0
784,2.96,480.51,0,0.1,116.78,17.18,248.67,34.56,356.67,0,54.31,779,0
785,3.02,479.26,0,0.1,135.09,16.64,248.47,34.52,354.2,0,54.42,780,0
786,3.08,454.52,0,0.1,120.05,16.78,248.53,34.54,354.73,0,54.35,781,0
787,3.14,437.74,0,0.1,125.43,16.59,247.73,34.59,355.53,0,54.41,782,0
788,3.2,295.42,0,0.1,128.42,16.8,259.33,33.65,194.47,0,52.01,783,0
789,3.23,372.55,0,0.1,122.68,16.69,256.67,33.84,194.13,0,52.17,784,0
790,3.27,356.97,0,0.1,126.5,16.78,258.27,33.69,193.2,0,52.2,785,0
791,3.31,335.71,0,0.1,109.07,17.74,256.13,33.88,193.13,0,52.33,786,0
792,3.35,337.71,0,0.1,108.05,17.9,250.33,33.76,192,0,52.26,787,0
793,3.38,308.39,0,0.1,115.31,17.16,248,33.67,194.33,0,52.14,788,0
794,3.42,292,0,0.1,121.64,16.94,246.93,33.77,192.2,0,52.23,789,0
795,3.45,275.17,0,0.1,123.56,16.81,250.8,33.45,193.47,0,51.98,790,0
796,3.48,282.99,0,0.1,127.57,18.79,247.2,33.44,193.2,0,52.05,791,0
797,3.51,218.17,0,0.1,132.93,20.13,246.8,33.38,182.27,0,51.71,792,0
798,3.54,196.33,0,0.1,141.22,20.62,253.07,33.29,154.67,0,51.57,793,0
799,3.56,147.71,0,0.1,119.45,20.55,251.6,33.36,140.73,17.74,51.45,794,0
800,3.57,139.03,0,0.1,133.56,20.12,250.07,33.52,130.8,25.92,51.67,795,0
801,3.58,93.81,0,0.1,124.04,20.22,252.47,33.31,133.67,25.92,51.51,796,0
802,3.59,57.37,1.25,0.1,137.26,20.16,252.6,33.33,132.4,24.55,51.56,797,0
803,3.59,14.99,13.16,0.1,169.46,20.33,253.53,33.21,133.4,26.89,51.37,798,0
804,3.58,0,67.03,0.1,167.32,20.77,255.53,33.05,120.13,25.71,51.12,799,0
805,3.57,0,201.54,0.1,206.33,20.68,255.47,32.54,47.93,25.22,50.46,800,0
806,3.53,0,290.94,0.1,225.58,20.55,247.93,31.99,3.47,26.97,49.76,801,0
807,3.48,0,350.65,0.1,241.42,21.17,252.87,31.46,3.53,25.81,49.16,802,0
808,3.43,0,358.69,0.1,239.94,21.12,258.4,31.07,3.33,26.3,49.07,803,0
809,3.36,0,397.95,0.1,265.58,21.1,262.2,30.78,3.33,26.01,48.3,804,0
810,3.3,0,403.55,0.1,256.54,21.58,263.93,30.65,3.53,24.83,48.52,805,0
811,3.24,0,407.69,0.1,261.46,21.59,264.93,30.5,3.2,26.71,48.19,806,0
812,3.17,0,409.86,0.1,256.78,21.39,264.47,30.52,3.53,23.91,48.47,807,0
813,3.1,0,424.48,0.1,252.84,21.18,266.73,30.37,3.4,25.77,48.33,808,0
814,3.03,0,369.6,0.1,254.54,21.53,267.47,30.29,3.4,26.69,48.07,809,0
815,2.96,0,382.87,0.1,249.67,21.13,260.13,30.5,3.2,24.93,48.46,810,0
816,2.89,0,403.49,0.1,269.77,21.41,258.07,30.15,3.33,25.49,48.19,811,0
817,2.82,0,392.17,0.1,274.22,21.42,258.2,30.14,3.47,25.36,48.09,812,0
818,2.76,0,366.02,0.1,238.76,21.42,260,30.05,3.53,26.03,47.74,813,0
819,2.69,0,388.49,0.1,244.66,21.48,262.6,29.68,3.4,24.71,47.43,814,0
820,2.62,0,357.34,0.1,239.99,21.4,241.53,30.48,3.4,23.89,48.22,815,0
821,2.56,0,378.18,0.1,235.34,21.37,245.2,30.28,3.33,24.67,48.05,816,0
822,2.5,0,376.01,0.1,250.92,22.19,248.93,30.06,3.6,26.42,47.82,817,0
823,2.43,0,357.83,0.1,232.87,22.29,248.53,30.08,3.53,25.24,48.13,818,0
824,2.37,0,314.95,0.1,222.28,21.77,259.13,30.71,18.33,24.85,48.52,819,0
825,2.32,0,248.56,0.1,239.41,21.62,259.4,30.91,114,26.49,49.11,820,0
826,2.27,0,183.94,0.1,228.55,21.7,256.73,31.21,110.73,25.81,49.44,821,0
827,2.24,0,139.95,0.1,206.89,21.43,259.8,31.39,111.27,25.59,49.39,822,0
828,2.2,0,157.89,0.1,212.67,21.14,268.27,31.16,104.93,25.36,49.2,823,0
829,2.17,0,178.25,0.1,211.03,21.03,272.27,30.85,82.73,24.94,48.97,824,0
830,2.13,0,189.1,0.1,216.53,21.06,269.87,31.03,73.13,25.73,48.97,825,0
831,2.09,0,165.36,0.1,200.78,20.77,266.93,31.28,70.67,25.41,49.02,826,0
832,2.06,0,146.51,0.1,197.93,20.69,266.67,31.28,67.27,24.86,49.16,827,0
833,2.03,0,103.53,0.1,203.78,20.92,266.2,31.32,93.8,26.19,49.43,828,0
834,2.01,6.37,26.52,0.1,198.6,21.27,262.4,31.62,159.13,25.07,50.01,829,0
835,1.99,36.89,1.83,0.1,173.66,20.83,266.67,31.76,188.07,24.85,50.05,830,0
836,1.99,56.9,0,0.1,182.09,20.84,273.6,31.59,189.4,25.74,49.97,831,0
837,1.99,45.33,0,0.1,171.27,20.49,272.2,31.69,187.53,25.15,50.23,832,0
838,1.98,26.57,0.77,0.1,184.8,20.12,274.93,31.49,187.6,24.65,49.93,833,0
839,1.98,101.85,0,0.1,170.05,20.1,270.93,31.78,277.47,26.03,51.03,834,0
840,1.99,118.45,0,0.1,184.38,20.25,270.73,31.78,307.87,24.96,51.05,835,0
841,2,61,0,0.1,186.76,20.08,264.73,31.78,311.2,26.36,50.89,836,0
842,2,81.83,0,0.1,177.51,20.22,262.2,31.73,310.73,24.48,50.84,837,0
843,2.01,86.52,0,0.1,169.93,20.07,256.27,31.52,318.87,25.53,50.92,838,0
844,2.01,116.08,0,0.1,187.12,20.64,254.87,31.65,342.47,25.88,51.29,839,0
845,2.02,93.77,0,0.1,173.79,20.53,255.33,31.65,348.6,24.42,51.2,840,0
846,2.03,87.14,0,0.1,173.59,20.52,257.13,31.5,363.73,25.83,51.34,841,0
847,2.03,114.59,0,0.1,191.85,20.73,254.8,31.69,381.07,26,51.57,842,0
848,2.04,89.13,0,0.1,184.97,20.69,252.47,31.86,379.13,25.39,51.79,843,0
849,2.05,82.65,0,0.1,175.58,20.79,256.73,31.54,379.6,26.03,51.69,844,0
850,2.05,92.55,0,0.1,183.25,20.61,255,31.39,379.27,25.91,51.52,845,0
851,2.06,42.01,0.05,0.1,175.6,20.69,248.13,31.78,353,25.62,51.4,846,0
852,2.06,43.26,0.24,0.1,178.8,20.69,254.73,31.63,354.53,24.77,51.12,847,0
853,2.06,64.77,0,0.1,177.93,20.54,256.2,31.56,352.87,25.03,51.24,848,0
854,2.06,72.53,0,0.1,185.48,20.75,254,31.78,351.27,26.33,51.44,849,0
855,2.06,63.19,0,0.1,172.87,20.78,254.6,31.7,352.47,24.81,51.38,850,0
856,2.07,87.05,0,0.1,176.16,20.75,254.8,31.67,352.8,25.37,51.41,851,0
857,2.07,140.04,0,0.1,179.42,20.68,254.87,31.71,351.73,6.36,51.5,852,0
858,2.09,192.27,0,0.1,182.35,20.56,249.53,32.1,348.33,0.3,51.82,853,0
859,2.11,238.22,0,0.1,173.54,20.63,253,31.89,347.87,0.08,51.75,854,0
860,2.13,226.79,0,0.1,163.22,20.02,246.93,32.33,346.8,0,52.04,855,0
861,2.16,271.89,0,0.1,187.25,19.81,246.13,32.39,348.13,0,51.87,856,0
862,2.2,314.71,0,0.1,184.73,20.12,245.07,32.54,342.8,0,52.3,857,0
863,2.23,313.23,0,0.1,175.94,20,244.8,32.54,344.4,0,52.2,858,0
864,2.27,339.99,0,0.1,179.24,20.1,266.53,32.46,341.93,0,52.3,859,0
865,2.31,347.99,0,0.1,159.07,16.56,259.73,33.18,372.13,0,52.88,860,0
866,2.35,331.99,0,0.1,178.68,16.56,264.53,32.82,369.47,0,52.73,861,0
867,2.39,382.67,0,0.1,160.46,16.61,255.6,33.5,366.73,0,53.29,862,0
868,2.44,407.32,0,0.1,158.14,16.63,253,33.67,366.2,0,53.39,863,0
869,2.5,399.05,0,0.1,167.85,16.49,255.87,33.51,366.07,0,53.41,864,0
870,2.55,430.55,0,0.1,208.26,16.68,257.8,33.35,363.47,0,53.37,865,0
871,2.61,388.74,0,0.1,203.29,16.62,254.13,33.59,365.33,0,53.31,866,0
872,2.66,404.59,0,0.1,185.97,16.56,245.87,34.31,360.8,0,53.82,867,0
873,2.71,363.42,0,0.1,200.4,16.49,255.2,33.52,367.6,0,53.07,868,0
874,2.76,378.76,0,0.1,174.93,16.69,251.4,33.87,362.87,0,53.56,869,0
875,2.8,398.49,0,0.1,162.32,16.6,250.07,33.97,361.27,0,53.64,870,0
876,2.85,371.82,0,0.1,163.03,16.69,250.47,33.93,364.53,0,53.42,871,0
877,2.9,372.68,0,0.1,163.46,16.54,255.33,33.54,363.33,0,53.41,872,0
878,2.95,376.06,0,0.1,159.62,16.58,256.73,33.49,362.47,0,53.48,873,0
879,3,370.33,0,0.1,170.22,16.54,252.47,33.77,360.67,0,53.63,874,0
880,3.05,376.96,0,0.1,172.81,16.73,251.73,33.86,360.2,0,53.76,875,0
881,3.1,353.3,0,0.1,187.56,16.56,254.53,33.68,361.47,0,53.55,876,0
882,3.15,353.2,0,0.1,180.55,16.84,250.8,33.94,359.8,0,53.82,877,0
883,3.2,355.89,0,0.1,158.86,16.58,251.67,33.9,359,0,53.79,878,0
884,3.24,360.78,0,0.1,159.13,16.64,252.2,33.88,357.07,0,53.86,879,0
