n_px,n_p,truth
2.99,2.157,0
3.16,2.479,0
3.27,2.786,0
3.17,2.637,0
2.93,2.358,0
2.31,1.595,0
2.32,1.547,0
2.33,1.541,0
2.34,1.538,0
2.41,1.429,0
2.45,1.438,0
2.48,1.413,0
2.16,0.918,0
2,0.764,0
2.08,0.729,0
2.51,1.235,0
2.61,1.379,0
2.82,1.691,0
2.93,1.832,0
2.98,1.91,0
3.04,1.979,0
3.29,2.494,0
3.35,2.668,0
3.43,2.735,0
3.01,2.286,0
2.77,2.023,0
2.67,1.882,0
2.69,1.851,0
2.7,1.763,0
2.68,1.717,0
2.75,1.604,0
2.27,1.257,0
2.16,1.133,0
2.13,1.037,0
2.35,1.193,0
2.41,1.342,0
2.51,1.546,0
2.58,1.685,0
2.72,1.899,0
3.09,2.471,0
3.15,2.618,0
3.19,2.681,0
3.25,2.639,0
3.19,2.576,0
2.51,1.465,0
2.56,1.455,0
2.41,1.171,0
1.88,0.517,0
1.8,0.335,0
1.92,0.535,0
2.04,0.808,0
2.27,1.298,0
2.32,1.381,0
2.7,1.971,0
2.82,2.226,0
2.86,2.31,0
2.89,2.395,0
3.08,2.469,0
3.21,2.433,0
3.21,2.407,0
3.17,2.111,0
3.11,1.9,0
3.1,1.717,0
3.09,1.679,0
3.09,1.623,0
3.12,1.452,0
2.96,1.135,0
2.85,1.057,0
2.58,0.88,0
2.27,0.67,0
2.3,0.59,0
2.34,0.608,0
3.08,2.039,0
3.24,2.262,0
3.43,2.573,0
3.65,2.91,0
3.71,2.911,0
3.83,2.705,0
3.8,2.649,0
3.7,2.198,0
3.76,2.075,0
3.88,1.937,0
3.14,1.124,0
2.89,0.943,0
3.67,2.451,0
3.71,2.605,0
3.74,2.678,0
3.81,2.901,0
3.84,2.895,0
3.85,2.886,0
3.55,2.471,0
3.24,1.869,0
3.2,1.683,0
3.2,1.655,0
3.12,1.427,0
3.11,1.399,0
3.1,1.347,0
2.97,1.215,0
2.88,1.124,0
2.78,1.023,0
2.59,0.845,0
2.44,0.695,0
2.07,0.391,0
1.95,0.347,0
1.87,0.34,0
2.09,0.949,0
2.13,1.036,0
2.57,2.09,0
2.81,2.677,0
2.84,2.775,0
2.96,2.862,0
3,2.669,0
2.99,2.625,0
2.8,2.354,0
2.67,2.204,0
2.66,2.126,0
2.66,2.013,0
2.89,1.599,0
2.92,1.575,0
2.95,1.554,0
2.98,1.533,0
2.76,1.101,0
2.66,1.013,0
2.27,0.703,0
2.59,1.817,0
2.64,2.013,0
2.88,2.596,0
2.96,3.025,0
2.9,2.938,0
2.8,2.817,0
2.64,2.558,0
2.63,2.513,0
2.61,2.472,0
2.6,2.317,0
2.62,2.281,0
2.67,2.22,0
2.81,2.057,0
3.15,1.555,0
2.5,1.036,0
2.33,0.892,0
2.21,0.791,0
2.22,0.717,0
2.49,0.997,0
2.65,1.448,0
2.87,2,0
2.92,2.091,0
3.29,2.641,0
3.48,2.826,0
3.49,2.693,0
3.49,2.569,0
3.5,2.529,0
3.25,2.171,0
2.49,1.318,0
1.76,0.659,0
1.68,0.453,0
1.71,0.447,0
1.92,0.441,0
2.02,0.681,0
2.05,0.747,0
2.16,1.114,0
2.25,1.436,0
2.31,1.645,0
2.47,2.129,0
2.59,2.632,0
2.69,3.017,0
2.68,2.883,0
2.47,2.686,0
2.19,1.998,0
2.25,1.841,0
2.47,1.472,0
2.49,1.443,0
2.51,1.348,0
2.42,0.959,0
2.05,0.64,0
1.85,0.465,0
1.63,0.347,0
1.82,0.959,0
1.94,1.209,0
2.09,1.461,0
2.13,1.54,0
2.18,1.627,0
2.59,2.676,0
2.79,2.704,0
2.83,2.676,0
2.89,2.405,0
2.88,2.232,0
2.9,1.721,0
3,1.474,0
3.08,1.421,0
2.91,1.27,0
2.8,1.196,0
2.41,0.965,0
2.26,0.88,0
2.07,0.767,0
2.02,0.738,0
1.98,0.719,0
1.95,0.681,0
2.17,1.067,0
2.32,1.629,0
2.43,1.916,0
2.49,2.011,0
2.77,2.643,0
2.85,2.781,0
3.28,2.981,0
3.32,2.747,0
3.28,2.497,0
3.3,2.151,0
3.24,1.349,0
2.99,1.077,0
2.78,0.86,0
3.22,1.668,0
3.62,3.035,0
3.54,2.906,0
3.34,2.693,0
3.21,2.551,0
3,2.347,0
2.94,2.28,0
2.8,2.154,0
2.7,2.058,0
2.61,1.955,0
2.53,1.853,0
2.51,1.817,0
2.58,1.502,0
2.22,1.276,0
1.61,0.87,0
1.98,1.313,0
2.02,1.395,0
2.34,1.996,0
2.89,3.04,0
2.7,2.672,0
2.53,2.453,0
0,2.187,0
0,2.17,0
0,1.933,0
0,1.785,0
2.32,1.711,0
2.41,1.592,0
2.56,1.54,0
2.59,1.549,0
2.61,1.546,0
2.51,1.493,0
1.91,1.157,0
1.73,1.007,0
1.61,0.927,0
1.46,0.781,0
1.49,0.774,0
2.42,1.718,0
2.56,1.969,0
2.81,2.47,0
2.88,2.633,0
2.9,2.693,0
2.46,2.025,0
2.42,1.943,0
2.43,1.946,0
2.52,1.795,0
2.65,1.544,0
2.68,1.511,0
1.94,1.147,0
1.74,1.056,0
1.62,0.989,0
1.53,0.908,0
1.56,0.882,0
1.71,0.86,0
1.88,1.059,0
1.99,1.305,0
2.03,1.39,0
2.11,1.56,0
2.24,1.813,0
2.28,1.893,0
2.32,1.967,0
2.56,2.443,0
2.6,2.517,0
2.84,2.873,0
2.94,2.91,0
2.24,1.887,0
2.17,1.749,0
2.21,1.694,0
2.22,1.677,0
2.23,1.643,0
2.26,1.603,0
2.35,1.596,0
2.43,1.578,0
1.89,1.161,0
1.54,0.839,0
2,1.371,0
2.03,1.465,0
2.75,2.933,0
2.71,2.842,0
2.43,2.503,0
2.14,2.063,0
2.35,1.63,0
2.42,1.595,0
2.4,1.477,0
2.05,1.233,0
2.07,1.075,0
2.38,1.877,0
2.42,1.955,0
2.9,2.783,0
3.02,2.975,0
2.72,2.443,0
2.65,2.363,0
2.57,2.279,0
2.09,1.721,0
2.09,1.706,0
2.09,1.7,0
2.09,1.7,0
2.08,1.7,0
1.88,1.294,0
1.45,0.788,0
1.55,0.79,0
1.76,1.227,0
2.07,1.979,0
2.54,2.831,0
2.64,2.967,0
2.69,3.017,0
2.89,2.671,0
2.86,2.549,0
2.83,2.381,0
2.84,2.179,0
2.85,2.135,0
2.92,2.001,0
2.96,1.951,0
3,1.939,0
2.61,1.306,0
2.4,1.106,0
2.36,1.07,0
2.57,0.931,0
2.62,0.925,0
2.78,1.012,0
2.89,1.177,0
3.04,1.475,0
3.08,1.549,0
3.74,2.763,0
3.77,2.827,0
3.68,2.749,0
3.57,2.671,0
3.31,2.516,0
2.81,2.097,0
2.57,1.914,0
2.42,1.761,0
2.44,1.719,0
2.46,1.717,0
2.47,1.715,0
2.6,1.712,0
2.57,1.641,0
2.36,1.488,0
2.31,1.451,0
1.92,1.066,0
2.26,0.997,0
2.5,1.345,0
2.55,1.416,0
2.74,1.701,0
3,2.02,0
3.1,2.139,0
3.2,2.594,0
3.07,2.488,0
3,2.428,0
2.88,2.351,0
2.88,2.319,0
2.9,2.211,0
2.87,2.189,0
2.81,2.166,0
2.72,2.161,0
2.7,2.161,0
2.7,2.165,0
2.84,1.99,0
2.75,1.897,0
2.45,1.593,0
2.18,1.266,0
2.08,0.897,0
2.35,1.095,0
2.42,1.258,0
2.46,1.34,0
3,2.301,0
3.29,2.823,0
3.31,2.865,0
3.33,2.871,0
3.34,2.857,0
2.81,2.462,0
2.63,2.275,0
2.34,1.981,0
2.29,1.925,0
2.07,1.724,0
2.14,1.708,0
2.29,1.698,0
2.13,1.513,0
1.84,1.247,0
1.86,1.201,0
1.93,1.049,0
1.96,1.01,0
2.5,1.439,0
3.01,2.076,0
3.06,2.129,0
3.17,2.249,0
3.36,2.481,0
3.41,2.545,0
3.51,2.708,0
3.53,2.701,0
3.41,2.626,0
3.05,2.327,0
2.65,2.025,0
2.53,1.933,0
2.51,1.813,0
2.15,0.906,0
2.09,0.852,0
2.24,0.85,0
2.65,1.356,0
3.14,2.447,0
2.88,2.231,0
2.68,2.066,0
2.33,1.816,0
2.32,1.803,0
2.31,1.81,0
2.3,1.807,0
2.3,1.813,0
2.31,1.818,0
2.38,1.649,0
2.41,1.611,0
2.59,1.442,0
2.72,1.313,0
2.78,1.254,0
2.5,0.971,0
2.37,0.923,0
2.24,0.896,0
2.3,0.849,0
2.43,0.831,0
2.46,0.834,0
2.59,0.917,0
2.63,0.983,0
2.7,1.105,0
2.87,1.411,0
2.91,1.477,0
3.13,1.845,0
3.67,2.731,0
3.01,2.119,0
2.93,2.053,0
2.62,1.931,0
2.55,1.928,0
2.54,1.925,0
2.55,1.943,0
2.61,1.954,0
2.68,1.953,0
2.31,1.589,0
2.17,1.448,0
1.95,1.235,0
1.77,1.028,0
1.78,1.135,0
2.21,1.758,0
2.73,2.434,0
3.13,2.729,0
2.85,2.347,0
2.7,2.284,0
2.61,2.216,0
2.57,2.125,0
2.53,2.005,0
2.54,1.954,0
2.56,1.961,0
2.64,1.94,0
2.71,1.97,0
2.76,1.98,0
2.6,1.785,0
2.55,1.725,0
2.21,1.155,0
2.29,0.552,0
2.63,0.317,0
2.74,0.319,0
2.85,0.328,0
3.09,0.517,0
3.35,0.804,0
3.51,1.068,0
3.68,1.372,0
3.67,1.341,0
3.3,1.329,0
3.04,1.335,0
2.99,1.333,0
2.86,1.331,0
2.83,1.33,0
2.85,1.325,0
2.85,1.32,0
2.85,1.321,0
2.85,1.32,0
2.94,1.32,0
2.95,1.219,0
2.71,1.058,0
2.59,0.977,0
2.46,0.889,0
2.4,0.849,0
2.15,0.707,0
2.17,0.707,0
2.39,0.723,0
2.64,1.058,0
2.75,1.201,0
2.91,1.416,0
3.29,2.084,0
3.34,2.169,0
3.48,2.492,0
3.5,2.58,0
3.59,2.8,0
3.31,2.633,0
3.24,2.587,0
3.11,2.497,0
2.92,2.366,0
2.75,2.247,0
2.76,2.205,0
2.82,1.969,0
2.84,1.933,0
2.88,1.865,0
2.9,1.821,0
3.09,1.673,0
3.04,1.557,0
2.82,1.289,0
2.5,1.132,0
2.17,0.99,0
2.17,0.99,0
2.24,0.985,0
3.05,2.346,0
3.23,2.766,0
3.31,3.089,0
3.39,3.111,0
3.42,3.118,0
3.41,3.071,0
3.45,2.916,0
3.57,2.634,0
3.65,2.394,0
3.67,2.355,0
3.85,2.054,0
3.68,2.003,0
3.51,1.94,0
3.46,1.909,0
3.28,1.846,0
2.94,1.692,0
2.65,1.564,0
2.14,1.093,0
2.19,1.147,0
2.4,1.377,0
2.64,1.669,0
2.69,1.727,0
2.83,1.922,0
3.13,2.299,0
3.26,2.486,0
3.37,2.725,0
3.38,2.726,0
3.52,2.123,0
3.61,1.865,0
3.59,1.764,0
3.46,1.713,0
3.14,1.605,0
2.97,1.567,0
2.84,1.535,0
2.58,1.435,0
2.52,1.401,0
2.33,1.286,0
2.26,1.251,0
2.07,1.142,0
1.95,1.077,0
1.93,1.07,0
2.82,2.126,0
3.03,2.603,0
3.07,2.667,0
3.15,2.805,0
2.93,2.456,0
2.63,1.735,0
2.63,1.707,0
2.64,1.665,0
2.64,1.641,0
2.65,1.621,0
2.68,1.589,0
2.69,1.589,0
2.7,1.578,0
2.81,1.539,0
2.7,1.501,0
2.05,1.193,0
2.36,1.505,0
2.41,1.566,0
2.51,1.692,0
2.68,1.971,0
2.73,2.033,0
2.83,2.137,0
2.94,2.243,0
3,2.301,0
3.23,2.519,0
3.33,2.637,0
3.48,2.8,0
3.56,2.462,0
3.48,2.298,0
3.48,1.807,0
3.27,1.68,0
3.17,1.605,0
2.79,1.369,0
2.48,1.175,0
2.29,1.047,0
2.12,0.937,0
2.44,1.36,0
2.63,1.643,0
2.67,1.695,0
2.72,1.751,0
2.96,2.161,0
3.22,2.594,0
3.27,2.6,0
3.5,2.64,0
3.55,2.056,0
3.57,1.881,0
3.58,1.855,0
3.78,1.563,0
3.69,1.489,0
3.39,1.279,0
2.76,0.872,0
2.38,0.539,0
2.52,0.655,0
2.64,0.925,0
3.11,2.04,0
3.28,2.476,0
3.3,2.427,0
3.3,2.387,0
3.23,2.227,0
3.22,2.155,0
3.28,1.881,0
3.32,1.775,0
3.36,1.689,0
3.47,1.535,0
3.52,1.521,0
3.59,1.474,0
2.98,1.093,0
2.77,1.015,0
2.56,0.915,0
2.49,0.894,0
2.35,0.862,0
2.36,0.931,0
2.52,1.407,0
2.75,1.985,0
2.86,2.247,0
2.9,2.341,0
3.14,2.821,0
3.27,3.087,0
3.07,2.817,0
2.78,2.337,0
2.83,2.217,0
2.9,2.12,0
2.93,2.035,0
3.04,1.489,0
2.93,1.415,0
2.55,1.203,0
2.48,1.172,0
2.04,0.97,0
2.12,0.957,0
2.26,0.997,0
2.43,1.322,0
2.58,1.832,0
2.61,1.92,0
2.91,2.589,0
3,2.834,0
3.04,2.969,0
0,2.291,0
0,2.039,0
2.68,1.775,0
2.85,1.637,0
2.88,1.601,0
1.97,0.883,0
2.31,1.045,0
2.34,1.135,0
2.55,1.745,0
2.75,2.171,0
2.96,2.515,0
3.1,2.798,0
3.21,2.906,0
3.16,2.859,0
3.1,2.771,0
3.04,2.679,0
2.93,2.477,0
3.04,2.37,0
3.07,2.354,0
3.39,2.041,0
3.33,1.749,0
3.08,1.569,0
2.66,1.229,0
2.42,0.989,0
2.47,0.97,0
2.51,0.97,0
2.63,1.071,0
2.82,1.691,0
2.93,2.099,0
2.97,2.229,0
2.99,2.341,0
3.06,2.444,0
3.29,2.963,0
3.54,3.017,0
3.33,2.847,0
3.2,2.773,0
2.89,2.567,0
2.77,2.495,0
2.69,2.439,0
2.82,2.32,0
2.87,2.275,0
3.11,2.129,0
3.01,2.007,0
2.87,1.89,0
2.16,1.212,0
2.57,2.023,0
3.31,3.109,0
3.36,3.105,0
3.47,3.085,0
2.81,2.351,0
2.83,2.223,0
2.87,2.157,0
2.95,1.965,0
2.56,1.339,0
2.42,1.227,0
2.23,1.049,0
2.14,0.991,0
2.06,0.941,0
2.14,0.968,0
2.25,1.25,0
2.32,1.411,0
2.8,2.405,0
2.91,2.695,0
3.08,3.055,0
3.32,3.15,0
3.37,3.149,0
3.39,2.904,0
3.26,2.351,0
3.29,2.146,0
3.33,1.962,0
3.34,1.915,0
3.35,1.878,0
3.49,1.709,0
3.4,1.5,0
3.25,1.376,0
3.19,1.339,0
2.69,1.163,0
2.63,1.132,0
2.35,1.032,0
2.38,1.041,0
3.09,2.449,0
3.25,2.736,0
3.3,2.967,0
2.97,2.615,0
2.91,2.541,0
2.56,2.149,0
2.42,1.954,0
2.45,1.898,0
2.47,1.869,0
2.49,1.853,0
2.61,1.662,0
2.62,1.643,0
2.72,1.549,0
2.52,1.143,0
2.42,1.049,0
2.2,0.875,0
2.1,0.87,0
2.08,0.87,0
2.12,0.871,0
2.26,0.977,0
2.46,1.379,0
2.94,2.232,0
3.3,2.794,0
3.11,2.413,0
2.97,2.148,0
2.97,2.123,0
2.97,2.101,0
3,1.959,0
3.11,1.823,0
3.13,1.801,0
3.31,1.733,0
3.41,1.711,0
3.32,1.605,0
3.14,1.543,0
2.61,1.263,0
2.42,1.205,0
2.38,1.193,0
2.42,1.148,0
2.57,1.324,0
2.71,1.639,0
2.74,1.711,0
2.87,2.059,0
2.93,2.223,0
3.11,2.527,0
3.36,2.792,0
3.1,2.492,0
2.03,1.301,0
2.04,1.228,0
2.05,1.189,0
2.04,0.879,0
1.87,0.806,0
1.62,0.743,0
1.46,0.645,0
1.47,0.641,0
1.48,0.643,0
1.78,0.802,0
1.83,0.883,0
1.88,0.968,0
1.91,1.14,0
1.98,1.309,0
2.19,1.82,0
2.45,2.407,0
2.52,2.578,0
2.85,2.873,0
2.9,2.87,0
3.09,2.496,0
3.08,2.353,0
3.07,2.288,0
3.07,2.255,0
3.21,1.953,0
3.32,1.849,0
2.82,1.47,0
2.46,1.243,0
2.65,1.754,0
2.81,2.261,0
2.84,2.329,0
2.93,2.46,0
3.11,2.661,0
3.29,2.879,0
2.67,2.194,0
2.57,1.953,0
2.6,1.873,0
2.63,1.809,0
2.66,1.758,0
2.67,1.745,0
2.67,1.731,0
2.68,1.691,0
2.72,1.65,0
2.6,1.467,0
2.35,1.267,0
2.25,1.185,0
2.1,1.064,0
2.16,1.331,0
2.22,1.493,0
2.32,1.739,0
2.6,2.299,0
2.64,2.377,0
3.16,2.595,0
2.99,2.253,0
2.49,1.147,0
2.25,1.103,0
2.07,1.078,0
1.8,1,0
1.87,0.954,0
1.94,0.914,0
1.98,0.927,0
2.09,1.135,0
2.3,1.516,0
2.5,1.964,0
2.53,2.042,0
2.58,2.117,0
2.83,2.493,0
3.02,2.793,0
3.1,2.925,0
3.14,2.921,0
3.24,2.91,0
3.42,2.824,0
3.47,2.649,0
3.47,2.495,0
3.47,2.416,0
3.49,2.375,0
3.52,2.207,0
3.56,2.053,0
3.58,1.633,0
3.54,1.526,0
3.14,1.449,0
2.79,1.205,0
2.55,1.079,0
2.57,0.995,0
2.66,0.957,0
2.87,0.976,0
2.9,1.055,0
3.23,1.867,0
3.26,1.951,0
3.35,2.211,0
3.63,2.887,0
3.67,2.937,0
3.81,3.013,0
3.82,3.008,0
3.81,2.987,0
3.47,2.818,0
3.4,2.78,0
3.26,2.711,0
3.2,2.658,0
3.13,2.628,0
2.87,2.454,0
2.64,2.102,0
2.73,2.02,0
2.74,2.002,0
2.78,1.921,0
2.89,1.727,0
2.95,1.663,0
2.75,1.459,0
2.01,0.993,0
2.42,1.023,0
2.5,1.165,0
3.09,2.111,0
3.52,2.581,0
3.55,2.54,0
3.58,2.449,0
3.59,2.412,0
3.65,2.291,0
3.49,2.151,0
3.25,1.976,0
2.82,1.722,0
2.76,1.697,0
2.7,1.667,0
2.6,1.611,0
2.09,1.307,0
1.98,1.237,0
1.86,1.151,0
1.9,1.001,0
2.63,1.695,0
2.74,1.896,0
3.03,2.492,0
3.14,2.699,0
3.21,2.807,0
3.27,2.822,0
3.28,2.747,0
3.45,2.309,0
3.41,2.001,0
2.92,1.719,0
2.56,1.488,0
2.31,1.337,0
1.96,1.041,0
2.17,0.762,0
2.87,1.81,0
3.02,2,0
3.06,2.073,0
3.23,2.395,0
3.09,2.326,0
2.68,2.081,0
2.66,2.084,0
2.67,2.076,0
2.69,2.003,0
2.85,1.74,0
2.91,1.674,0
2.93,1.663,0
2.98,1.64,0
3.06,1.603,0
2.94,1.552,0
2.83,1.505,0
2.15,1.139,0
2.17,0.957,0
2.31,0.941,0
2.36,0.973,0
2.5,1.241,0
2.85,1.905,0
3.15,2.355,0
3.33,2.607,0
3.34,2.607,0
3.33,2.611,0
3.29,2.474,0
3.23,2.328,0
3.24,2.061,0
3.3,1.883,0
3.32,1.809,0
2.8,1.37,0
2.29,1.157,0
2.22,1.126,0
2.11,1.059,0
2.07,0.723,0
2.21,0.697,0
2.74,1.534,0
2.79,1.593,0
2.98,1.853,0
3.11,2.043,0
3.33,2.446,0
3.4,2.525,0
3.51,2.555,0
3.58,2.557,0
3.65,2.516,0
3.6,2.393,0
3.55,2.231,0
3.54,2.143,0
3.52,2.081,0
3.41,1.976,0
3.15,1.816,0
2.99,1.699,0
2.57,1.391,0
1.88,0.975,0
1.96,0.954,0
2.01,0.958,0
2.15,0.937,0
2.21,0.985,0
2.43,1.328,0
2.54,1.575,0
2.85,2.15,0
3,2.355,0
3.2,2.636,0
3.24,2.698,0
3.64,2.819,0
3.68,2.823,0
3.71,2.779,0
3.69,2.743,0
3.61,2.525,0
3.54,2.366,0
3.41,2.261,0
3.08,2.201,0
3.02,2.063,0
2.77,2.003,0
2.72,1.985,0
2.62,1.916,0
2.49,1.753,0
2.6,1.218,0
2.74,1.349,0
3.03,1.879,0
3.18,2.088,0
3.22,2.155,0
3.26,2.201,0
3.44,2.403,0
3.56,2.635,0
2.84,2.171,0
2.82,2.048,0
2.77,1.937,0
2.75,1.843,0
2.76,1.558,0
2.69,1.533,0
2.55,1.449,0
2.46,1.353,0
2.36,1.337,0
2.31,1.303,0
1.81,0.833,0
1.82,0.819,0
1.81,0.731,0
1.82,0.729,0
1.84,0.757,0
2.13,0.917,0
2.21,1.061,0
2.38,1.336,0
2.45,1.485,0
2.62,1.795,0
2.66,1.871,0
2.84,2.163,0
2.96,2.395,0
3.09,2.53,0
2.6,2.25,0
2.22,2.067,0
2.28,1.907,0
2.38,1.777,0
2.4,1.739,0
2.59,1.518,0
2.48,1.367,0
2.24,1.157,0
2.03,0.943,0
1.74,0.6,0
1.64,0.485,0
1.69,0.453,0
1.73,0.466,0
1.89,0.534,0
1.94,0.623,0
2.11,1.055,0
2.26,1.563,0
2.53,2.337,0
2.56,2.41,0
2.63,2.643,0
2.73,2.465,0
2.77,2.303,0
2.8,2.242,0
2.8,2.313,0
2.86,2.015,0
2.92,1.997,0
2.94,1.951,0
3.02,1.767,0
3.05,1.661,0
2.79,1.049,0
2.63,0.867,0
2.4,0.661,0
2.42,0.649,0
2.52,0.618,0
2.56,0.615,0
3.22,1.657,0
3.65,2.667,0
3.49,2.635,0
2.98,2.314,0
2.85,2.216,0
2.84,2.065,0
2.95,1.791,0
2.96,1.764,0
3.1,1.553,0
3.15,1.542,0
3.22,1.518,0
3.24,1.512,0
3.31,1.452,0
2.74,1.143,0
2.68,1.104,0
2.62,1.067,0
2.33,0.89,0
2.29,0.863,0
2.29,0.759,0
2.57,1.472,0
2.94,2.588,0
3.04,2.836,0
3.1,2.761,0
3.15,2.259,0
3.13,2.208,0
3.13,1.927,0
3.14,1.916,0
3.15,1.9,0
3.27,1.646,0
3.07,1.584,0
2.94,1.529,0
2.82,1.436,0
2.63,1.421,0
1.82,1.324,0
1.94,1.311,0
1.97,1.311,0
2.07,1.353,0
2.26,1.587,0
2.54,1.979,0
2.59,2.019,0
2.68,2.137,0
2.78,2.275,0
2.88,2.405,0
3.09,2.756,0
3.21,2.812,0
3.31,2.79,0
3.21,2.69,0
2.88,2.485,0
2.79,2.435,0
2.5,2.229,0
2.3,2.053,0
2.25,1.869,0
2.3,1.589,0
2.33,1.555,0
2.35,1.52,0
2.36,1.481,0
2.46,0.964,0
2.55,0.902,0
2.9,0.831,0
3.1,1.024,0
3.23,1.285,0
3.33,1.535,0
3.47,1.865,0
3.53,2.029,0
3.57,2.117,0
3.64,2.278,0
3.67,2.356,0
3.76,2.531,0
3.85,2.681,0
4.05,2.902,0
3.75,2.665,0
3.45,2.453,0
2.98,2.117,0
2.79,1.827,0
2.8,1.741,0
2.82,1.695,0
3.23,1.295,0
3.11,0.981,0
3.01,0.961,0
2.96,0.958,0
2.75,0.801,0
2.85,0.803,0
2.9,0.812,0
2.93,0.809,0
3,0.809,0
3.18,1.009,0
3.3,1.235,0
3.52,1.855,0
3.9,2.931,0
3.1,1.625,0
2.77,1.196,0
2.53,0.581,0
2.32,0.722,0
2.26,0.726,0
2.13,0.757,0
1.95,0.707,0
1.71,0.647,0
1.7,0.795,0
2.07,1.753,0
2.64,2.63,0
2.66,2.075,0
2.69,2.042,0
2.71,1.882,0
2.51,1.773,0
2.34,1.669,0
1.91,1.036,0
1.73,0.5,0
1.81,0.924,0
1.91,0.733,0
2,0.724,0
2.09,1.093,0
2.23,1.656,0
2.36,2.278,0
2.49,2.141,0
2.23,1.647,0
2.35,1.529,0
2.38,1.454,0
2.4,1.417,0
2.42,1.381,0
2.44,1.343,0
2.39,1.151,0
2.23,1.042,0
2.13,0.965,0
1.65,0.713,0
1.85,0.633,0
2,0.969,0
2.32,2.101,0
2.39,2.277,0
2.7,2.935,0
2.74,2.94,0
2.85,2.925,0
2.91,2.561,0
2.9,2.319,0
2.92,2.161,0
2.97,1.981,0
2.92,1.527,0
2.63,1.331,0
2.52,1.255,0
2.46,1.216,0
2.12,0.987,0
1.95,0.817,0
2.01,0.8,0
2.05,0.8,0
2.15,0.879,0
2.22,1.165,0
2.27,1.318,0
2.33,1.495,0
2.54,2.218,0
2.69,2.587,0
2.74,2.735,0
2.76,2.808,0
2.91,2.851,0
2.97,2.727,0
2.97,2.622,0
2.92,2.047,0
2.98,1.781,0
2.35,1.207,0
2.24,1.127,0
1.85,0.851,0
1.64,0.707,0
1.7,0.713,0
1.77,0.959,0
1.83,1.205,0
1.85,1.286,0
1.96,1.615,0
2.26,2.356,0
2.35,2.519,0
2.38,2.598,0
2.6,2.867,0
2.63,2.851,0
2.67,2.452,0
2.61,2.296,0
2.54,2.031,0
2.52,1.801,0
2.53,1.735,0
2.54,1.675,0
2.61,1.328,0
2.62,1.227,0
2.73,1.017,0
2.77,0.97,0
2.97,0.846,0
