n_px,n_p,truth
3.18,1.55,0
3.52,2.128,0
3.7,2.593,0
3.73,2.686,0
3.81,2.96,0
3.79,2.903,0
3.57,2.735,0
3.25,2.309,0
3.08,1.843,0
3.12,1.614,0
3.17,1.54,0
3.18,1.54,0
3.2,1.54,0
3.23,1.54,0
3.24,1.539,0
3.24,1.505,0
2.85,1.173,0
2.79,1.136,0
2.89,1.095,0
3.1,1.397,0
3.2,1.532,0
3.35,1.698,0
3.4,1.751,0
3.49,1.865,0
3.76,2.54,0
3.79,2.634,0
3.84,2.947,0
3.77,2.869,0
2.95,1.922,0
2.89,1.859,0
2.7,1.672,0
2.36,1.431,0
2.34,1.418,0
2.34,1.408,0
2.43,1.4,0
2.58,1.4,0
2.69,1.401,0
2.98,1.4,0
2.98,1.323,0
2.58,0.867,0
2.5,0.798,0
2.43,0.731,0
3.2,1.857,0
3.42,2.179,0
3.73,2.664,0
3.82,2.823,0
3.59,2.58,0
3.23,2.146,0
3.06,1.936,0
3.1,1.662,0
3.13,1.629,0
3.19,1.541,0
3.36,1.44,0
3.39,1.44,0
3.43,1.422,0
3.46,1.4,0
3.55,1.4,0
3.45,1.265,0
3.39,1.217,0
3.07,0.983,0
2.75,0.73,0
2.88,0.957,0
3.64,2.403,0
3.28,2.186,0
2.81,1.559,0
2.6,1.244,0
2.62,1.2,0
2.84,1.201,0
2.85,1.201,0
2.92,1.2,0
2.98,1.2,0
3,1.201,0
3.06,1.156,0
2.64,0.742,0
2.84,1.099,0
3.05,1.414,0
3.1,1.491,0
3.72,2.443,0
3.89,2.803,0
3.48,2.349,0
3.25,2.054,0
3.17,1.976,0
2.93,1.77,0
2.64,1.48,0
2.47,1.374,0
2.48,1.36,0
2.57,1.36,0
2.58,1.359,0
2.71,1.36,0
2.81,1.359,0
2.81,1.358,0
2.91,1.213,0
2.94,1.183,0
2.96,1.06,0
2.64,0.659,0
3.04,1.477,0
3.17,1.707,0
3.26,1.863,0
3.67,2.761,0
3.71,2.77,0
3.74,2.77,0
3.62,2.621,0
3.21,2.165,0
2.93,1.856,0
2.39,1.285,0
2.32,1.24,0
2.38,1.24,0
2.43,1.24,0
2.51,1.24,0
2.54,1.24,0
2.69,1.24,0
2.7,1.24,0
2.74,1.173,0
2.76,0.951,0
2.76,0.916,0
2.8,0.83,0
3.16,1.271,0
3.26,1.407,0
3.39,1.569,0
3.59,1.912,0
3.62,1.986,0
3.72,2.251,0
3.81,2.835,0
3.79,2.779,0
3.51,2.406,0
3.37,2.167,0
3.3,2.052,0
3.16,1.822,0
3.09,1.721,0
3.03,1.63,0
2.9,1.435,0
2.9,1.417,0
2.9,1.4,0
2.82,1.4,0
2.85,1.4,0
2.84,1.384,0
2.82,1.35,0
2.87,1.35,0
2.91,1.35,0
3.15,1.348,0
3.13,1.203,0
2.79,0.925,0
2.37,0.641,0
2.4,0.661,0
2.57,0.859,0
3.15,1.594,0
3.6,2.465,0
3.52,2.545,0
2.82,1.66,0
2.87,1.66,0
2.94,1.66,0
3.07,1.66,0
3.19,1.66,0
3.25,1.66,0
2.93,1.072,0
2.81,0.98,0
2.64,1.017,0
2.76,1.163,0
3.29,2.065,0
3.42,2.421,0
3.47,2.597,0
3.5,2.829,0
3.26,2.546,0
3.18,2.455,0
3.11,2.367,0
2.63,1.59,0
2.72,1.59,0
2.75,1.59,0
2.77,1.59,0
3.2,1.563,0
3.09,1.363,0
2.44,1.088,0
2.85,1.767,0
3.62,2.947,0
3.86,2.987,0
3.81,2.913,0
3.53,2.533,0
3.34,2.249,0
3.15,1.996,0
3.04,1.696,0
3.05,1.687,0
3.14,1.64,0
3.23,1.63,0
3.25,1.63,0
3.27,1.63,0
3.34,1.63,0
3.38,1.63,0
3.27,1.387,0
3.22,1.344,0
3.02,1.141,0
2.91,1.023,0
2.68,0.803,0
2.48,0.64,0
2.73,0.783,0
2.79,0.865,0
2.99,1.311,0
3.28,1.9,0
3.41,2.237,0
3.44,2.417,0
3.47,2.599,0
3.5,2.756,0
2.93,1.883,0
2.86,1.774,0
2.78,1.54,0
2.75,1.53,0
2.76,1.53,0
2.77,1.53,0
2.79,1.53,0
2.8,1.53,0
2.81,1.53,0
2.83,1.531,0
2.94,1.471,0
2.33,0.833,0
2.23,0.741,0
2.06,0.59,0
2.11,0.607,0
2.22,0.753,0
2.27,0.828,0
2.42,1.179,0
2.52,1.361,0
2.64,1.545,0
2.75,1.729,0
2.85,1.913,0
3.31,2.715,0
3.57,3.01,0
3.4,2.411,0
2.9,1.605,0
2.83,1.463,0
2.86,1.367,0
2.86,1.355,0
2.87,1.347,0
2.9,1.328,0
2.92,1.321,0
3.03,1.32,0
3.06,1.32,0
3.09,1.32,0
3.19,1.311,0
3.05,1.077,0
2.86,0.823,0
2.75,0.681,0
2.52,0.4,0
2.44,0.309,0
2.41,0.272,0
2.29,0.18,0
2.33,0.192,0
2.36,0.292,0
2.47,0.651,0
2.5,0.747,0
2.54,0.844,0
2.64,1.038,0
2.77,1.235,0
2.83,1.317,0
3.85,2.628,0
3.76,2.491,0
3.06,1.765,0
2.99,1.69,0
2.92,1.623,0
2.83,1.546,0
2.83,1.534,0
2.86,1.464,0
2.88,1.449,0
3.01,1.44,0
3.06,1.44,0
3.24,1.44,0
3.31,1.44,0
3.27,1.343,0
3.2,1.25,0
3.55,1.471,0
3.59,1.554,0
3.71,1.791,0
3.73,1.847,0
3.75,2.402,0
3.76,2.554,0
3.92,2.929,0
3.85,2.839,0
3.5,2.227,0
3.21,1.683,0
3.19,1.593,0
3.17,1.496,0
3.09,1.379,0
3.08,1.363,0
3.11,1.309,0
3.13,1.3,0
3.17,1.267,0
3.21,1.197,0
2.89,0.948,0
2.64,0.604,0
2.73,0.714,0
2.93,1.033,0
2.98,1.115,0
3.09,1.276,0
3.19,1.413,0
3.59,1.943,0
3.73,2.038,0
3.62,1.863,0
3.58,1.819,0
3.31,1.605,0
3.22,1.589,0
3.06,1.501,0
3.21,1.339,0
3.28,1.269,0
3.28,1.247,0
3.25,1.213,0
3.04,1.029,0
2.93,0.912,0
2.63,0.668,0
2.63,0.661,0
2.76,0.661,0
2.82,0.679,0
2.87,0.727,0
2.9,0.783,0
3.09,1.077,0
3.22,1.297,0
3.34,1.502,0
3.5,1.756,0
3.64,2.056,0
3.74,2.349,0
3.75,2.421,0
3.78,2.553,0
3.79,2.555,0
3.65,2.396,0
3.42,2.034,0
2.97,1.488,0
2.89,1.43,0
2.68,1.285,0
2.72,1.266,0
2.75,1.26,0
2.89,1.247,0
2.93,1.227,0
2.79,0.994,0
2.73,0.931,0
2.57,0.83,0
2.58,0.83,0
2.58,0.83,0
2.62,0.83,0
2.78,0.842,0
2.82,0.893,0
2.92,1.115,0
3.21,1.648,0
3.35,1.911,0
3.49,2.175,0
3.68,2.559,0
3.95,3.081,0
3.65,2.579,0
3.51,2.385,0
3.38,2.217,0
3.24,1.916,0
3.15,1.691,0
3.06,1.547,0
3.07,1.447,0
3.15,1.387,0
3.27,1.304,0
2.81,0.829,0
2.87,0.82,0
3.04,1.119,0
3.07,1.195,0
3.18,1.441,0
3.36,1.771,0
3.53,2.116,0
3.56,2.191,0
3.67,2.582,0
3.51,2.521,0
3.09,1.805,0
2.81,1.492,0
2.23,1.141,0
2.28,1.11,0
2.33,1.11,0
2.34,1.104,0
2.34,1.09,0
2.41,0.947,0
2.53,0.856,0
2.64,0.83,0
2.71,0.9,0
3.11,1.817,0
3.2,2.017,0
3.29,2.215,0
3.39,2.397,0
3.48,2.24,0
3.34,2.069,0
2.92,1.751,0
2.82,1.691,0
2.75,1.429,0
2.76,1.41,0
2.77,1.392,0
2.8,1.352,0
2.84,1.194,0
2.83,1.141,0
2.83,0.996,0
2.8,0.959,0
2.59,0.88,0
2.46,0.88,0
2.76,1.511,0
2.8,1.581,0
2.97,1.917,0
3.16,2.352,0
3.36,2.866,0
3.57,2.785,0
3.48,2.508,0
3.2,2.142,0
2.98,1.746,0
2.97,1.559,0
2.97,1.383,0
2.97,1.334,0
2.96,1.304,0
2.95,1.277,0
2.93,1.26,0
2.92,1.261,0
2.92,1.261,0
2.95,1.261,0
3,1.249,0
3.05,1.204,0
2.92,1.032,0
2.73,0.978,0
2.72,0.966,0
2.78,1.121,0
2.83,1.241,0
2.85,1.301,0
2.88,1.362,0
3.13,1.981,0
3.15,2.209,0
3.07,2.351,0
2.72,1.737,0
2.47,1.565,0
2.44,1.552,0
2.37,1.395,0
2.26,1.14,0
2.27,1.108,0
2.27,1.1,0
2.06,0.801,0
2.17,1.013,0
2.19,1.089,0
2.32,1.473,0
2.39,1.679,0
2.45,1.818,0
2.56,2.043,0
2.72,2.439,0
2.77,2.595,0
2.82,2.745,0
2.82,2.803,0
2.83,2.769,0
2.85,2.649,0
2.79,1.985,0
2.66,1.07,0
2.69,0.917,0
2.73,0.799,0
2.78,0.799,0
2.8,0.799,0
2.9,0.817,0
3.07,1.209,0
3.1,1.29,0
3.13,1.371,0
3.34,2.089,0
3.36,2.172,0
3.43,2.483,0
3.48,2.694,0
3.47,2.773,0
2.72,1.657,0
2.57,1.271,0
2.57,1.27,0
2.57,1.27,0
2.54,1.214,0
2.62,1.214,0
2.73,1.401,0
3.01,1.827,0
3.17,2.123,0
3.29,2.377,0
3.48,2.876,0
3.62,3.065,0
3.63,2.963,0
3.5,2.536,0
3.47,2.422,0
3.42,2.32,0
3.26,1.98,0
3.08,1.836,0
3,1.767,0
2.92,1.709,0
2.86,1.663,0
2.84,1.64,0
2.69,1.435,0
2.66,1.396,0
2.64,1.363,0
2.62,1.335,0
2.64,1.28,0
2.71,1.225,0
2.76,1.009,0
3.05,1.039,0
3.24,1.457,0
3.54,2.399,0
3.56,2.48,0
3.6,2.649,0
3.61,2.735,0
3.68,2.911,0
3.67,2.81,0
3.31,1.893,0
3.26,1.825,0
3.22,1.769,0
3.16,1.711,0
2.56,1.144,0
2.57,1.089,0
2.62,1.069,0
2.56,1.042,0
2.4,0.899,0
2.39,0.812,0
2.56,0.741,0
3.03,1.742,0
3.08,1.839,0
3.27,2.21,0
3.52,2.709,0
3.56,2.691,0
3.43,2.041,0
3.13,1.689,0
2.85,1.536,0
2.8,1.469,0
2.61,1.193,0
2.58,1.165,0
2.66,1.04,0
2.6,0.903,0
2.52,0.792,0
2.63,0.79,0
2.7,0.78,0
2.93,1.237,0
3.9,2.971,0
3.98,2.768,0
3.82,2.395,0
3.1,1.23,0
3.14,1.18,0
3.13,1.096,0
2.97,0.91,0
2.98,0.91,0
3.12,0.92,0
3.15,0.985,0
3.24,1.203,0
3.64,2.4,0
3.65,2.703,0
3.48,2.343,0
3.19,1.859,0
3.14,1.83,0
3.09,1.813,0
2.86,1.709,0
2.77,1.7,0
2.75,1.7,0
2.59,1.576,0
2.56,1.553,0
2.33,1.291,0
2.29,1.202,0
2.27,1.167,0
2.25,1.123,0
2.28,1.021,0
2.33,0.847,0
2.34,0.791,0
2.4,0.741,0
2.55,0.71,0
2.57,0.733,0
2.85,1.447,0
2.92,1.607,0
2.97,1.683,0
3,1.757,0
3.39,2.599,0
3.61,2.881,0
3.6,2.627,0
3.45,2.152,0
3.38,2.035,0
3.31,1.923,0
3.27,1.886,0
3.15,1.787,0
3.01,1.573,0
2.93,1.467,0
2.73,1.121,0
2.65,0.993,0
2.62,0.927,0
2.52,0.499,0
2.59,0.508,0
2.71,0.663,0
2.98,1.152,0
3.14,1.497,0
3.21,1.641,0
3.17,1.874,0
3.13,1.767,0
2.8,1.26,0
2.74,1.231,0
2.58,1.083,0
2.55,1.048,0
2.53,1.031,0
2.45,1.02,0
2.5,0.877,0
2.5,0.689,0
2.48,0.657,0
2.48,0.631,0
2.88,0.679,0
2.93,0.739,0
3.02,0.892,0
3.06,0.976,0
3.15,1.129,0
3.34,1.401,0
3.39,1.473,0
3.53,1.727,0
3.74,2.167,0
3.77,2.249,0
3.84,2.401,0
3.86,2.48,0
0,1.659,0
0,1.564,0
2.53,1.013,0
2.49,0.967,0
2.39,0.842,0
2.28,0.649,0
2.26,0.508,0
2.22,0.403,0
2.22,0.389,0
2.25,0.375,0
2.45,0.518,0
2.6,0.898,0
2.7,1.174,0
2.76,1.307,0
2.94,2.364,0
2.89,2.249,0
2.71,1.609,0
2.54,1.446,0
2.51,1.435,0
2.46,1.377,0
2.44,1.334,0
2.44,1.282,0
2.44,1.262,0
2.43,1.061,0
2.36,0.737,0
2.36,0.694,0
2.36,0.675,0
2.44,0.596,0
3.17,1.881,0
3.65,2.046,0
3.54,1.751,0
3.29,1.277,0
2.87,0.998,0
2.68,0.873,0
2.66,0.87,0
2.66,0.869,0
2.67,0.869,0
2.67,0.87,0
2.69,0.869,0
2.7,0.418,0
2.7,0.326,0
2.71,0.32,0
2.73,0.315,0
2.78,0.295,0
2.87,0.397,0
3.37,1.483,0
3.48,1.785,0
3.67,2.241,0
3.74,2.411,0
3.81,2.475,0
4.01,2.345,0
3.5,1.627,0
3.45,1.613,0
3.35,1.585,0
3.2,1.502,0
2.89,1.42,0
2.83,1.42,0
2.69,1.373,0
2.65,1.329,0
2.63,1.299,0
2.53,1.08,0
2.55,1.08,0
2.67,1.097,0
2.73,1.211,0
2.75,1.262,0
2.79,1.311,0
2.83,1.376,0
3.3,2.368,0
3.29,2.56,0
2.88,1.889,0
2.84,1.827,0
2.81,1.737,0
2.8,1.701,0
2.72,1.549,0
2.67,1.476,0
2.57,1.337,0
2.57,1.33,0
2.52,1.273,0
2.48,1.23,0
2.35,0.656,0
2.41,0.757,0
2.62,1.183,0
2.93,1.961,0
3.08,2.324,0
3.23,2.772,0
3.24,2.607,0
3.22,2.178,0
2.32,1.454,0
2.28,1.423,0
2.13,1.298,0
2.16,1.28,0
2.22,1.27,0
2.25,1.225,0
2.25,1.149,0
2.27,1.124,0
2.29,1.015,0
2.29,0.999,0
2.3,0.95,0
2.31,0.94,0
2.4,0.91,0
2.61,1.579,0
2.95,2.953,0
2.65,2.183,0
2.45,1.897,0
2.32,1.629,0
2.21,1.397,0
2.21,1.384,0
2.24,1.316,0
2.22,1.163,0
2.15,1.018,0
2.11,0.965,0
2.1,0.943,0
2.24,0.88,0
2.35,1.001,0
2.53,1.395,0
2.67,1.756,0
2.84,2.107,0
3.26,3.051,0
3.35,2.972,0
3.35,2.726,0
3.31,2.371,0
3.26,2.158,0
3.22,2.063,0
3.11,1.822,0
3.08,1.771,0
2.59,1.27,0
2.5,1.21,0
2.38,1.085,0
2.38,1.059,0
2.47,1.003,0
2.54,0.926,0
2.56,0.826,0
2.55,0.485,0
2.53,0.37,0
2.63,0.37,0
2.73,0.502,0
2.8,0.797,0
2.87,1.047,0
2.89,1.121,0
2.92,1.201,0
3.01,1.428,0
3.14,2.087,0
3.15,2.172,0
3.15,2.253,0
3.15,2.327,0
3.16,2.406,0
3.16,2.267,0
3.16,2.165,0
3,1.456,0
2.93,1.257,0
2.9,1.175,0
2.82,0.95,0
2.77,0.828,0
2.69,0.799,0
2.67,0.799,0
2.64,0.786,0
2.56,0.75,0
2.55,0.749,0
2.37,0.549,0
2.38,0.599,0
2.44,0.731,0
2.51,0.977,0
2.54,1.063,0
2.56,1.152,0
2.93,1.905,0
2.97,1.998,0
3.22,2.557,0
3.37,2.535,0
3.29,2.38,0
3.16,2.183,0
3.07,2.106,0
2.94,1.998,0
2.76,1.845,0
2.66,1.619,0
2.66,1.52,0
2.67,1.52,0
2.69,1.426,0
2.67,1.316,0
2.52,0.937,0
2.5,0.889,0
2.45,0.755,0
2.49,0.749,0
2.59,0.805,0
3.02,1.863,0
3.26,2.317,0
3.36,2.497,0
3.46,2.678,0
3.55,2.843,0
3.68,3,0
3.72,3,0
3.77,3,0
3.76,2.984,0
3.71,2.863,0
3.47,2.449,0
3.32,2.19,0
3.04,1.727,0
2.76,1.401,0
2.74,1.388,0
2.68,1.361,0
2.66,1.344,0
2.65,1.329,0
2.66,1.307,0
2.68,1.244,0
2.68,1.215,0
2.64,0.992,0
2.6,0.949,0
2.62,0.949,0
2.72,1.053,0
2.79,1.309,0
2.95,1.683,0
3.05,2.072,0
3.15,2.377,0
3,2.051,0
2.6,1.52,0
2.59,1.52,0
2.58,1.484,0
2.55,1.387,0
2.54,1.294,0
2.55,1.28,0
2.56,1.28,0
2.6,1.28,0
2.64,1.276,0
2.65,1.254,0
2.63,1.15,0
2.62,1.069,0
2.53,0.836,0
2.67,1.011,0
2.98,1.707,0
3.01,1.783,0
3.05,1.863,0
3.22,2.304,0
3.28,2.472,0
3.3,2.559,0
3.38,2.817,0
3.32,2.388,0
3.27,2.229,0
3.24,2.161,0
3.15,1.964,0
3.07,1.878,0
3.03,1.852,0
2.88,1.635,0
2.8,1.541,0
2.81,1.328,0
2.8,1.269,0
2.73,0.931,0
2.73,0.88,0
2.79,1.076,0
2.97,1.617,0
3.12,2.128,0
3.18,2.367,0
3.22,2.908,0
3.07,2.6,0
2.58,1.9,0
2.48,1.845,0
2.41,1.805,0
2.32,1.632,0
2.34,1.54,0
2.41,1.469,0
2.38,1.343,0
2.39,1.281,0
2.42,1.357,0
2.55,1.806,0
2.58,1.896,0
3.02,2.786,0
3.07,2.857,0
3.24,2.942,0
3.18,2.708,0
3.09,2.484,0
3.05,2.409,0
2.78,2.072,0
2.77,2.034,0
2.66,1.858,0
2.61,1.719,0
2.6,1.682,0
2.57,1.515,0
2.58,1.393,0
2.54,1.257,0
2.52,1.16,0
2.48,0.966,0
2.46,0.911,0
2.4,0.781,0
2.45,0.8,0
2.61,1.297,0
2.67,1.503,0
2.82,2.072,0
2.83,2.145,0
2.85,2.295,0
2.86,2.375,0
2.87,2.581,0
2.87,2.635,0
2.87,2.629,0
2.54,1.795,0
2.49,1.73,0
2.36,1.595,0
2.11,1.422,0
1.92,1.287,0
1.87,1.24,0
1.87,1.212,0
1.87,1.156,0
1.81,0.566,0
1.99,0.734,0
2.3,1.218,0
2.41,1.391,0
2.67,1.782,0
2.94,2.185,0
3,2.292,0
3.12,2.505,0
3.3,2.781,0
3.52,2.889,0
3.58,2.842,0
3.58,2.663,0
3.36,2.184,0
3.26,2.009,0
3.22,1.953,0
3.15,1.86,0
2.83,1.467,0
2.73,1.28,0
2.68,1.155,0
2.49,0.83,0
2.59,0.793,0
2.67,0.998,0
2.74,1.206,0
2.92,1.705,0
2.95,1.797,0
3.02,1.986,0
3.11,2.181,0
3.22,2.375,0
3.37,2.667,0
3.42,2.761,0
3.52,2.917,0
3.66,2.98,0
3.75,2.944,0
3.77,2.865,0
3.76,2.755,0
3.65,2.319,0
3.62,2.245,0
3.56,2.109,0
3.48,1.941,0
3.45,1.894,0
3.39,1.825,0
3.33,1.661,0
3.28,1.474,0
3.23,1.308,0
3.25,1.235,0
3.28,1.223,0
3.28,1.213,0
3.28,1.197,0
3.27,1.153,0
3.26,1.072,0
3.22,0.996,0
3.12,0.873,0
3.11,0.872,0
3.25,1.359,0
3.28,1.435,0
3.61,1.961,0
3.93,2.595,0
3.99,2.746,0
4,2.857,0
3.93,2.445,0
3.33,1.55,0
3.29,1.55,0
3.13,1.455,0
3.1,1.439,0
3.06,1.41,0
3.05,1.41,0
2.98,1.41,0
2.97,1.41,0
2.95,1.409,0
2.85,1.224,0
2.82,1.173,0
2.76,1.081,0
2.68,0.973,0
2.75,0.988,0
2.77,1.037,0
2.79,1.087,0
3.09,1.675,0
3.22,1.873,0
3.36,2.129,0
3.63,2.776,0
3.64,2.835,0
3.57,2.648,0
3.45,2.402,0
3.41,2.323,0
3.04,1.963,0
2.94,1.94,0
2.93,1.94,0
2.82,1.831,0
2.79,1.789,0
2.73,1.757,0
2.71,1.74,0
2.69,1.73,0
2.67,1.668,0
2.58,1.094,0
2.58,1.002,0
2.84,1.617,0
2.95,1.91,0
3.11,2.871,0
2.76,2.097,0
2.55,1.957,0
2.44,1.95,0
2.4,1.946,0
2.38,1.9,0
2.28,1.796,0
2.25,1.665,0
2.21,1.549,0
2.13,1.177,0
2.06,0.902,0
2.19,0.965,0
2.54,1.499,0
2.65,1.658,0
2.7,1.736,0
2.82,1.882,0
3.46,2.702,0
3.6,2.99,0
3.61,2.958,0
3.6,2.885,0
3.32,2.159,0
3.16,2.035,0
3.03,2.01,0
2.99,2.01,0
2.97,2.01,0
2.76,1.87,0
2.81,1.87,0
2.81,1.867,0
2.78,1.822,0
2.67,1.581,0
2.66,1.507,0
2.57,1.259,0
2.54,1.23,0
3.12,2.289,0
3.37,2.673,0
3.44,2.834,0
3.43,2.799,0
3.37,2.585,0
3.24,2.321,0
3.12,2.055,0
3.08,1.969,0
3.01,1.823,0
2.87,1.589,0
2.77,1.522,0
2.69,1.52,0
2.62,1.457,0
2.52,1.36,0
2.37,1.27,0
2.35,1.27,0
2.34,1.27,0
2.34,1.27,0
2.29,1.251,0
2.27,1.233,0
2.07,0.912,0
2.05,0.889,0
2.02,0.87,0
2.15,0.854,0
2.18,0.905,0
2.57,1.586,0
3.42,2.857,0
3.52,2.983,0
3.59,3.043,0
3.62,3.025,0
3.64,3.013,0
3.54,2.5,0
3.37,2.191,0
3.29,2.04,0
2.96,1.825,0
2.81,1.642,0
2.79,1.609,0
2.71,1.522,0
2.69,1.51,0
2.52,1.247,0
2.39,0.927,0
2.35,0.836,0
2.34,0.811,0
2.46,0.933,0
2.85,1.71,0
3.21,2.449,0
3.42,2.893,0
3.51,2.9,0
3.54,2.899,0
3.59,2.845,0
3.56,2.725,0
3.48,2.603,0
2.78,1.715,0
2.76,1.697,0
2.59,1.265,0
2.56,1.231,0
2.53,1.148,0
2.53,1.129,0
2.7,1.201,0
2.75,1.247,0
3.08,1.662,0
3.17,1.775,0
3.41,2.099,0
3.45,2.165,0
3.49,2.234,0
3.63,2.507,0
3.7,2.696,0
3.65,2.585,0
3.39,1.981,0
3.35,1.877,0
3.23,1.703,0
2.68,1.143,0
2.58,1.069,0
2.43,0.945,0
2.41,0.931,0
2.36,0.898,0
2.33,0.9,0
2.29,0.892,0
2.16,0.766,0
2.1,0.71,0
2.01,0.589,0
2.24,0.652,0
2.55,0.995,0
2.89,1.412,0
3.52,2.534,0
3.48,2.429,0
3.46,2.359,0
3.37,2.127,0
3.19,1.89,0
3.08,1.673,0
3.01,1.547,0
2.89,1.444,0
2.83,1.415,0
2.75,1.403,0
2.59,1.307,0
2.52,1.213,0
2.52,1.205,0
2.5,1.2,0
2.39,1.086,0
2.34,1.052,0
2.3,0.987,0
2.14,0.853,0
2.09,0.83,0
2.19,0.849,0
2.59,1.465,0
2.73,1.693,0
2.77,1.762,0
3,2.142,0
3.05,2.219,0
3.09,2.3,0
3.35,2.791,0
3.26,2.567,0
2.94,1.866,0
2.66,1.641,0
2.54,1.631,0
2.41,1.474,0
2.33,1.41,0
2.35,1.375,0
2.27,1.102,0
2.05,0.91,0
2.55,1.247,0
3.38,2.245,0
3.42,1.995,0
3.05,1.695,0
3,1.68,0
2.92,1.579,0
2.9,1.551,0
2.86,1.489,0
2.78,1.415,0
2.76,1.393,0
2.71,1.271,0
2.69,1.202,0
2.51,0.912,0
2.44,0.858,0
2.39,0.85,0
2.39,0.839,0
2.61,1.007,0
2.89,1.375,0
3.12,1.685,0
3.17,1.763,0
3.62,2.629,0
3.63,2.634,0
3.63,2.595,0
3.55,2.415,0
3.41,2.103,0
3.35,2.001,0
3.29,1.912,0
2.94,1.511,0
2.76,1.445,0
2.67,1.371,0
2.65,1.342,0
2.44,1.203,0
2.44,1.193,0
2.27,0.918,0
2.12,0.79,0
2.1,0.757,0
2.25,0.791,0
2.77,1.446,0
2.89,1.645,0
3.14,2.003,0
3.46,2.439,0
3.65,2.751,0
3.79,2.789,0
3.76,2.675,0
3.75,2.6,0
3.26,1.72,0
3.22,1.717,0
3.18,1.704,0
3.14,1.7,0
3.1,1.699,0
2.77,1.56,0
2.67,1.56,0
2.63,1.423,0
2.57,1.07,0
3.43,2.652,0
3.63,2.907,0
3.88,2.893,0
3.8,2.645,0
3.72,2.566,0
3.64,2.491,0
3.48,2.367,0
3.44,2.345,0
3.35,2.312,0
3.33,2.289,0
3.07,1.717,0
3.05,1.685,0
2.87,1.431,0
2.87,1.219,0
2.86,1.182,0
2.75,1,0
2.85,0.99,0
3.22,1.433,0
3.26,1.507,0
3.35,1.649,0
3.39,1.712,0
3.82,2.501,0
3.95,2.699,0
3.88,2.57,0
3.59,2.024,0
3.11,1.55,0
3.08,1.543,0
2.8,1.303,0
2.77,1.229,0
2.77,1.213,0
2.77,1.139,0
2.76,1.057,0
2.73,1.014,0
2.64,0.881,0
2.64,0.807,0
2.79,1.027,0
2.83,1.089,0
3.09,1.406,0
3.14,1.477,0
3.24,1.623,0
3.35,1.801,0
3.41,1.889,0
3.65,2.221,0
3.83,2.554,0
3.76,2.468,0
3.25,1.801,0
3.15,1.712,0
2.88,1.479,0
2.77,1.365,0
2.74,1.342,0
2.69,1.293,0
2.71,1.236,0
2.72,1.205,0
2.75,1.159,0
2.76,1.146,0
2.79,1.065,0
2.79,1.031,0
2.76,0.76,0
2.81,0.765,0
2.95,0.866,0
2.99,0.92,0
3.08,1.032,0
3.21,1.257,0
3.29,1.393,0
3.47,1.763,0
3.59,1.987,0
3.63,2.06,0
3.74,2.383,0
3.79,2.535,0
3.81,2.606,0
3.5,2.225,0
3.29,1.801,0
3.23,1.758,0
2.92,1.595,0
2.53,1.26,0
2.52,1.257,0
2.47,1.251,0
2.4,1.22,0
2.37,1.207,0
2.36,1.19,0
2.32,1.13,0
2.27,1.05,0
2.24,0.996,0
2.2,0.84,0
2.34,0.822,0
2.37,0.87,0
2.88,1.653,0
2.97,1.818,0
3.38,2.592,0
2.96,1.716,0
2.85,1.69,0
2.48,1.36,0
2.47,1.36,0
2.47,1.36,0
2.44,1.294,0
2.42,1.257,0
2.39,1.21,0
2.37,1.149,0
2.34,1.094,0
2.4,1.07,0
2.52,1.136,0
3.1,2.095,0
3.43,2.436,0
2.82,1.522,0
2.43,1.195,0
2.37,1.151,0
2.35,1.11,0
2.4,1.091,0
2.39,0.997,0
2.36,0.924,0
2.35,0.881,0
2.34,0.832,0
2.41,0.75,0
2.49,0.768,0
2.65,1.126,0
2.92,1.653,0
3.23,2.131,0
3.71,3.099,0
3.73,3.095,0
3.05,1.944,0
2.96,1.804,0
2.89,1.661,0
2.82,1.514,0
2.72,1.41,0
2.73,1.36,0
2.74,1.302,0
2.75,1.244,0
2.73,1.213,0
2.67,1.103,0
2.61,0.947,0
2.61,0.892,0
2.63,0.808,0
2.72,0.8,0
2.76,0.803,0
2.86,0.958,0
2.95,1.246,0
3.18,1.689,0
3.68,2.499,0
3.84,2.767,0
3.9,2.844,0
4.14,2.94,0
4.11,2.893,0
3.96,2.5,0
3.85,2.273,0
3.7,1.999,0
3.69,1.961,0
3.62,1.864,0
3.58,1.792,0
3.54,1.716,0
3.28,1.458,0
3.21,1.44,0
3.14,1.427,0
3.07,1.429,0
3.06,1.372,0
3.07,1.267,0
2.94,0.777,0
2.95,0.64,0
3.05,0.757,0
3.19,1.074,0
3.23,1.159,0
3.42,1.551,0
3.45,1.633,0
3.55,1.886,0
3.62,2.067,0
3.83,2.768,0
3.84,2.774,0
3.49,1.763,0
3.18,1.444,0
2.89,1.363,0
2.82,1.295,0
2.64,1.083,0
2.64,1.08,0
2.76,1.081,0
2.78,1.083,0
2.74,0.812,0
2.73,0.789,0
2.72,0.77,0
2.73,0.77,0
2.83,0.787,0
2.98,1.087,0
3.44,2.025,0
3.68,2.629,0
3.79,2.915,0
3.53,2.349,0
3.47,2.246,0
3.2,2.043,0
2.91,1.839,0
2.81,1.804,0
2.76,1.801,0
2.74,1.796,0
2.69,1.757,0
2.59,1.423,0
2.7,1.312,0
2.77,1.224,0
2.83,1.159,0
2.84,1.143,0
2.85,1.121,0
2.86,1.103,0
2.86,1.08,0
