month_day_hour_min,n_p,i_uiip,p_uiip
14471,1.54,289.18,23.84
14472,1.54,295.49,23.91
14473,1.54,293.3,23.84
14474,1.54,314.69,23.78
14475,1.539,286.89,20.8
14476,1.505,206.26,18.55
14477,1.459,204.52,18.71
14478,1.404,198.37,20.52
14479,1.353,197.62,20.34
14480,1.3,197.6,20.36
14481,1.25,196.37,20.76
14482,1.21,195.59,20.92
14483,1.173,197.43,20.69
14484,1.136,153.08,18.88
14485,1.083,134.12,19.32
14486,1.028,131.31,20.37
14487,0.986,130.11,20.67
14488,0.953,173.47,21.03
14489,0.941,236.17,22.8
14490,0.941,224.88,22.8
14491,0.94,241.5,22.65
14492,0.962,394.83,24.14
14493,1.027,452.83,25.73
14494,1.095,431.99,25.93
14495,1.174,438.61,25.76
14496,1.257,459.11,25.03
14497,1.329,463.68,25.19
14498,1.397,454.41,25.51
14499,1.465,449.27,25.63
14500,1.532,466.27,25.33
14501,1.591,463.32,25.09
14502,1.645,463.12,25.18
14503,1.698,458.67,25.27
14504,1.751,475.91,24.33
14505,1.799,474.58,25.88
14506,1.865,494.04,28.7
14507,1.937,491.75,28.84
14508,2.009,501.88,28.51
14509,2.091,500.31,28.52
14510,2.178,502.79,28.47
14511,2.27,490.04,28.78
14512,2.363,503.15,28.51
14513,2.453,511.56,28.12
14514,2.54,491.95,28.63
14515,2.634,507.62,28.29
14516,2.721,505.86,28.28
14517,2.803,508.88,28.16
14518,2.885,507.9,28.24
14519,2.947,367.89,22.41
14520,2.948,270.06,21.54
14521,2.913,187.55,18.69
14522,2.869,206.18,18.95
14523,2.829,214.71,20.2
14524,2.785,221.02,18.41
14525,2.71,218.55,18.94
14526,2.611,215.93,19.72
14527,2.515,216.98,19.97
14528,2.419,221.34,19.18
14529,2.325,221.09,19.02
14530,2.225,222.28,18.71
14531,2.131,227.63,19.43
14532,2.049,256.56,21.52
14533,1.985,258.82,21.2
14534,1.922,256.69,21.48
14535,1.859,258.23,21.22
14536,1.793,260.25,21.18
14537,1.731,257.37,21.48
14538,1.672,256.48,21.6
14539,1.613,255.58,21.94
14540,1.565,253.71,22.17
14541,1.525,256.29,21.81
14542,1.491,253.72,22.29
14543,1.462,255.98,21.8
14544,1.431,275.2,22.65
14545,1.418,333.94,23.8
14546,1.41,323.86,23.82
14547,1.41,326.59,23.85
14548,1.408,324.59,23.86
14549,1.405,324.17,23.85
14550,1.4,300.46,23.87
14551,1.4,298.43,22.94
14552,1.4,316.7,22.71
14553,1.4,307.28,22.84
14554,1.4,284,22.87
14555,1.4,288.41,22.76
14556,1.4,304.4,22.83
14557,1.4,295.21,22.8
14558,1.4,300.69,22.8
14559,1.4,286.94,22.72
14560,1.401,293.12,22.86
14561,1.4,286.86,22.74
14562,1.4,300.16,22.77
14563,1.4,300.52,22.85
14564,1.4,292.73,22.86
14565,1.4,310.27,22.82
14566,1.4,297.07,22.82
14567,1.401,312.69,22.96
14568,1.4,311.5,23.45
14569,1.4,335.32,23.31
14570,1.4,332.86,23.31
14571,1.4,316.81,22.55
14572,1.379,178.88,18.38
14573,1.323,173.03,20.1
14574,1.265,173.57,19.88
14575,1.204,172.74,20.12
14576,1.144,171.89,20.01
14577,1.078,172.82,19.76
14578,1.015,171.07,20.03
14579,0.961,171.03,20.16
14580,0.913,169.95,20.54
14581,0.867,170.76,20.7
14582,0.827,170.67,20.99
14583,0.798,169.91,21.27
14584,0.771,170.71,21.28
14585,0.749,171.06,21.27
14586,0.725,163.52,20.99
14587,0.71,232.77,22.72
14588,0.731,393.52,24.83
14589,0.806,440.01,25.73
14590,0.887,421.7,25.69
14591,0.968,413.38,25.9
14592,1.05,402.52,25.76
14593,1.132,409.46,25.8
14594,1.213,397.25,26.22
14595,1.296,400.68,26.86
14596,1.379,410.96,26.7
14597,1.459,416.8,26.78
14598,1.538,419.54,26.93
14599,1.619,419.12,26.81
14600,1.697,432.64,26.66
14601,1.776,433.93,26.73
14602,1.857,412.47,26.9
14603,1.936,412.1,26.88
14604,2.016,396.38,26.92
14605,2.1,389.89,26.83
14606,2.179,404.57,26.88
14607,2.261,404.39,26.77
14608,2.341,419.22,26.76
14609,2.421,406.09,26.74
14610,2.501,397.69,26.9
14611,2.583,395.59,26.76
14612,2.664,416.21,26.74
14613,2.744,434.44,26.59
14614,2.823,445.96,26.4
14615,2.888,327.74,24.07
14616,2.898,258.96,21.05
14617,2.865,223.31,20.25
14618,2.822,228.83,19.51
14619,2.779,227.52,19.17
14620,2.732,231.09,18.27
14621,2.663,223.82,19.44
14622,2.58,226.46,19.22
14623,2.495,227.32,19.52
14624,2.413,223.46,20.18
14625,2.341,222.12,20.65
14626,2.275,221.36,20.92
14627,2.211,221.8,20.65
14628,2.146,222.29,20.39
14629,2.077,221.75,20.56
14630,2.001,222.14,20.5
14631,1.936,239.49,21.73
14632,1.883,265.29,21.76
14633,1.827,267.76,21.83
14634,1.769,283.58,21.76
14635,1.708,276.31,21.88
14636,1.662,285.91,22.75
14637,1.629,308.95,22.71
14638,1.598,298.53,22.72
14639,1.568,294.28,22.72
14640,1.541,270.5,22.31
14641,1.516,263.38,22.31
14642,1.485,260.03,22.26
14643,1.46,293.02,23.15
14644,1.45,322.21,23.85
14645,1.447,331.64,23.87
14646,1.44,325.92,23.86
14647,1.44,326.03,23.82
14648,1.435,324.58,23.85
14649,1.43,300.52,23.29
14650,1.422,292.49,23.14
14651,1.407,307.53,23.52
14652,1.401,316.66,23.95
14653,1.4,317.73,24.14
14654,1.4,316.87,23.99
14655,1.4,334.6,24.1
14656,1.4,321.31,24.07
14657,1.4,317.76,24.1
14658,1.4,320.59,23.99
14659,1.4,327.97,23.99
14660,1.4,316.17,24.01
14661,1.4,328.04,23.99
14662,1.4,347.53,23.94
14663,1.4,357.28,24.04
14664,1.387,238.06,21.42
14665,1.348,242.27,19.34
14666,1.306,239.64,20.23
14667,1.265,238.32,20.44
14668,1.217,233.43,21.36
14669,1.169,233.13,21.29
14670,1.127,231.08,21.54
14671,1.089,233.02,21.2
14672,1.057,232,21.2
14673,1.019,232.03,20.88
14674,0.983,229.88,21.5
14675,0.951,230.56,21.54
14676,0.916,233.84,20.76
14677,0.88,232.37,21.37
14678,0.845,233.04,21.44
14679,0.816,232.15,21.83
14680,0.799,231.53,22.25
14681,0.778,147.52,18.3
14682,0.738,121.41,18.54
14683,0.712,197.24,22.31
14684,0.73,400.85,24.97
14685,0.802,460.16,25.4
14686,0.877,450.25,26.18
14687,0.957,432.51,26.71
14688,1.036,455.16,25.86
14689,1.113,474.11,25.01
14690,1.183,464.98,25.23
14691,1.244,457.05,25.67
14692,1.309,484.85,26.94
14693,1.374,497.13,26.85
14694,1.437,498.16,26.82
14695,1.499,495.5,26.84
14696,1.563,529.87,27.5
14697,1.628,526.88,29.37
14698,1.707,511.7,29.89
14699,1.788,518.59,29.79
14700,1.867,524.54,29.78
14701,1.949,510.35,29.86
14702,2.033,507.44,29.92
14703,2.131,514.25,29.81
14704,2.227,526.76,29.68
14705,2.317,531.05,29.61
14706,2.403,516.8,29.84
14707,2.49,524.74,29.67
14708,2.579,524.48,29.62
14709,2.665,514.6,29.88
14710,2.753,523.95,29.54
14711,2.821,402.7,23.69
14712,2.829,313.41,22.3
14713,2.801,283.95,22.24
14714,2.762,288.56,22.31
14715,2.718,271.49,20.26
14716,2.664,245.5,19.2
14717,2.58,244.41,18.76
14718,2.491,245.93,18.2
14719,2.395,244.49,19.33
14720,2.287,243.33,19.66
14721,2.186,244.05,19.31
14722,2.093,246.16,19.01
14723,1.993,247.03,18.61
14724,1.904,243.94,19.69
14725,1.825,242.25,19.93
14726,1.749,244.95,19.18
14727,1.659,247.74,18.52
14728,1.559,248.93,18.22
14729,1.457,249.84,18.49
14730,1.361,258.51,19.22
14731,1.284,344.23,23.8
14732,1.244,414.11,25.39
14733,1.23,437.37,26.16
14734,1.217,441.16,26.08
14735,1.21,422.74,26.39
14736,1.21,418.71,26.51
14737,1.209,423.38,26.4
14738,1.201,411.05,26.34
14739,1.2,400.51,26.44
14740,1.2,375.58,24.99
14741,1.2,381.49,24.86
14742,1.201,374.86,25.01
14743,1.201,357.19,24.86
14744,1.2,353.04,24.67
14745,1.2,355.55,24.33
14746,1.201,367.92,24.35
14747,1.2,342.04,24.38
14748,1.201,356.05,24.38
14749,1.2,398.78,24.33
14750,1.203,397.83,24.33
14751,1.2,401.74,24.31
14752,1.201,384.39,24.39
14753,1.201,375.91,24.34
14754,1.2,403.16,24.37
14755,1.2,368.71,24.46
14756,1.201,345.09,24.35
14757,1.2,340.08,24.3
14758,1.2,365.72,24.31
14759,1.2,382.81,24.3
14760,1.2,355.4,24.44
14761,1.2,375.26,24.2
14762,1.2,387.08,24.42
14763,1.201,388.22,24.3
14764,1.201,363.52,24.35
14765,1.201,379.66,24.25
14766,1.201,379.82,24.34
14767,1.199,312.6,22.55
14768,1.156,167.28,17.1
14769,1.079,175.3,19.76
14770,1.022,212.91,20.9
14771,0.977,212.23,21.1
14772,0.936,215.02,20.72
14773,0.899,216.05,20.29
14774,0.862,211.65,21.56
14775,0.834,212.51,21.63
14776,0.809,212.94,21.61
14777,0.788,212.1,21.56
14778,0.765,212.71,21.7
14779,0.742,207.55,21.36
14780,0.742,392.17,24.14
14781,0.792,431.19,25.34
14782,0.863,460.78,25.12
14783,0.941,429.15,25.2
14784,1.02,434.31,25.32
14785,1.099,422.04,25.5
14786,1.178,420.73,25.28
14787,1.257,406.76,25.31
14788,1.333,418.21,25.37
14789,1.414,414.41,25.33
14790,1.491,407.5,25.34
14791,1.569,382.18,25.3
14792,1.649,403.71,25.44
14793,1.728,389.49,25.3
14794,1.807,382.03,25.31
14795,1.887,372.33,25.34
14796,1.968,373.23,25.27
14797,2.045,406.71,25.37
14798,2.127,369.1,25.31
14799,2.205,363.15,25.26
14800,2.286,392.47,25.33
14801,2.363,390.09,25.42
14802,2.443,385.61,25.29
14803,2.521,383.61,25.4
14804,2.599,396.99,25.22
14805,2.677,417.34,25.41
14806,2.753,382.48,23.27
14807,2.814,273.26,21.42
14808,2.819,240.15,20.86
14809,2.803,249.87,22.49
14810,2.783,247.54,22.08
14811,2.763,250.2,21.61
14812,2.723,251.71,20.84
14813,2.672,251.21,20.17
14814,2.601,244.7,21.22
14815,2.53,245.29,20.86
14816,2.446,248.4,19.56
14817,2.349,246.28,19.46
14818,2.247,246.09,19.27
14819,2.144,245.46,19.59
14820,2.054,243.65,20.42
14821,1.976,238.97,21.13
14822,1.909,239.98,20.98
14823,1.842,241.18,20.88
14824,1.77,252.58,20.52
14825,1.698,267.36,21.06
14826,1.623,269.08,21.27
14827,1.55,268.04,21.36
14828,1.48,269.35,21.55
14829,1.423,279.6,22.16
14830,1.4,391.31,25.24
14831,1.4,402.6,25.5
14832,1.391,410.36,25.39
14833,1.39,405.83,25.31
14834,1.381,401.53,25.38
14835,1.374,401.57,25.59
14836,1.368,412.21,25.65
14837,1.36,407.41,25.75
14838,1.36,389.26,25.62
14839,1.36,385.86,25.63
14840,1.36,386.97,25.65
14841,1.36,392.37,25.58
14842,1.36,370.5,25.68
14843,1.36,354,25.57
14844,1.36,353.25,25.63
14845,1.36,360.17,25.72
14846,1.359,339.86,25.68
14847,1.359,340.8,25.77
14848,1.359,347.54,25.65
14849,1.36,341.48,25.6
14850,1.36,331.8,23.85
14851,1.359,341.17,23.85
14852,1.36,349.51,23.79
14853,1.36,361.73,23.8
14854,1.359,373.09,23.64
14855,1.358,373.35,23.29
14856,1.337,299.67,22.82
14857,1.307,302.87,22.83
14858,1.277,353.78,23.96
14859,1.254,367.41,24.45
14860,1.233,360.76,24.2
14861,1.213,372.23,24.35
14862,1.183,370.75,24.37
14863,1.155,369.11,24.2
14864,1.124,265.99,17.71
14865,1.06,210.52,20.39
14866,0.993,213.55,20.28
14867,0.934,212.54,20.68
14868,0.88,211.43,20.86
14869,0.833,210.4,21.31
14870,0.794,213.71,20.33
14871,0.757,210.71,21.12
14872,0.725,210.97,21.24
14873,0.689,211.11,21.05
14874,0.659,210.61,21.57
14875,0.635,228.31,22.01
14876,0.638,391.86,24.1
14877,0.693,457.08,24.72
14878,0.754,460.37,24.85
14879,0.818,430.67,24.6
14880,0.882,420.44,24.8
14881,0.949,416.55,24.71
14882,1.017,426.38,25.41
14883,1.097,419.7,25.8
14884,1.174,439.19,25.86
14885,1.247,437.73,25.54
14886,1.323,420.61,25.9
14887,1.401,408.29,25.8
14888,1.477,420.5,25.84
14889,1.553,412.49,25.9
14890,1.629,408.07,25.85
14891,1.707,392.11,25.88
14892,1.784,386.12,26.05
14893,1.863,369.74,25.84
14894,1.952,418.73,26.84
14895,2.047,409.01,26.73
14896,2.138,414.03,26.93
14897,2.227,420.33,26.88
14898,2.321,418.28,26.95
14899,2.412,430.57,26.82
14900,2.501,427.9,26.73
14901,2.593,424.31,26.92
14902,2.685,425.19,26.86
14903,2.761,302.48,23.43
14904,2.77,205.47,21.95
14905,2.77,224.28,23.28
14906,2.77,212.45,23.65
14907,2.77,215.63,23.81
14908,2.766,229.85,21.29
14909,2.737,228.4,21.63
14910,2.709,227.14,21.28
14911,2.672,233.67,19.3
14912,2.621,239.21,17.64
14913,2.546,228.54,19.84
14914,2.467,228.37,19.41
14915,2.388,225.69,20.05
14916,2.315,223.87,20.09
14917,2.242,223.46,19.95
14918,2.165,227,19.14
14919,2.087,224.06,19.94
14920,2.013,225.07,19.93
14921,1.935,227.81,19.22
14922,1.856,227.44,19.54
14923,1.779,224.64,19.94
14924,1.705,222.65,20.56
14925,1.64,222.14,20.69
14926,1.577,222.88,20.65
14927,1.516,220.2,20.98
14928,1.461,221.62,21.1
14929,1.401,222.25,20.86
14930,1.335,229.14,20.56
14931,1.285,317.93,23.29
14932,1.254,357.3,24.42
14933,1.24,421.3,26.46
14934,1.24,405.5,26.67
14935,1.24,382.55,26.55
14936,1.24,399.96,26.52
14937,1.24,403.27,26.54
14938,1.24,406.38,26.65
14939,1.24,372.73,26.04
14940,1.24,379.89,25.84
14941,1.24,348.74,25.93
14942,1.24,354.54,25.87
14943,1.24,364.33,25.78
14944,1.24,350.78,25.97
14945,1.24,362.59,25.88
14946,1.24,358.18,25.91
14947,1.24,343.74,25.9
14948,1.24,372.14,25.9
14949,1.24,377.79,25.99
14950,1.24,373.02,25.98
14951,1.24,378.6,26.05
14952,1.24,381.45,26.26
14953,1.238,313.85,22.39
14954,1.209,256.84,21.88
14955,1.173,245.25,21.85
14956,1.137,260.45,21.75
14957,1.097,280.5,21.76
14958,1.061,275.69,21.8
14959,1.022,256.42,21.8
14960,0.986,249.95,21.78
14961,0.951,258.07,21.78
14962,0.916,276.29,22.7
14963,0.894,278.07,22.82
14964,0.873,281.2,22.78
14965,0.849,273.4,22.81
14966,0.84,263.7,22.73
14967,0.83,264.57,22.76
14968,0.83,262.36,22.81
14969,0.822,278.41,23.27
14970,0.82,267.85,23.31
14971,0.821,250.01,23.43
14972,0.838,401.47,24.65
14973,0.9,448.06,25.76
14974,0.965,435.88,25.88
14975,1.041,444.18,25.62
14976,1.126,459.71,25.27
14977,1.201,462.93,25.12
14978,1.271,463.19,25.48
14979,1.339,458.98,25.36
14980,1.407,465.49,24.95
14981,1.461,446.43,25.67
14982,1.513,451.77,25.47
14983,1.569,454.75,25.41
14984,1.635,452.25,25.48
14985,1.698,487.72,27.59
14986,1.771,462.52,27.82
14987,1.841,460.81,27.94
14988,1.912,482.61,28.2
14989,1.986,507.21,28.8
14990,2.076,499.09,28.82
14991,2.165,504.77,28.82
14992,2.251,534.55,28.42
14993,2.339,523.06,28.82
14994,2.425,525.4,28.85
14995,2.514,509.16,28.89
14996,2.603,506.39,28.82
14997,2.689,512.56,28.86
14998,2.776,522.16,28.85
14999,2.849,411.07,25.69
15000,2.857,338.86,23.31
15001,2.835,264.28,20.2
15002,2.779,208.72,19.61
15003,2.712,207.12,20.12
15004,2.633,213.56,18.5
15005,2.523,214.28,17.73
15006,2.406,215.97,17.29
15007,2.283,214.64,17.62
15008,2.167,215.65,17.37
15009,2.052,212.24,18.05
15010,1.937,214,17.26
15011,1.822,212.31,18.03
15012,1.721,208,19.27
15013,1.63,207.54,19.62
15014,1.548,206.8,19.66
15015,1.477,329.65,24.03
15016,1.449,396.69,25.01
15017,1.435,406.31,25.33
15018,1.421,397.57,25.42
15019,1.42,385.83,25.37
15020,1.417,395.29,25.26
15021,1.41,400.78,25.33
15022,1.4,412.03,25.64
15023,1.4,385.42,25.63
15024,1.4,392.17,25.85
15025,1.4,419.95,25.87
15026,1.4,422.42,25.63
15027,1.4,430.85,25.76
15028,1.4,421.84,25.9
15029,1.4,448.85,25.6
15030,1.4,416.05,25.57
15031,1.4,374.15,24.61
15032,1.384,415.09,24.21
15033,1.365,354.57,24.45
15034,1.359,351.21,24.38
15035,1.35,346.05,24.31
15036,1.35,345.33,24.38
15037,1.35,346.36,24.92
15038,1.35,318.71,24.85
15039,1.35,301.62,24.56
15040,1.35,298.59,24.36
15041,1.35,343.32,24.32
15042,1.35,310.25,23.82
15043,1.35,287.97,23.39
15044,1.35,306.24,22.86
15045,1.35,311,22.9
15046,1.348,308.45,22.88
15047,1.333,274.02,22.84
15048,1.313,279.93,22.86
15049,1.281,233.01,20.93
15050,1.241,236.67,20.78
15051,1.203,255.92,20.8
15052,1.161,250.46,19.71
15053,1.109,233.65,21.1
15054,1.057,232.65,21.12
15055,1.011,232.29,21.42
15056,0.969,229.37,21.73
15057,0.925,229.11,21.92
15058,0.885,231.79,21.24
15059,0.843,232.08,21.25
15060,0.804,230.42,21.57
15061,0.768,232.45,21.67
15062,0.741,230.73,21.99
15063,0.722,173.3,20.7
15064,0.685,146.55,18.9
15065,0.641,141.75,20.53
15066,0.604,141.74,20.63
15067,0.573,140.44,20.88
15068,0.567,323.51,20.51
15069,0.611,398.19,21.53
15070,0.661,378.18,22.31
15071,0.725,414.3,23.84
15072,0.792,426.09,23.7
15073,0.859,440.75,23.73
15074,0.927,430.66,24.44
15075,0.994,463.32,24.67
15076,1.062,435.85,25.56
15077,1.131,434.94,26.05
15078,1.201,432.7,26.51
15079,1.273,444.05,26.48
15080,1.349,462.44,27.99
15081,1.429,459.87,28.86
15082,1.511,461.08,28.84
15083,1.594,452.85,28.88
15084,1.677,437.88,28.9
15085,1.769,458.17,28.8
15086,1.871,460.56,28.84
15087,1.973,465.54,28.82
15088,2.073,501.86,28.84
15089,2.17,502.86,28.78
15090,2.269,490.86,28.89
15091,2.367,492.37,28.82
15092,2.465,496.06,28.88
15093,2.557,493.91,28.87
15094,2.651,500.4,28.71
15095,2.727,388.25,25.8
15096,2.74,314.8,22.71
15097,2.74,302.08,21.69
15098,2.719,230.13,21.14
15099,2.681,232.64,20.19
15100,2.624,233.65,20.15
15101,2.545,230.74,20.09
15102,2.457,237.38,18.63
15103,2.361,236.44,19.49
15104,2.263,237.15,19.22
15105,2.169,231.53,20.39
15106,2.085,236.18,19.57
15107,2.001,237.26,19.26
15108,1.923,232.96,20.28
15109,1.854,230.99,20.72
15110,1.794,226.97,21.34
15111,1.744,248.74,22.61
15112,1.715,376.04,24.77
15113,1.697,385.84,24.8
15114,1.679,376.01,24.85
15115,1.665,363.9,24.99
15116,1.66,346.53,8.34
15117,1.66,335.55,19.53
15118,1.66,347.16,24.31
15119,1.66,328.44,24.36
15120,1.66,345.14,24.38
15121,1.66,340.16,24.31
15122,1.66,341.28,24.42
15123,0,0,0
15124,1.66,381.33,24.23
15125,1.66,370.19,24.36
15126,1.66,322.19,24.19
15127,1.66,0,24.44
15128,1.66,321.49,24.29
15129,1.66,330.03,24.35
15130,1.66,316.6,24.39
15131,1.66,308.98,24.01
15132,1.66,307.21,23.29
15133,1.66,308.22,23.28
15134,1.66,317.95,23.35
15135,1.66,291.5,23.32
15136,1.66,292.01,23.33
15137,1.66,295.82,23.33
15138,1.66,313.04,23.31
15139,1.66,314.32,23.41
15140,1.66,337.54,23.27
15141,1.66,325.22,23.27
15142,1.66,316.25,23.27
15143,1.66,316.52,23.27
15144,1.653,222.75,19.39
15145,1.606,161.69,19.96
15146,1.549,160.85,19.95
15147,1.49,161.7,19.99
15148,1.429,162.93,19.42
15149,1.355,162.29,19.35
15150,1.279,164.17,18.56
15151,1.203,162.26,19.33
15152,1.132,182.13,20.12
15153,1.072,210.13,20.94
15154,1.023,208.59,21.19
15155,0.98,209.13,21.16
15156,0.933,210,20.98
15157,0.887,208.4,21.2
15158,0.848,208.67,21.46
15159,0.823,209.48,21.71
15160,0.799,211.75,21.71
15161,0.772,211.09,21.7
15162,0.754,212.02,21.65
15163,0.736,212.15,21.82
15164,0.741,383.93,24.33
15165,0.795,453.64,25.99
15166,0.859,458.89,26.15
15167,0.939,451.86,26.31
15168,1.017,470.87,25.27
15169,1.088,469.92,25.83
15170,1.163,491.77,27.74
15171,1.246,502.49,27.85
15172,1.328,530.59,28.16
15173,1.403,526.98,28.87
15174,1.468,521.85,28.92
15175,1.537,526.18,29.33
15176,1.613,534.29,29.34
15177,1.683,520.64,29.32
15178,1.755,512.35,29.37
15179,1.825,529.71,29.83
15180,1.895,521.29,29.95
15181,1.973,517.09,29.93
15182,2.065,501.97,29.95
15183,2.155,506.45,29.89
15184,2.245,528.13,29.84
15185,2.333,547.02,29.91
15186,2.421,539.49,29.93
15187,2.509,530.63,29.9
15188,2.597,556.31,29.8
15189,2.682,526.22,29.97
15190,2.756,511.79,29.86
15191,2.821,426.35,26.57
15192,2.829,367.61,23.85
15193,2.808,298.66,22.33
15194,2.763,223.67,20.31
15195,2.697,221.04,20.93
15196,2.628,223.82,20.3
15197,2.546,226.43,18.77
15198,2.455,227.68,18.99
15199,2.367,230.57,18.78
15200,2.254,235.28,17.01
15201,2.147,227.38,19.22
15202,2.046,236.76,16.95
15203,1.935,231.36,18.63
15204,1.853,224.31,20.32
15205,1.776,224.52,20.17
15206,1.702,277.83,22.07
15207,1.663,382.41,24.6
15208,1.646,397.12,24.88
15209,1.628,411.05,25.05
15210,1.612,410.64,25.23
15211,1.604,411.75,25.22
15212,1.595,398.93,25.24
15213,1.59,373.35,25.37
15214,1.591,348.76,25.04
15215,1.59,389.65,24.69
15216,1.59,376.24,24.99
15217,1.59,364.89,24.97
15218,1.59,391.7,24.82
15219,1.59,380.83,24.77
15220,1.591,390.66,24.92
15221,1.591,401.93,24.99
15222,1.59,378.25,25.01
15223,1.59,374.53,24.8
15224,1.59,371.81,24.41
15225,1.59,354.21,24.1
15226,1.59,352.18,23.82
15227,1.59,343.39,23.82
15228,1.59,334.3,23.82
15229,1.59,344.36,23.86
15230,1.59,340.19,23.88
15231,1.59,317.42,23.86
15232,1.59,295.99,22.86
15233,1.59,321.83,22.8
15234,1.59,322.63,22.72
15235,1.59,312.64,22.86
15236,1.59,318.18,22.75
15237,1.59,322.18,22.76
15238,1.59,306.18,22.8
15239,1.59,320.78,22.75
15240,1.584,289.15,22.78
15241,1.563,288.89,22.81
15242,1.533,217.05,17.69
15243,1.475,226.52,21.2
15244,1.423,234.44,20.86
15245,1.363,232.54,20.87
15246,1.3,231.65,20.79
15247,1.239,231.49,21.24
15248,1.183,229.47,21.33
15249,1.13,228.76,21.45
15250,1.078,227.89,21.59
15251,1.034,227.86,21.24
15252,0.994,227.85,21.71
15253,0.953,227.65,21.71
15254,0.915,229.23,21.67
15255,0.888,229.67,21.97
15256,0.868,230.44,22.02
15257,0.845,230.41,21.84
15258,0.827,230.13,22.07
15259,0.814,231.56,22.22
15260,0.831,422.73,25.75
15261,0.909,515.89,29.9
15262,0.993,495.37,29.92
15263,1.088,478.22,30.02
15264,1.189,482.19,29.86
15265,1.289,476.38,29.89
15266,1.389,458.01,28.9
15267,1.487,463.73,28.83
15268,1.585,479.62,28.83
15269,1.681,475.18,28.88
15270,1.767,457.57,28.88
15271,1.853,450.58,28.93
15272,1.935,464.09,28.3
15273,2.017,446.89,27.89
15274,2.101,439.9,27.78
15275,2.181,418.7,27.77
15276,2.267,414.4,27.75
15277,2.353,420.42,27.75
15278,2.445,437.96,27.02
15279,2.539,441.76,26.5
15280,2.631,451.12,25.92
15281,2.709,436.96,27.12
15282,2.792,433.75,26.95
15283,2.87,418.6,25.95
15284,2.947,429.4,24.27
15285,3.007,377.6,21.07
15286,3.051,339.82,17.9
15287,3.07,282.83,18.7
15288,3.061,276.3,22.77
15289,3.031,302.23,22.73
15290,2.987,260.16,19.07
15291,2.913,231.33,20.38
15292,2.831,236.3,19.13
15293,2.733,231.86,19.86
15294,2.635,233.71,19.2
15295,2.533,235.02,19.61
15296,2.436,235.37,19.61
15297,2.343,233.81,19.76
15298,2.249,233.59,19.8
15299,2.159,233.42,19.88
15300,2.075,229.72,20.64
15301,1.996,228.77,21.02
15302,1.923,227.82,21.08
15303,1.853,274.41,22.27
15304,1.813,379.05,24.89
15305,1.789,394.72,24.74
15306,1.766,391.09,24.66
15307,1.75,381.69,24.89
15308,1.731,379.96,24.89
15309,1.715,387.2,24.78
15310,1.696,369.48,24.94
15311,1.687,375.83,24.84
15312,1.677,375,24.81
15313,1.67,349.77,24.95
15314,1.672,384.44,24.66
15315,1.671,393.16,24.93
15316,1.659,385.27,24.87
15317,1.649,378.86,24.83
15318,1.64,366.73,24.97
15319,1.64,365.51,24.88
15320,1.64,367.02,24.81
15321,1.639,368.74,24.81
15322,1.63,352.73,24.93
15323,1.63,330.41,24.95
15324,1.63,339.83,24.91
15325,1.63,331.99,24.8
15326,1.63,333.46,24.78
15327,1.63,322.55,24.32
15328,1.63,321.69,23.92
15329,1.63,310.32,23.76
15330,1.63,316.45,23.76
15331,1.63,308.42,22.81
15332,1.617,211.86,19.8
15333,1.563,171.26,19.37
15334,1.503,223.6,21.23
15335,1.465,237.9,20.94
15336,1.425,237.5,20.88
15337,1.387,238.51,20.56
15338,1.344,241.78,19.7
15339,1.302,244.83,19.17
15340,1.261,245.42,18.67
15341,1.202,234.35,21.02
15342,1.141,233.3,21.03
15343,1.081,232.85,21.05
15344,1.023,231.99,21.03
15345,0.965,233.54,20.88
15346,0.903,232.41,21.17
15347,0.849,232.32,21.1
15348,0.803,233.1,21.36
15349,0.754,232.39,21.59
15350,0.714,230.25,22.01
15351,0.681,232.81,21.98
15352,0.651,223.14,21.5
15353,0.64,292.93,24.44
15354,0.64,292.85,23.27
15355,0.64,274.32,22.84
15356,0.654,442.55,25.96
15357,0.711,494.63,27.94
15358,0.783,480.5,28.12
15359,0.865,502.44,28.87
15360,0.955,544.01,29.67
15361,1.044,552.71,29.88
15362,1.134,530.06,29.91
15363,1.223,540.65,29.82
15364,1.311,553.77,29.89
15365,1.389,556.68,29.84
15366,1.461,553.1,29.87
15367,1.535,530.67,29.9
15368,1.607,549.54,29.81
15369,1.679,525.7,29.95
15370,1.753,511.92,29.9
15371,1.827,518.24,29.91
15372,1.9,523.32,29.88
15373,1.975,519.74,29.85
15374,2.055,517.04,30.1
15375,2.147,523.2,30.49
15376,2.237,538.79,30.39
15377,2.329,564.45,29.73
15378,2.417,550.13,30.23
15379,2.508,546.65,30.46
15380,2.599,555.28,30.18
15381,2.68,547.85,30.29
15382,2.756,537.12,30.39
15383,2.822,431.18,26.65
15384,2.827,366.23,23.74
15385,2.801,352.92,23.81
15386,2.754,238.53,18.41
15387,2.682,241.5,20.42
15388,2.602,248.83,18.5
15389,2.502,247.15,18.52
15390,2.389,252.44,17.48
15391,2.266,253.86,17.27
15392,2.137,261.53,15.77
15393,2.007,256.28,16.56
15394,1.883,250.96,18.01
15395,1.774,307.03,21.01
15396,1.703,414.36,24.77
15397,1.653,409.62,24.74
15398,1.609,406.97,24.88
15399,1.568,406.59,25
15400,1.545,520.37,28.87
15401,1.54,516.21,28.5
15402,1.54,491.56,28.75
15403,1.54,456.51,27.16
