month_day_hour_min,i_uiipu,c_pu_p,p_pu
25158,262.73,0,52.05
25159,259.93,0,52.08
25160,259.67,0,52.07
25161,259.2,0,52.18
25162,259.6,0,52.07
25163,258.93,0,52.17
25164,262.33,0,51.91
25165,260,0,52.05
25166,259.6,0,52.06
25167,273.2,0,52.35
25168,292.07,0,52.24
25169,293.07,0,52.13
25170,290.13,0,52.48
25171,286.27,0,52.56
25172,288.27,0,52.35
25173,286.73,0,52.21
25174,289.4,0,52.13
25175,290.07,0,52.01
25176,257.93,0,51.58
25177,208.93,0,51.25
25178,210,0,51.1
25179,187.53,0,50.99
25180,13.6,0,49.29
25181,14.53,0,48.71
25182,16.6,0,48.85
25183,15.6,0,49.62
25184,15.53,0,49.3
25185,14.4,0,49.39
25186,53.67,0,49.54
25187,111.67,0,49.95
25188,106.53,0,49.57
25189,92,0,49.71
25190,14.73,0,48.89
25191,14.67,0,48.9
25192,39.4,0,49.1
25193,111.93,0,49.79
25194,113.73,0,49.82
25195,136,0,49.8
25196,135.6,0,49.8
25197,135.53,0,49.92
25198,133.13,0,49.84
25199,131.87,0,50.1
25200,133.27,0,49.93
25201,130.27,0,49.73
25202,109.93,0,49.71
25203,111.2,0,49.66
25204,84.87,0,48.99
25205,13.53,0,48.71
25206,12.47,0,48.66
25207,13.87,0,48.96
25208,13.4,0,48.64
25209,310.2,0,51.13
25210,350.13,0,51.37
25211,391.67,0,51.96
25212,391.2,0,51.75
25213,391.8,0,51.88
25214,389.13,0,52.07
25215,390,0,52.05
25216,387.67,0,52.2
25217,390.87,0,51.95
25218,388.67,0,52.07
25219,387.87,0,52.04
25220,388.93,0,51.9
25221,389.8,0,51.99
25222,388.4,0,51.95
25223,390.13,0,51.9
25224,389.07,0,51.85
25225,388.07,0,51.85
25226,389.27,0,51.88
25227,387.6,0,52.02
25228,388,0,51.97
25229,386.27,0,51.97
25230,349,0,51.41
25231,312.53,0,51.18
25232,316.6,0,51.14
25233,318.47,0,50.95
25234,317.8,0,51.11
25235,317.8,0,51.14
25236,317,0,51.05
25237,317.27,0,51.2
25238,332.27,0,51.67
25239,345,0,51.78
25240,339.73,0,51.91
25241,341.4,0,52.03
25242,340.87,0,52.12
25243,338.13,0,52.35
25244,340.87,0,52.23
25245,334.73,0,52.41
25246,314.8,0,52.34
25247,274.13,0,52.2
25248,274.93,0,52.1
25249,196,0,51.41
25250,193.93,0,51.18
25251,194.13,0,51.2
25252,194.4,0,51.5
25253,195.07,0,51.18
25254,194.73,0,51.36
25255,194.73,0,51.26
25256,195.6,0,51.32
25257,185.87,0,51.11
25258,165.87,0,51.18
25259,165.07,0,51.18
25260,166.87,0,50.82
25261,141.13,0,50.88
25262,81.6,0,50.68
25263,86,0,50.64
25264,114.87,0,50.95
25265,176.13,0,50.95
25266,176.4,0,50.99
25267,176.4,0,51.16
25268,177.53,0,51.05
25269,175.13,0,50.95
25270,175.53,0,50.86
25271,175.67,0,50.85
25272,178.33,0,50.73
25273,180.67,0,50.54
25274,179.6,0,50.43
25275,172.33,0,50.16
25276,119.4,0,49.64
25277,71.87,0,48.68
25278,13.93,0,48.8
25279,14.13,0,48.94
25280,12.8,0,49.17
25281,13.53,0,48.98
25282,13.2,0,48.84
25283,14,0,49
25284,13.4,0,48.76
25285,13.53,0,48.44
25286,13.8,0,48.39
25287,82.93,0,49.18
25288,113,0,49.35
25289,109.13,0,49.45
25290,93,0,49.43
25291,108.8,0,49.33
25292,107.8,0,49.32
25293,105.13,0,49.49
25294,111.07,0,49.25
25295,142.4,0,49.76
25296,281.8,0,50.77
25297,322.4,0,50.9
25298,320.47,0,50.87
25299,241.8,0,50.25
25300,210.87,0,49.83
25301,186.93,0,49.69
25302,187.2,0,49.8
25303,194,0,49.65
25304,188.73,0,49.98
25305,186.27,0,50.01
25306,328.33,0,50.9
25307,329.2,0,50.93
25308,352.73,0,51.37
25309,366.07,0,51.48
25310,359.13,0,51.39
25311,354.2,0,51.56
25312,353.93,0,51.61
25313,352.53,0,51.59
25314,355.27,0,51.44
25315,352.87,0,51.58
25316,357.8,0,51.43
25317,366.2,0,51.52
25318,363.07,0,51.52
25319,365.33,0,51.54
25320,365.47,0,51.42
25321,365,0,51.33
25322,364.67,0,51.59
25323,361.87,0,51.58
25324,363.87,0,51.4
25325,365.33,0,51.46
25326,361.87,0,51.55
25327,360.93,0,51.45
25328,347.53,0,51.04
25329,248.53,0,50.27
25330,206.53,0,50
25331,205.33,0,50.08
25332,234.93,0,50.38
25333,310.87,0,51.12
25334,351.67,0,51.48
25335,350.93,0,51.69
25336,349.67,0,51.7
25337,347.27,0,51.95
25338,346.87,0,51.99
25339,343.47,0,52.13
25340,344.2,0,52.17
25341,343.27,0,52.1
25342,251.8,0,51.37
25343,232.33,0,51.35
25344,231.87,0,51.39
25345,231.47,0,51.44
25346,228.6,0,51.61
25347,229.53,0,51.48
25348,231.2,0,51.62
25349,230.27,0,51.73
25350,232.4,0,51.66
25351,230.8,0,51.61
25352,229.33,0,51.72
25353,283.6,0,52.44
25354,292.2,0,52.54
25355,289.73,0,52.6
25356,290.8,0,52.76
25357,289,0,52.65
25358,290,0,52.56
25359,289.4,0,52.71
25360,265.4,0,52.3
25361,208.33,0,51.55
25362,210.93,0,51.47
25363,209.2,0,51.49
25364,210.93,0,51.55
25365,209.47,0,51.37
25366,210,0,51.27
25367,208.8,0,51.39
25368,211.33,0,51.28
25369,217.8,0,51.61
25370,306.4,0,51.97
25371,306.53,0,51.89
25372,307.07,0,51.86
25373,229.4,0,51.1
25374,209.67,0,50.99
25375,40.93,0,49.73
25376,14.53,0,49.52
25377,15.27,0,49.68
25378,15,0,49.48
25379,14.8,0,49.33
25380,20.47,0,49.5
25381,113.67,0,49.97
25382,111.4,0,50.01
25383,110.27,0,49.9
25384,113.47,0,49.68
25385,113.93,0,49.83
25386,113.67,0,49.65
25387,16.93,0,49.1
25388,14.07,0,49.16
25389,12.87,0,49.23
25390,32.67,0,49.47
25391,118.53,0,49.86
25392,119.2,0,49.71
25393,118.93,0,49.93
25394,34.67,0,49.16
25395,13.33,0,48.98
25396,14.07,0,49.01
25397,14.2,0,48.8
25398,13.07,0,48.53
25399,13.87,0,48.92
25400,163.4,0,49.88
25401,212.53,0,50.1
25402,212.47,0,50.2
25403,211.87,0,50.1
25404,211.53,0,50.22
25405,159.4,0,49.99
25406,151.8,0,49.94
25407,285.27,0,51.26
25408,390.6,0,51.94
25409,390.53,0,51.94
25410,390.73,0,51.97
25411,392.73,0,51.82
25412,391.27,0,51.89
25413,392.27,0,51.76
25414,391.33,0,51.96
25415,391.27,0,51.91
25416,392.07,0,51.67
25417,391.4,0,51.83
25418,390.4,0,51.98
25419,391.93,0,51.9
25420,390.6,0,51.97
25421,391.93,0,51.91
25422,390.8,0,51.98
25423,391.67,0,51.84
25424,392.6,0,51.97
25425,392.07,0,51.85
25426,392,0,51.96
25427,391.13,0,51.92
25428,391.67,0,52.07
25429,389.53,0,52.18
25430,388.67,0,52.19
25431,386.4,0,52.3
25432,384.27,0,52.52
25433,383.27,0,52.52
25434,382.07,0,52.84
25435,378.53,0,52.93
25436,376.53,0,53.03
25437,323.2,0,52.24
25438,208.2,0,51.21
25439,207.13,0,51.28
25440,206.73,0,51.36
25441,207.47,0,51.53
25442,206.6,0,51.57
25443,207.2,0,51.63
25444,136.93,0,51.13
25445,127.47,0,50.88
25446,126.8,0,50.88
25447,129.53,0,50.7
25448,128.07,0,50.63
25449,129.07,0,50.74
25450,158.33,0,50.84
25451,209.87,0,51.48
25452,210.6,0,51.34
25453,209.07,0,51.37
25454,208.27,0,51.46
25455,209.47,0,51.41
25456,211.67,0,51.22
25457,212.8,0,51.08
25458,210.4,0,51.33
25459,261.47,0,51.88
25460,268.8,0,51.67
25461,264.2,0,51.77
25462,267.2,0,51.61
25463,267.07,0,51.56
25464,269,0,51.59
25465,271.6,0,51.5
25466,319.93,0,52.02
25467,343.6,0,51.74
25468,141.47,0,49.99
25469,116.87,0,49.54
25470,41.8,0,49.17
25471,15.2,0,49.08
25472,14.93,0,49.24
25473,15.93,0,49.39
25474,15.93,0,48.95
25475,15.33,0,48.96
25476,16.07,0,48.8
25477,68.8,0,49.34
25478,109.13,0,49.76
25479,109.8,0,49.68
25480,58.67,0,49.27
25481,15.13,0,48.71
25482,15.87,0,48.41
25483,13.4,0,48.59
25484,67.93,0,49.09
25485,112.07,0,49.46
25486,108.6,0,49.56
25487,77.4,0,49.19
25488,13.73,0,48.9
25489,150.6,0,49.67
25490,166.27,0,49.69
25491,167.87,0,49.73
25492,187.07,0,49.8
25493,187.4,0,49.87
25494,188.8,0,49.78
25495,289.67,0,50.93
25496,335.33,0,51.02
25497,381.2,0,51.58
25498,388.4,0,51.77
25499,351.4,0,51.29
25500,277.07,0,50.61
25501,277,0,50.53
25502,277.8,0,50.54
25503,279,0,50.7
25504,280.93,0,50.54
25505,279.27,0,50.64
25506,283.53,0,50.44
25507,281.67,0,50.62
25508,282.33,0,50.58
25509,282.2,0,50.48
25510,282.13,0,50.54
25511,281.4,0,50.63
25512,332.07,0,50.97
25513,335,0,50.97
25514,373.47,0,51.59
25515,390.33,0,51.76
25516,391.87,0,51.61
25517,391.27,0,51.68
25518,392.07,0,51.81
25519,390.53,0,51.68
25520,392.4,0,51.75
25521,389.73,0,51.83
25522,391.6,0,51.98
25523,390.33,0,51.88
25524,390.2,0,52.06
25525,388.87,0,52.18
25526,389.13,0,52.16
25527,387.4,0,52.36
25528,388.93,0,52.3
25529,386.8,0,52.52
25530,388.33,0,52.46
25531,385.13,0,52.76
25532,383.8,0,52.76
25533,382.27,0,52.71
25534,378,0,52.97
25535,305.07,0,52.03
25536,259.6,0,51.58
25537,256.87,0,51.61
25538,231.93,0,51.16
25539,195.2,0,51.23
25540,194.53,0,51.48
25541,194.67,0,51.59
25542,191.4,0,51.75
25543,194.73,0,51.54
25544,195.33,0,51.44
25545,206.13,0,51.82
25546,206.13,0,51.95
25547,206.8,0,51.97
25548,212.87,0,52.29
25549,256.4,0,52.46
25550,257.4,0,52.58
25551,273.93,0,52.75
25552,285.87,0,52.93
25553,285.07,0,52.85
25554,283.67,0,53.02
25555,283.07,0,53.03
25556,281,0,53.03
25557,200.87,0,52.05
25558,98.8,0,51.02
25559,15,0,51.06
25560,14.73,0,51.03
25561,14.73,0,51.23
25562,13.93,0,50.99
25563,154.93,0,51.38
25564,161,0,51.12
25565,99.07,0,50.89
25566,119.33,0,50.6
25567,13.4,0,49.63
25568,14.13,0,49.61
25569,41,0,49.39
25570,110.73,0,49.75
25571,107.33,0,49.95
25572,107.6,0,49.63
25573,26.47,0,48.81
25574,14.07,0,48.39
25575,13.2,0,48.2
25576,13.53,0,48.67
25577,13.6,0,48.45
25578,13.2,0,48.69
25579,14.2,0,48.56
25580,13.8,0,48.89
25581,12.73,0,48.84
25582,209.07,0,50.29
25583,139.53,0,49.63
25584,139,0,49.65
25585,194.87,0,50.24
25586,213.53,0,50.21
25587,213.67,0,50.41
25588,130.4,0,49.61
25589,117.47,0,49.61
25590,118.8,0,49.6
25591,125.73,0,49.59
25592,136.87,0,49.69
25593,146.6,0,49.78
25594,201.93,0,50.18
25595,197.8,0,50.11
25596,135.6,0,49.71
25597,118.27,0,49.77
25598,119.07,0,49.73
25599,118.93,0,49.83
25600,119.67,0,49.59
25601,119.33,0,49.63
25602,78.87,0,49.15
25603,13.87,0,48.93
25604,107.67,0,49.41
25605,123.13,0,49.37
25606,205,0,49.84
25607,228.67,0,50.62
25608,118.27,0,49.43
25609,120.47,0,49.48
25610,149.93,0,49.84
25611,156.07,0,49.74
25612,158.8,0,49.58
25613,156.73,0,49.73
25614,283,0,50.63
25615,356.07,0,51.36
25616,347.4,0,51.41
25617,348.07,0,51.4
25618,354.13,0,51.31
25619,353.93,0,51.47
25620,352.07,0,51.48
25621,352.73,0,51.47
25622,350.93,0,51.67
25623,350.47,0,51.72
25624,350.4,0,51.72
25625,348.73,0,51.9
25626,350.27,0,51.74
25627,348.8,0,52.01
25628,345,0,52.19
25629,343.33,0,52.14
25630,338.4,0,52.37
25631,336.07,0,52.63
25632,277.73,0,51.73
25633,260.6,0,51.75
25634,260.13,0,51.78
25635,254.4,0,51.84
25636,255.13,0,51.94
25637,254.87,0,51.86
25638,247.13,0,51.97
25639,203.93,0,51.73
25640,208.2,0,51.44
25641,259,0,52.37
25642,271.6,0,52.41
25643,274.07,0,52.3
25644,274.07,0,52.47
25645,270,0,52.61
25646,270.67,0,52.6
25647,269.6,0,52.69
25648,270.87,0,52.69
25649,296.6,0,53.08
25650,296.67,0,53.18
25651,294.93,0,53.2
25652,297.33,0,53.02
25653,296.2,0,53.01
25654,298.07,0,53.07
25655,296.53,0,52.96
25656,300.4,0,53.12
25657,344.93,0,53.71
25658,368.73,0,53.88
25659,338.93,0,53.39
25660,249.6,0,52.38
25661,111.27,0,51.14
25662,94,0,51.28
25663,96.13,0,51.16
25664,20.67,0,50.39
25665,14.13,0,50.3
25666,13.87,0,49.71
25667,13.47,0,49.85
25668,42.6,0,50.12
25669,151.27,0,50.65
25670,188.6,0,51.17
25671,187.93,0,51.05
25672,189.27,0,51.02
25673,148.73,0,50.42
25674,106,0,50.22
25675,37.8,0,49.6
25676,13.6,0,49.55
25677,13.53,0,49.54
25678,12.67,0,49.56
25679,13.53,0,49.31
25680,78.27,0,50.02
25681,118.93,0,50.29
25682,151.27,0,50.57
25683,149.73,0,50.61
25684,152.13,0,50.4
25685,148.73,0,50.54
25686,149.27,0,50.52
25687,148.2,0,50.62
25688,148.8,0,50.53
25689,106.13,0,50.31
25690,95.8,0,50.39
25691,96.67,0,50.34
25692,96,0,50.22
25693,95.87,0,50.43
25694,95.87,0,50.5
25695,9.73,0,49.84
25696,3.33,0,49.76
25697,66.27,0,50.31
25698,140.67,0,50.5
25699,139.8,0,50.48
25700,138.8,0,50.5
25701,138.8,0,50.46
25702,100.73,0,50.24
25703,9.73,0,49.58
25704,3.4,0,49.31
25705,27.93,0,50.09
25706,125.33,0,50.1
25707,160.6,0,50.52
25708,187.33,0,50.49
25709,186.13,0,50.46
25710,187.53,0,50.36
25711,186.73,0,50.49
25712,187.2,0,50.44
25713,185.53,0,50.38
25714,186.87,0,50.57
25715,185.6,0,50.49
25716,186.2,0,50.44
25717,184.93,0,50.52
25718,189.67,0,50.38
25719,249.27,0,51.36
25720,378.33,0,52.82
25721,380.27,0,52.99
25722,379.33,0,53.06
25723,380.2,0,52.92
25724,376.8,0,53.09
25725,378.53,0,52.79
25726,324.2,0,52.61
25727,216.33,0,51.6
25728,221.07,0,51.4
25729,223.67,0,51.8
25730,231.07,0,51.86
25731,230,0,51.83
25732,230.27,0,51.82
25733,234.27,0,51.69
25734,254,0,52.09
25735,310.8,0,52.7
25736,316.13,0,52.35
25737,314.2,0,52.37
25738,314.33,0,52.27
25739,293.93,0,52.23
25740,282.4,0,51.99
25741,281,0,52.25
25742,279.07,0,52.23
25743,268.47,0,52.19
25744,202.2,0,51.39
25745,199.73,0,51.56
25746,201.53,0,51.35
25747,202,0,51.25
25748,201.2,0,51.52
25749,200.33,0,51.52
25750,200.93,0,51.37
25751,201.8,0,51.31
25752,202.87,0,51.15
25753,215.53,0,51.11
25754,244.2,0,51.22
25755,130.93,0,50.46
25756,104.47,0,50.18
25757,44.27,0,49.44
25758,3.73,0,49.27
25759,48.87,0,50.04
25760,101,0,50.36
25761,104.33,0,50.29
25762,102.13,0,50.13
25763,102.47,0,50.27
25764,105.4,0,50.04
25765,106.67,0,49.94
25766,105.73,0,50.16
25767,106.87,0,50.09
25768,138.13,0,50.33
25769,161.33,0,50.39
25770,160.07,0,50.37
25771,161.13,0,50.22
25772,161.07,0,50.38
25773,160.8,0,50.52
25774,161.53,0,50.27
25775,188.07,0,50.64
25776,201.2,0,50.67
25777,201.8,0,50.61
25778,203.13,0,50.32
25779,205.47,0,49.95
25780,206.2,0,49.82
25781,205.6,0,49.66
25782,200.93,0,50.46
25783,186.27,0,50.15
25784,155.07,0,49.82
25785,155.2,0,49.9
25786,152.73,0,50.22
25787,152.13,0,50.13
25788,153,0,50.2
25789,154,0,50.14
25790,153.73,0,50.12
25791,154.4,0,50.1
25792,154.47,0,50.1
25793,154.87,0,49.96
25794,153.73,0,50.12
25795,155.07,0,50.1
25796,154.13,0,50.1
25797,155.33,0,49.97
25798,155.8,0,49.86
25799,155.33,0,49.98
25800,155,0,49.93
25801,155.27,0,50.05
25802,154.4,0,49.87
25803,155.53,0,49.56
25804,155.73,0,49.69
25805,155.67,0,49.65
25806,194.33,0,50.18
25807,350.2,0,51.24
25808,387.67,0,51.42
25809,385.53,0,51.5
25810,378.07,0,51.35
25811,322.8,0,50.88
25812,301,0,50.74
25813,299.93,0,50.83
25814,298.07,0,50.93
25815,300,0,51.04
25816,298.73,0,51.05
25817,334.27,0,51.97
25818,382.53,0,52.65
25819,382.47,0,52.6
25820,381.13,0,52.75
25821,380.47,0,52.76
25822,373.6,0,53.12
25823,264.4,0,51.21
25824,155.13,0,51.1
25825,193.93,0,51.45
25826,194.33,0,51.2
25827,232.4,0,52.01
25828,264.6,0,52.41
25829,264.93,0,52.4
25830,264.87,0,52.45
25831,260.4,0,52.5
25832,272.6,0,52.23
25833,305,0,52.74
25834,331.07,0,53.32
25835,365.53,0,54.06
25836,365,0,54.11
25837,365.67,0,54.07
25838,365.53,0,54.11
25839,366.33,0,53.98
25840,367.67,0,53.85
25841,369.6,0,53.87
25842,366.6,0,53.98
25843,364.93,0,54.03
25844,368.4,0,53.68
25845,367.93,0,53.76
25846,369.33,0,53.53
25847,370.53,0,53.29
25848,372.73,0,53.15
25849,366.53,0,52.71
25850,104.87,0,50.67
25851,98.27,0,50.65
25852,100.13,0,50.33
25853,104.2,0,50.14
25854,102.67,0,50.33
25855,100.93,0,50.35
25856,100.07,0,50.24
25857,72.93,0,49.82
25858,4.2,0,49.69
25859,4.13,0,49.79
25860,4.53,0,49.49
25861,4.4,0,49.37
25862,4.4,0,49.38
25863,4.13,0,49.4
25864,4.33,0,49.52
25865,71.8,0,50.04
25866,113.2,0,49.99
25867,143.8,0,50.37
25868,145.47,0,50.41
25869,144.53,0,50.44
25870,143.47,0,50.51
25871,144.6,0,50.37
25872,144.67,0,50.29
25873,143.93,0,50.27
25874,144.4,0,50.32
25875,145.07,0,50.2
25876,145,0,50.27
25877,145.13,0,50.12
25878,143.73,0,50.04
25879,144.6,0,50.07
25880,145.67,0,50.2
25881,146,0,50.19
25882,143.87,0,50.18
25883,144,0,50.27
25884,144.13,0,50.06
25885,144.87,0,50.1
25886,145.13,0,50.12
25887,144.87,0,50.06
25888,144.53,0,50.22
25889,146.33,0,50.1
25890,158.27,0,50.29
25891,177.6,0,50.35
25892,183.2,0,50.22
25893,190.73,0,50.49
25894,190.13,0,50.2
25895,189.53,0,50.33
25896,188.47,0,50.43
25897,190.07,0,50.25
25898,296.8,0,51.35
25899,294.33,0,50.89
25900,296.33,0,51.03
25901,299,0,50.97
25902,297.13,0,51.03
25903,301.2,0,50.78
25904,316.07,0,51.13
25905,327.87,0,51.07
25906,327.67,0,51.34
25907,327.13,0,51.21
25908,326.27,0,51.28
25909,327.93,0,51.26
25910,325.73,0,51.41
25911,326.47,0,51.47
25912,324.53,0,51.62
25913,360.07,0,52.39
25914,382.67,0,52.87
25915,382.5,0,52.87
25916,356,0,52.65
25917,351.07,0,52.71
25918,334,0,52.88
25919,317.67,0,52.99
25920,296.6,0,52.74
25921,261.2,0,52.3
25922,237.4,0,51.9
25923,236.07,0,52.05
25924,233.93,0,52.03
25925,236.2,0,52.1
25926,235.4,0,51.99
25927,239.67,0,51.82
25928,240.07,0,51.83
25929,237.13,0,52.01
25930,236.27,0,52.01
25931,235.33,0,51.97
25932,238.87,0,51.9
25933,237.47,0,51.97
25934,233.6,0,52.01
25935,234.67,0,52.1
25936,237.27,0,51.95
25937,237.87,0,51.86
25938,253.6,0,52.03
25939,328.87,0,53.03
25940,372.53,0,53.27
25941,375.47,0,53.39
25942,375.87,0,53.2
25943,361.13,0,52.79
25944,311.2,0,52.18
25945,312.87,0,52.16
25946,147.07,0,50.71
25947,129.8,0,50.63
25948,131.33,0,50.2
25949,131.27,0,50.14
25950,132,0,50.07
25951,128.33,0,50.54
25952,70.4,0,49.8
25953,14.6,0,49.52
25954,14.73,0,49.14
25955,16.4,0,49.58
25956,15.4,0,49.26
25957,45.8,0,49.4
25958,116.33,0,49.89
25959,186.4,0,50.69
25960,212.33,0,50.76
25961,212.8,0,50.8
25962,211.8,0,50.52
25963,209.27,0,50.92
25964,189.13,0,50.61
25965,166.93,0,50.59
25966,168.67,0,50.43
25967,168.27,0,50.43
25968,167.73,0,50.54
25969,167.73,0,50.31
25970,181.53,0,50.47
25971,184,0,50.33
25972,182.73,0,50.4
25973,182.73,0,50.29
25974,182.33,0,50.37
25975,182.93,0,50.4
25976,182.27,0,50.33
25977,182.67,0,50.37
25978,181.8,0,50.56
25979,180.87,0,50.49
25980,180.73,0,50.44
25981,182.67,0,50.29
25982,181.2,0,50.44
25983,182.93,0,50.43
25984,182.87,0,50.14
25985,183.07,0,50.38
25986,182.87,0,50.34
25987,183.13,0,50.35
25988,184.8,0,49.99
25989,183.4,0,50.18
25990,183.4,0,50.17
25991,183.2,0,50.34
25992,185.6,0,49.95
25993,184.13,0,50.06
25994,183.4,0,50.05
25995,183.53,0,50.17
25996,184.47,0,49.97
25997,184.07,0,50.19
25998,183.4,0,50.01
25999,191.47,0,50.05
26000,338.13,0,51.2
26001,336.33,0,51.22
26002,338.53,0,51.12
26003,335.47,0,51.27
26004,333.8,0,51.11
26005,336.53,0,51.33
26006,333.4,0,51.48
26007,332.73,0,51.51
26008,333.8,0,51.65
26009,330.4,0,51.85
26010,353.13,0,52.26
26011,357.47,0,52.5
26012,361.8,0,52.56
26013,364.73,0,52.91
26014,303.8,0,52.35
26015,209.67,0,51.22
26016,208.27,0,51.43
26017,208.13,0,51.4
26018,209.2,0,51.22
26019,209.73,0,51.78
26020,240.53,0,52.16
26021,301.73,0,52.9
26022,316,0,53.12
26023,331.27,0,53.35
26024,336.67,0,53.05
26025,332.67,0,53.21
26026,327.87,0,53.41
26027,328.4,0,53.47
26028,326.47,0,53.61
26029,328.33,0,53.61
26030,327.4,0,53.48
26031,327.6,0,53.61
26032,273.33,0,52.6
26033,207.93,0,51.88
26034,206.27,0,51.9
26035,206.6,0,51.9
26036,208.13,0,51.73
26037,302,0,52.84
26038,375.67,0,53.7
26039,375.87,0,53.31
26040,379.13,0,53.1
26041,380.13,0,52.99
26042,223.87,0,51.36
26043,106.67,0,50.52
26044,108.73,0,50.33
26045,111.33,0,50.01
26046,112.07,0,50.04
26047,109.53,0,50.22
26048,108.67,0,50.16
26049,107.27,0,50.39
26050,108.67,0,50.31
26051,105.47,0,50.34
26052,108.6,0,50.12
26053,108.07,0,50.05
26054,107.93,0,50.14
26055,107.93,0,49.99
26056,107.6,0,49.99
26057,107.33,0,50.1
26058,106.73,0,50.32
26059,109.93,0,50.08
26060,109.4,0,50.11
26061,126.07,0,50.22
26062,131.67,0,50.23
26063,133.47,0,50.13
26064,130.2,0,50.33
26065,130.4,0,50.12
26066,132.6,0,50.13
26067,133.53,0,50.15
26068,132.93,0,50.16
26069,131.8,0,49.97
26070,120,0,49.8
26071,110.13,0,49.78
26072,111.07,0,49.72
26073,109.6,0,49.82
26074,111.2,0,49.8
26075,109.8,0,49.81
26076,108.87,0,49.89
26077,110.13,0,49.88
26078,108.47,0,49.99
26079,134.27,0,50.16
26080,194.53,0,50.37
26081,201.07,0,50.33
26082,209.4,0,50.49
26083,209.6,0,50.48
26084,209,0,50.52
26085,208.8,0,50.43
26086,208.8,0,50.54
26087,209.4,0,50.35
26088,177.07,0,50.18
26089,169.87,0,50.45
26090,354.4,0,51.61
26091,361.53,0,51.63
26092,336.93,0,51.02
26093,334.8,0,51.31
26094,335.6,0,51.31
26095,336.07,0,51.29
26096,334.47,0,51.33
26097,334.07,0,51.34
26098,336.8,0,51.38
26099,335.87,0,51.37
26100,332.8,0,51.43
26101,333.8,0,51.5
26102,333.27,0,51.57
26103,334.2,0,51.65
26104,333.73,0,51.78
26105,330.33,0,52
26106,353.27,0,52.45
26107,382.8,0,52.91
26108,380,0,53.05
26109,380.47,0,53.18
26110,306.07,0,52.56
26111,299.4,0,52.61
26112,290.93,0,52.68
26113,201.47,0,51.31
26114,164.4,0,51.12
26115,163.8,0,51.47
26116,163.67,0,51.49
26117,162.8,0,51.33
26118,187.27,0,51.49
26119,196.47,0,51.53
26120,196.8,0,51.44
26121,197.73,0,51.39
26122,225.87,0,51.7
26123,311.87,0,52.99
26124,320.07,0,52.9
26125,319.53,0,53.17
26126,315.73,0,53.29
26127,317.67,0,53.14
26128,312,0,52.73
26129,298.2,0,52.53
26130,279.4,0,52.37
26131,205.67,0,51.78
26132,206.07,0,51.7
26133,208.93,0,51.71
26134,237.2,0,52.05
26135,379.33,0,53.13
26136,340.2,0,52.21
26137,117.8,0,50.6
26138,114.6,0,50.79
26139,114.47,0,50.58
26140,104.13,0,50.03
26141,98.47,0,49.72
26142,98.73,0,49.92
26143,12.87,0,48.99
26144,1.93,0,49.27
26145,2.07,0,49.05
26146,1.87,0,49.19
26147,2.07,0,49.14
26148,1.87,0,49.14
26149,2.07,0,49
26150,15.8,0,49.49
26151,102.93,0,49.81
26152,100.93,0,49.95
26153,101.07,0,49.73
26154,101.73,0,49.81
26155,50.4,0,49.63
26156,12.47,0,49.16
26157,12.4,0,49.12
26158,7.93,0,49.12
26159,117.67,0,49.97
26160,211.47,0,50.46
26161,151.8,0,50.03
26162,112.33,0,49.81
26163,113.2,0,49.72
26164,112.4,0,49.69
26165,114.8,0,49.31
26166,113,0,49.52
26167,113.73,0,49.42
26168,113.27,0,49.51
26169,111.93,0,49.65
26170,113.13,0,49.48
26171,113.33,0,49.59
26172,129.53,0,49.65
26173,136.87,0,49.69
26174,136.4,0,49.61
26175,135.07,0,49.69
26176,133.67,0,49.76
26177,136.13,0,49.67
26178,136,0,49.54
26179,134.67,0,49.7
26180,136.67,0,49.35
26181,134.53,0,49.39
26182,172.07,0,49.73
26183,320.4,0,50.85
26184,323.6,0,50.68
26185,322.33,0,50.77
26186,320.87,0,50.84
26187,321.27,0,50.74
26188,351.07,0,51.07
26189,354.73,0,50.94
26190,352.13,0,51.21
26191,353.13,0,51.04
26192,350.07,0,51.2
26193,351.13,0,51.17
26194,348.93,0,51.35
26195,352.53,0,51.27
26196,349.27,0,51.37
26197,350,0,51.5
26198,350.27,0,51.47
26199,350.27,0,51.48
26200,362.47,0,51.94
26201,388.13,0,52.32
26202,386.6,0,52.5
26203,386.73,0,52.44
26204,385.93,0,52.65
26205,365.93,0,52.26
26206,341.47,0,52.3
26207,340.27,0,52.37
26208,336,0,52.62
26209,279.8,0,51.74
26210,236.67,0,51.43
26211,237.4,0,51.52
26212,239.47,0,51.39
26213,245,0,51.88
26214,265.93,0,52.12
26215,278.13,0,52.39
26216,312.47,0,52.82
26217,341.2,0,53.28
26218,364.07,0,53.84
26219,369.33,0,53.9
26220,367.87,0,53.93
26221,367.73,0,53.99
26222,368.33,0,53.98
26223,372.4,0,53.63
26224,355.73,0,53.71
26225,323.47,0,53.45
26226,320.93,0,53.48
26227,320.53,0,53.67
26228,325.27,0,53.37
26229,327.07,0,53.41
26230,327.8,0,53.33
26231,366.13,0,54.1
26232,273.4,0,52.4
26233,204.87,0,51.67
26234,205,0,51.52
26235,204.47,0,51.7
26236,203.27,0,51.86
26237,146.47,0,51.29
26238,101.4,0,50.83
26239,107.93,0,50.27
26240,102.33,0,50.65
26241,102.33,0,50.47
26242,109.47,0,50.05
26243,108.47,0,50.01
