i_uiip,i_f,i_uiipu,truth
319.74,274.33,361.8,0
383.66,285.27,209.67,0
367.15,280.27,209.2,0
319.75,271,331.27,0
326.27,268.6,332.67,0
314.4,259.93,327.6,0
345.89,264.93,207.93,0
332.39,267,206.27,0
284.49,264.53,375.87,0
320.55,256.27,107.27,0
317.9,257.07,108.67,0
283.36,259.87,107.93,0
264.64,260.2,133.53,0
268.72,264.6,120,0
193.11,263.47,110.13,0
263.15,261.73,354.4,0
279.33,262.27,334.47,0
280.69,259.27,336.8,0
272.89,260.53,332.8,0
356.81,279.2,380.47,0
363.13,279,306.07,0
393.01,281.27,162.8,0
354.56,271.13,319.53,0
372.17,263.2,317.67,0
370.76,267.93,206.07,0
273.21,273.6,114.6,0
279.06,259.2,98.47,0
354.06,261.8,2.07,0
304.67,260.73,1.87,0
296.65,259.27,2.07,0
264.95,262.27,12.47,0
310.24,255,211.47,0
317.41,258.67,112.33,0
291.81,260.53,113.27,0
240.17,260.6,113.13,0
229.18,261.47,129.53,0
232.09,259.67,136.4,0
234.8,260,134.67,0
284.91,257.93,320.4,0
266.18,261.8,321.27,0
266.17,253.73,348.93,0
261.39,253.13,352.53,0
267.55,267.67,350,0
257.33,268.73,350.27,0
347.52,264.8,265.93,0
328.41,257.47,341.2,0
291,255,364.07,0
281.13,252.93,369.33,0
294.62,256.67,327.8,0
223.45,254.07,366.13,0
160.24,260.2,273.4,0
231.21,264.47,204.47,0
310.87,291,112.27,0
214.4,243.87,170.2,0
213.02,256.8,168.67,0
211.56,255.87,168.4,0
204.57,255.13,168.33,0
211.91,261.4,171.67,0
218.68,262.13,169.47,0
227.21,254.27,367.53,0
368.3,272.67,212.13,0
421.15,271.8,212,0
378.74,261.73,272.93,0
365.54,259,269.8,0
327.89,258.33,307.07,0
321.28,255,314.33,0
299.11,254,332.93,0
279.36,254,370.27,0
296.35,273.93,314.33,0
210.53,273.47,369.53,0
213.58,240.67,93.53,0
303.43,267.6,109.8,0
322.62,283,14.67,0
280.82,280.27,14.2,0
277.66,283.47,14.47,0
221.07,258.67,150.27,0
210.85,259.67,150.6,0
196.65,258.07,150.13,0
198.85,258.07,151.2,0
203.74,260.2,153.27,0
202.64,262.6,152.27,0
198.23,288.07,182.2,0
194,284.13,181.53,0
217.21,268.33,387,0
212.16,267.47,387.53,0
357.56,257,308,0
371.84,257.27,272.33,0
396.19,259.13,206.6,0
407.15,261.27,178.73,0
415.87,261.6,162.07,0
228.39,258.27,313.73,0
236.71,267.6,177.4,0
234.2,278.6,152.8,0
203.75,270.07,160.4,0
224.87,269.93,181.67,0
196.35,270.8,175.93,0
186.89,260.53,195.27,0
191.82,261.6,186.67,0
192.25,261.2,181.8,0
219.29,265.4,168.27,0
218.75,265.07,167.27,0
219.97,263.93,166.33,0
202.94,261.93,181.73,0
413.91,251.07,245.67,0
395.95,267.07,268.73,0
401.44,264.73,268.73,0
326.44,270.07,159.4,0
298.75,270.13,137.87,0
218.93,251.27,202.93,0
215.27,251.87,195.67,0
227.6,260.67,147.33,0
232.02,261.8,146.8,0
219.8,263.6,145.93,0
177.65,263.33,147.33,0
178.3,262.2,148.4,0
201.47,262.87,156.67,0
197.41,264.13,157.93,0
202.06,264.6,191.67,0
203.16,265.6,199.53,0
165.2,276.4,199.2,0
164.21,276.6,199.93,0
384.32,242.73,208.13,0
417.74,244.87,207.73,0
419.69,262.07,298.73,0
379.09,268.47,235.87,0
379.91,271.33,204.87,0
177.33,281.07,154.6,0
235.05,259.07,163.67,0
209.08,263.87,130,0
207.88,265,147.87,0
179.32,260.53,213.87,0
136.25,260.27,253.87,0
203.41,266.87,211,0
205.73,253.73,380,0
418.15,269.4,194.53,0
385.89,268.27,192.53,0
391.86,268.6,192.93,0
242.27,268.87,179.07,0
223.8,272.93,184.47,0
194.73,265.73,192.13,0
134.04,261.8,192.67,0
174.53,265.73,194.27,0
205.71,263.67,194.27,0
170.15,264.73,208.27,0
163.65,265.5,209.2,0
156.14,244.93,293,0
158.45,258.8,258.8,0
158.32,259.6,257.2,0
153.03,259.4,255.33,0
170.4,260.73,258.07,0
196.61,265.27,146.13,0
189.87,273.13,210.4,0
192.38,276.4,203.4,0
209.53,272.73,155.8,0
204.62,266.53,284.4,0
415.18,262.93,143.27,0
406.27,262.73,144.73,0
439.89,258.6,273.13,0
348.45,254.87,297.13,0
242.51,263.2,120.73,0
241.41,265.8,119.73,0
202.13,270,177.47,0
182.67,272.73,129.73,0
192.93,270.07,180.13,0
180.52,270.4,179.13,0
200.33,270.6,179.67,0
172.43,271.4,181.13,0
149.53,269.93,180.47,0
164.16,273.07,207.47,0
161.4,263.8,234.8,0
164.27,273.4,233.93,0
230.6,264.53,220.6,0
214.91,256.8,186.2,0
335.6,258.47,263,0
404.69,248.47,359.4,0
407.71,266.93,225.07,0
404.57,270.67,156,0
418.37,268.27,156.6,0
202.17,269.27,175.6,0
134.99,272.33,201.67,0
235.19,0,215.07,0
237.32,0,216.73,0
191.43,236.4,164.8,0
190.78,264.27,208.27,0
190.48,264.2,208.07,0
189,263.47,200,0
194.41,263.4,177.73,0
232.69,260.13,123.13,0
220.82,258.47,160.33,0
225.84,256.07,209.87,0
406.59,270.87,236.87,0
382.78,269,220.07,0
384.66,277.4,14.33,0
385.63,274.27,13,0
137.5,250.13,213,0
169.6,258.13,229.6,0
142.79,265.8,196.27,0
169.4,266.8,202.93,0
216.19,270.13,175.53,0
217.66,275,177.13,0
157.86,240.8,206.27,0
156.39,262.2,204.93,0
160.77,293.87,205.87,0
181.42,294,205.53,0
223.47,293.6,184.2,0
210.05,262,105.2,0
149.94,259.27,125.13,0
362.77,254.6,284.4,0
367.24,256,280.87,0
373.07,250.47,265,0
360.33,253.33,266.33,0
340.41,251.13,267.13,0
358.55,281.4,61.73,0
168.46,271.93,206.87,0
129.17,249.53,207.93,0
100.46,246.33,209.07,0
124.39,249.47,208.53,0
141.22,249.6,208.6,0
144.1,251.13,208.4,0
151.09,261.07,207.13,0
151.45,260.93,207.73,0
157.64,262.13,208.07,0
129.76,263,206.27,0
218.94,268,131.73,0
221.04,266.07,182.87,0
223.05,267.27,181.53,0
197.33,263.27,181,0
333.25,252.73,330,0
292.62,275.4,96.67,0
291.79,275.4,94.87,0
301.91,275.6,89.93,0
169.31,257.6,135.73,0
158.04,257.6,207.47,0
173.71,260.2,206.33,0
131.41,260.53,206.67,0
118.1,260.47,208.67,0
111.48,270.6,269.8,0
100.49,271.53,260.2,0
209.99,234.87,197.4,0
124.17,284.33,198.53,0
121.17,282.6,199.8,0
233.1,282.27,199.27,0
232.17,281.87,198.73,0
190.77,245.47,141,0
379.43,258.53,268.53,0
361.81,257.07,264.2,0
370.25,258.07,246.93,0
365.51,259.4,248.67,0
371.65,265.93,5.33,0
368.08,264.2,5.27,0
182.04,254.87,361.73,0
105.49,275.67,104.67,0
103.17,270.6,102.07,0
33.26,259.27,32.53,0
33.48,258.67,32.87,0
231.78,248.47,500.47,0
230.41,251,382.4,0
231.46,284.47,352.47,0
231.76,286.53,357.93,0
232.74,279.87,391.73,0
324.69,273.6,273.47,0
376.9,267.4,228.67,0
386.25,264.27,223.13,0
376.23,269.67,136.87,0
96.13,268.6,95.33,0
107.65,253.53,106.07,0
107.24,254.87,106.07,0
107.19,279.53,106.47,0
134.24,274.47,115.13,0
204.93,251.27,172.4,0
197.98,242.6,162.53,0
156.82,273.13,202.47,0
161.93,275.8,200.73,0
132.84,274.53,202.33,0
205.55,276.27,201.4,0
208.61,274.87,199.8,0
207.05,276.87,139.67,0
194.12,229.27,380.13,0
414.6,233.93,221.8,0
420.88,233.27,220.53,0
401.33,231.87,218.4,0
409.7,244.93,210.6,0
414.07,276.93,212.93,0
411,277.4,208.2,0
389.98,273.33,232.4,0
255.81,269.27,369.67,0
268.25,269.27,369.4,0
88.7,264.33,88,0
147.24,244.87,203.4,0
206.61,270.67,383.87,0
280.8,264.87,341.47,0
160.26,262.27,159.4,0
237.6,258.4,104.8,0
222.69,260.67,387.2,0
370.05,257.6,231,0
413.28,256.73,227.93,0
428.21,285.4,224.53,0
412.93,280.8,219.4,0
424.09,279.87,214.73,0
357.02,279.47,218.53,0
346.68,277.53,228.07,0
170.83,251.6,440.13,0
114.26,275.13,113.33,0
171.42,252.47,204.93,0
153.27,260.07,205.27,0
230.39,261.73,205.07,0
229.89,263.53,203.13,0
231.52,259.6,384.13,0
230.69,268.13,384.6,0
231.02,268.07,384.87,0
231.16,268.13,384.33,0
230.81,268.13,382.73,0
231.49,268.4,383.47,0
279.8,264.6,383.47,0
260.44,263.47,382.13,0
247.64,263.93,382.27,0
232.76,259.87,380.6,0
441.44,259.87,242,0
428.14,260.8,239.67,0
396.35,257.33,211.33,0
359.33,269.87,125.13,0
163.66,274.13,191.8,0
177.99,271.93,192,0
198.66,273.87,192.8,0
158.03,275.2,192.93,0
97.31,290.07,86.2,0
100.73,289.93,100,0
98.93,282.67,98.47,0
201.43,267.67,196.93,0
215.83,278.27,195.93,0
250.48,281.33,139.2,0
246.42,281.47,139.6,0
252.85,278.2,140.87,0
248.7,257.93,367.4,0
236.48,283.4,367.47,0
191.23,268.33,426.33,0
420.13,270.4,288.47,0
422.91,272.6,175.27,0
391.06,271.33,176.53,0
407.3,270.8,177.2,0
409.58,266.87,227.67,0
407.22,265.87,225,0
404.6,263.93,235.73,0
209.63,263.47,137.27,0
204.93,260.33,165.73,0
231.95,266.67,181.6,0
201.15,270.2,125.67,0
176.87,246.2,120.67,0
176.75,246.87,121.47,0
166.1,242.07,196.53,0
169.73,244.33,197.47,0
166.28,245.07,196.53,0
140.46,251,167.73,0
93.32,254.27,92.87,0
92.33,246.87,91.4,0
92.39,259.4,91.67,0
92.04,266.27,91.73,0
92.4,268.67,91.67,0
232.69,261.6,205.8,0
232.53,259.4,206.53,0
234.33,259.07,205.33,0
280.68,263.87,295.07,0
339.95,242,376.8,0
378.34,237.8,372.33,0
324.76,253.13,271,0
306.48,252.07,274.73,0
334.07,266.47,336.93,0
349.36,266.07,338.4,0
342.86,264.8,334.67,0
206.03,284.53,52.73,0
175.28,280.07,187.6,0
142.36,252.33,154.4,0
256.29,244.8,430.47,0
241.12,256.93,406.47,0
220.49,258.13,403.73,0
121.14,278.53,93,0
95.51,282.93,94.93,0
212.06,255.4,383.4,0
197.95,254.93,381.47,0
335.51,246.93,359.13,0
331.53,250.73,290.53,0
354.09,274.47,251.73,0
364.37,280.93,277,0
345.26,279.13,289.33,0
256.03,281.07,290.53,0
65.78,303.47,65.13,0
98.68,250.8,98.27,0
99.37,253.6,98.27,0
207.25,245.53,78,0
253.87,235.8,390.67,0
274.76,264.47,318.33,0
143.24,275.47,142.2,0
137.76,283.13,136.93,0
251.47,268.13,346.4,0
197.3,259.47,371.2,0
361.4,252.8,309.6,0
342.18,250.73,302.2,0
340.83,279.87,296.53,0
341.72,279.07,296.4,0
86.3,276.8,85.8,0
208.72,256.8,377.8,0
274.72,250.6,282.53,0
239.62,239.33,473.4,0
141.03,263.67,139.87,0
140.56,272.87,139.27,0
317,270.8,119.6,0
271.52,267.27,329.27,0
327.85,262.07,327.2,0
334.07,255,320.13,0
336.61,261.07,315.4,0
347.36,277,267.27,0
332.41,273.47,288.2,0
329.58,273.27,289.53,0
336.57,273.67,295.2,0
410.82,272.33,316.47,0
403.45,273.47,251.8,0
260.62,278.8,265,0
276.16,273.4,357,0
276,257.07,353.4,0
273.24,256.93,355.13,0
259.32,258,302.6,0
259.61,256.4,381.67,0
258.43,255.93,384.4,0
266.22,256.4,381.67,0
236.08,257.07,351.8,0
165.49,275.4,164.33,0
166.69,269.2,165.6,0
212.49,259.07,382.27,0
311.84,254.87,381.33,0
401.04,254.2,378.07,0
352.95,250.4,259,0
353.15,250.8,256.47,0
322.52,249.47,253.27,0
332.61,247.93,252.93,0
358.17,263.8,320.33,0
176.48,285.27,173.2,0
208.43,271.13,178.93,0
185.54,255.07,180.07,0
191.08,239.8,181.4,0
185.16,241.27,180.33,0
143.05,239.67,208.73,0
169.05,286.4,209.2,0
218.9,262.6,165.8,0
213.58,262.47,165,0
215.85,264.27,165.07,0
198.72,261.27,164.67,0
308.3,262.73,165.47,0
354.42,256.27,296.8,0
370.87,255.67,295.47,0
332.78,249.67,258.33,0
337.83,244.07,314.93,0
351.87,264.67,277.33,0
372.9,262.07,276.47,0
176.27,265.53,159.47,0
198.68,265.53,159.73,0
219.56,268.2,160.4,0
236.95,275.93,164.93,0
237.06,278.27,165.13,0
230.99,273.07,164.73,0
224.67,271,163.07,0
224.46,270.73,163.33,0
218.12,271.07,161.93,0
147.59,264.33,135.73,0
90.07,249.33,295.07,0
200.48,240.2,371.8,0
363,266.6,253.6,0
361.13,260.93,257.8,0
347.73,258.2,279.93,0
341.19,258.27,280.73,0
368.39,257.33,278.13,0
226.85,273.93,339.93,0
98.04,268.67,96.8,0
99.32,272.93,98.73,0
226.35,257.53,381.47,0
228.86,255.73,450.33,0
226.5,255.67,507.13,0
220.35,254.87,476.67,0
224.74,254.93,475.4,0
68.66,277.6,68.13,0
168.37,262.13,289.53,0
213.48,260.6,381.13,0
351.77,256.67,307.87,0
350.96,252.47,298.93,0
371.88,266.33,300.33,0
409.38,272.2,200.67,0
154.51,263.8,179.2,0
97.07,268.8,95.87,0
96.73,277.73,96.87,0
102.53,284.07,101.67,0
326.92,258.93,381.67,0
258.65,260.2,338.33,0
257,259,339.67,0
109.21,275.4,108.4,0
108.9,282.73,108.07,0
125.05,277.93,41,0
370.15,277.4,203.87,0
364.18,270.53,301.13,0
371.36,269.4,298.13,0
390,274.53,204.13,0
349.74,273.33,319.87,0
90.95,290.4,90.2,0
91.91,266.47,90.73,0
251.64,254.93,243.4,0
272.81,253.27,387.8,0
257.79,253.33,386.73,0
261.41,252.33,386.07,0
220.82,252.33,383.67,0
239.59,252.73,384.67,0
233.8,253.6,384.67,0
67.67,280,67,0
260.58,258.87,388.47,0
213.04,264.4,382.4,0
330.72,275.13,238.2,0
340.81,267.93,327.13,0
341.3,268.27,327.33,0
331.84,265.13,322.73,0
328.96,264.47,322.33,0
335.78,264,321.6,0
388.34,271.67,234.4,0
377.23,273.2,250.93,0
93.33,261,92.67,0
92.41,269.93,92,0
92.23,270.67,90.87,0
250.7,251.2,382.33,0
253.76,252.4,380.53,0
254.98,251.93,323.13,0
245.27,255.27,183.07,0
102.31,285.73,101.53,0
102.73,284,102.53,0
115.23,283.73,101.73,0
205.77,261.33,380.8,0
348.78,260.07,205.87,0
354.21,257.87,207.33,0
339.21,257.87,206.8,0
359.88,262.87,249.47,0
371.37,267.73,340,0
341.73,271.67,279.27,0
333.75,269.93,278.53,0
324.26,270.13,279.33,0
89.84,261.6,89.6,0
90.72,264.73,91.2,0
299.86,249.73,328.8,0
245.15,253.33,383.87,0
68.54,296.73,67.8,0
111.04,263.78,66.78,0
332.28,263.2,386.07,0
360.37,252.13,209.13,0
335.64,246.73,208.73,0
373.71,262.53,323.47,0
369.3,269.33,320.67,0
383.95,275.13,245.87,0
385.89,272.6,203.33,0
392.05,275.07,202.47,0
399.64,275.27,204.2,0
190.23,271.53,376.27,0
233.05,277.33,416.53,0
232.8,277.13,416.4,0
235.64,279.73,303.53,0
231.48,277.67,390.73,0
225.46,231,381.47,0
228.9,231.87,381.8,0
227.49,229.47,382.07,0
226.82,233.2,382.2,0
170,298.07,168.13,0
168.96,301.2,168.73,0
170.42,280.47,169.53,0
167.74,280.93,167.13,0
204.75,256.47,381.53,0
347.45,255.73,379.4,0
341.87,253.27,336,0
346.4,256.67,330.47,0
356.42,267.87,201.93,0
227.95,267.13,236.07,0
180.53,269.2,200.67,0
236.83,164.27,390.87,0
235.57,219.47,363.53,0
228.39,272.6,446.67,0
225.79,271.6,309.8,0
184.51,270.4,343.8,0
145.24,245.73,144.2,0
143.95,279.6,142.73,0
392.01,268.93,200.93,0
374.72,268.2,200.4,0
387.29,270.13,198.87,0
195.6,265.87,364.33,0
224.84,270.73,295.8,0
197.39,263.53,192.53,0
192.79,275.4,109.8,0
164.33,255.67,257.27,0
174.16,258.27,278.93,0
183.01,257.87,277.13,0
156.15,258.6,192.53,0
165.48,257.93,192.07,0
125.48,269.73,89.87,0
107.58,270.47,106.2,0
107.32,274.53,106.47,0
107.23,270.8,105.73,0
106.89,269.47,106.4,0
107.62,272.47,106.93,0
150.62,272.4,149.6,0
202.52,275.73,201.33,0
166.33,254,276.93,0
393.44,243.73,222.53,0
395.79,246.8,267.67,0
410.29,274.53,286,0
409.7,276.73,204.07,0
422.09,277,203.47,0
168.57,260.93,277.4,0
203.49,266.73,205.27,0
214.81,268.87,204.87,0
204.84,279.2,130.33,0
204.53,253.53,429.2,0
217.2,255.73,432.8,0
193.64,255,432.67,0
195.67,248.47,421.67,0
194.27,247.8,420.73,0
197.78,247.53,419.8,0
198.57,248.47,421.4,0
114.67,281.87,113.67,0
113.65,279.4,112.87,0
115.31,276.73,114.6,0
432.96,260.47,161.93,0
426.29,259.13,295.4,0
443.79,269.07,240.07,0
145.12,276.4,171.93,0
187.61,280.4,174.4,0
173.88,280.07,173,0
181.26,261.87,173,0
173.09,260.6,172.33,0
189.44,261.6,173.93,0
166.44,255.53,446.07,0
162.11,253.93,514.27,0
163.42,253,512.47,0
137.54,254.8,509.27,0
105.85,283,105,0
105.41,294.6,104.4,0
104.57,295.8,103.67,0
104.61,289.4,103.67,0
197.15,243.87,434,0
401.99,244.87,164.33,0
396.29,241.47,234.27,0
371.99,273.07,227.53,0
364.29,273.67,228.87,0
320.56,272.6,266.13,0
232.97,250.93,467.07,0
185.85,240.93,394.27,0
182.77,238.33,397.6,0
194.11,239.67,398.07,0
92,263.6,90.87,0
123.87,268,123,0
0.03,182.13,0.2,0
208.05,241.47,430.33,0
202.73,238,461.47,0
260.53,251.07,448.13,0
377.02,262.13,170.27,0
377.25,261.67,169.33,0
415.65,260.07,213,0
418.94,258.47,212.87,0
416.5,256.27,210.47,0
428.96,255.13,209.87,0
433.79,257.2,208.4,0
134.64,254.6,387.67,0
116.1,286,113.73,0
114.94,273.53,113.87,0
149.5,251.87,475.93,0
156.06,253.73,475.73,0
199.97,266.53,491.33,0
199.86,252.2,357.8,0
186.88,250.67,361.2,0
105.72,271.8,104.47,0
106.57,274.33,105.13,0
107.72,277.6,107.27,0
380.29,254.2,298.07,0
372.28,253.8,230.07,0
377.58,246.8,299.6,0
371.88,266.87,297.73,0
379.25,267.13,292.67,0
367.65,266.6,289.6,0
425.43,271.73,197.4,0
141.41,267.27,478.93,0
144.68,269.73,484.53,0
166.02,274.47,490,0
179.99,274.47,462.2,0
136.66,271.53,462,0
223.02,271.27,403.4,0
225.32,266.33,397.53,0
143.31,273.6,141.73,0
144.15,271.67,142.73,0
142.2,275,141.4,0
141.65,274.93,141,0
142.9,273.2,141.4,0
142.26,270.93,141.2,0
142.32,271.13,141.6,0
211.66,246.13,477.8,0
441.09,255,211.73,0
402.09,255.07,156.07,0
390.99,240,352.4,0
388.6,238.47,349.4,0
368.39,248.93,200.07,0
314.75,239.47,350.33,0
156.75,269.87,470.53,0
206.3,274.27,465.53,0
194.91,273.67,408.27,0
157.62,270.73,440.13,0
79.64,271.07,78.93,0
78.83,274.13,78.47,0
79.14,273.8,78.67,0
391.99,245.8,263.33,0
216.49,269.6,378.47,0
110.67,276.6,109.73,0
111.53,264.27,111.07,0
109.96,265.67,109.2,0
110.01,261.2,109.07,0
109.35,263.93,109.07,0
94.81,263.6,94.4,0
193.41,261.2,160.67,0
162.08,259.13,159.8,0
173.84,258.73,160.6,0
175.08,260,165.47,0
255.76,239.6,432.73,0
161.56,272.53,160.33,0
190.76,232.53,485.6,0
363.78,254.13,243.6,0
352.17,250,296.27,0
349.23,247.73,293.13,0
138.26,274.07,385.87,0
53.01,278.8,52.2,0
53.61,272.67,53,0
52.13,269.8,51.27,0
0,271,50,0
153.72,251.93,490.67,0
169.11,247.87,471.13,0
173.32,249,469.8,0
223.42,247.53,507.93,0
223.64,256.8,379.2,0
220.46,252.8,451.47,0
235.6,259.8,223,0
147.32,264.93,146.47,0
108.36,270,107.4,0
101.38,269.6,100.47,0
97.21,275.27,97,0
235.35,250.33,410.93,0
214.46,246.33,434.27,0
400.05,264.73,304.67,0
406.67,263,302.2,0
428.54,266.27,306.13,0
389.91,267.27,305.07,0
61.79,272.6,60.87,0
7.66,262.87,49.47,0
147.51,250.13,495.8,0
224.98,251.8,491.33,0
171.91,251.93,438.13,0
164.54,251.4,405.33,0
233.37,249.27,428.53,0
155.45,282.07,155.13,0
154.21,286,154.07,0
154.52,285,152.67,0
149.53,257.2,447,0
145.35,255.07,444.67,0
173.01,248.93,440.4,0
378.45,248.6,272.87,0
368.2,244.6,270.47,0
366.17,245.87,270.73,0
365.33,243.87,266.53,0
362.91,244.93,270.33,0
359.67,244,267,0
353.06,243.07,266.47,0
347.55,241.2,266.47,0
324.15,242.93,268.13,0
243.59,254,380.33,0
218.17,264.6,388.73,0
171.18,268.2,215.33,0
175.33,268.13,213.6,0
228.3,265.67,451.4,0
162.41,265.2,452.2,0
120.92,263.4,448.27,0
127.85,261.93,451.47,0
216.17,245.6,511.53,0
113.62,262.93,113.07,0
78.15,267.73,77.2,0
209.29,248.2,344.53,0
381.15,257.53,210.73,0
376.73,257.87,213.93,0
217.69,264.67,323.73,0
60.37,284.47,59.47,0
60.38,273.87,59,0
123.56,261.93,284.07,0
142.99,253.47,474.93,0
209.23,251.47,476.53,0
114.23,262.27,113.2,0
88.6,264.27,88.2,0
389.31,261.8,234.73,0
365.96,253.73,227.67,0
353.76,245.6,326.33,0
303.2,248.87,265.47,0
256.31,255.47,324.73,0
78.45,299.67,78.07,0
79.72,299.93,78.47,0
78.3,302.07,77.47,0
233.12,272.4,387.6,0
263.99,273.33,389.07,0
270.43,272.6,387.33,0
266.56,259.47,387.73,0
249.03,254.8,387.73,0
91.92,272.07,90.8,0
215.34,232.07,385.27,0
197.82,229.13,383.2,0
410.99,229.47,206.8,0
363.27,250.87,328.93,0
340.56,249.53,276.53,0
301.22,246.2,366.73,0
193.79,243.67,391.2,0
191.6,262.8,404.93,0
186.43,264.67,412.53,0
187.23,264.07,412.8,0
167.23,262.4,456.13,0
154.58,260.07,454.13,0
179.68,257.4,459.87,0
222.32,257.8,419.8,0
224.74,256.93,416.6,0
98.11,281.6,97.07,0
106.09,278.87,78.93,0
135.89,264.6,274.2,0
186.71,249.27,437.93,0
170.03,246.47,434.6,0
369.13,242.8,417.07,0
346.97,249.67,284.6,0
336.48,250,238.87,0
348.27,247.07,261.47,0
350.12,279.6,270.53,0
120.53,274.67,11.27,0
168.25,277.6,2.6,0
193.31,262.47,2.93,0
202.96,253.8,95.87,0
111.15,258.67,109.73,0
110.98,259.13,110.93,0
171.59,241.53,247.27,0
220.81,241.93,438.13,0
224.11,239.67,404,0
218.05,240.93,372.87,0
176.36,264.87,350.13,0
100.39,263.53,99.4,0
100.71,271.33,99.8,0
102.15,270.8,101.33,0
199.84,249.87,493.8,0
330,238.33,306.2,0
324.11,289.33,281.6,0
318.07,287.33,279.4,0
319.45,276.47,288.8,0
314.17,270.47,304.6,0
314.68,269.2,303.13,0
130.27,261,129.93,0
130.39,263.47,129.33,0
130.88,260.93,130,0
233.79,234,388.6,0
235.32,235.27,406.87,0
278.48,243.33,109.53,0
274.5,244.07,101.33,0
258.45,246.2,115.8,0
229.8,251.73,202.6,0
240.66,262.8,284.8,0
253.91,273.27,324.33,0
87.44,250.13,86.67,0
85.87,254,84.93,0
84.89,266.87,84.07,0
29.11,258.6,28.6,0
186.71,238.33,474.87,0
371.61,285.8,210.53,0
386.27,284.07,212.2,0
359.19,280.53,227.93,0
325.41,249.87,309.73,0
332.72,254.8,312.73,0
247.69,253.93,313,0
196.62,259.2,316.73,0
227.48,259.67,328.67,0
117.95,260.2,117.6,0
96.37,260.6,95.6,0
93.8,259.73,92.8,0
94.11,260.6,93.8,0
199.44,241.67,406.53,0
216.55,243.4,375.47,0
214.18,240.93,463.07,0
96.32,264.87,95.4,0
170.58,250.6,439.47,0
167.61,248.6,464.67,0
134.02,248.07,456.93,0
117.68,257.87,455.47,0
357.93,270.6,255.67,0
306.3,267.2,341.33,0
306.13,267.87,343.67,0
299.65,255.67,343.47,0
313.27,257.53,345.27,0
318.58,262.53,345.2,0
239.29,264.8,307.87,0
196.91,273,124.87,0
133.15,267.73,132,0
130.63,262.2,129.13,0
128.46,261.93,127.33,0
149.06,254.13,120,0
132.29,233.33,515.2,0
184.6,293.4,183.33,0
219.2,249.13,392.87,0
178.45,248.67,415.73,0
336.55,261.93,260.93,0
136.56,267.2,135.33,0
136.32,262.47,134.73,0
133.81,261.67,133.87,0
287.19,241.07,337.67,0
271.8,241.33,311.27,0
258.73,242.8,321.8,0
277.85,242.87,324.2,0
260.96,243.73,325.8,0
255.63,243.13,393.47,0
126.61,250.33,517.53,0
108.14,247.13,515.33,0
159.9,256.6,516.2,0
163.12,258.13,514,0
100.96,274.67,147.07,0
177.14,261.87,175.73,0
176.85,266.93,175.6,0
175.41,240.47,382.93,0
198.31,234.93,484.6,0
190.85,263.4,398.8,0
187.1,268.73,397.07,0
386.76,269.87,290.53,0
371.42,266.87,275.73,0
372.19,266.8,274.27,0
346.57,262.27,268.33,0
354.45,262.07,270.07,0
333.28,255.13,293.8,0
171.26,235.2,442.33,0
122.41,284.13,121.47,0
121.29,285.07,119.93,0
301.06,242.87,320.87,0
256.28,245.07,323.6,0
270.51,243.4,381.8,0
267.92,245.6,381.67,0
249.12,257.87,393.2,0
153.88,272.87,89.53,0
102.9,279.13,101.53,0
103.2,276.33,100,0
105.26,273.8,104.47,0
85.23,262.53,84.33,0
352.89,272.07,280.6,0
316.35,246.73,322.73,0
318.51,246.53,323,0
199.33,249.87,403.2,0
126.51,281.53,125.2,0
342.74,260.93,177.93,0
214.72,252.47,428.73,0
250.55,253.13,396.13,0
246.36,253.13,396.6,0
277.26,275.53,394.93,0
290.99,253.33,352.33,0
239.68,247.4,386.93,0
240.66,247.27,385,0
228.91,289.2,364,0
77.2,266,76.93,0
69.28,266.4,68.93,0
256.61,254.6,337.87,0
256.32,245.47,394.33,0
257.93,252.33,374,0
255.4,249.93,370.6,0
356.88,250.6,368.47,0
321.77,254,314.4,0
355.45,251.2,313.07,0
368.6,251.87,313.27,0
232.01,256.4,324.87,0
330.1,258.13,28.53,0
305.92,246.87,109.93,0
317.76,256.8,33.67,0
316.16,262.53,33.2,0
304.47,248.6,61.47,0
286.25,241.67,342.8,0
288.49,242.87,389.93,0
268.6,245.13,343.53,0
258.93,244.27,344.47,0
279.24,245.6,344.6,0
222.65,263.67,374.93,0
132.18,262.07,131.07,0
131.59,266.13,130.6,0
133.6,271.93,132.93,0
129.06,268.6,128.33,0
134.23,272.4,132.53,0
208.71,243.4,432.53,0
212.15,240.87,428.53,0
291.29,250.73,443.33,0
356.94,251.33,362.27,0
340.42,248.4,343.4,0
362.01,257.53,344.53,0
396.36,260.27,298.33,0
373.78,260.53,313.67,0
385.21,260.2,208.67,0
394.22,260.07,211.33,0
143.22,262.73,141.87,0
145.6,254.8,144.67,0
144.06,254.47,142.27,0
146.6,258.93,145.6,0
144.49,259.4,143.53,0
164.56,232.2,479.8,0
199.6,232.6,480.8,0
134.74,232.47,488.6,0
160.79,249.67,485.53,0
163.82,252.4,480.93,0
160.69,266.13,483.53,0
223.9,289.33,373.67,0
74.4,249.93,73.8,0
139.89,263.47,138.87,0
167.7,272.27,166.13,0
243.97,248.53,397.87,0
249.26,249.27,421.47,0
201.73,244,414.73,0
406.74,254.33,280.47,0
430.97,257.87,162.87,0
282.71,256.13,252.87,0
227.91,256.8,384.33,0
257.78,259.27,385.33,0
204.93,260.13,384.67,0
161.7,257.73,504.53,0
