i_uiip,i_f,i_uiipu,truth
384.68,242.2,303.07,0
396.92,249.27,115.8,0
157.37,267.8,157.53,0
159.97,270.47,160.93,0
210.38,250.6,155.93,0
160.31,253,160.4,0
206.36,208.8,292.67,0
186.58,212.27,291.07,0
174.28,233.27,291.93,0
142.51,235.27,296.33,0
230.46,235.47,287.27,0
124.24,249.4,88.27,0
227.03,227.2,383.8,0
226.44,226.8,381,0
395.38,254.47,240.67,0
357.11,250,267.53,0
343.2,250,280.73,0
351.83,248.47,98.4,0
142.84,259,143.27,0
145.28,252.4,145.6,0
143.55,236.4,144,0
142.38,230.73,143.33,0
252.29,236.93,322.93,0
257.43,237.8,260,0
257.62,237.07,174.6,0
253.63,235.93,267.33,0
238.18,237.53,231.2,0
193.14,230.07,223.6,0
357.76,236,285.33,0
372.6,243.47,293.6,0
360.67,242.6,281.13,0
388.41,235.73,280.13,0
345.26,241.8,125.93,0
350.63,243.67,160.8,0
353.99,241.13,178.73,0
92.98,251.07,106.33,0
81.49,244.07,81.93,0
99.3,267.2,100.27,0
128.64,258.87,129.47,0
169,230.4,325.53,0
232.58,226.13,394.27,0
231.88,219.67,353.67,0
232.2,213.67,354.33,0
207.46,212.73,384.8,0
232.49,221.47,383.27,0
232.48,238.2,376.53,0
232.34,240.8,375.93,0
140.51,269.07,141.13,0
134.87,267.2,135.07,0
226.07,245.13,382.93,0
215.82,241.27,380.93,0
216.14,235.67,380.47,0
393.92,230.33,310.8,0
375.98,220.6,257.8,0
377.24,223.47,263.93,0
327.16,211.8,297.33,0
321.18,218.93,283.87,0
278.07,260.53,9.87,0
217.8,254.2,309.6,0
83.62,280.6,84.27,0
84.27,275.47,85,0
83.61,276.13,84.07,0
84.92,256.4,85.33,0
83.4,257.93,84.13,0
107.68,234.47,88.67,0
151.18,193.53,274.67,0
175.51,188.07,290.33,0
182.42,189.8,265.6,0
166.29,196.13,285.8,0
166.08,194.27,299.93,0
199.78,266.8,301,0
215.33,262.73,292.8,0
141.73,262.07,142.2,0
197.76,240.4,410.4,0
187.69,239.07,406.8,0
366.52,226.53,271.53,0
363.91,228.33,281.47,0
354.45,228.53,280.4,0
368.86,259.8,276.93,0
370.15,262.13,266.27,0
101.94,267.07,103.2,0
102.96,263.6,104,0
15.93,253.8,17.33,0
128.37,237.07,502.8,0
165.63,265.73,277.27,0
157.37,265.07,320.07,0
170.61,263.13,340,0
154.6,261.27,337.13,0
224.99,255.4,452.67,0
117.06,279.07,117.53,0
116.39,265.47,117.07,0
117.08,265.93,117.53,0
115.78,263.27,116.53,0
359.25,246.4,173.8,0
356.44,237.53,286.67,0
356.12,252.47,308.53,0
344.72,257.27,249.27,0
342,253.67,248.73,0
344.44,255.73,249.4,0
405.64,252.27,255.93,0
418.8,259.13,251,0
109.59,265.4,110.73,0
109.51,262.8,109.87,0
112.18,265.53,112.2,0
111.79,281.73,112.2,0
110.54,265.93,110.8,0
111.75,270.47,113.13,0
109.65,283.27,110.33,0
56.1,285.2,56.73,0
107.35,274.07,483.93,0
153.1,267.47,477.2,0
197.17,261.4,422.53,0
148.88,261.4,148.93,0
147.56,260.6,148.13,0
389.67,277.4,284.53,0
356.24,248.67,293.27,0
359.05,243.93,304.73,0
262.77,294.33,349.07,0
76.11,275.27,76.4,0
74.69,280.4,75.67,0
74.06,264.07,74.8,0
227.9,241.53,395.67,0
169.48,275.64,379.4,0
222.32,273.93,393.73,0
230.92,278.47,363.73,0
233.98,271,351.6,0
159.68,262.2,160.13,0
398.9,260.47,172.73,0
400.63,260.2,172.67,0
379,278.07,170.93,0
368.04,270.73,306.4,0
370.78,267.27,297.13,0
359.61,266.13,296.4,0
370.32,265,288.6,0
372.62,264.4,300.07,0
275.19,258.53,368.4,0
113.81,263.67,115.07,0
113.82,270.4,114.8,0
154.66,300.67,155.47,0
223.28,266.8,267.6,0
241.97,269.07,313.67,0
267.8,267.6,314.07,0
245.27,261.93,445.8,0
275.1,261.27,353.87,0
278.84,261.8,340,0
273.78,263.33,340.2,0
282.99,261.13,333.53,0
280.65,267.47,268.6,0
160.27,260.87,160.87,0
152.2,256.8,163.8,0
232.79,239.13,329.33,0
233.95,253.47,426.87,0
396.59,270.67,298.8,0
430.17,281.87,261.2,0
410.63,268.67,208.67,0
426.01,270.47,199,0
393.46,277.2,102.2,0
354.8,274.2,86.67,0
355.78,272.4,88.2,0
358.21,274.13,90.6,0
367.4,269.47,87.13,0
72.9,272.6,73.6,0
73.08,286.4,73.93,0
72.78,289.07,73.67,0
72.35,291.93,73.6,0
251.82,272.73,379,0
287.17,265.93,256.47,0
320.55,268.47,300,0
313.03,266.6,311.2,0
197.68,245.4,199.67,0
279.2,265.13,325.67,0
233.39,258.87,323.67,0
192.49,250.93,385.13,0
404.07,279.13,184.07,0
368.69,266.6,262.93,0
329.24,264.13,262,0
305.44,260.4,263.4,0
338.19,267.8,262.07,0
194.11,287.07,194.53,0
192.06,293.6,193.27,0
184.37,272.4,264.53,0
223.24,269.93,266.2,0
232.35,268.87,221.47,0
78.74,234.27,79.13,0
0,255.67,79.53,0
77.99,253.73,79.33,0
78.23,257.27,79,0
187.31,241.67,287.87,0
197.27,244.73,293.13,0
331.93,265.27,251.6,0
323.27,242.73,278.27,0
139.46,271.47,139.87,0
138.85,270.13,139.33,0
234.98,256.27,94.47,0
127.16,252.93,324.93,0
120.1,252.33,429.33,0
166.39,273.4,367,0
157.21,278.2,286.07,0
159.61,273.27,290.4,0
163.95,278.33,290.53,0
100.48,280.8,102.6,0
103.45,255.2,103.8,0
102.73,256.33,103.33,0
102.79,257.8,103.4,0
95.91,255,100,0
206.85,236.87,327.47,0
307.3,265.2,315.8,0
340.88,256.53,306.87,0
341.58,259.47,307.73,0
339.01,264.13,249.07,0
338.1,270.67,267.8,0
336.13,268.6,261.93,0
349.21,271.6,265.73,0
355.66,270.73,267.67,0
106.34,266.93,106.67,0
183.48,264,68.4,0
164.92,265.6,481.73,0
216.48,258.47,302.33,0
194.55,260.67,251.93,0
192.61,253.93,282.4,0
174.56,256.67,325.93,0
186.37,254.47,324.87,0
58.78,278.2,59.6,0
59.58,275.6,59.93,0
58.79,278.87,59.27,0
59.62,279.07,59.87,0
59.08,277.87,59.8,0
94.86,264.6,161.27,0
165.14,254.87,352.8,0
167.51,255.13,350.13,0
318.57,258.6,320.93,0
303.57,257,293.33,0
299.36,254.6,311.27,0
326.51,270.13,6.93,0
322.51,265.47,7.33,0
106.4,302.2,106.8,0
110.42,281.53,111.33,0
106.22,278.87,107.07,0
106.83,254.13,107.53,0
105.67,270.27,106.93,0
233.14,268.4,378,0
227.22,266.4,377.6,0
195.68,261.13,432.93,0
218.88,259.87,366.87,0
217.99,261.53,368.27,0
224.21,259.47,373.33,0
72.42,268.13,73.47,0
312.04,263.73,344.13,0
392.64,267.73,233.93,0
108.62,274.67,109.47,0
200.54,284,200.33,0
224.21,258.13,330.87,0
298.68,265.07,366.13,0
253.94,262.13,432.53,0
188.09,261.87,328.8,0
188.79,267.6,330.33,0
183.69,260.2,366.4,0
193.35,258.4,482.53,0
263.53,260.2,330.73,0
103.56,277.67,104.2,0
99.2,258.87,99.73,0
349.65,268.6,291.93,0
333.29,264,288.47,0
319.4,262.4,286.13,0
319.59,259.33,282.8,0
349.85,257.27,275.13,0
131.45,300.6,132.33,0
131.29,275.07,132.07,0
129.28,278.8,129.67,0
129.48,277.87,129.93,0
232.99,244.33,390.27,0
232.93,243.73,387.53,0
232.53,243.53,388.67,0
233.06,243.87,389.6,0
232.36,247.13,386.4,0
198.28,280.07,199.13,0
197.02,282.73,198.47,0
198.99,275.6,199.73,0
229.5,237.4,416.07,0
177.15,256.33,406.47,0
319.65,270.67,387.6,0
366.99,268.53,258.07,0
374.18,256.13,227.4,0
352.98,262.47,265.33,0
366.49,261.67,261.47,0
362.74,263.93,260.27,0
227.24,267.87,275.4,0
143.74,259.67,438.67,0
161.79,262.07,447.33,0
229.76,276.53,324.4,0
108.54,264.4,108.93,0
108.33,275.13,109.33,0
109.4,259.8,110.53,0
107.62,256.4,108.33,0
232.18,246.4,274.13,0
232.3,244.6,353.8,0
271.48,287.6,411.27,0
252.89,289.2,405.4,0
245.12,289.4,388.13,0
347.75,257.93,311.07,0
368.41,255.73,249.67,0
362.47,258.07,234.87,0
358.83,257.27,233.4,0
347.39,261.07,232.2,0
346,259.67,239,0
346.01,259.13,267.27,0
385.04,269.87,225.53,0
182.16,244.07,183.33,0
195.3,244.67,196.13,0
200.98,255.6,202.07,0
199.65,252.67,200.2,0
211.94,284.53,284.8,0
146.9,284.73,281.4,0
132.2,286.13,283.73,0
148.12,241.87,284.2,0
130.92,243.33,284.33,0
153.09,242.2,287.53,0
127.91,238.53,325.67,0
218.29,238.93,323.53,0
225.23,239.93,318.93,0
133.33,275.13,2.8,0
175.26,255.47,267.47,0
195.86,263.4,383.27,0
363.63,266.93,241.47,0
358.78,258.93,269.27,0
349.82,256.73,277.87,0
377.92,266.13,237.8,0
213.27,279.6,332.8,0
174.14,241.8,175.33,0
173.9,243.27,174.93,0
199.43,207.73,378.53,0
135.75,260.33,304.87,0
217.05,257.8,273.4,0
207.24,257.33,260.53,0
221.43,273.47,410.87,0
131.18,260.2,2.67,0
91.03,275.4,91.87,0
221.39,254.87,288.8,0
206.72,239.4,398.73,0
325.38,249.67,401.13,0
374.77,259.33,253.87,0
416.79,258.93,162.67,0
387.26,255.93,197.13,0
397.89,255,197,0
415.36,258.13,196.47,0
391.75,257.2,197.33,0
312.23,261.33,198.73,0
233.87,252.53,303.47,0
121.06,242.27,121.93,0
201.93,262.13,515.4,0
198.2,352.2,435,0
189.77,386.4,348.07,0
243.58,448.8,241.13,0
234.44,429.8,187.87,0
204.45,444.13,198.6,0
300.64,439.27,198.27,0
347.89,426.67,4.6,0
271.3,419.47,4.8,0
120.49,441.2,119.53,0
220.6,450.47,219.67,0
226.38,448.6,227.33,0
304.2,429.53,202.6,0
277.34,432.6,202.2,0
283.64,429.33,203.13,0
124.15,452.93,125.93,0
124.19,461.33,125.4,0
124.54,458.47,125.6,0
164.47,455.2,163.93,0
374.93,439.73,174.33,0
374.02,433.13,174.53,0
397.96,426.4,165.53,0
411.56,426.93,156.73,0
407.12,436.47,114,0
400.66,438,7.93,0
377.43,427.07,151.13,0
414.69,428.53,87.47,0
159.84,451.2,160.33,0
157.12,455.47,158.07,0
156.89,452.07,157.27,0
155.97,455.47,154.4,0
158.63,448.47,59.07,0
287.75,443.13,204.6,0
292.59,445.47,203.53,0
270.66,434.93,253.4,0
266.57,432.2,278.53,0
271.34,428.33,321.4,0
272.48,428.93,320,0
196.51,439.07,52.87,0
111.85,442.8,112.73,0
111.03,455,112.6,0
112.73,448.2,113.73,0
147.36,454.73,148.6,0
150.1,450.13,150.6,0
151.8,448.8,152.47,0
152.05,447.13,153.13,0
151.32,446.6,151.93,0
192.03,458.6,169.33,0
219.25,447,144.2,0
372.96,445.4,200.53,0
425.74,441.6,142.6,0
397.97,429,92.67,0
381.14,429.07,93.27,0
365.31,426.13,90.67,0
368.68,424.4,93.6,0
410.01,428.73,94.6,0
209.59,492.33,210,0
207.59,490.93,207.47,0
208.94,473.33,210.13,0
208.02,425.27,209,0
362.13,394.07,204.2,0
369.37,392.33,202.13,0
365.53,397,201.8,0
296.21,448.53,175.87,0
295.05,453.2,175.93,0
293.66,446.73,205,0
194.66,454.67,122.27,0
203.73,457.73,201.67,0
201.58,463.73,200.6,0
200.51,466.73,200.33,0
225.65,442.27,226.27,0
245.04,464.33,245.27,0
213.86,460.4,199.2,0
408.52,428.93,172.47,0
416.31,429.8,179.73,0
426.23,422.6,161.33,0
399.34,422.73,162.67,0
412.88,423.07,106.67,0
404.86,415.4,106.47,0
423.87,416.4,97.07,0
173.92,431.93,4.6,0
171.99,440.07,173.27,0
172.98,438.13,174.07,0
172.18,447.33,173.07,0
173.13,456.2,174.8,0
174.21,452.2,174.47,0
237.01,470.13,237.13,0
230.69,426,231.53,0
343.61,435.87,195.13,0
313.48,429.47,173.87,0
313.23,427.53,173.33,0
306.16,433,172.47,0
305.93,428.33,173.13,0
332.39,451.47,172.8,0
270.41,454.4,136.93,0
271.72,471.2,273,0
391.14,436.67,7.53,0
376.42,430.47,33.4,0
396.49,422.8,117.33,0
402.03,474.6,95.27,0
395.13,472.33,79.8,0
395.76,479.07,95.8,0
218.73,436.33,165.13,0
249.03,462.6,250,0
250.15,452.53,249.4,0
274.88,427.2,319.33,0
321.12,428.27,269.53,0
312.43,452.07,273.4,0
307.23,445.67,269.73,0
287.97,447.2,269.8,0
216.17,432.67,272.13,0
206.65,440.07,261.93,0
211.8,432.47,248.07,0
385.32,438.6,123.73,0
373.41,430.93,122,0
402.91,426.2,129.13,0
386.85,426,68.93,0
388.15,418.13,67.8,0
405.77,422.2,50.47,0
429.05,293.6,7.13,0
160.64,437.2,161.93,0
161.82,420.47,162.53,0
193.85,428.73,194.47,0
205.97,449,206.2,0
202.74,445.27,203.4,0
293.61,427.87,282.8,0
317.45,410.73,311.2,0
293.91,413.2,307.47,0
310.79,415.6,309.87,0
194.94,443.67,196.27,0
252.68,428.47,185.87,0
287.9,424.87,354.33,0
290.72,422.6,354.47,0
281.04,415.07,353.73,0
265.76,412.8,350.2,0
260.67,419.13,348.47,0
264.71,436.4,366.6,0
211.73,437.8,189.47,0
410.45,427.13,102.67,0
456.78,410.07,112.87,0
449.71,406.8,113.13,0
458.61,404.73,114.6,0
471.5,404.2,114.87,0
470.16,409.33,150.73,0
213.28,449.8,214,0
212.74,451.07,213.13,0
208.56,452.47,209.33,0
209.23,437.07,210.47,0
207.68,436.27,207.6,0
305.99,412.93,318.53,0
295.95,444.6,313.13,0
281.19,434.8,405.33,0
187.64,467.4,159.6,0
172.93,460.8,174,0
232.79,388.2,365.4,0
412.43,399.2,135.4,0
411.81,395.93,104.73,0
406.56,391.4,109.27,0
423.07,417.33,106,0
394.66,401.33,107.73,0
405.34,412.93,86.33,0
206.77,434.47,207.4,0
121.38,421.6,120.6,0
122.09,420.93,123.4,0
116.67,429.6,118.07,0
116.79,431.8,116.73,0
261.64,414.27,338.33,0
93.06,421.47,94.2,0
93.34,421,94.2,0
120.89,417.53,122.47,0
202.84,389.07,297.73,0
470.33,414.13,163.93,0
489.65,408.13,145.93,0
436.3,404.73,184.67,0
461.85,408.13,185.2,0
477.41,432.93,137.33,0
320.73,411.07,285.47,0
296.97,401.8,372.07,0
291.48,400.47,369.8,0
225.56,428.67,226.27,0
227.04,426.27,226.73,0
335.7,422.67,208.27,0
369.85,406.33,121.6,0
438.49,398.27,141.53,0
437.02,398.53,142,0
429.33,407.53,195.13,0
418.64,405.13,196.47,0
418.91,399.73,174.6,0
432.18,391.4,172.6,0
438.76,394.27,172,0
439.65,389.6,148.93,0
411.06,404.93,6.47,0
441.39,411.53,41.6,0
242.09,407,194.13,0
229.2,411.93,196.67,0
220.78,437.27,222,0
221.03,438.67,221.07,0
314.26,425.07,306.4,0
361.52,454.2,245.47,0
339.03,447,239.8,0
334.31,441.87,288.8,0
320.95,439.13,292.8,0
334.73,442.4,293.2,0
365.62,443.33,292.67,0
213.7,467.27,214.33,0
212.08,467.67,213.33,0
209.1,448,193.27,0
391.56,424.13,314.67,0
436.58,428,159.93,0
418.22,427.53,174.27,0
417.02,418.67,187.8,0
479.93,421.27,188,0
475.43,415.8,184,0
428.72,413.8,151.73,0
432.04,425.47,3.93,0
199.11,446.6,199.67,0
200.31,441.47,199.93,0
199.77,445.8,200.93,0
306,420.73,4.67,0
300.89,432.47,4.8,0
276.07,443.67,4.8,0
281.24,447.2,5.07,0
274.39,455.6,4.93,0
278.03,451.53,4.87,0
275.07,451.13,4.67,0
323.27,455.13,5,0
310.09,457.53,4.6,0
292.96,450.8,314.27,0
252.39,445.93,324.27,0
226.03,438,324.47,0
208.88,420.33,415.53,0
476.17,438.67,7.4,0
454.01,438.93,5.87,0
467.55,433.2,160.93,0
451.14,434.8,191.2,0
244.17,447.47,244.67,0
232.8,449.87,234.6,0
232.74,445.27,233.4,0
199.43,429.4,470.67,0
195.28,424.2,465.8,0
195.62,418.4,438.27,0
198.06,424.6,414.07,0
265.12,428.2,355.93,0
293.07,439.27,235.13,0
154.87,458.73,156.27,0
227.14,478.87,228.07,0
304.18,481,269.47,0
239.19,432.87,325.47,0
389.55,434.47,7.53,0
358.95,444.73,7.47,0
389.76,433.67,4.73,0
346.99,437.93,4.2,0
199.2,457.73,199.4,0
193.5,452,194.4,0
191.16,455.2,191.53,0
190.12,451.87,191.4,0
191.75,452.53,193.33,0
190.72,453.27,191.6,0
190.69,455.27,184.47,0
226.85,432.27,335.93,0
286.71,431.93,351.07,0
299.16,445.87,318.07,0
305.13,445.07,316.73,0
320.54,445.67,318.6,0
278.54,442.93,315.6,0
280.07,441.13,317.07,0
298.51,440.93,316,0
292.41,437.87,317.47,0
181.83,450.47,182.4,0
242.5,448.73,255.2,0
198.87,512.4,258.93,0
415,431.47,86.2,0
468.28,432.27,55.6,0
459.4,434,8.67,0
472.74,436.27,8.07,0
462.69,442.2,8.67,0
458.12,481.13,8.8,0
471.58,540.2,9.13,0
499.66,538.13,8.67,0
478.67,434.93,8.27,0
496.47,428.07,8.13,0
139.41,454.87,140.2,0
142.83,449.6,143.87,0
142.22,450.2,142.8,0
140.95,450.73,141.6,0
218.8,459,218.73,0
223.2,454.67,224.07,0
221.66,455,222.2,0
304.74,442.93,184.53,0
308.63,439.73,319.67,0
293.25,442,314.87,0
298.46,445.67,313.4,0
216.26,472.27,217.07,0
224.94,478.73,226,0
287.65,473,221.87,0
224.11,449.67,184.27,0
378.55,430.13,261.93,0
443.16,427.27,256.33,0
432.41,417.67,189,0
0,426.8,190.47,0
439.56,486,184.53,0
422.54,486.73,183.53,0
406.87,479.27,183.93,0
398.24,493.4,185.93,0
426.49,455,186.27,0
195.36,470.67,196.07,0
194.57,468.27,195.07,0
194.57,468.6,196.07,0
200.22,459.13,86.07,0
270.39,470.2,271.6,0
271.11,434.53,271.27,0
315.25,417.87,213.93,0
314.47,410.67,291,0
267.92,448.2,289.6,0
240.03,478.93,240.73,0
236.26,450,237.8,0
423.16,449.07,188.27,0
490.04,435.6,166.87,0
502.89,435.4,166.67,0
471.26,442.67,82.67,0
442.29,456.2,86.4,0
450.4,532.6,79.13,0
475.64,531.33,139.47,0
482.3,442,111.93,0
248.25,463.67,249.27,0
255,463.4,255.73,0
404.2,443,2.47,0
367.45,448.27,2.67,0
391.83,449.6,2.8,0
379.84,446,201.93,0
377.01,448.6,203.93,0
377.94,446.93,203.4,0
344.15,440,300.67,0
319.3,438.87,299.53,0
213.27,456.13,210.33,0
204.36,474.07,205.67,0
203.85,468.2,204.53,0
248.46,425.4,463.6,0
262.56,421.67,456.27,0
457.11,438.6,187.8,0
435.52,437.2,176.87,0
433.67,418.87,195.33,0
467.04,484.2,192.53,0
431.89,485.13,190.6,0
412.36,432.53,192.53,0
425.79,405.67,191.87,0
436.66,425.67,65.73,0
146.63,440.53,147.33,0
203.8,460.13,205.07,0
224.36,483.93,224.4,0
260.56,450.2,260.6,0
260.26,448.47,259.8,0
258.58,449.53,259.67,0
257.29,456.13,257.67,0
351.55,419.67,274.13,0
340.82,420.87,204.73,0
333.96,461.53,206.33,0
326.86,449.4,372.87,0
358.28,449.73,372.07,0
393.02,461.6,5.4,0
347.99,460.87,5.4,0
281.98,447.8,197.93,0
282.69,450.47,107.33,0
252,454.27,5.33,0
429.46,430.4,167.8,0
417.75,436.53,112.73,0
368.68,425,64,0
370.75,413.93,157.93,0
449.18,431.07,7.93,0
438.73,546.93,8.13,0
445.11,424.93,7.93,0
251.55,463.27,251.67,0
251.75,461.47,253.2,0
256.18,458.4,255.87,0
254.75,456.4,255.73,0
361.38,440,204.13,0
347.73,440.8,206.8,0
387.14,441.4,205.87,0
209.19,466,210.07,0
207.38,466.13,207.93,0
203.49,463.93,204.93,0
206.41,462.6,207.47,0
498.44,440.53,135.8,0
492.42,436.27,134.6,0
517.27,441.8,136.2,0
507.9,444.47,136.73,0
327.69,449.27,186.8,0
180.45,458.6,180.33,0
356.96,449.47,246.33,0
350.74,446.67,236.13,0
349.45,448.73,237.53,0
359.04,446.2,237.27,0
350.79,449.27,238.93,0
346.91,447.13,239.47,0
293.97,440,354.73,0
265.01,438.33,324.87,0
270.52,434.8,325.87,0
281.56,438.53,327,0
316.1,446.47,252.27,0
328.14,452.13,157.4,0
176.2,441.27,176.93,0
366.49,424.27,274.8,0
415.08,419.53,255.27,0
406.6,430.6,213.93,0
410.55,434.2,131.93,0
411.68,429.4,130.47,0
410.62,431.93,80.67,0
440.05,433.33,78.93,0
458.42,434.07,76.27,0
148.03,452,67.87,0
122.91,461.4,123.6,0
197.21,470.47,197.33,0
279.62,475.07,279.87,0
247.64,452.33,174.27,0
257.34,450.07,220.67,0
317.75,434.27,144.6,0
310.63,433.2,147.73,0
327.73,435.8,145.47,0
295.49,450.93,154.2,0
286.89,452.47,143,0
206.26,475.2,203.47,0
197.43,449.8,199.53,0
153.08,440.73,154.6,0
431.99,459.47,164.6,0
454.41,448.6,161.8,0
466.27,452.07,163.47,0
458.67,444,161.2,0
475.91,454.13,149.2,0
494.04,452.73,127.07,0
491.95,424,129.87,0
507.62,423.2,128.8,0
367.89,436.4,7.47,0
206.18,462.6,205.47,0
256.69,446.87,258.13,0
258.23,446.2,259.6,0
256.48,445.67,258.53,0
275.2,426,167.73,0
333.94,421.13,169.53,0
324.59,440.2,298.6,0
316.7,457.73,351.93,0
295.21,449.87,347.07,0
293.12,448.33,345.47,0
332.86,450.07,303.4,0
173.03,472.27,173.93,0
170.76,448.07,172.27,0
169.91,446.07,171.33,0
393.52,444.13,199.4,0
412.47,445.2,170.2,0
404.57,439.33,185.73,0
416.21,444.27,187.27,0
445.96,458.13,188.93,0
226.46,438.27,226.4,0
222.29,439.27,223,0
239.49,427.07,137.07,0
285.91,432.53,297.47,0
308.95,429.53,291.47,0
270.5,449,320.33,0
325.92,446.07,344.6,0
326.03,450.27,306.2,0
292.49,451.33,140.13,0
317.73,447.67,176.93,0
316.17,448.07,136.53,0
238.32,447.4,239.8,0
233.43,450.93,235.2,0
229.88,446.6,230.53,0
400.85,459.73,187,0
432.51,449.8,183.13,0
516.8,433.2,115.4,0
244.05,427.93,243.8,0
248.93,422.2,249.93,0
414.11,454.73,212.6,0
375.58,428.13,245.8,0
384.39,420.27,245.27,0
375.91,422.4,234.93,0
340.08,418.2,234.6,0
375.26,422.47,239,0
388.22,419.47,236.2,0
167.28,441.13,168.33,0
392.17,415.27,151.27,0
422.04,420.53,190.67,0
414.41,416.47,189,0
407.5,409.53,187.47,0
385.61,421,5.47,0
249.87,428.8,249.87,0
246.28,431.53,247.4,0
243.65,415.6,244.27,0
238.97,398.87,239.4,0
252.58,404,253.67,0
269.35,395,269.67,0
401.57,425.6,180.13,0
385.86,419.4,323.6,0
360.17,389,204.27,0
339.86,388.8,204.87,0
331.8,433.27,256.8,0
373.09,421.93,126.67,0
373.35,420.2,90.87,0
372.23,410.67,275.6,0
370.75,409.33,276.13,0
210.52,426.4,210.47,0
210.61,404.4,211.4,0
420.5,406.93,76.93,0
392.11,403.6,75.53,0
369.74,401.67,73.93,0
302.48,404.27,76.07,0
205.47,401.87,108.8,0
224.28,384.8,314,0
239.21,415.93,240.2,0
227,416.07,228.2,0
227.44,411.67,227.2,0
317.93,404,211.67,0
382.55,404.67,206.6,0
406.38,398.4,280.53,0
379.89,396.47,214.4,0
364.33,392.8,226.2,0
350.78,386.87,341.47,0
373.02,400.93,125.8,0
381.45,436.2,302.47,0
245.25,440,187.8,0
258.07,419.47,189.4,0
276.29,413.6,188.33,0
262.36,411.27,200.87,0
463.19,380.87,192.67,0
465.49,410.47,151.33,0
454.75,409.07,145.8,0
482.61,416.87,150.27,0
507.21,417.87,150.93,0
534.55,419.13,150.67,0
264.28,427.6,209.47,0
208.72,419.13,210,0
215.97,426.6,216.6,0
215.65,411.27,216.2,0
212.24,408,213.8,0
212.31,410.73,212.93,0
208,408.33,208.87,0
207.54,406.67,208.4,0
406.31,368.47,355.47,0
395.29,370.2,199.53,0
412.03,410.67,201.2,0
430.85,464.2,200,0
374.15,410.13,139.6,0
415.09,410.13,140.67,0
346.05,405.6,245.33,0
346.36,396.13,371.2,0
318.71,394.53,368.47,0
308.45,401.6,311.27,0
255.92,427.87,212.8,0
229.11,441.8,231.67,0
141.75,406.73,142.8,0
378.18,425.6,197.33,0
440.75,436.67,193.8,0
452.85,424.73,191.93,0
496.06,446.6,113.67,0
230.74,431.93,232,0
345.14,421,224.2,0
0,420.83,228.33,0
307.21,411.27,329.93,0
292.01,409.73,329.67,0
337.54,410.8,327.6,0
316.25,408.4,326.07,0
210.13,446.53,211.4,0
209.13,448,210.53,0
470.87,440.67,193.93,0
491.77,440.2,194.8,0
501.97,455.4,119.2,0
539.49,446.73,110,0
556.31,443.73,7.2,0
367.61,437.13,197.27,0
226.43,429,227.8,0
227.68,427.93,227.8,0
230.57,420.33,231.4,0
376.24,430.87,280.27,0
378.25,438,276,0
371.81,441.27,275.07,0
354.21,438.53,272.33,0
288.89,435.47,246.47,0
232.54,464.2,234.07,0
478.22,453.47,194.6,0
457.57,448.2,147.8,0
429.4,442.33,190.13,0
260.16,433.07,207.2,0
231.33,436,232.8,0
235.02,437.8,236.13,0
233.59,443.73,236,0
228.77,441.73,229.6,0
369.48,409.87,255.47,0
375.83,410,254.27,0
366.73,452.07,235.8,0
330.41,444.93,235.87,0
339.83,447,236.87,0
331.99,446.53,236.53,0
321.69,439.4,299.33,0
310.32,440.6,301,0
238.51,468.8,239.2,0
241.78,467.53,243.47,0
233.3,438.13,234.8,0
231.99,443.8,232.8,0
233.1,437.07,234.2,0
292.93,451.47,222.6,0
480.5,440.13,255.93,0
502.44,444.07,165.6,0
553.77,457.2,87.87,0
523.32,448.07,101.73,0
538.79,438.87,105.6,0
550.13,439.4,46.13,0
555.28,440.73,88.47,0
537.12,442.27,82.13,0
250.96,441.73,251.6,0
307.03,423.13,207.67,0
491.56,430.73,122.6,0
415.63,429.53,203.47,0
435.96,433,203.2,0
429.9,431.8,201.93,0
399.09,429.2,201.6,0
377.59,429.47,201.13,0
390.18,429.67,202.27,0
418.06,427.27,235.13,0
261.41,451.2,261.2,0
257.68,441.27,258.47,0
255.22,437.73,256.87,0
314.72,443.27,315.27,0
452.27,442.27,314.53,0
506.25,441.2,243.33,0
481.87,455.2,88.87,0
477.65,445.53,116.93,0
476.39,439,139.93,0
483.5,434.87,151.87,0
484.41,439.73,133.93,0
451.38,433.13,142,0
441.14,438.47,164.67,0
255.43,449.8,193.67,0
241.37,437.87,242.8,0
354.15,407.2,188,0
440.43,430.13,196.67,0
440.95,434.2,202.73,0
437.73,435,201.33,0
437.94,433.4,202.33,0
406.31,435,198.87,0
397.63,439.2,200,0
365.96,430.07,228.53,0
368.05,425.2,308.93,0
373.95,430.4,309.67,0
300.67,444.67,220.47,0
278.23,437.93,279.13,0
282.18,439.4,283.2,0
278.8,441.33,280.87,0
275.13,437.6,276.8,0
275.22,437.33,276.8,0
278.66,439.13,280.67,0
337.68,414.2,220.93,0
452.87,424.6,86.47,0
516.84,419.47,7.07,0
522.95,470.93,8.07,0
506.26,470.4,8,0
510.84,464.73,8.13,0
507.28,442.8,194.67,0
475.74,440,193.33,0
463.99,443.93,192.07,0
216.1,462.07,216.47,0
300.8,413.27,302.13,0
287.71,439.73,288.87,0
285.78,440.2,287.73,0
283.42,437.8,284.6,0
414.73,403.33,201.93,0
423.93,406.2,202.2,0
446.3,436.27,200.73,0
437.63,435.67,201.6,0
418.97,426.93,199.13,0
377.52,434.87,197.53,0
374.04,430.53,299.73,0
394.22,437,261.87,0
