month,day,hour,min,n_px,n_p
1,2,8,15,3.44,0.101
1,2,8,30,3.4,0.102
1,2,8,45,3.36,0.1
1,2,9,0,3.3,0.101
1,2,9,15,3.25,0.102
1,2,9,30,3.18,0.101
1,2,9,45,3.1,0.101
1,2,10,0,3.03,0.101
1,2,10,15,2.95,0.102
1,2,10,30,2.88,0.1
1,2,10,45,2.82,0.1
1,2,11,0,2.75,0.1
1,2,11,15,2.68,0.102
1,2,11,30,2.62,0.101
1,2,11,45,2.56,0.101
1,2,12,0,2.5,0.101
1,2,12,15,2.45,0.1
1,2,12,30,2.39,0.103
1,2,12,45,2.34,0.101
1,2,13,0,2.29,0.101
1,2,13,15,2.24,0.101
1,2,13,30,2.2,0.101
1,2,13,45,2.15,0.103
1,2,14,0,2.11,0.101
1,2,14,15,2.08,0.102
1,2,14,30,2.05,0.101
1,2,14,45,2.03,0.101
1,2,15,0,2.01,0.101
1,2,15,15,1.99,0.101
1,2,15,30,1.97,0.101
1,2,15,45,1.96,0.102
1,2,16,0,1.95,0.1
1,2,16,15,1.94,0.103
1,2,16,30,1.92,0.101
1,2,16,45,1.91,0.1
1,2,17,0,1.9,0.1
1,2,17,15,1.89,0.102
1,2,17,30,1.89,0.102
1,2,17,45,1.9,0.1
1,2,18,0,1.9,0.101
1,2,18,15,1.91,0.101
1,2,18,30,1.91,0.103
1,2,18,45,1.92,0.1
1,2,19,0,1.93,0.101
1,2,19,15,1.93,0.104
1,2,19,30,1.93,0.103
1,2,19,45,1.94,0.106
1,2,20,0,1.94,0.105
1,2,20,15,1.94,0.104
1,2,20,30,1.95,0.107
1,2,20,45,1.96,0.107
1,2,21,0,1.97,0.105
1,2,21,15,1.99,0.104
1,2,21,30,2.03,0.103
1,2,21,45,2.06,0.106
1,2,22,0,2.09,0.105
1,2,22,15,2.13,0.103
1,2,22,30,2.17,0.102
1,2,22,45,2.21,0.103
1,2,23,0,2.25,0.103
1,2,23,15,2.29,0.105
1,2,23,30,2.33,0.107
1,2,23,45,2.38,0.106
1,3,0,0,2.44,0.105
1,3,0,15,2.49,0.105
1,3,0,30,2.54,0.105
1,3,0,45,2.6,0.105
1,3,1,0,2.64,0.104
1,3,1,15,2.68,0.101
1,3,1,30,2.72,0.103
1,3,1,45,2.76,0.101
1,3,2,0,2.8,0.104
1,3,2,15,2.85,0.101
1,3,2,30,2.88,0.104
1,3,2,45,2.92,0.1
1,3,3,0,2.96,0.101
1,3,3,15,3,0.101
1,3,3,30,3.04,0.103
1,3,3,45,3.08,0.102
1,3,4,0,3.13,0.104
1,3,4,15,3.17,0.101
1,3,4,30,3.21,0.101
1,3,4,45,3.26,0.1
1,3,5,0,3.3,0.1
1,3,5,15,3.35,0.101
1,3,5,30,3.39,0.1
1,3,5,45,3.43,0.101
1,3,6,0,3.46,0.101
1,3,6,15,3.49,0.101
1,3,6,30,3.52,0.101
1,3,6,45,3.52,0.1
1,3,7,0,3.49,0.1
1,3,7,15,3.45,0.101
1,3,7,30,3.42,0.101
1,3,7,45,3.37,0.101
1,3,8,0,3.32,0.1
1,3,8,15,3.26,0.101
1,3,8,30,3.21,0.1
1,3,8,45,3.15,0.102
1,3,9,0,3.1,0.1
1,3,9,15,3.04,0.1
1,3,9,30,2.98,0.1
1,3,9,45,2.92,0.101
1,3,10,0,2.86,0.1
1,3,10,15,2.8,0.1
1,3,10,30,2.74,0.101
1,3,10,45,2.69,0.1
1,3,11,0,2.64,0.1
1,3,11,15,2.58,0.1
1,3,11,30,2.53,0.1
1,3,11,45,2.47,0.101
1,3,12,0,2.42,0.101
1,3,12,15,2.37,0.101
1,3,12,30,2.32,0.101
1,3,12,45,2.27,0.101
1,3,13,0,2.21,0.101
1,3,13,15,2.16,0.102
1,3,13,30,2.13,0.1
1,3,13,45,2.1,0.102
1,3,14,0,2.07,0.101
1,3,14,15,2.04,0.101
1,3,14,30,2.01,0.1
1,3,14,45,1.99,0.1
1,3,15,0,1.96,0.101
1,3,15,15,1.95,0.1
1,3,15,30,1.93,0.101
1,3,15,45,1.91,0.1
1,3,16,0,1.9,0.1
1,3,16,15,1.88,0.1
1,3,16,30,1.87,0.1
1,3,16,45,1.86,0.101
1,3,17,0,1.87,0.101
1,3,17,15,1.88,0.1
1,3,17,30,1.9,0.101
1,3,17,45,1.91,0.1
1,3,18,0,1.91,0.101
1,3,18,15,1.91,0.101
1,3,18,30,1.91,0.1
1,3,18,45,1.92,0.1
1,3,19,0,1.92,0.1
1,3,19,15,1.92,0.1
1,3,19,30,1.91,0.101
1,3,19,45,1.91,0.1
1,3,20,0,1.9,0.1
1,3,20,15,1.89,0.101
1,3,20,30,1.89,0.1
1,3,20,45,1.88,0.1
1,3,21,0,1.88,0.101
1,3,21,15,1.89,0.103
1,3,21,30,1.9,0.101
1,3,21,45,1.92,0.101
1,3,22,0,1.94,0.101
1,3,22,15,1.97,0.101
1,3,22,30,2,0.1
1,3,22,45,2.04,0.1
1,3,23,0,2.07,0.1
1,3,23,15,2.12,0.1
1,3,23,30,2.16,0.101
1,3,23,45,2.21,0.101
1,4,0,0,2.27,0.101
1,4,0,15,2.32,0.1
1,4,0,30,2.37,0.101
1,4,0,45,2.43,0.101
1,4,1,0,2.49,0.1
1,4,1,15,2.53,0.1
1,4,1,30,2.59,0.1
1,4,1,45,2.64,0.1
1,4,2,0,2.69,0.1
1,4,2,15,2.75,0.101
1,4,2,30,2.81,0.1
1,4,2,45,2.86,0.1
1,4,3,0,2.92,0.1
1,4,3,15,2.97,0.1
1,4,3,30,3.03,0.101
1,4,3,45,3.08,0.102
1,4,4,0,3.14,0.101
1,4,4,15,3.2,0.102
1,4,4,30,3.24,0.1
1,4,4,45,3.3,0.1
1,4,5,0,3.36,0.1
1,4,5,15,3.41,0.101
1,4,5,30,3.45,0.1
1,4,5,45,3.5,0.1
1,4,6,0,3.54,0.1
1,4,6,15,3.57,0.101
1,4,6,30,3.6,0.1
1,4,6,45,3.61,0.1
1,4,7,0,3.61,0.101
1,4,7,15,3.6,0.1
1,4,7,30,3.57,0.1
1,4,7,45,3.53,0.1
1,4,8,0,3.49,0.1
1,4,8,15,3.45,0.101
1,4,8,30,3.39,0.1
1,4,8,45,3.34,0.1
1,4,9,0,3.28,0.1
1,4,9,15,3.22,0.1
1,4,9,30,3.15,0.1
1,4,9,45,3.09,0.1
1,4,10,0,3.03,0.101
1,4,10,15,2.97,0.101
1,4,10,30,2.91,0.103
1,4,10,45,2.85,0.101
1,4,11,0,2.79,0.101
1,4,11,15,2.73,0.103
1,4,11,30,2.68,0.103
1,4,11,45,2.62,0.105
1,4,12,0,2.57,0.101
1,4,12,15,2.53,0.105
1,4,12,30,2.5,0.105
1,4,12,45,2.45,0.101
1,4,13,0,2.42,0.103
1,4,13,15,2.38,0.102
1,4,13,30,2.34,0.104
1,4,13,45,2.31,0.105
1,4,14,0,2.27,0.108
1,4,14,15,2.24,0.105
1,4,14,30,2.2,0.101
1,4,14,45,2.17,0.103
1,4,15,0,2.15,0.101
1,4,15,15,2.12,0.103
1,4,15,30,2.1,0.103
1,4,15,45,2.07,0.101
1,4,16,0,2.05,0.103
1,4,16,15,2.03,0.105
1,4,16,30,2.01,0.104
1,4,16,45,1.99,0.105
1,4,17,0,1.97,0.106
1,4,17,15,1.95,0.108
1,4,17,30,1.93,0.107
1,4,17,45,1.92,0.106
1,4,18,0,1.9,0.109
1,4,18,15,1.88,0.109
1,4,18,30,1.86,0.109
1,4,18,45,1.85,0.108
1,4,19,0,1.82,0.109
1,4,19,15,1.81,0.109
1,4,19,30,1.81,0.108
1,4,19,45,1.8,0.109
1,4,20,0,1.79,0.107
1,4,20,15,1.78,0.107
1,4,20,30,1.77,0.108
1,4,20,45,1.77,0.105
1,4,21,0,1.76,0.107
1,4,21,15,1.76,0.104
1,4,21,30,1.77,0.106
1,4,21,45,1.77,0.103
1,4,22,0,1.79,0.107
1,4,22,15,1.81,0.108
1,4,22,30,1.84,0.105
1,4,22,45,1.87,0.105
1,4,23,0,1.91,0.103
1,4,23,15,1.95,0.104
1,4,23,30,1.99,0.105
1,4,23,45,2.04,0.104
1,5,0,0,2.08,0.103
1,5,0,15,2.13,0.103
1,5,0,30,2.18,0.101
1,5,0,45,2.23,0.103
1,5,1,0,2.28,0.103
1,5,1,15,2.32,0.103
1,5,1,30,2.37,0.102
1,5,1,45,2.41,0.102
1,5,2,0,2.46,0.103
1,5,2,15,2.51,0.101
1,5,2,30,2.55,0.1
1,5,2,45,2.59,0.103
1,5,3,0,2.64,0.104
1,5,3,15,2.68,0.103
1,5,3,30,2.73,0.103
1,5,3,45,2.77,0.101
1,5,4,0,2.82,0.103
1,5,4,15,2.86,0.102
1,5,4,30,2.91,0.104
1,5,4,45,2.96,0.1
1,5,5,0,3,0.105
1,5,5,15,3.05,0.103
1,5,5,30,3.09,0.101
1,5,5,45,3.13,0.101
1,5,6,0,3.17,0.101
1,5,6,15,3.2,0.103
1,5,6,30,3.23,0.102
1,5,6,45,3.25,0.101
1,5,7,0,3.27,0.101
1,5,7,15,3.27,0.101
1,5,7,30,3.25,0.101
1,5,7,45,3.22,0.1
1,5,8,0,3.17,0.1
1,5,8,15,3.11,0.1
1,5,8,30,3.06,0.101
1,5,8,45,3,0.1
1,5,9,0,2.93,0.1
1,5,9,15,2.87,0.1
1,5,9,30,2.81,0.1
1,5,9,45,2.75,0.1
1,5,10,0,2.68,0.101
1,5,10,15,2.62,0.1
1,5,10,30,2.56,0.101
1,5,10,45,2.51,0.101
1,5,11,0,2.45,0.1
1,5,11,15,2.4,0.101
1,5,11,30,2.35,0.1
1,5,11,45,2.3,0.1
1,5,12,0,2.25,0.101
1,5,12,15,2.21,0.1
1,5,12,30,2.17,0.1
1,5,12,45,2.14,0.1
1,5,13,0,2.11,0.1
1,5,13,15,2.07,0.1
1,5,13,30,2.04,0.101
1,5,13,45,2,0.1
1,5,14,0,1.97,0.1
1,5,14,15,1.94,0.1
1,5,14,30,1.91,0.1
1,5,14,45,1.88,0.1
1,5,15,0,1.86,0.1
1,5,15,15,1.83,0.1
1,5,15,30,1.8,0.1
1,5,15,45,1.78,0.1
1,5,16,0,1.75,0.1
1,5,16,15,1.73,0.1
1,5,16,30,1.7,0.1
1,5,16,45,1.67,0.1
1,5,17,0,1.65,0.1
1,5,17,15,1.65,0.1
1,5,17,30,1.65,0.1
1,5,17,45,1.65,0.1
1,5,18,0,1.65,0.1
1,5,18,15,1.66,0.1
1,5,18,30,1.67,0.1
1,5,18,45,1.68,0.1
1,5,19,0,1.7,0.1
1,5,19,15,1.7,0.1
1,5,19,30,1.72,0.1
1,5,19,45,1.73,0.1
1,5,20,0,1.74,0.1
1,5,20,15,1.74,0.1
1,5,20,30,1.75,0.1
1,5,20,45,1.76,0.101
1,5,21,0,1.77,0.1
1,5,21,15,1.78,0.101
1,5,21,30,1.8,0.1
1,5,21,45,1.82,0.1
1,5,22,0,1.85,0.1
1,5,22,15,1.88,0.1
1,5,22,30,1.9,0.1
1,5,22,45,1.94,0.101
1,5,23,0,1.97,0.1
1,5,23,15,2.01,0.1
1,5,23,30,2.05,0.1
1,5,23,45,2.09,0.1
1,6,0,0,2.13,0.1
1,6,0,15,2.18,0.101
1,6,0,30,2.23,0.1
1,6,0,45,2.28,0.1
1,6,1,0,2.34,0.1
1,6,1,15,2.39,0.1
1,6,1,30,2.44,0.101
1,6,1,45,2.5,0.1
1,6,2,0,2.56,0.1
1,6,2,15,2.61,0.1
1,6,2,30,2.67,0.1
1,6,2,45,2.72,0.1
1,6,3,0,2.78,0.1
1,6,3,15,2.83,0.1
1,6,3,30,2.89,0.1
1,6,3,45,2.95,0.1
1,6,4,0,3,0.1
1,6,4,15,3.06,0.1
1,6,4,30,3.11,0.1
1,6,4,45,3.17,0.1
1,6,5,0,3.2,0.1
1,6,5,15,3.24,0.1
1,6,5,30,3.27,0.1
1,6,5,45,3.3,0.1
1,6,6,0,3.33,0.1
1,6,6,15,3.36,0.1
1,6,6,30,3.38,0.1
1,6,6,45,3.4,0.1
1,6,7,0,3.41,0.1
1,6,7,15,3.42,0.1
1,6,7,30,3.42,0.1
1,6,7,45,3.41,0.1
1,6,8,0,3.39,0.1
1,6,8,15,3.37,0.1
1,6,8,30,3.33,0.1
1,6,8,45,3.29,0.1
1,6,9,0,3.23,0.1
1,6,9,15,3.17,0.1
1,6,9,30,3.1,0.1
1,6,9,45,3.02,0.1
1,6,10,0,2.94,0.1
1,6,10,15,2.87,0.1
1,6,10,30,2.79,0.1
1,6,10,45,2.71,0.1
1,6,11,0,2.64,0.1
1,6,11,15,2.57,0.1
1,6,11,30,2.5,0.1
1,6,11,45,2.45,0.1
1,6,12,0,2.39,0.1
1,6,12,15,2.34,0.1
1,6,12,30,2.29,0.1
1,6,12,45,2.25,0.1
1,6,13,0,2.22,0.1
1,6,13,15,2.19,0.1
1,6,13,30,2.16,0.1
1,6,13,45,2.14,0.1
1,6,14,0,2.11,0.1
1,6,14,15,2.09,0.1
1,6,14,30,2.06,0.1
1,6,14,45,2.04,0.1
1,6,15,0,2.02,0.1
1,6,15,15,2,0.1
1,6,15,30,1.98,0.1
1,6,15,45,1.97,0.1
1,6,16,0,1.95,0.1
1,6,16,15,1.94,0.1
1,6,16,30,1.92,0.1
1,6,16,45,1.9,0.1
1,6,17,0,1.89,0.1
1,6,17,15,1.87,0.1
1,6,17,30,1.87,0.1
1,6,17,45,1.88,0.1
1,6,18,0,1.88,0.1
1,6,18,15,1.89,0.1
1,6,18,30,1.89,0.1
1,6,18,45,1.9,0.1
1,6,19,0,1.9,0.1
1,6,19,15,1.91,0.1
1,6,19,30,1.91,0.1
1,6,19,45,1.91,0.1
1,6,20,0,1.92,0.1
1,6,20,15,1.92,0.1
1,6,20,30,1.92,0.1
1,6,20,45,1.93,0.1
1,6,21,0,1.94,0.1
1,6,21,15,1.96,0.1
1,6,21,30,1.99,0.1
1,6,21,45,2.02,0.1
1,6,22,0,2.05,0.1
1,6,22,15,2.08,0.1
1,6,22,30,2.12,0.1
1,6,22,45,2.16,0.1
1,6,23,0,2.2,0.1
1,6,23,15,2.25,0.1
1,6,23,30,2.3,0.1
1,6,23,45,2.34,0.1
1,7,0,0,2.4,0.1
1,7,0,15,2.44,0.1
1,7,0,30,2.49,0.1
1,7,0,45,2.54,0.1
1,7,1,0,2.59,0.1
1,7,1,15,2.65,0.1
1,7,1,30,2.69,0.1
1,7,1,45,2.74,0.1
1,7,2,0,2.79,0.1
1,7,2,15,2.83,0.1
1,7,2,30,2.88,0.1
1,7,2,45,2.92,0.1
1,7,3,0,2.98,0.1
1,7,3,15,3.02,0.1
1,7,3,30,3.07,0.1
1,7,3,45,3.11,0.1
1,7,4,0,3.16,0.1
1,7,4,15,3.2,0.1
1,7,4,30,3.25,0.1
1,7,4,45,3.28,0.1
1,7,5,0,3.29,0.1
1,7,5,15,3.31,0.1
1,7,5,30,3.33,0.1
1,7,5,45,3.33,0.1
1,7,6,0,3.34,0.1
1,7,6,15,3.34,0.1
1,7,6,30,3.33,0.1
1,7,6,45,3.31,0.1
1,7,7,0,3.29,0.1
1,7,7,15,3.27,0.1
1,7,7,30,3.23,0.1
1,7,7,45,3.18,0.1
1,7,8,0,3.12,0.1
1,7,8,15,3.07,0.1
1,7,8,30,3.02,0.1
1,7,8,45,2.95,0.1
1,7,9,0,2.89,0.1
1,7,9,15,2.83,0.1
1,7,9,30,2.77,0.1
1,7,9,45,2.71,0.1
1,7,10,0,2.64,0.1
1,7,10,15,2.58,0.1
1,7,10,30,2.52,0.1
1,7,10,45,2.46,0.1
1,7,11,0,2.4,0.1
1,7,11,15,2.35,0.1
1,7,11,30,2.29,0.1
1,7,11,45,2.24,0.1
1,7,12,0,2.18,0.1
1,7,12,15,2.13,0.1
1,7,12,30,2.09,0.1
1,7,12,45,2.05,0.1
1,7,13,0,2.02,0.1
1,7,13,15,1.98,0.1
1,7,13,30,1.94,0.1
1,7,13,45,1.91,0.1
1,7,14,0,1.87,0.1
1,7,14,15,1.83,0.1
1,7,14,30,1.8,0.1
1,7,14,45,1.76,0.1
1,7,15,0,1.74,0.1
1,7,15,15,1.71,0.1
1,7,15,30,1.69,0.1
1,7,15,45,1.66,0.1
1,7,16,0,1.65,0.1
1,7,16,15,1.66,0.1
1,7,16,30,1.66,0.1
1,7,16,45,1.67,0.1
1,7,17,0,1.68,0.1
1,7,17,15,1.68,0.1
1,7,17,30,1.69,0.1
1,7,17,45,1.7,0.1
1,7,18,0,1.71,0.1
1,7,18,15,1.71,0.1
1,7,18,30,1.72,0.1
1,7,18,45,1.72,0.1
1,7,19,0,1.73,0.1
1,7,19,15,1.74,0.1
1,7,19,30,1.74,0.1
1,7,19,45,1.75,0.1
1,7,20,0,1.76,0.1
1,7,20,15,1.77,0.1
1,7,20,30,1.77,0.1
1,7,20,45,1.78,0.1
1,7,21,0,1.79,0.1
1,7,21,15,1.8,0.1
1,7,21,30,1.82,0.1
1,7,21,45,1.83,0.1
1,7,22,0,1.85,0.1
1,7,22,15,1.87,0.1
1,7,22,30,1.91,0.1
1,7,22,45,1.94,0.1
1,7,23,0,1.98,0.1
1,7,23,15,2.02,0.1
1,7,23,30,2.06,0.1
1,7,23,45,2.11,0.1
1,8,0,0,2.16,0.1
1,8,0,15,2.2,0.1
1,8,0,30,2.26,0.1
1,8,0,45,2.31,0.1
1,8,1,0,2.37,0.1
1,8,1,15,2.42,0.1
1,8,1,30,2.49,0.1
1,8,1,45,2.55,0.1
1,8,2,0,2.61,0.1
1,8,2,15,2.67,0.1
1,8,2,30,2.73,0.1
1,8,2,45,2.79,0.1
1,8,3,0,2.85,0.1
1,8,3,15,2.91,0.1
1,8,3,30,2.97,0.1
1,8,3,45,3.03,0.1
1,8,4,0,3.09,0.1
1,8,4,15,3.15,0.1
1,8,4,30,3.21,0.1
1,8,4,45,3.24,0.1
1,8,5,0,3.28,0.1
1,8,5,15,3.32,0.1
1,8,5,30,3.35,0.1
1,8,5,45,3.38,0.1
1,8,6,0,3.41,0.1
1,8,6,15,3.44,0.1
1,8,6,30,3.45,0.1
1,8,6,45,3.46,0.1
1,8,7,0,3.47,0.1
1,8,7,15,3.46,0.1
1,8,7,30,3.45,0.1
1,8,7,45,3.42,0.1
1,8,8,0,3.37,0.1
1,8,8,15,3.32,0.1
1,8,8,30,3.26,0.1
1,8,8,45,3.19,0.1
1,8,9,0,3.12,0.1
1,8,9,15,3.06,0.1
1,8,9,30,2.99,0.1
1,8,9,45,2.92,0.1
1,8,10,0,2.85,0.1
1,8,10,15,2.78,0.1
1,8,10,30,2.71,0.1
1,8,10,45,2.64,0.1
1,8,11,0,2.58,0.1
1,8,11,15,2.52,0.1
1,8,11,30,2.46,0.1
1,8,11,45,2.4,0.1
1,8,12,0,2.34,0.1
1,8,12,15,2.27,0.1
1,8,12,30,2.21,0.1
1,8,12,45,2.16,0.1
1,8,13,0,2.1,0.1
1,8,13,15,2.05,0.1
1,8,13,30,2,0.1
1,8,13,45,1.94,0.1
1,8,14,0,1.91,0.1
1,8,14,15,1.87,0.1
1,8,14,30,1.84,0.1
1,8,14,45,1.81,0.1
1,8,15,0,1.79,0.1
1,8,15,15,1.76,0.1
1,8,15,30,1.74,0.1
1,8,15,45,1.73,0.1
1,8,16,0,1.72,0.1
1,8,16,15,1.71,0.1
1,8,16,30,1.72,0.1
1,8,16,45,1.73,0.1
1,8,17,0,1.74,0.1
1,8,17,15,1.74,0.1
1,8,17,30,1.75,0.1
1,8,17,45,1.76,0.1
1,8,18,0,1.78,0.1
1,8,18,15,1.79,0.1
1,8,18,30,1.8,0.1
1,8,18,45,1.82,0.1
1,8,19,0,1.82,0.1
1,8,19,15,1.83,0.1
1,8,19,30,1.85,0.1
1,8,19,45,1.85,0.1
1,8,20,0,1.86,0.1
1,8,20,15,1.88,0.1
1,8,20,30,1.89,0.1
1,8,20,45,1.91,0.1
1,8,21,0,1.92,0.1
1,8,21,15,1.95,0.1
1,8,21,30,1.97,0.1
1,8,21,45,2,0.1
1,8,22,0,2.03,0.1
1,8,22,15,2.05,0.1
1,8,22,30,2.08,0.1
1,8,22,45,2.11,0.1
1,8,23,0,2.14,0.1
1,8,23,15,2.18,0.1
1,8,23,30,2.22,0.1
1,8,23,45,2.27,0.1
1,9,0,0,2.32,0.1
1,9,0,15,2.37,0.1
1,9,0,30,2.43,0.1
1,9,0,45,2.49,0.1
1,9,1,0,2.54,0.1
1,9,1,15,2.61,0.1
1,9,1,30,2.66,0.1
1,9,1,45,2.72,0.1
1,9,2,0,2.78,0.1
1,9,2,15,2.83,0.1
1,9,2,30,2.9,0.1
1,9,2,45,2.96,0.1
1,9,3,0,3.02,0.1
1,9,3,15,3.08,0.1
1,9,3,30,3.14,0.1
1,9,3,45,3.2,0.1
1,9,4,0,3.23,0.1
1,9,4,15,3.27,0.1
1,9,4,30,3.31,0.1
1,9,4,45,3.35,0.1
1,9,5,0,3.38,0.1
1,9,5,15,3.42,0.1
1,9,5,30,3.45,0.1
1,9,5,45,3.48,0.1
1,9,6,0,3.51,0.1
1,9,6,15,3.54,0.1
1,9,6,30,3.56,0.1
1,9,6,45,3.57,0.1
1,9,7,0,3.58,0.1
1,9,7,15,3.59,0.1
1,9,7,30,3.59,0.1
1,9,7,45,3.58,0.1
1,9,8,0,3.57,0.1
1,9,8,15,3.53,0.1
1,9,8,30,3.48,0.1
1,9,8,45,3.43,0.1
1,9,9,0,3.36,0.1
1,9,9,15,3.3,0.1
1,9,9,30,3.24,0.1
1,9,9,45,3.17,0.1
1,9,10,0,3.1,0.1
1,9,10,15,3.03,0.1
1,9,10,30,2.96,0.1
1,9,10,45,2.89,0.1
1,9,11,0,2.82,0.1
1,9,11,15,2.76,0.1
1,9,11,30,2.69,0.1
1,9,11,45,2.62,0.1
1,9,12,0,2.56,0.1
1,9,12,15,2.5,0.1
1,9,12,30,2.43,0.1
1,9,12,45,2.37,0.1
1,9,13,0,2.32,0.1
1,9,13,15,2.27,0.1
1,9,13,30,2.24,0.1
1,9,13,45,2.2,0.1
1,9,14,0,2.17,0.1
1,9,14,15,2.13,0.1
1,9,14,30,2.09,0.1
1,9,14,45,2.06,0.1
1,9,15,0,2.03,0.1
1,9,15,15,2.01,0.1
1,9,15,30,1.99,0.1
1,9,15,45,1.99,0.1
1,9,16,0,1.99,0.1
1,9,16,15,1.98,0.1
1,9,16,30,1.98,0.1
1,9,16,45,1.99,0.1
1,9,17,0,2,0.1
1,9,17,15,2,0.1
1,9,17,30,2.01,0.1
1,9,17,45,2.01,0.1
1,9,18,0,2.02,0.1
1,9,18,15,2.03,0.1
1,9,18,30,2.03,0.1
1,9,18,45,2.04,0.1
1,9,19,0,2.05,0.1
1,9,19,15,2.05,0.1
1,9,19,30,2.06,0.1
1,9,19,45,2.06,0.1
1,9,20,0,2.06,0.1
1,9,20,15,2.06,0.1
1,9,20,30,2.06,0.1
1,9,20,45,2.07,0.1
1,9,21,0,2.07,0.1
1,9,21,15,2.09,0.1
1,9,21,30,2.11,0.1
1,9,21,45,2.13,0.1
1,9,22,0,2.16,0.1
1,9,22,15,2.2,0.1
1,9,22,30,2.23,0.1
1,9,22,45,2.27,0.1
1,9,23,0,2.31,0.1
1,9,23,15,2.35,0.1
1,9,23,30,2.39,0.1
1,9,23,45,2.44,0.1
1,10,0,0,2.5,0.1
1,10,0,15,2.55,0.1
1,10,0,30,2.61,0.1
1,10,0,45,2.66,0.1
1,10,1,0,2.71,0.1
1,10,1,15,2.76,0.1
1,10,1,30,2.8,0.1
1,10,1,45,2.85,0.1
1,10,2,0,2.9,0.1
1,10,2,15,2.95,0.1
