month_day_hour_min,p_uiip,p_f,p_pu
27608,21.46,31.53,50.1
27609,21.75,31.6,50.3
27610,21.65,31.78,51.63
27611,21.85,31.97,51.8
27612,21.92,31.84,51.89
27613,21.71,31.73,51.69
27614,21.9,31.9,51.77
27615,21.9,31.97,51.91
27616,22.05,32.07,51.91
27617,21.95,32.19,52.02
27618,21.97,32.07,52
27619,22.04,31.94,51.9
27620,22.16,32.25,52.12
27621,22.06,32.16,52.03
27622,21.94,32.08,52.14
27623,21.97,32.08,52.01
27624,21.97,32.07,52.08
27625,22,32.19,51.95
27626,21.99,32.1,51.99
27627,22.07,32.11,51.99
27628,21.89,32.1,52.14
27629,21.73,32.18,52.11
27630,22.98,32.17,52.2
27631,23.42,32.3,52.14
27632,23.43,32.39,52.27
27633,23.11,32.39,52.21
27634,23.04,32.33,52.12
27635,22.54,32.47,52.23
27636,21.79,32.63,52.37
27637,21.46,32.65,52.41
27638,20.99,32.81,52.6
27639,20.88,32.9,52.83
27640,20.99,33.04,52.91
27641,21.02,33.04,52.93
27642,20.97,33.14,53.04
27643,20.96,33.27,52.97
27644,22.82,33.05,52.32
27645,25.29,32.91,51.67
27646,25.42,32.82,51.29
27647,25.24,33.11,51.57
27648,25.26,33.14,51.52
27649,25.24,33.19,51.57
27650,25.18,33.27,51.76
27651,25.32,33.5,51.84
27652,25.2,33.41,51.84
27653,25.29,33.66,52.16
27654,25.31,34.06,52.97
27655,25.29,34.12,53.07
27656,25.28,34.32,53.23
27657,24.54,34.2,53.07
27658,24.52,34.3,53.13
27659,24.4,34.46,53.31
27660,24.45,34.42,53.36
27661,24.09,34.34,53.16
27662,22.17,34.46,53.25
27663,22.27,34.35,53.18
27664,22.29,34.74,53.37
27665,22.28,34.56,53.45
27666,23.45,33.68,51.91
27667,23.67,33.71,51.76
27668,23.77,33.5,51.24
27669,23.9,33.58,51.4
27670,23.8,33.77,51.66
27671,20.34,33.83,51.75
27672,19.22,33.96,51.96
27673,19.33,33.72,51.73
27674,21.08,33.91,52.33
27675,21.13,34.09,52.5
27676,21.16,33.95,52.31
27677,21.22,33.77,52.05
27678,19.84,33.79,52.06
27679,20.04,33.54,51.33
27680,15.07,32.44,49.97
27681,16.95,32.06,49.44
27682,16.08,31.48,48.82
27683,15.19,31.32,48.61
27684,15.27,31.07,48.44
27685,15.63,30.61,47.75
27686,15.82,30.69,47.93
27687,16.41,30.27,47.56
27688,16.13,30.12,47.43
27689,16.54,30.26,47.41
27690,16.95,30.32,48.03
27691,21.08,31.89,50.41
27692,20.22,31.95,50.63
27693,20.26,32.21,50.7
27694,20.31,32.15,50.51
27695,20.16,32.32,50.77
27696,20.22,32.23,50.69
27697,20.17,32.31,50.82
27698,20.14,32.36,50.85
27699,20.14,32.38,50.8
27700,20.91,32.37,50.86
27701,21.12,32.43,50.91
27702,21.37,32.51,50.86
27703,21.31,32.5,50.92
27704,21.16,32.39,50.79
27705,21.31,32.48,50.59
27706,21.61,32.5,50.74
27707,21.54,32.4,50.76
27708,22.52,32.54,50.71
27709,22.54,32.44,50.6
27710,22.27,32.61,50.67
27711,22.22,32.55,50.63
27712,22.24,32.41,50.58
27713,22.24,32.41,50.62
27714,21.94,32.39,50.63
27715,22.29,32.47,50.61
27716,22.3,32.36,50.81
27717,22.31,32.58,51.97
27718,22.28,32.64,52.37
27719,22.28,32.61,52.27
27720,22.27,32.68,52.26
27721,22.24,32.52,52.24
27722,22.27,32.67,52.19
27723,22.33,32.51,52.2
27724,22.16,32.67,52.16
27725,22.26,32.65,52.25
27726,22.21,32.37,52.22
27727,22.25,31.97,52.11
27728,22.31,32.5,52.24
27729,21.54,32.46,52.32
27730,20.88,32.84,52.37
27731,20.97,32.94,52.5
27732,20.86,32.93,52.48
27733,20.94,32.9,52.57
27734,20.92,33.33,53.02
27735,20.99,33.34,53.06
27736,20.9,33.56,53.3
27737,21.43,34.1,54.51
27738,21.52,34.17,54.59
27739,21.54,34.18,54.54
27740,23.44,34.31,54.06
27741,25.27,34.08,53.76
27742,25.31,33.99,52.99
27743,25.31,33.74,51.89
27744,25.17,33.79,51.95
27745,25.22,33.73,51.97
27746,25.37,33.85,52.07
27747,25.22,33.82,52.12
27748,25.2,33.9,52.17
27749,25.42,34.01,52.25
27750,25.71,34.03,52.48
27751,25.7,34.18,52.49
27752,25.67,34.19,52.52
27753,25.97,34.14,52.6
27754,25.91,34.23,52.65
27755,25.85,34.33,52.71
27756,25.84,34.1,52.33
27757,25.86,33.95,52.13
27758,25.82,34.47,52.97
27759,25.12,34.3,52.72
27760,21.74,33.79,51.64
27761,19.88,33.76,51.69
27762,16.67,33.84,51.78
27763,13.69,33.66,51.97
27764,13.5,33.76,51.96
27765,12.68,33.81,52.13
27766,12.67,33.71,52.07
27767,18.15,33.69,51.97
27768,19.76,33.62,51.78
27769,19.89,33.41,51.62
27770,19.58,33.38,51.51
27771,20.18,33.16,51.45
27772,21.45,33.15,51.56
27773,21.56,33.06,51.37
27774,21.29,33.06,51.35
27775,21.03,33.18,51.51
27776,21.3,33.47,51.63
27777,21.01,32.87,51
27778,20.61,32.9,51
27779,20.76,32.76,50.84
27780,20.67,32.76,50.88
27781,20.8,32.62,50.65
27782,20.75,32.49,50.67
27783,20.7,32.72,50.86
27784,20.89,32.63,50.65
27785,20.66,32.61,50.84
27786,20.85,32.56,50.78
27787,20.76,32.99,51.46
27788,20.73,32.74,51.2
27789,20.76,32.8,51.3
27790,20.71,32.88,51.34
27791,20.81,32.88,51.32
27792,20.77,32.76,51.16
27793,20.61,32.79,51.21
27794,20.85,32.68,51.18
27795,20.82,32.73,51.21
27796,20.71,32.65,51.07
27797,20.67,32.54,50.95
27798,19.46,32.25,49.97
27799,17.55,31.35,48.72
27800,18.67,31.11,48.75
27801,18.97,31.19,48.77
27802,18.7,31.39,48.76
27803,19.01,31.4,49
27804,19.56,31.01,48.54
27805,19.64,31.48,48.8
27806,19.8,31.39,48.91
27807,19.46,31.52,48.88
27808,19.82,31.43,49.16
27809,19.4,31.32,48.88
27810,19.76,31.43,48.68
27811,19.71,30.95,48.59
27812,19.41,30.98,48.44
27813,19.15,31.02,48.5
27814,19.24,31.03,48.69
27815,19.27,30.9,48.37
27816,19.12,30.73,48.1
27817,19.18,30.46,48.05
27818,19.23,30.39,47.81
27819,18.97,30.05,47.59
27820,19.06,29.93,47.37
27821,21.24,30.62,48.17
27822,22.11,31.2,49.41
27823,22.01,31.3,49.93
27824,22.02,31.41,49.87
27825,21.66,31.44,50.01
27826,22.32,31.28,49.63
27827,24.79,31.16,49.4
27828,24.71,31.43,49.84
27829,24.8,31.59,50.61
27830,24.36,31.87,51.41
27831,23.86,32.02,51.84
27832,24.27,32.22,52.19
27833,24.38,32.34,52.33
27834,24.27,32.58,52.35
27835,23.07,32.48,52.57
27836,23.22,32.84,52.72
27837,23.86,32.84,52.71
27838,23.8,32.97,52.99
27839,22.75,33.29,53.2
27840,21.05,33.08,51.95
27841,20.73,32.99,51.9
27842,20.73,33.14,52.02
27843,20.75,33.22,52.2
27844,20.78,33.33,52.19
27845,20.65,33.42,52.35
27846,20.75,33.35,52.22
27847,20.75,33.33,52.06
27848,20.72,33.35,52.24
27849,22.29,34.01,53.1
27850,22.3,34.1,53.1
27851,22.26,34.2,53.54
27852,22.27,34.39,53.73
27853,22.27,34.2,53.77
27854,22.18,34.17,53.55
27855,22.26,34.45,53.78
27856,22.16,34.19,53.73
27857,22.15,34.19,53.37
27858,22.12,34.29,53.65
27859,22.19,34.16,53.49
27860,21.35,34.11,53.39
27861,19.75,33.68,52.64
27862,19.75,33.4,51.97
27863,19.86,33.54,52.85
27864,20.63,33.38,53.06
27865,21.62,32.81,50.93
27866,21.71,32.8,50.65
27867,21.8,32.66,50.63
27868,21.65,32.58,50.48
27869,21.71,32.4,50.28
27870,21.82,32.3,50.16
27871,21.83,31.99,49.79
27872,21.54,31.98,49.77
27873,20.3,32.39,50.18
27874,20.16,32.74,51.12
27875,20.28,32.76,50.95
27876,20.21,32.63,51.04
27877,20.18,32.67,51.61
27878,20.28,32.65,51.6
27879,20.18,32.79,51.48
27880,20.23,32.61,51.57
27881,20.31,32.86,51.61
27882,20.27,32.5,51.48
27883,20.26,32.61,50.84
27884,20.27,32.47,50.73
27885,20.25,32.2,50.55
27886,20.24,32.32,50.42
27887,20.25,32.39,50.73
27888,20.22,32.56,50.78
27889,20.21,32.53,50.83
27890,20.22,32.44,50.85
27891,20.31,32.39,50.9
27892,20.2,32.33,50.73
27893,20.27,32.59,51.92
27894,20.27,32.46,51.59
27895,20.22,32.42,51.7
27896,20.25,32.36,51.29
27897,20.28,32.12,50.37
27898,20.3,32.22,50.5
27899,22.5,32.82,52.85
27900,22.85,32.86,53.24
27901,22.77,32.76,53.07
27902,22.78,32.93,52.88
27903,22.04,32.88,52.94
27904,21.5,32.83,52.86
27905,21.85,32.93,52.96
27906,21.35,32.95,52.95
27907,22.29,32.8,51.92
27908,17.25,31.52,49.01
27909,19.42,31.32,48.71
27910,19.17,31.04,48.44
27911,19.31,31.2,48.43
27912,18.88,31.01,48.32
27913,19.01,30.97,48.44
27914,18.67,30.53,47.95
27915,19.24,30.65,48.14
27916,19.76,30.09,47.24
27917,20.29,29.84,46.95
27918,19,30.11,47.05
27919,18.74,29.97,46.92
27920,17.65,29.64,46.68
27921,19.4,29.63,46.87
27922,20.12,29.7,46.96
27923,20.33,30.09,47.06
27924,22.03,31.49,50.15
27925,21.88,32.12,52.83
27926,22.15,32.44,53.07
27927,22.9,32.23,52.31
27928,22.29,32.39,52.18
27929,21.74,32.69,52.41
27930,21.89,32.73,52.71
27931,21.75,32.95,52.8
27932,21.84,32.97,52.95
27933,22.76,32.99,52.89
27934,22.74,33.33,53.12
27935,22.74,33.4,53.12
27936,22.74,33.1,52.08
27937,22.76,33.22,52.28
27938,22.76,33.29,52.19
27939,22.73,33.31,52.33
27940,23.5,33.58,52.61
27941,24.31,33.38,52.39
27942,24.2,33.59,52.56
27943,24.39,33.39,52.28
27944,23.75,33.35,51.99
27945,22.71,33.33,51.91
27946,22.72,33.54,52.07
27947,22.72,33.65,52.28
27948,22.71,33.56,52.15
27949,22.63,33.59,52.16
27950,22.72,33.82,52.43
27951,22.7,33.73,52.32
27952,22.69,33.63,52.31
27953,22.74,33.57,52.11
27954,22.73,33.55,52.24
27955,22.68,33.48,52.16
27956,22.67,33.45,52.1
27957,21.37,33.22,52.19
27958,20.7,33.36,52.27
27959,20.97,33.18,52.15
27960,21.25,33,52.01
27961,18.39,32.68,51.22
27962,13.95,31.73,49.18
27963,17.9,31.79,49.44
27964,17.24,31.53,49.01
27965,15.01,31.02,48.53
27966,15.39,30.98,48.54
27967,16.08,31.5,48.83
27968,15.26,31.52,49.05
27969,16.8,31.5,48.98
27970,16.52,31.34,48.99
27971,17.1,31.17,48.69
27972,18.07,30.71,48.14
27973,18.03,30.54,48.06
27974,18.46,30.52,47.96
27975,18.31,30.59,47.91
27976,18.21,30.58,47.78
27977,17.97,30.46,47.81
27978,18.29,30.41,47.69
27979,18.9,30.33,48.07
27980,18.82,30.26,47.8
27981,18.76,30.55,47.94
27982,17.87,30.39,47.67
27983,17.83,30.29,47.78
27984,21.7,30.9,49.06
27985,22.67,31.47,50.1
27986,22.3,31.76,50.56
27987,22.27,31.75,51.65
27988,22.74,31.82,51.69
27989,22.76,31.48,51.77
27990,22.76,31.71,51.51
27991,22.78,31.71,51.54
27992,22.78,31.71,51.46
27993,22.67,31.68,50.93
27994,22.74,31.71,50.88
27995,22.75,31.82,51
27996,22.82,31.97,51
27997,22.85,32.03,51.89
27998,22.77,32.09,51.99
27999,22.78,32.14,51.82
28000,22.76,32.41,53.09
28001,22.75,32.41,53.03
28002,22.73,32.46,53.14
28003,22.81,32.45,53.1
28004,21.46,32.28,52.71
28005,18.01,30.66,47.8
28006,19.39,30.27,47.54
28007,17.92,30.35,47.41
28008,19.82,30.01,47.47
28009,19.93,29.77,47.08
28010,19.52,29.97,47.07
28011,19.64,29.59,46.82
28012,21.79,29.5,46.78
28013,23.64,29.95,47.69
28014,23.9,30.92,49.04
28015,23.8,31.33,51.01
28016,23.79,31.46,51.01
28017,23.8,31.35,51.06
28018,23.73,31.42,51.01
28019,23.81,31.49,51.05
28020,23.85,31.44,50.97
28021,23.76,31.53,51.15
28022,23.54,31.71,51.19
28023,23.29,31.93,51.25
28024,23.25,31.99,51.59
28025,23.29,32.13,51.86
28026,23.29,32.47,52.16
28027,22.32,32.49,52.2
28028,21.77,32.32,51.51
28029,21.75,32.27,51.16
28030,21.81,32.39,51.33
28031,22.45,32.87,52.1
28032,22.67,33.05,52.2
28033,22.78,33.02,52.2
28034,22.81,33.1,52.35
28035,22.8,33.28,52.4
28036,22.75,33.27,52.4
28037,22.83,33.34,52.44
28038,22.71,33.36,52.5
28039,22.65,33.32,52.35
28040,22.67,33.28,52.22
28041,22.72,33.33,52.53
28042,22.78,33.64,52.74
28043,22.7,33.65,52.58
28044,22.8,33.76,52.86
28045,22.78,33.82,52.83
28046,22.69,33.88,52.85
28047,22.83,33.84,52.86
28048,22.68,33.76,52.61
28049,22.78,33.7,52.25
28050,22.75,33.65,52.39
28051,22.75,33.65,52.39
28052,22.73,33.44,52.33
28053,22.69,33.24,52.18
28054,22.66,33.28,52.05
28055,22.59,33.2,52.5
28056,21.61,33.29,52.8
28057,21.59,33,52.58
28058,19.3,31.94,49.5
28059,15.23,31.52,48.7
28060,18.25,30.89,48.45
28061,17.64,30.73,48.17
28062,17.23,30.84,48.41
28063,17.99,31.06,48.65
28064,18.27,30.98,48.5
28065,16.16,31.05,48.67
28066,16.12,30.76,48.32
28067,16.11,30.86,48.34
28068,15.37,30.63,48.16
28069,15.43,30.7,48.15
28070,17.59,30.82,48.41
28071,17.76,30.88,48.35
28072,16.55,30.45,47.99
28073,17.74,30.56,47.96
28074,18.31,30.69,48.27
28075,17.54,30.58,48.07
28076,17.88,30.63,48.11
28077,18.63,30.63,48.17
28078,19.26,31.04,48.5
28079,21.88,32.06,52.22
28080,22.2,32.2,52.76
28081,22.23,31.75,51.85
28082,22.23,32.01,51.67
28083,22.29,31.74,50.57
28084,22.27,31.87,50.7
28085,22.24,31.72,50.55
28086,22.24,31.53,50.46
28087,22.33,31.77,50.65
28088,22.6,31.54,50.61
28089,22.76,31.75,51.42
28090,22.73,31.97,52.95
28091,22.86,32.18,53.08
28092,22.76,32.09,53.06
28093,22.78,32.37,53.18
28094,22.67,32.46,53.32
28095,22.76,32.33,53.24
28096,22.73,32.32,53.25
28097,22.65,32.27,53.21
28098,22.82,32.39,53.27
28099,22.74,32.31,53.22
28100,22.8,32.42,53.31
28101,20.67,31.33,49.44
28102,18.86,30.54,47.73
28103,20.34,30.27,47.71
28104,20.39,30.05,47.17
28105,20.01,29.8,46.83
28106,20.1,29.71,46.8
28107,19.62,29.52,46.63
28108,24.02,29.76,46.9
28109,24.06,29.51,46.83
28110,24.44,29.35,46.67
28111,24.44,29.63,46.71
28112,24.66,31.03,49.69
28113,24.79,31.29,50.62
28114,24.73,31.23,50.35
28115,24.9,31.29,50.46
28116,24.74,31.37,50.51
28117,24.8,31.4,50.41
28118,24.88,31.61,50.61
28119,24.88,31.65,50.83
28120,24.82,31.48,51.1
28121,23.8,31.9,51.26
28122,23.87,32.07,51.41
28123,22.76,32.27,51.65
28124,22.14,32.31,51.69
28125,22.27,32.33,51.66
28126,22.24,32.59,51.77
28127,22.27,32.86,52.33
28128,22.24,32.93,52.07
28129,22.32,33.07,52.36
28130,22.21,33.2,52.52
28131,22.16,33.17,52.4
28132,22.25,33.24,52.5
28133,22.2,33.54,52.67
28134,22.29,33.33,52.41
28135,22.36,33.4,52.33
28136,22.13,33.2,52.2
28137,22.16,33.08,51.73
28138,22.29,33.31,52.03
28139,22.25,33.38,52.29
28140,22.22,33.35,52.18
28141,22.22,33.31,52.16
28142,22.26,33.33,52.11
28143,22.29,33.59,52.52
28144,22.46,33.28,52.27
28145,23.72,33.38,52.44
28146,23.78,33.24,51.95
28147,23.79,33.12,51.57
28148,23.68,32.87,51.41
28149,23.87,32.61,50.95
28150,23.7,32.54,50.82
28151,23.16,32.69,51.17
28152,22.2,32.7,51.44
28153,22.31,32.55,51.32
28154,22.14,32.61,51.39
28155,22.21,32.58,51.56
28156,22.16,32.67,52.23
28157,22.22,32.63,52.18
28158,22.24,32.61,52.15
28159,22.21,32.76,52.27
28160,22.2,32.63,52.13
28161,22.26,32.83,52.18
28162,22.21,32.5,52.14
28163,22.29,32.52,52.09
28164,22.1,32.56,52.11
28165,22.24,32.51,52.16
28166,22.32,32.59,52.09
28167,22.24,32.51,52.04
28168,22.29,32.76,52.07
28169,22.22,32.63,52.14
28170,22.27,32.55,51.82
28171,22.24,32.52,51.38
28172,22.31,32.49,51.52
28173,22.22,32.59,51.47
28174,22.31,32.42,51.4
28175,22.27,32.65,51.58
28176,22.26,32.49,51.65
28177,22.34,32.69,52.01
28178,22.3,32.71,52.48
28179,22.3,32.76,52.53
28180,22.22,32.58,52.37
28181,22.32,32.69,52.47
28182,22.34,32.53,52.38
28183,22.25,32.5,52.29
28184,22.92,32.69,52.48
28185,23.29,32.69,52.47
28186,23.27,32.72,52.11
28187,23.24,32.75,52.12
28188,23.41,32.78,52.06
28189,23.33,32.76,52.34
28190,23.33,32.86,52.29
28191,23.39,32.84,52.37
28192,23.29,32.71,52.38
28193,23.27,32.83,52.61
28194,23.26,32.94,52.8
28195,23.32,32.81,52.54
28196,22.24,32.35,51.2
28197,20.53,30.86,47.83
28198,20.37,30.96,48.08
28199,20.17,30.78,47.65
28200,20.4,30.48,47.43
28201,20.41,30.27,47.16
28202,20.31,30.13,46.95
28203,20.13,30.41,47.33
28204,19.9,30.48,47.44
28205,20.03,30.41,47.33
28206,20.76,30.21,47.3
28207,20.59,30.41,47.47
28208,20.35,30.35,47.47
28209,19.76,30.3,47.23
28210,20.23,30.19,47.16
28211,20.98,29.88,47.03
28212,20.77,30.37,47.48
28213,21.52,30.46,47.43
28214,23.17,31.23,49.2
28215,22.02,32.27,51.96
28216,23.99,32.24,52.37
28217,22.41,32.46,52.26
28218,22.01,32.56,52.34
28219,22.37,32.61,52.65
28220,21.47,32.8,52.75
28221,22.3,32.9,52.77
28222,22.2,33.13,52.86
28223,22.19,33.35,53.16
28224,22.18,33.16,52.39
28225,22.27,32.65,51.14
28226,22.28,33,52.14
28227,22.19,33.24,51.93
28228,22.18,33.03,51.82
28229,22.27,33.33,52.1
28230,22.31,33.33,52.1
28231,22.2,33.31,51.97
28232,22.18,33.3,51.93
28233,22.27,33.44,52.26
28234,22.28,33.52,52.31
28235,22.24,33.45,52.25
28236,22.19,33.59,52.41
28237,22.19,34.01,53.01
28238,22.31,34.41,53.86
28239,22.16,34.53,53.93
28240,22.27,34.35,53.73
28241,22.19,34.27,53.53
28242,22.31,34.31,53.65
28243,22.27,33.61,51.76
28244,22.18,33.15,50.93
28245,22.22,33.24,50.91
28246,22.19,33.12,50.88
28247,21.14,33.01,50.85
28248,21.25,33.39,51.72
28249,20.55,33.27,51.52
28250,20.62,33.23,51.53
28251,20.84,33.23,51.33
28252,20.56,33.07,51.46
28253,20.73,33.14,51.39
28254,20.67,32.95,51.28
28255,20.52,32.87,51.02
28256,20.71,32.46,50.77
28257,19.75,32.36,50.68
28258,20.07,32.46,50.62
28259,20.49,32.4,50.61
28260,20.56,32.31,50.43
28261,20.64,32.19,50.37
28262,20.84,32.1,50.54
28263,20.75,32.07,50.21
28264,20.41,32.06,50.35
28265,20.68,32.1,50.32
28266,20.86,32.22,50.53
28267,20.66,32.15,50.39
28268,20.62,32.19,50.48
28269,20.73,31.93,50.46
28270,20.75,32.02,50.39
28271,20.78,31.8,50.16
28272,20.78,32.07,50.5
28273,20.75,32.01,50.45
28274,20.71,31.95,50.3
28275,20.71,31.67,50.13
28276,20.67,31.75,50.16
28277,20.86,31.97,50.31
28278,20.8,31.76,50.1
28279,20.88,31.73,50.1
28280,20.94,31.75,50.18
28281,20.69,31.78,50.2
28282,20.71,31.75,50.32
28283,20.67,31.93,50.33
28284,20.78,32.03,50.29
28285,20.58,31.97,50.39
28286,19.81,31.97,50.54
28287,19.83,32.03,50.49
28288,19.69,31.95,50.54
28289,19.73,31.93,50.47
28290,19.86,32.09,50.49
28291,19.91,32.1,50.49
28292,19.69,32.15,50.61
28293,19.69,32.14,50.41
28294,19.78,32.09,50.56
28295,20.44,32.03,50.42
28296,20.7,32.07,50.42
28297,20.63,32.12,50.44
28298,20.71,32.16,50.49
28299,20.63,32.14,50.52
28300,20.82,32.19,50.69
28301,20.83,31.95,50.35
28302,20.51,31.93,50.46
28303,21.59,32.14,50.33
28304,21.74,32.05,50.14
28305,21.68,32.09,50.2
28306,21.67,31.82,50.12
28307,21.67,31.92,50.01
28308,21.64,31.96,50.33
28309,21.67,32.13,50.31
28310,21.96,31.95,50.24
28311,21.56,32.04,50.19
28312,21.67,31.97,50.22
28313,21.72,32.04,50.24
28314,21.73,32.07,50.37
28315,21.82,32.2,50.35
28316,20.19,32.12,50.53
28317,21.67,32.63,51.75
28318,21.69,32.71,51.76
28319,21.67,32.76,51.69
28320,21.7,32.97,51.8
28321,21.7,33.03,51.86
28322,21.71,33.12,51.91
28323,21.67,33.23,52.01
28324,22.1,33.32,52.45
28325,22.69,33.71,52.98
28326,22.67,33.63,52.97
28327,22.78,33.78,53.04
28328,22.67,33.82,53.14
28329,22.75,33.81,53
28330,22.63,33.86,52.84
28331,22.67,34.08,52.89
28332,22.78,34.2,53.02
28333,22.65,34.08,52.86
28334,22.76,34.24,53.1
28335,22.7,33.99,52.74
28336,22.63,34.1,53.06
28337,22.79,34.31,53.21
28338,22.72,34.4,53.22
28339,22.68,33.61,51.6
28340,22.73,33.23,50.8
28341,22.76,33.32,51.05
28342,22.72,33.2,50.98
28343,21.61,33.41,51.5
28344,21.63,33.46,51.63
28345,21.65,33.43,51.69
28346,20.57,33.46,51.65
28347,20.63,33.41,51.54
28348,20.56,33.41,51.56
28349,20.45,33.32,51.49
28350,20.75,33.07,51.21
28351,20.69,33.1,51.31
28352,20.68,33.01,51.28
28353,20.74,32.84,51.02
28354,20.73,32.67,50.93
28355,21.01,32.45,50.64
28356,21.06,32.2,50.5
28357,20.8,32.05,50.32
28358,19.61,32.09,50.33
28359,17.8,32.1,50.39
28360,20.88,32.03,50.37
28361,19.89,32.08,50.34
28362,20.2,31.95,50.25
28363,20.1,31.9,50.06
28364,21.38,32.22,50.31
28365,21.52,32.22,50.44
28366,21.63,32.27,50.56
28367,21.52,31.88,49.88
28368,21.44,32.25,50.4
28369,21.61,32.18,50.39
28370,21.41,32.19,50.37
28371,21.56,32.16,50.46
28372,21.48,32.33,50.56
28373,21.41,32.19,50.49
28374,21.78,32.35,50.59
28375,21.69,32.22,50.46
28376,21.85,32.38,50.51
28377,21.75,32.36,50.57
28378,21.73,32.39,50.67
28379,21.7,32.34,50.45
28380,21.61,32.39,50.57
28381,21.64,32.41,50.62
28382,21.74,32.39,50.48
28383,21.77,32.4,50.52
28384,21.78,32.38,50.63
28385,21.79,32.46,50.54
28386,21.78,32.29,50.64
28387,21.71,32.45,50.66
28388,21.84,32.3,50.39
28389,21.74,32.2,50.18
28390,21.71,32.03,50.06
28391,21.82,32.18,50.08
28392,21.64,32.06,50.14
28393,19.86,31.86,50.01
28394,19.46,31.97,50.26
28395,18.73,32.13,50.54
28396,18.76,31.93,50.31
28397,18.79,31.97,50.4
28398,18.63,32,50.41
28399,18.56,31.95,50.29
28400,18.62,31.84,50.28
28401,18.7,31.93,50.41
28402,18.79,32.01,50.95
28403,18.69,32,51.1
28404,18.65,32.11,51.24
28405,18.79,32.27,51.34
28406,18.84,32.31,51.46
28407,18.75,32.35,51.46
28408,18.72,32.46,51.55
28409,20.48,32.82,52.29
28410,22.39,33.08,52.87
28411,22.6,33.11,52.87
28412,22.16,33.1,52.03
28413,22.64,33.03,51.84
28414,22.77,33.2,51.94
28415,22.71,33.44,52.14
28416,22.88,33.6,52.24
28417,23.27,33.56,52.32
28418,23.15,33.78,52.71
28419,23.19,33.86,52.84
28420,23.25,33.76,52.65
28421,23.27,33.8,52.72
28422,23.27,33.85,52.64
28423,23.24,33.79,52.59
28424,23.1,33.79,52.67
28425,23.18,33.9,52.7
28426,23.28,33.97,52.82
28427,23.31,33.88,52.7
28428,23.26,33.87,52.82
28429,23.19,34.03,52.85
28430,23.23,34.18,53.05
28431,23.27,34.16,52.97
28432,23.22,34,52.9
28433,23.18,33.8,52.68
28434,23.13,33.88,52.73
28435,23.24,33.91,52.77
28436,23.2,33.82,52.67
28437,23.15,33.69,52.56
28438,23.05,33.56,52.44
28439,20.63,33.49,52.44
28440,20.5,33.31,52.8
28441,20.59,33.36,52.7
28442,20.63,33.43,52.8
28443,18.55,32.37,50.18
28444,17.1,31.19,48.75
28445,17.6,30.85,48.35
28446,17.91,31.01,48.4
28447,18.07,31.27,48.73
28448,17.95,31.33,48.82
28449,17.32,31.33,48.63
28450,17.54,31.16,48.46
28451,17.58,31.22,48.56
28452,17.69,30.92,48.4
28453,17.45,30.95,48.41
28454,16.61,30.88,48.37
28455,16.46,30.88,48.28
28456,16.37,30.47,47.8
28457,20.71,32.42,52.26
28458,21.66,32.5,52.32
28459,21.59,32.61,52.45
28460,21.52,32.56,52.37
28461,21.63,32.66,52.41
28462,21.69,32.74,52.33
28463,21.74,32.59,52.36
28464,21.71,32.67,52.52
28465,21.69,32.66,52.48
28466,21.76,32.76,52.5
28467,22.05,32.86,52.61
28468,21.75,32.57,52.46
28469,21.51,32.91,53.41
28470,21.67,32.93,54.26
28471,21.8,32.97,53.7
28472,21.67,33.03,53.99
28473,21.85,33.03,53.95
28474,21.8,33.07,53.98
28475,21.73,33.14,53.74
28476,21.64,33.07,52.88
28477,21.9,33.02,52.67
28478,21.74,32.97,52.65
28479,21.87,32.99,52.95
28480,21.95,33.08,52.9
28481,21.93,33.04,52.83
28482,21.8,33.06,52.9
28483,21.61,33.14,52.93
28484,20.1,32.31,50.74
28485,15.97,32.01,49.68
28486,18.61,31.94,49.56
28487,18.55,31.73,49.43
28488,18.24,31.21,48.62
28489,18.52,31.03,48.69
28490,17.92,31.42,49.12
28491,18.37,31.12,48.69
28492,18.69,31.08,48.59
28493,18.37,30.98,48.52
28494,18.14,30.95,48.51
28495,18.21,30.83,48.31
28496,18.37,30.81,48.21
28497,19.31,30.56,47.8
28498,19.16,30.61,47.87
28499,19.24,30.5,47.59
28500,19.47,30.82,48.31
28501,19.95,31.22,48.65
28502,21.67,32.34,51.66
28503,21.57,32.47,52.31
28504,21.88,32.68,52.43
28505,22.17,32.97,52.73
28506,22.29,33.01,52.92
28507,22.16,33.16,52.94
28508,22.24,33.24,52.9
28509,22.53,32.71,51.09
28510,22.68,32.8,51.34
28511,22.78,32.8,51.24
28512,22.65,32.95,51.35
28513,22.63,33.14,51.46
28514,22.72,33.34,51.63
28515,22.84,33.25,51.63
28516,23.18,33.9,53
28517,23.27,33.97,53.12
28518,23.17,33.82,52.84
28519,23.34,33.91,53
28520,23.24,34.07,53.18
28521,23.25,34.12,53.22
28522,23.2,34.16,53.24
28523,23.3,34.16,53.31
28524,23.24,34.26,53.34
28525,23.18,34.14,53.27
28526,23.25,34.24,53.35
28527,23.12,34.23,53.37
28528,23.2,34.26,53.29
28529,23.16,34.12,53.05
28530,23.22,33.73,51.9
28531,23.24,33.76,52.15
28532,23.16,33.58,51.88
28533,22.95,33.58,51.99
28534,23.37,33.27,51.61
28535,21.58,33.28,51.69
28536,21.36,33.48,52.58
28537,21.91,33.39,53.1
28538,21.89,33.41,53.1
28539,18.07,32.31,50.22
28540,16.22,31.44,48.77
28541,17.59,31.08,48.56
