uplink_message.rx_metadata_0.gateway_ids.gateway_id,uplink_message.rx_metadata_0.gateway_ids.eui,uplink_message.rx_metadata_0.time,uplink_message.rx_metadata_0.timestamp,uplink_message.rx_metadata_0.rssi,uplink_message.rx_metadata_0.channel_rssi,uplink_message.rx_metadata_0.location.latitude,uplink_message.rx_metadata_0.location.longitude,uplink_message.rx_metadata_0.location.altitude,uplink_message.rx_metadata_0.location.source,uplink_message.rx_metadata_0.uplink_token,uplink_message.rx_metadata_0.received_at,received_at
0,0,183,2562856858,-87,-87,38.385917659159134,-0.5170252919197084,20,0,183,183,183
2,2,184,354198240,-80,-80,38.3846865837538,-0.513212937943281,20,0,184,184,184
2,2,185,391325672,-103,-103,38.3846865837538,-0.513212937943281,20,0,185,185,185
0,0,186,2737845929,-104,-104,38.385917659159134,-0.5170252919197084,20,0,186,186,186
0,0,187,2771316034,-93,-93,38.385917659159134,-0.5170252919197084,20,0,187,187,187
0,0,188,2796637626,-97,-97,38.385917659159134,-0.5170252919197084,20,0,188,188,188
0,0,189,2948070130,-100,-100,38.385917659159134,-0.5170252919197084,20,0,189,189,189
0,0,190,2952556154,-105,-105,38.385917659159134,-0.5170252919197084,20,0,190,190,190
1,1,191,3054041172,-87,-87,38.38418726539637,-0.5101910233497621,10,0,191,191,191
2,2,192,776977626,-103,-103,38.3846865837538,-0.513212937943281,20,0,192,192,192
2,2,193,846318874,-113,-113,38.3846865837538,-0.513212937943281,20,0,193,193,193
0,0,194,3130375866,-97,-97,38.385917659159134,-0.5170252919197084,20,0,194,194,194
3,3,195,1810451579,-92,-92,38.38473180809575,-0.5102983117103578,10,0,195,195,195
2,2,196,991710567,-101,-101,38.3846865837538,-0.513212937943281,20,0,196,196,196
2,2,197,1124565890,-75,-75,38.3846865837538,-0.513212937943281,20,0,197,197,197
3,3,198,2205050827,-94,-94,38.38473180809575,-0.5102983117103578,10,0,198,198,198
1,1,199,3654427587,-91,-91,38.38418726539637,-0.5101910233497621,10,0,199,199,199
2,2,200,1377341554,-105,-105,38.3846865837538,-0.513212937943281,20,0,200,200,200
2,2,201,1480480738,-72,-72,38.3846865837538,-0.513212937943281,20,0,201,201,201
2,2,202,1554140345,-77,-77,38.3846865837538,-0.513212937943281,20,0,202,202,202
2,2,203,1592090954,-103,-103,38.3846865837538,-0.513212937943281,20,0,203,203,203
2,2,204,1655473465,-108,-108,38.3846865837538,-0.513212937943281,20,0,204,204,204
0,0,205,3971525102,-97,-97,38.385917659159134,-0.5170252919197084,20,0,205,205,205
0,0,206,3996605015,-98,-98,38.385917659159134,-0.5170252919197084,20,0,206,206,206
2,2,207,1865735714,-112,-112,38.3846865837538,-0.513212937943281,20,0,207,207,207
