Fecha,hora,Caudal impulsión pozo (m3/h),on/off (0/1),2022 Nivel depósito ,2021 Nivel depósito ,2020 Nivel depósito ,2019 Nivel depósito ,2018 Nivel depósito ,2017 Nivel depósito ,2021 nivel depósito calculado,2021 nivel depósito normalizado,Caudal.Imp.GrupoBombeo (m3/h),Caudal impulsion Pozo1 (m3/h),Caudal.Inyectado.Verger (m3/h),2022 Caudal Iny. Dep. Municipal,2021 Caudal Iny. Dep. Municipal,2020 Caudal Iny. Dep. Municipal,2019 Caudal Iny. Dep. Municipal,2018 Caudal Iny. Dep. Municipal,2017 Caudal Iny. Dep. Municipal,2021 Caudal Iny. Dep. Municipal Calculado,2021 Caudal Iny. Dep. Municipal Normalizado,2022 SECTOR2 (BOTICARI VELL),2021 SECTOR2 (BOTICARI VELL),2020 SECTOR2 (BOTICARI VELL),2019 SECTOR2 (BOTICARI VELL),2018 SECTOR2 (BOTICARI VELL),2017 SECTOR2 (BOTICARI VELL),2021 SECTOR2 CALCULADA (BOTICARI VELL),2021 SECTOR2 NORMALIZADA (BOTICARI VELL),2022 SECTOR3 (LA VIA),2021 SECTOR3 (LA VIA),2020 SECTOR3 (LA VIA),2019 SECTOR3 (LA VIA),2018 SECTOR3 (LA VIA),2017 SECTOR3 (LA VIA),2021 SECTOR3 CALCULADA (LA VIA),2021 SECTOR3 NORMALIZADA (LA VIA),2022 SECTOR4 (PASSATGE),2021 SECTOR4 (PASSATGE),2020 SECTOR4 (PASSATGE),2019 SECTOR4 (PASSATGE),2018 SECTOR4 (PASSATGE),2017 SECTOR4 (PASSATGE),2021 SECTOR4 CALCULADA (PASSATGE),2021 SECTOR4 NORMALIZADA (PASSATGE),2022 SECTOR6 (POLIGON),2021 SECTOR6 (POLIGON),2020 SECTOR6 (POLIGON),2019 SECTOR6 (POLIGON),2018 SECTOR6 (POLIGON),2017 SECTOR6 (POLIGON),2021 SECTOR6 CALCULADA (POLIGON),2021 SECTOR6 NORMALIZADA (POLIGON),2022 SECTOR7 (PONT),2021 SECTOR7 (PONT),2020 SECTOR7 (PONT),2019 SECTOR7 (PONT),2018 SECTOR7 (PONT),2017 SECTOR7 (PONT),2021 SECTOR7 CALCULADA (PONT),2021 SECTOR7 NORMALIZADA (PONT),2022 SECTOR8 (OLIVAR),2021 SECTOR8 (OLIVAR),2020 SECTOR8 (OLIVAR),2019 SECTOR8 (OLIVAR),2018 SECTOR8 (OLIVAR),2017 SECTOR8 (OLIVAR),2021 SECTOR8 CALCULADA (OLIVAR),2021 SECTOR8 NORMALIZADA (OLIVAR)
05/01/2019,9:00:00,20.52,1,2.89,2.59,22.7,23,,,2.59,2.59,47.61,23.84,71.45,0,13.2,0,0,,,13.20,13.20,7.70,7.40,,4.90,6.30,,7.40,7.40,2.40,2.00,0.80,0.60,,,2.00,2.00,7.70,7.60,8.80,5.80,,,7.60,7.60,6.40,3.00,1.70,15.10,1.00,,3.000,3.000,5.00,6.50,4.80,4.40,6.00,,6.5,6.5,1.80,0.30,1.10,0.30,0.70,,0.30,0.30
05/01/2019,9:15:00,0,0,2.85,2.62,22.1,22,,,2.62,2.62,1.00,23.84,24.84,0,14,0,0,,,14.00,14.00,6.80,7.10,,5.80,6.80,,7.10,7.10,3.20,2.40,1.60,1.00,,,2.40,2.40,7.00,6.00,10.40,7.30,,,6.00,6.00,6.40,3.60,3.50,19.00,0.90,,3.600,3.600,7.00,6.50,5.20,5.10,5.70,,6.5,6.5,2.30,0.30,1.20,0.70,0.70,,0.30,0.30
05/01/2019,9:30:00,0,0,2.81,2.65,21.5,20.8,,,2.65,2.65,13.22,23.84,37.06,0,11.6,0,0,,,11.60,11.60,7.00,6.80,,7.10,6.60,,6.80,6.80,2.40,2.40,1.60,1.30,,,2.40,2.40,6.80,6.10,10.50,7.20,,,6.10,6.10,6.40,2.80,2.10,20.10,1.20,,2.800,2.800,6.00,7.60,6.10,7.10,7.80,,7.6,7.6,2.00,0.30,1.10,0.90,0.70,,0.30,0.30
05/01/2019,9:45:00,0,0,2.77,2.68,20.9,19.5,,,2.68,2.68,68.84,23.88,92.72,0,12.4,0.08,0,,,12.40,12.40,7.00,6.60,,6.80,7.90,,6.60,6.60,2.80,1.60,1.60,0.80,,,1.60,1.60,6.60,5.50,10.40,8.00,,,5.50,5.50,6.40,2.90,3.20,17.10,1.20,,2.900,2.900,7.20,8.40,6.60,8.40,9.20,,8.4,8.4,2.90,0.30,1.40,0.60,0.70,,0.30,0.30
05/01/2019,10:00:00,0,0,2.73,2.71,20.6,18.3,,,2.71,2.71,81.20,23.84,105.04,0,10.8,0.68,0,,,10.80,10.80,6.50,6.60,,6.20,6.70,,6.60,6.60,2.40,1.60,1.20,1.10,,,1.60,1.60,6.20,5.30,9.40,9.60,,,5.30,5.30,6.40,2.90,4.40,19.30,1.60,,2.900,2.900,8.70,9.90,6.40,8.80,8.70,,9.9,9.9,2.90,0.30,1.10,1.10,0.70,,0.30,0.30
05/01/2019,10:15:00,0,0,2.7,2.75,20.6,17.1,,,2.75,2.75,81.67,23.88,105.55,0,12.8,0.4,0,,,12.80,12.80,6.80,8.00,,5.00,6.40,,8.00,8.00,2.40,2.00,1.20,1.10,,,2.00,2.00,6.00,5.20,9.10,8.00,,,5.20,5.20,6.40,2.40,2.10,18.60,1.40,,2.400,2.400,8.10,8.10,7.00,10.20,7.40,,8.1,8.1,3.20,0.30,2.30,1.90,0.70,,0.30,0.30
05/01/2019,10:30:00,0,0,2.66,2.78,20.6,16.6,,,2.78,2.78,75.78,23.84,99.62,0,5.2,0.16,0,,,5.20,5.20,8.40,8.50,,4.80,7.00,,8.50,8.50,2.80,1.60,2.00,0.90,,,1.60,1.60,6.90,5.40,10.90,9.10,,,5.40,5.40,6.40,2.20,1.80,18.10,1.70,,2.200,2.200,7.40,9.10,7.00,9.40,9.10,,9.1,9.1,2.00,0.30,2.00,1.40,0.70,,0.30,0.30
05/01/2019,10:45:00,0,0,2.63,2.8,20.6,16.4,,,2.80,2.80,8.74,23.88,32.62,0,4.4,0.04,0,,,4.40,4.40,6.80,6.60,,6.00,8.60,,6.60,6.60,3.60,2.40,4.00,1.00,,,2.40,2.40,7.00,5.20,8.60,8.20,,,5.20,5.20,6.40,1.90,1.60,21.40,1.20,,1.900,1.900,7.20,10.80,8.10,8.60,7.90,,10.8,10.8,2.20,0.30,1.60,1.20,0.70,,0.30,0.30
05/01/2019,11:00:00,0,0,2.59,2.83,20.6,16.2,,,2.83,2.83,0.30,23.88,24.18,0,5.6,0.04,0,,,5.60,5.60,5.80,6.80,,5.70,8.30,,6.80,6.80,4.40,4.80,4.40,1.00,,,4.80,4.80,7.00,5.30,9.80,7.30,,,5.30,5.30,6.40,2.50,2.90,21.90,1.70,,2.500,2.500,8.20,9.40,9.40,9.10,7.90,,9.4,9.4,1.70,0.30,1.40,1.50,0.70,,0.30,0.30
05/01/2019,11:15:00,0,0,2.54,2.85,20.6,16.1,,,2.85,2.85,44.39,23.88,68.27,0,4,0.08,0,,,4.00,4.00,6.20,6.60,,4.70,7.80,,6.60,6.60,2.40,2.40,4.00,0.80,,,2.40,2.40,6.20,3.20,8.10,6.60,,,3.20,3.20,6.40,3.00,4.30,17.60,1.80,,3.000,3.000,7.00,7.90,9.60,8.30,7.70,,7.9,7.9,1.60,0.30,1.20,1.20,0.70,,0.30,0.30
05/01/2019,11:30:00,0,0,2.5,2.88,20.5,16,,,2.88,2.88,81.26,23.88,105.14,5.2,10.8,0.24,0,,,10.80,10.80,5.80,6.60,,5.20,7.50,,6.60,6.60,2.40,1.20,2.40,0.60,,,1.20,1.20,6.50,5.70,7.40,7.50,,,5.70,5.70,6.40,2.70,3.70,19.90,1.60,,2.700,2.700,8.00,9.20,9.90,8.10,6.30,,9.2,9.2,2.60,0.30,0.90,1.40,0.70,,0.30,0.30
05/01/2019,11:45:00,0,0,2.5,2.91,20.6,16,,,2.91,2.91,81.94,23.84,105.78,10,13.2,0.52,0.04,,,13.20,13.20,6.80,5.20,,4.50,8.40,,5.20,5.20,2.40,2.00,0.80,0.80,,,2.00,2.00,6.70,5.40,8.30,6.80,,,5.40,5.40,6.40,3.10,3.50,13.70,1.80,,3.100,3.100,7.20,10.50,10.00,8.60,6.60,,10.5,10.5,2.20,0.30,0.80,0.80,0.70,,0.30,0.30
05/01/2019,12:00:00,0,0,2.51,2.94,20.6,15.9,,,2.94,2.94,81.25,23.88,105.13,12.8,10,0.28,0,,,10.00,10.00,5.20,4.60,,5.90,8.50,,4.60,4.60,3.20,1.60,1.20,0.60,,,1.60,1.60,6.80,4.10,7.60,7.70,,,4.10,4.10,6.40,3.10,2.80,28.20,2.10,,3.100,3.100,6.00,8.90,10.00,7.70,7.30,,8.9,8.9,2.30,0.30,1.80,1.30,0.70,,0.30,0.30
05/01/2019,12:15:00,0,0,2.52,2.97,20.8,15.8,,,2.97,2.97,37.68,23.84,61.52,12.4,8,0.76,0,,,8.00,8.00,6.60,5.70,,6.10,6.70,,5.70,5.70,3.20,1.60,0.80,0.80,,,1.60,1.60,5.70,3.30,6.30,8.00,,,3.30,3.30,6.40,2.80,3.10,32.60,1.80,,2.800,2.800,6.30,9.10,10.20,8.10,7.00,,9.1,9.1,2.00,0.30,2.10,1.20,0.70,,0.30,0.30
05/01/2019,12:30:00,0,0,2.53,3,21.1,15.7,,,3.00,3.00,1.00,23.88,24.88,16,12,0.84,0.08,,,12.00,12.00,6.80,5.40,,3.60,5.50,,5.40,5.40,3.20,1.20,1.20,1.80,,,1.20,1.20,6.40,2.60,7.60,5.70,,,2.60,2.60,6.40,4.30,5.90,30.90,1.90,,4.300,4.300,6.70,9.20,9.60,7.50,5.90,,9.2,9.2,2.20,0.30,1.90,1.10,0.70,,0.30,0.30
05/01/2019,12:45:00,0,0,2.55,3.03,21.4,15.7,,,3.03,3.03,8.03,23.84,31.87,16,12.4,1.04,0.16,,,12.40,12.40,5.80,6.40,,4.20,4.90,,6.40,6.40,2.80,1.20,1.60,0.80,,,1.20,1.20,6.80,3.40,6.70,6.50,,,3.40,3.40,6.40,4.60,2.80,32.90,1.50,,4.600,4.600,8.00,8.70,11.00,7.70,5.80,,8.7,8.7,1.30,0.30,1.20,1.10,0.70,,0.30,0.30
05/01/2019,13:00:00,0,0,2.56,3.07,21.8,15.6,,,3.07,3.07,81.95,23.84,105.79,14.8,16.8,1,0.08,,,16.80,16.80,6.80,5.60,,3.50,5.00,,5.60,5.60,2.80,2.40,2.00,0.40,,,2.40,2.40,7.20,6.30,7.50,7.50,,,6.30,6.30,6.40,3.80,5.20,31.60,1.90,,3.800,3.800,6.60,8.30,11.80,6.50,4.80,,8.3,8.3,1.30,0.30,0.70,1.30,0.70,,0.30,0.30
05/01/2019,13:15:00,0,0,2.57,3.1,22.1,15.6,,,3.10,3.10,81.22,23.84,105.06,14,16,0.52,0.04,,,16.00,16.00,4.30,5.80,,3.10,5.00,,5.80,5.80,2.80,2.40,1.20,0.70,,,2.40,2.40,7.20,5.60,7.00,7.60,,,5.60,5.60,6.40,3.00,5.80,12.50,1.50,,3.000,3.000,7.20,8.00,10.20,7.40,4.40,,8,8,2.00,0.30,0.80,0.50,0.70,,0.30,0.30
05/01/2019,13:30:00,0,0,2.58,3.14,22.4,15.5,,,3.14,3.14,81.22,23.84,105.06,14.8,16.8,1.16,0.12,,,16.80,16.80,6.20,4.40,,3.00,5.40,,4.40,4.40,2.40,2.00,1.20,1.00,,,2.00,2.00,6.80,3.80,6.70,6.10,,,3.80,3.80,6.40,2.30,6.60,13.80,1.50,,2.300,2.300,6.30,8.90,10.00,7.30,4.40,,8.9,8.9,2.40,0.30,0.70,0.80,0.70,,0.30,0.30
05/01/2019,13:45:00,0,0,2.6,3.17,22.7,15.6,,,3.17,3.17,67.76,23.88,91.64,15.2,9.2,1.24,0.2,,,9.20,9.20,6.60,5.30,,2.80,5.10,,5.30,5.30,2.40,2.80,0.80,0.60,,,2.80,2.80,6.70,4.40,6.30,6.80,,,4.40,4.40,6.40,1.70,4.00,12.70,1.50,,1.700,1.700,7.00,8.40,9.90,6.30,4.40,,8.4,8.4,1.30,0.30,0.80,0.80,0.70,,0.30,0.30
05/01/2019,14:00:00,0,0,2.61,3.15,23.1,15.6,,,3.15,3.15,7.67,23.84,31.51,14,0,1.28,0.08,,,5.12,5.12,6.40,4.90,,3.30,3.60,,4.90,4.90,2.40,2.00,0.80,0.70,,,2.00,2.00,5.50,3.40,5.50,5.20,,,3.40,3.40,6.40,1.20,7.80,16.90,1.50,,1.200,1.200,7.50,8.70,8.40,6.50,4.40,,8.7,8.7,1.00,0.30,1.30,0.30,0.70,,0.30,0.30
05/01/2019,14:15:00,21.04,1,2.62,3.13,23.4,15.6,,,3.13,3.13,0.52,23.84,24.36,14.4,8.8,1.32,0.16,,,8.80,8.80,5.60,5.20,,4.10,4.30,,5.20,5.20,2.40,2.00,0.80,0.90,,,2.00,2.00,7.40,5.90,6.20,5.50,,,5.90,5.90,6.40,1.60,4.30,22.50,1.50,,1.600,1.600,7.30,8.10,9.80,8.30,4.40,,8.1,8.1,0.90,0.30,1.00,0.70,0.70,,0.30,0.30
05/01/2019,14:30:00,24.36,1,2.63,3.16,23.8,16.1,,,3.16,3.16,52.31,23.88,76.19,14.8,17.2,1.6,0.32,,,17.20,17.20,6.10,4.40,,2.80,3.00,,4.40,4.40,3.20,1.60,0.80,0.80,,,1.60,1.60,5.80,4.60,6.30,5.60,,,4.60,4.60,6.40,1.80,5.70,14.00,1.50,,1.800,1.800,5.40,8.00,9.10,8.90,4.40,,8,8,1.30,0.30,0.80,0.50,0.70,,0.30,0.30
05/01/2019,14:45:00,24.32,1,2.64,3.2,24.2,16.5,,,3.20,3.20,81.80,23.84,105.64,10.8,16.4,1.76,0,,,16.40,16.40,4.40,4.60,,3.50,2.80,,4.60,4.60,5.20,1.20,0.80,0.80,,,1.20,1.20,5.80,2.80,6.30,7.40,,,2.80,2.80,6.40,2.10,4.90,13.20,1.50,,2.100,2.100,6.80,9.20,8.00,8.70,4.40,,9.2,9.2,1.90,0.30,0.50,0.70,0.70,,0.30,0.30
05/01/2019,15:00:00,24.32,1,2.65,3.24,24.6,16.8,,,3.24,3.24,81.22,23.84,105.06,13.6,17.2,1.84,0.04,,,17.20,17.20,3.30,5.60,,2.60,3.40,,5.60,5.60,2.80,1.60,0.40,1.00,,,1.60,1.60,6.20,1.90,6.70,6.00,,,1.90,1.90,6.40,1.90,6.30,12.60,1.50,,1.900,1.900,7.20,8.40,7.60,8.00,4.40,,8.4,8.4,1.30,0.30,0.60,0.60,0.70,,0.30,0.30
05/01/2019,15:15:00,24.32,1,2.66,3.27,25,17.2,,,3.27,3.27,61.78,23.84,85.62,11.6,8.4,5,3,,,8.40,8.40,4.40,6.00,,2.70,3.80,,6.00,6.00,2.80,1.20,2.00,1.00,,,1.20,1.20,5.90,2.20,6.20,5.40,,,2.20,2.20,6.40,1.60,4.40,11.50,1.50,,1.600,1.600,7.20,8.80,8.20,8.80,4.40,,8.8,8.8,1.70,0.30,0.30,0.50,0.70,,0.30,0.30
05/01/2019,15:30:00,24.32,1,2.68,3.24,24.9,17.7,,,3.24,3.24,7.91,23.8,31.71,15.6,0,0.04,0.2,,,5.28,5.28,3.60,4.80,,3.00,3.20,,4.80,4.80,2.00,2.40,1.20,3.40,,,2.40,2.40,5.90,4.40,4.30,6.20,,,4.40,4.40,6.40,2.80,6.20,13.80,1.50,,2.800,2.800,7.00,9.00,8.10,8.30,4.40,,9,9,1.50,0.30,0.40,0.70,0.70,,0.30,0.30
05/01/2019,15:45:00,24.32,1,2.69,3.21,25,18.2,,,3.21,3.21,0.30,23.84,24.14,13.6,0,1.76,0.68,,,5.35,5.35,3.90,5.20,,3.00,2.90,,5.20,5.20,2.80,4.00,1.20,0.90,,,4.00,4.00,5.80,4.00,4.50,5.10,,,4.00,4.00,6.40,2.80,7.20,12.80,1.50,,2.800,2.800,7.50,8.70,7.70,7.20,4.40,,8.7,8.7,3.10,0.30,0.60,1.20,0.70,,0.30,0.30
05/01/2019,16:00:00,24.32,1,2.7,3.18,25.4,18.7,,,3.18,3.18,0.45,23.8,24.25,16.4,0,1.72,0.8,,,6.31,6.31,3.10,4.60,,3.10,4.80,,4.60,4.60,2.40,2.80,0.80,0.60,,,2.80,2.80,5.90,2.60,5.40,5.90,,,2.60,2.60,6.40,1.90,7.20,12.20,1.50,,1.900,1.900,8.50,8.60,8.20,8.70,4.40,,8.6,8.6,0.70,0.30,0.50,0.50,0.70,,0.30,0.30
05/01/2019,16:15:00,24.32,1,2.72,3.15,25.8,19.3,,,3.15,3.15,0.00,23.84,23.84,16.8,0,1.96,0.8,,,6.52,6.52,3.20,5.20,,3.90,4.00,,5.20,5.20,2.00,2.40,0.40,0.90,,,2.40,2.40,6.70,4.20,5.30,5.80,,,4.20,4.20,6.40,2.00,6.90,11.60,1.50,,2.000,2.000,7.10,9.20,7.50,7.40,4.40,,9.2,9.2,1.10,0.30,0.60,0.70,0.70,,0.30,0.30
05/01/2019,16:30:00,24.28,1,2.73,3.12,26.2,19.9,,,3.12,3.12,0.00,23.84,23.84,17.2,0,2.4,1.32,,,6.97,6.97,3.60,5.70,,4.00,3.70,,5.70,5.70,2.40,2.40,0.80,1.20,,,2.40,2.40,6.20,4.80,6.00,4.70,,,4.80,4.80,6.40,3.20,8.20,11.00,1.50,,3.200,3.200,7.60,8.00,6.40,7.00,4.40,,8,8,1.10,0.30,0.70,0.60,0.70,,0.30,0.30
05/01/2019,16:45:00,24.24,1,2.74,3.09,26.7,20.5,,,3.09,3.09,0.00,23.8,23.80,12,0,2.28,1.16,,,5.15,5.15,3.90,4.90,,3.40,4.90,,4.90,4.90,2.80,2.80,0.80,1.30,,,2.80,2.80,6.60,4.20,6.90,3.30,,,4.20,4.20,6.40,2.70,5.90,11.70,1.50,,2.700,2.700,5.90,7.00,7.00,6.60,4.40,,7,7,1.60,0.30,0.70,0.90,0.70,,0.30,0.30
05/01/2019,17:00:00,24.24,1,2.71,3.06,27.1,21.2,,,3.06,3.06,0.00,23.84,23.84,0,0,1.96,1.24,,,1.07,1.07,4.90,5.00,,3.60,6.10,,5.00,5.00,2.00,2.80,1.20,1.40,,,2.80,2.80,5.80,4.40,5.80,5.00,,,4.40,4.40,6.40,1.70,6.30,12.00,1.50,,1.700,1.700,7.10,6.50,7.40,6.70,4.40,,6.5,6.5,1.00,0.30,0.70,0.80,0.70,,0.30,0.30
05/01/2019,17:15:00,24.32,1,2.67,3.03,27.1,21.8,,,3.03,3.03,0.00,23.8,23.80,0,0,0,1,,,0.33,0.33,4.20,5.00,,3.00,5.90,,5.00,5.00,3.20,2.80,0.80,0.70,,,2.80,2.80,7.30,3.70,6.60,7.40,,,3.70,3.70,0.00,1.40,6.00,11.10,1.50,,1.400,1.400,6.60,7.00,6.60,8.00,4.40,,7,7,1.50,0.30,0.60,0.50,0.70,,0.30,0.30
05/01/2019,17:30:00,24.24,1,2.64,3,27,22.4,,,3.00,3.00,0.00,23.76,23.76,0,0,1.04,1.08,,,0.71,0.71,5.10,4.90,,2.50,3.70,,4.90,4.90,2.80,1.60,0.80,0.90,,,1.60,1.60,6.20,4.50,7.70,6.00,,,4.50,4.50,0.00,1.40,5.20,10.30,1.50,,1.400,1.400,6.70,6.10,6.40,6.60,4.40,,6.1,6.1,2.80,0.30,0.20,0.40,0.70,,0.30,0.30
05/01/2019,17:45:00,24.24,1,2.64,2.97,27.3,23,,,2.97,2.97,0.00,23.8,23.80,10.8,0,1.52,1,,,4.44,4.44,2.90,5.10,,2.10,4.70,,5.10,5.10,3.60,1.20,2.00,0.90,,,1.20,1.20,6.00,6.00,4.80,7.50,,,6.00,6.00,0.00,1.10,5.30,10.10,1.50,,1.100,1.100,7.70,7.00,6.70,7.00,4.40,,7,7,2.90,0.30,0.50,0.60,0.70,,0.30,0.30
05/01/2019,18:00:00,24.28,1,2.68,2.94,27.7,23.7,,,2.94,2.94,0.00,23.8,23.80,18,0,1.4,1.12,,,6.84,6.84,3.10,4.70,,3.50,3.50,,4.70,4.70,2.80,0.80,1.20,0.60,,,0.80,0.80,5.40,3.60,4.60,5.60,,,3.60,3.60,0.00,1.10,6.50,12.90,1.50,,1.100,1.100,6.70,6.70,6.30,7.30,4.40,,6.7,6.7,2.70,0.30,0.50,0.40,0.70,,0.30,0.30
05/01/2019,18:15:00,24.24,1,2.71,2.91,28.1,24.2,,,2.91,2.91,0.00,23.8,23.80,17.6,0,1.72,0.88,,,6.73,6.73,3.10,5.10,,3.00,2.90,,5.10,5.10,2.40,1.60,1.60,1.10,,,1.60,1.60,4.40,2.00,4.50,6.20,,,2.00,2.00,0.00,0.90,5.60,12.80,1.50,,0.900,0.900,6.40,6.50,6.70,7.80,4.40,,6.5,6.5,2.50,0.30,0.80,1.10,0.70,,0.30,0.30
05/01/2019,18:30:00,24.24,1,2.75,2.88,28.5,24.8,,,2.88,2.88,0.00,23.8,23.80,20.4,0,1.68,1.04,,,7.71,7.71,3.20,5.30,,2.50,3.00,,5.30,5.30,2.80,2.00,0.80,0.50,,,2.00,2.00,4.50,1.50,4.30,5.70,,,1.50,1.50,0.00,0.80,7.70,10.80,1.50,,0.800,0.800,8.10,8.30,7.80,7.70,4.40,,8.3,8.3,2.00,0.30,0.60,0.60,0.70,,0.30,0.30
05/01/2019,18:45:00,24.24,1,2.8,2.84,28.9,25.4,,,2.84,2.84,0.00,23.8,23.80,21.2,0,2.08,1.2,,,8.16,8.16,3.30,5.70,,2.40,3.60,,5.70,5.70,2.40,1.60,0.80,0.60,,,1.60,1.60,5.30,3.60,3.40,4.60,,,3.60,3.60,0.00,0.70,2.60,9.70,1.50,,0.700,0.700,7.50,8.40,9.60,7.50,4.40,,8.4,8.4,2.00,0.30,0.40,1.20,0.70,,0.30,0.30
05/01/2019,19:00:00,24.24,1,2.84,2.81,29.2,26.1,,,2.81,2.81,0.00,23.84,23.84,22,0,0.92,1.36,,,8.09,8.09,3.20,5.20,,2.00,4.00,,5.20,5.20,2.80,1.60,0.40,0.90,,,1.60,1.60,4.80,3.10,2.80,5.00,,,3.10,3.10,0.00,0.80,3.50,9.60,1.50,,0.800,0.800,6.90,8.80,10.80,7.70,4.40,,8.8,8.8,1.80,0.30,0.90,0.20,0.70,,0.30,0.30
05/01/2019,19:15:00,24.24,1,2.88,2.79,29.1,26.6,,,2.79,2.79,0.00,23.76,23.76,19.6,0,0.44,0.64,,,6.89,6.89,3.20,5.40,,2.80,3.50,,5.40,5.40,3.20,1.60,0.80,0.70,,,1.60,1.60,4.30,1.40,3.10,3.30,,,1.40,1.40,0.00,0.80,4.70,9.60,1.50,,0.800,0.800,6.20,8.40,7.30,7.50,4.40,,8.4,8.4,1.90,0.30,0.30,0.30,0.70,,0.30,0.30
05/01/2019,19:30:00,24.24,1,2.92,2.76,29.3,26.4,,,2.76,2.76,0.00,23.8,23.80,20,0,1.48,0,,,7.16,7.16,4.30,5.00,,2.60,2.30,,5.00,5.00,3.20,1.20,1.20,0.30,,,1.20,1.20,4.50,1.80,3.20,3.00,,,1.80,1.80,0.00,0.70,6.70,8.90,1.50,,0.700,0.700,6.00,8.80,7.40,7.80,4.40,,8.8,8.8,2.00,0.30,0.80,0.80,0.70,,0.30,0.30
05/01/2019,19:45:00,24.24,1,2.96,2.73,29.2,26.1,,,2.73,2.73,0.00,23.8,23.80,20.4,0,0,0,,,6.80,6.80,3.50,5.50,,2.30,2.40,,5.50,5.50,2.80,1.20,0.80,0.30,,,1.20,1.20,3.80,1.90,4.00,2.10,,,1.90,1.90,0.00,0.70,2.90,14.40,1.50,,0.700,0.700,6.00,7.50,7.00,6.30,4.40,,7.5,7.5,1.80,0.30,0.60,0.40,0.70,,0.30,0.30
05/01/2019,20:00:00,24.24,1,3,2.7,29,25.8,,,2.70,2.70,0.00,23.8,23.80,19.6,0,0,0,,,6.53,6.53,3.20,5.00,,3.10,2.00,,5.00,5.00,2.80,1.60,0.40,0.40,,,1.60,1.60,4.90,3.30,3.90,2.70,,,3.30,3.30,0.00,0.80,1.60,11.70,1.50,,0.800,0.800,6.10,8.30,7.10,5.30,4.40,,8.3,8.3,1.00,0.30,0.50,0.90,0.70,,0.30,0.30
05/01/2019,20:15:00,24.24,1,3.04,2.67,28.8,25.5,,,2.67,2.67,0.00,23.76,23.76,17.6,0,0,0,,,5.87,5.87,3.60,5.70,,2.40,2.40,,5.70,5.70,3.20,2.00,1.20,0.30,,,2.00,2.00,5.00,2.10,4.30,2.20,,,2.10,2.10,0.00,0.70,2.90,11.10,1.50,,0.700,0.700,6.50,6.50,5.50,5.10,4.40,,6.5,6.5,1.10,0.30,0.50,1.20,0.70,,0.30,0.30
05/01/2019,20:30:00,24.2,1,3.08,2.64,28.6,25.2,,,2.64,2.64,0.00,23.84,23.84,20.8,0,0,0,,,6.93,6.93,3.30,5.00,,2.80,2.40,,5.00,5.00,2.40,2.00,0.80,0.60,,,2.00,2.00,5.20,2.20,3.70,3.10,,,2.20,2.20,0.00,0.90,3.70,11.10,1.50,,0.900,0.900,5.50,8.80,5.60,5.00,4.40,,8.8,8.8,1.10,0.30,0.50,1.20,0.70,,0.30,0.30
05/01/2019,20:45:00,24.24,1,3.13,2.61,28.3,24.9,,,2.61,2.61,0.58,23.84,24.42,19.2,0,0,0,,,6.40,6.40,2.70,4.80,,2.10,2.30,,4.80,4.80,3.20,1.20,0.80,2.70,,,1.20,1.20,5.00,1.90,3.90,5.10,,,1.90,1.90,0.00,0.90,3.50,10.50,1.50,,0.900,0.900,5.40,6.70,4.40,5.00,4.40,,6.7,6.7,0.60,0.30,0.30,1.00,0.70,,0.30,0.30
05/01/2019,21:00:00,24.2,1,3.16,2.58,28.1,24.5,,,2.58,2.58,34.42,23.84,58.26,13.2,0,0,0,,,4.40,4.40,2.40,4.70,,2.60,3.10,,4.70,4.70,2.00,0.80,1.20,1.00,,,0.80,0.80,6.00,3.70,4.90,4.40,,,3.70,3.70,0.00,0.70,3.40,10.80,1.50,,0.700,0.700,6.30,7.20,4.00,4.60,4.40,,7.2,7.2,0.60,0.30,0.40,0.10,0.70,,0.30,0.30
05/01/2019,21:15:00,24.16,1,3.15,2.55,27.9,24.1,,,2.55,2.55,80.12,23.76,103.88,0,0,0,0,,,0.00,0.00,2.70,5.20,,2.80,2.60,,5.20,5.20,2.00,1.20,0.80,0.70,,,1.20,1.20,4.40,2.40,2.80,2.90,,,2.40,2.40,0.00,0.70,4.40,11.70,1.50,,0.700,0.700,7.20,6.30,4.30,4.50,4.40,,6.3,6.3,0.70,0.30,0.50,0.10,0.70,,0.30,0.30
05/01/2019,21:30:00,24.24,1,3.13,2.52,27.6,23.8,,,2.52,2.52,80.95,23.84,104.79,0,0,0,0,,,0.00,0.00,2.40,5.00,,1.90,2.70,,5.00,5.00,2.40,1.60,0.40,0.50,,,1.60,1.60,5.80,1.90,3.80,2.40,,,1.90,1.90,0.00,0.90,2.40,10.80,1.50,,0.900,0.900,5.00,6.80,5.30,5.30,4.40,,6.8,6.8,0.80,0.30,0.50,0.10,0.70,,0.30,0.30
05/01/2019,21:45:00,24.24,1,3.11,2.5,27.4,23.5,,,2.50,2.50,80.93,23.8,104.73,0,9.6,0,0,,,9.60,9.60,2.70,4.50,,2.00,2.90,,4.50,4.50,4.00,1.20,0.80,0.40,,,1.20,1.20,3.90,0.90,3.40,1.10,,,0.90,0.90,0.00,1.30,2.50,11.00,1.50,,1.300,1.300,6.50,6.70,4.80,6.00,4.40,,6.7,6.7,0.80,0.30,0.20,0.30,0.70,,0.30,0.30
