id,month,day,hour,min,i_uiip,i_f,i_uiipu,score
2715,2,6,7,30,143.5,265.73,165,0.44
2722,2,6,9,15,116.37,240.4,114.27,0.44
2726,2,6,10,15,179.64,244.6,115.47,0.44
2730,2,6,11,15,186.96,243.67,114.53,0.44
2736,2,6,12,45,195.3,242.13,100.67,0.44
2737,2,6,13,0,198.48,240.33,100.73,0.44
2750,2,6,16,15,63.29,235.93,63.6,0.44
2754,2,6,17,15,63.09,238.33,64,0.44
2757,2,6,18,0,89.21,248.27,89.67,0.44
2758,2,6,18,15,89.39,250.27,90.2,0.44
2771,2,6,21,30,134.58,226.53,376.2,0.44
2775,2,6,22,30,131.25,222.67,375.13,0.44
2815,2,7,8,30,93.35,250.87,93.73,0.44
2817,2,7,9,0,92.88,253.53,93.6,0.44
2820,2,7,9,45,93.06,255.47,93.13,0.44
2821,2,7,10,0,93.39,257.4,93.8,0.44
2831,2,7,12,30,148.26,220.27,284.8,0.44
2848,2,7,16,45,199.6,236.13,348.33,0.44
2849,2,7,17,0,167.24,256.53,167.53,0.44
2856,2,7,18,45,174.83,269.73,174.73,0.44
2859,2,7,19,30,126.16,237.2,383.33,0.44
2868,2,7,21,45,160.12,233.47,376.2,0.44
2898,2,8,5,15,265.71,251.2,364,0.44
2905,2,8,7,0,109.05,261.27,108.87,0.44
2907,2,8,7,30,112.91,222.4,113.33,0.44
2916,2,8,9,45,107.28,250.53,108.13,0.44
2917,2,8,10,0,110.02,269.13,110.33,0.44
2918,2,8,10,15,112.03,274.33,112.73,0.44
2921,2,8,11,0,112.1,272.33,112.2,0.44
2926,2,8,12,15,222.38,222.67,366.27,0.44
2927,2,8,12,30,229.46,223.87,321.13,0.44
2934,2,8,14,15,229.66,223.33,287.6,0.44
2939,2,8,15,30,203.06,228.4,310.33,0.44
2943,2,8,16,30,190.24,226.53,311.27,0.44
2944,2,8,16,45,198.47,226.67,311.2,0.44
2990,2,9,4,15,412.89,268,266.33,0.44
2996,2,9,5,45,191.4,241.33,370.6,0.44
3007,2,9,8,30,118.07,280.87,118.27,0.44
3024,2,9,12,45,203.61,272.4,366.73,0.44
3031,2,9,14,30,103.25,235.33,367.6,0.44
3033,2,9,15,0,123.65,232.73,368.73,0.44
3036,2,9,15,45,114.26,233.53,366,0.44
3041,2,9,17,0,104.8,250,105.33,0.44
3047,2,9,18,30,116.18,257.4,108.4,0.44
3095,2,10,6,30,139.09,280.2,132.87,0.44
3099,2,10,7,30,167.58,259.87,167.67,0.44
3107,2,10,9,30,189.54,254.87,189.6,0.44
3108,2,10,9,45,188.97,256,188.93,0.44
3111,2,10,10,30,188.81,212.8,190,0.44
3112,2,10,10,45,189.38,210.47,189.2,0.44
3122,2,10,13,15,230,221.13,303.2,0.44
3126,2,10,14,15,216.82,224,302,0.44
3127,2,10,14,30,170.41,218.73,302.73,0.44
3129,2,10,15,0,155.64,235.07,380.2,0.44
3137,2,10,17,0,178.34,242.53,375.87,0.44
3143,2,10,18,30,229.52,242.47,284.6,0.44
3153,2,10,21,0,213.2,249.27,376.8,0.44
3158,2,10,22,15,160.17,241.47,371.33,0.44
3171,2,11,1,30,384.26,258.27,245.73,0.44
3174,2,11,2,15,388.79,241.53,247.67,0.44
3175,2,11,2,30,381.53,241.6,248.6,0.44
3182,2,11,4,15,373.38,234.47,295.53,0.44
3183,2,11,4,30,380.4,234.73,291.33,0.44
3187,2,11,5,30,352.77,235.53,292.67,0.44
3193,2,11,7,0,126.21,265.93,96.73,0.44
3197,2,11,8,0,94.55,235.2,95.13,0.44
3198,2,11,8,15,94.12,224,94.53,0.44
3204,2,11,9,45,95.1,234.27,95.8,0.44
3217,2,11,13,0,128.06,252.07,378.47,0.44
3225,2,11,15,0,130.93,246,377.53,0.44
3248,2,11,20,45,207.08,231.73,380.73,0.44
3255,2,11,22,30,193.82,258.93,376.53,0.44
3274,2,12,3,15,334.56,239.67,357.33,0.44
3280,2,12,4,45,385.3,243.67,271.47,0.44
3284,2,12,5,45,188.07,234.87,353.33,0.44
3287,2,12,6,30,151.65,244.87,365,0.44
3302,2,12,10,15,195.02,221.67,156,0.44
3304,2,12,10,45,148.76,211,336.6,0.44
3306,2,12,11,15,138.2,212.47,336.87,0.44
3307,2,12,11,30,131.83,212.67,337,0.44
3308,2,12,11,45,141.75,208.47,358.6,0.44
3317,2,12,14,0,124.16,235.8,375.67,0.44
3329,2,12,17,0,77.39,248.47,78.2,0.44
3333,2,12,18,0,161.47,255.13,161.6,0.44
3335,2,12,18,30,161.12,252.8,161.2,0.44
3344,2,12,20,45,156.59,237.27,287.67,0.44
3351,2,12,22,30,186.63,250.8,368.2,0.44
3352,2,12,22,45,165.13,249.07,373.07,0.44
3362,2,13,1,15,355.02,237.73,265.47,0.44
3367,2,13,2,30,346.35,234.53,290.27,0.44
3382,2,13,6,15,150.79,244.47,360.8,0.44
3385,2,13,7,0,100.54,260.73,101.13,0.44
3390,2,13,8,15,109.1,272.2,109.2,0.44
3392,2,13,8,45,105.86,264.67,105.93,0.44
3393,2,13,9,0,103.86,271.93,104.6,0.44
3402,2,13,11,15,227.67,232.07,273.73,0.44
3403,2,13,11,30,231.79,235.67,276,0.44
3412,2,13,13,45,172.23,229.8,333.8,0.44
3413,2,13,14,0,122.31,231.27,363.8,0.44
3421,2,13,16,0,190.17,220.13,372.93,0.44
3425,2,13,17,0,90.26,249.47,91,0.44
3429,2,13,18,0,111.03,249.07,111.47,0.44
3433,2,13,19,0,111.03,242.47,111.33,0.44
3435,2,13,19,30,103.18,236.4,71.33,0.44
3447,2,13,22,30,161.97,234.93,369.2,0.44
3479,2,14,6,30,189.73,235.33,232.33,0.44
3481,2,14,7,0,122.59,249.93,122.87,0.44
3485,2,14,8,0,124.07,248.13,124.8,0.44
3500,2,14,11,45,111.02,221,376.13,0.44
3517,2,14,16,0,202.5,220,373.13,0.44
3519,2,14,16,30,189.4,223.87,339.13,0.44
3538,2,14,21,15,217.64,237.2,378.27,0.44
3588,2,15,9,45,140.27,210.27,382.27,0.44
3596,2,15,11,45,102.33,212.33,377.87,0.44
3601,2,15,13,0,108.09,236.33,379.47,0.44
3605,2,15,14,0,113.28,237,379.87,0.44
3620,2,15,17,45,104.6,251.4,104.87,0.44
3625,2,15,19,0,102.43,271.4,102.47,0.44
3630,2,15,20,15,212.42,252.93,382.93,0.44
3647,2,16,0,30,433.24,237.13,278.6,0.44
3651,2,16,1,30,430.3,235.13,252.87,0.44
3655,2,16,2,30,431.73,238.8,220.4,0.44
3660,2,16,3,45,386.87,235.07,220.07,0.44
3662,2,16,4,15,430.26,241.93,231.87,0.44
3672,2,16,6,45,198.07,241.27,223.87,0.44
3673,2,16,7,0,90.59,259.67,91.33,0.44
3675,2,16,7,30,88.9,261.4,88.87,0.44
3680,2,16,8,45,105.85,223.93,150.93,0.44
3684,2,16,9,45,101.06,214.47,381.47,0.44
3686,2,16,10,15,132.66,213.27,381.2,0.44
3692,2,16,11,45,182.25,211.2,377.13,0.44
3700,2,16,13,45,164.19,246.53,319.67,0.44
3713,2,16,17,0,121.9,248.27,122.07,0.44
3719,2,16,18,30,116.41,248.73,117.33,0.44
3728,2,16,20,45,214.55,226.53,379.47,0.44
3735,2,16,22,30,171,214.07,372.73,0.44
3736,2,16,22,45,162,215.4,374.2,0.44
3742,2,17,0,15,384.87,232.33,280.07,0.44
3744,2,17,0,45,395.69,230.73,278.6,0.44
3746,2,17,1,15,374.92,231.13,282.13,0.44
3758,2,17,4,15,409.36,220.87,198.27,0.44
3766,2,17,6,15,186.14,216.13,370.8,0.44
3773,2,17,8,0,122.61,240.4,122.6,0.44
3782,2,17,10,15,187.75,212.6,380.33,0.44
3786,2,17,11,15,230.37,213.8,321.87,0.44
3788,2,17,11,45,225.12,216.2,296.53,0.44
3794,2,17,13,15,223.57,212.4,297.6,0.44
3795,2,17,13,30,221.09,215,297.6,0.44
3800,2,17,14,45,161.15,217.87,298.87,0.44
3820,2,17,19,45,156.73,228.07,356.73,0.44
3826,2,17,21,15,153.92,223.07,354.07,0.44
3839,2,18,0,30,422.21,246.73,278.47,0.44
3848,2,18,2,45,405.71,237.33,221.2,0.44
3855,2,18,4,30,425.76,229.8,228.8,0.44
3856,2,18,4,45,426.38,234,225.8,0.44
3877,2,18,10,0,119.98,229,120.2,0.44
3882,2,18,11,15,201.19,191,383.93,0.44
3890,2,18,13,15,231.94,221,290.53,0.44
3894,2,18,14,15,222.98,220.2,310.27,0.44
3896,2,18,14,45,202.61,224.8,337.33,0.44
3898,2,18,15,15,153.15,223.8,338.6,0.44
3902,2,18,16,15,143.55,221.67,339.53,0.44
3903,2,18,16,30,145.24,218.47,339.2,0.44
3904,2,18,16,45,148.12,223.53,339.73,0.44
3914,2,18,19,15,144.98,237.2,381.47,0.44
3924,2,18,21,45,134.15,224.07,376.87,0.44
3928,2,18,22,45,175.92,216.07,374,0.44
3942,2,19,2,15,342.66,224.8,342.33,0.44
3946,2,19,3,15,355.71,221.8,315.93,0.44
3951,2,19,4,30,349.32,222.47,287.87,0.44
3952,2,19,4,45,354.83,220.6,286,0.44
3960,2,19,6,45,108.03,244.4,108.8,0.44
3963,2,19,7,30,105.11,225.4,104.8,0.44
3964,2,19,7,45,105.38,234.13,106.07,0.44
3965,2,19,8,0,105.3,238.27,105.6,0.44
3968,2,19,8,45,106.79,250.47,107.33,0.44
3976,2,19,10,45,103.59,234.13,103.53,0.44
3980,2,19,11,45,103,233.27,103.73,0.44
3984,2,19,12,45,170.96,216.13,385,0.44
3992,2,19,14,45,108.31,216.2,381.13,0.44
3994,2,19,15,15,127,214.8,380.4,0.44
4006,2,19,18,15,93.73,239.27,377.93,0.44
4007,2,19,18,30,114.59,236.07,378.4,0.44
4020,2,19,21,45,176.55,230.87,372.13,0.44
4047,2,20,4,30,298.79,228.47,248.6,0.44
4058,2,20,7,15,142.36,214.93,142.87,0.44
4059,2,20,7,30,139.65,225.47,140.73,0.44
4060,2,20,7,45,139.56,227.27,140.33,0.44
4063,2,20,8,30,137.4,249.27,137.73,0.44
4067,2,20,9,30,135.34,224.07,136.47,0.44
4068,2,20,9,45,135.3,216.53,134.8,0.44
4071,2,20,10,30,135.23,207.8,135.73,0.44
4074,2,20,11,15,135.28,207.27,135.8,0.44
4086,2,20,14,15,116.9,213.27,379.8,0.44
4112,2,20,20,45,141.17,223.4,377.07,0.44
4115,2,20,21,30,129.27,218.8,374.07,0.44
4116,2,20,21,45,131.95,218.73,372.73,0.44
4153,2,21,7,0,98.27,241.67,98.6,0.44
4158,2,21,8,15,98.32,215,99,0.44
4162,2,21,9,15,98.15,220.87,98.6,0.44
4167,2,21,10,30,180.9,224.87,380.87,0.44
4170,2,21,11,15,175.05,222.27,379.27,0.44
4183,2,21,14,30,109.27,222.4,378.27,0.44
4184,2,21,14,45,116.01,218.13,375.4,0.44
4190,2,21,16,15,146.45,219.07,377.13,0.44
4195,2,21,17,30,121.78,239.13,122.53,0.44
4199,2,21,18,30,120.48,239.93,121.47,0.44
4203,2,21,19,30,99.56,236.73,100.53,0.44
4204,2,21,19,45,96.04,240.4,96.4,0.44
4208,2,21,20,45,202.04,226.67,380.73,0.44
4212,2,21,21,45,182.62,222.2,368.47,0.44
4215,2,21,22,30,177.88,217,375.87,0.44
4223,2,22,0,30,391.7,220,198.87,0.44
4224,2,22,0,45,375.74,217.07,200.07,0.44
4228,2,22,1,45,384.37,216.6,200.6,0.44
4230,2,22,2,15,388.42,220.33,202,0.44
4250,2,22,7,15,143.51,245.87,362.67,0.44
4278,2,22,14,15,109.1,220.13,355.93,0.44
4284,2,22,15,45,150.32,228.07,360.73,0.44
4288,2,22,16,45,133.58,235.4,197.33,0.44
4294,2,22,18,15,80.08,231.53,80.4,0.44
4298,2,22,19,15,80.37,239.93,81,0.44
4303,2,22,20,30,189.28,227.6,379.33,0.44
4308,2,22,21,45,166.61,240.27,374.47,0.44
4311,2,22,22,30,172.59,226.4,376.47,0.44
4320,2,23,0,45,409.4,225.27,257,0.44
4322,2,23,1,15,405.54,229.93,259.33,0.44
4323,2,23,1,30,405.89,226.8,257.07,0.44
4324,2,23,1,45,414.19,227.87,260,0.44
4328,2,23,2,45,403.3,239.07,254.67,0.44
4358,2,23,10,15,146.9,244.2,377.6,0.44
4362,2,23,11,15,110.79,242.73,376.53,0.44
4363,2,23,11,30,107.43,242.33,374.07,0.44
4364,2,23,11,45,125.37,241.53,374.93,0.44
4367,2,23,12,30,114.66,244.47,375.2,0.44
4384,2,23,16,45,104.14,260,104.6,0.44
4391,2,23,18,30,103.86,265,103.93,0.44
4393,2,23,19,0,103.06,260.07,103.8,0.44
4396,2,23,19,45,102.95,254.47,102.93,0.44
4398,2,23,20,15,177.99,228.47,382.13,0.44
4400,2,23,20,45,155.97,226.2,380,0.44
4414,2,24,0,15,388.88,215.8,258,0.44
4428,2,24,3,45,377.97,246.2,311.67,0.44
4431,2,24,4,30,385.12,258.87,231.93,0.44
4435,2,24,5,30,342.81,259.2,362.6,0.44
4442,2,24,7,15,67.42,232.13,67.73,0.44
4446,2,24,8,15,66.7,225.4,67.33,0.44
4448,2,24,8,45,66.04,229.27,66.53,0.44
4450,2,24,9,15,65.55,230.6,66,0.44
4451,2,24,9,30,66.1,230.6,66.33,0.44
4454,2,24,10,15,67.7,230.13,68.4,0.44
4459,2,24,11,30,171.87,244.2,377.33,0.44
4461,2,24,12,0,156.18,243.2,375.4,0.44
4464,2,24,12,45,150.08,242.13,375.13,0.44
4469,2,24,14,0,155.81,240.8,374.4,0.44
4480,2,24,16,45,180.5,237.4,332.33,0.44
4482,2,24,17,15,182.77,242.4,323.47,0.44
4483,2,24,17,30,111.71,256,83.4,0.44
4487,2,24,18,30,109.09,264.87,109.87,0.44
4490,2,24,19,15,108.73,265.53,109.53,0.44
4491,2,24,19,30,108.09,256.67,108.87,0.44
4494,2,24,20,15,176.54,238.87,380.6,0.44
4500,2,24,21,45,181.26,228.33,376,0.44
4511,2,25,0,30,403.81,232.47,256,0.44
4512,2,25,0,45,398.72,231.2,254.47,0.44
4514,2,25,1,15,387.87,235.13,258.93,0.44
4516,2,25,1,45,383.85,232.07,256,0.44
4524,2,25,3,45,369.44,229.73,298.93,0.44
4555,2,25,11,30,154.37,255,378.07,0.44
4558,2,25,12,15,166.1,256.33,377.4,0.44
4560,2,25,12,45,152.63,251.27,376,0.44
4568,2,25,14,45,115.23,244.87,376.27,0.44
4580,2,25,17,45,131.92,256.87,131.47,0.44
4607,2,26,0,30,385.8,218.93,266.93,0.44
4608,2,26,0,45,373.75,218,266.6,0.44
4612,2,26,1,45,376.6,237.07,251.87,0.44
4625,2,26,5,0,367.21,243,322.6,0.44
4631,2,26,6,30,150.22,246.93,331.53,0.44
4647,2,26,10,30,170.37,242.8,365.8,0.44
4650,2,26,11,15,155.78,243.6,365.53,0.44
4654,2,26,12,15,160.21,243.4,365.07,0.44
4656,2,26,12,45,186.17,240.47,363.4,0.44
4670,2,26,16,15,185.2,242.2,322.4,0.44
4681,2,26,19,0,79.28,253.67,79.87,0.44
4703,2,27,0,30,372.82,251,283.87,0.44
4714,2,27,3,15,356.52,241.6,271.67,0.44
4716,2,27,3,45,349.32,237.6,289.4,0.44
4719,2,27,4,30,353.15,233.2,330.27,0.44
4723,2,27,5,30,362.62,234.4,328.2,0.44
4742,2,27,10,15,154.95,216.4,375.33,0.44
4754,2,27,13,15,115.9,243.73,377,0.44
4759,2,27,14,30,119.3,237.93,373.27,0.44
4762,2,27,15,15,154.55,235.4,373.67,0.44
4770,2,27,17,15,189.22,256.6,361.8,0.44
4818,2,28,5,15,396.85,247.6,236.8,0.44
4864,2,28,16,45,213.18,247.4,374.93,0.44
4932,3,1,9,45,136.19,246,378.73,0.44
4935,3,1,10,30,157.87,241.4,376.87,0.44
4938,3,1,11,15,156.76,241.87,377.47,0.44
4947,3,1,13,30,223.52,252.47,320.53,0.44
4950,3,1,14,15,222.02,252.93,255.6,0.44
4955,3,1,15,30,197.69,249.27,255.53,0.44
4966,3,1,18,15,116.06,246.67,116.47,0.44
4999,3,2,2,30,392.93,260.93,222.93,0.44
5000,3,2,2,45,393.51,261.47,222.53,0.44
5011,3,2,5,30,364.54,236.93,237.33,0.44
5014,3,2,6,15,152.38,239.67,377.07,0.44
5016,3,2,6,45,95.47,242.47,377.33,0.44
5020,3,2,7,45,144.3,246.13,379.6,0.44
5026,3,2,9,15,111.65,254.73,377.2,0.44
5027,3,2,9,30,116,255.47,377.93,0.44
5028,3,2,9,45,136.77,255.73,378.6,0.44
5034,3,2,11,15,136.19,238.53,376.93,0.44
5039,3,2,12,30,100.45,242.53,376.2,0.44
5046,3,2,14,15,223.3,239.93,373.6,0.44
5047,3,2,14,30,226.35,237.33,373.93,0.44
5051,3,2,15,30,215.01,239.33,271,0.44
5066,3,2,19,15,136.99,238.73,137.87,0.44
5067,3,2,19,30,135.73,238.73,136.27,0.44
5068,3,2,19,45,135.83,243.67,136.33,0.44
5086,3,3,0,15,383.7,238.27,269.53,0.44
5087,3,3,0,30,387.98,234.4,265.93,0.44
5090,3,3,1,15,374.36,232.07,269.73,0.44
5095,3,3,2,30,349.25,243.13,269.53,0.44
5100,3,3,3,45,300.15,236.73,361.4,0.44
5107,3,3,5,30,373.2,269.4,250.4,0.44
5122,3,3,9,15,98.67,219.93,378.6,0.44
5123,3,3,9,30,119.67,213.73,378,0.44
5124,3,3,9,45,100.03,219.2,379.6,0.44
5135,3,3,12,30,104.79,218.47,378.8,0.44
5139,3,3,13,30,96.73,225.87,378.4,0.44
5155,3,3,17,30,163.16,254.8,163.07,0.44
5166,3,3,20,15,211.3,241.93,207.07,0.44
5191,3,4,2,30,373.44,246.87,231.93,0.44
5192,3,4,2,45,364.73,246.33,227.07,0.44
5194,3,4,3,15,374.11,242.53,321.33,0.44
5203,3,4,5,30,314.41,228.73,321.27,0.44
5206,3,4,6,15,200.87,234.53,373.67,0.44
5221,3,4,10,0,125.53,220,378.07,0.44
5228,3,4,11,45,122.1,235.2,379.07,0.44
5231,3,4,12,30,98.64,231.47,380.47,0.44
5233,3,4,13,0,128.12,232.4,378.8,0.44
5243,3,4,15,30,200.88,227.67,375.27,0.44
5244,3,4,15,45,179.38,225.6,372.67,0.44
5248,3,4,16,45,188.21,229.27,374.47,0.44
5251,3,4,17,30,150.67,250.6,151.6,0.44
5271,3,4,22,30,167.03,220.6,372.2,0.44
5293,3,5,4,0,295.37,233.8,330.13,0.44
5294,3,5,4,15,308.43,232.6,330.53,0.44
5295,3,5,4,30,299.86,231.6,324.67,0.44
5297,3,5,5,0,286.81,231.27,325.8,0.44
5298,3,5,5,15,289.41,229.27,326.27,0.44
5299,3,5,5,30,303.18,233.27,327.33,0.44
5325,3,5,12,0,114.73,247,374.93,0.44
5329,3,5,13,0,140.33,234.6,373,0.44
5333,3,5,14,0,143.67,234.73,376.73,0.44
5343,3,5,16,30,128.58,224.2,129.33,0.44
5344,3,5,16,45,128.89,227.53,128.53,0.44
5356,3,5,19,45,128.76,236.73,129.13,0.44
5384,3,6,2,45,336.69,234.73,295.4,0.44
5386,3,6,3,15,340.5,228.27,292.53,0.44
5387,3,6,3,30,337.08,231.67,289.93,0.44
5390,3,6,4,15,287.62,225.33,288,0.44
5400,3,6,6,45,61.92,253.13,195.33,0.44
5404,3,6,7,45,61.27,256.8,196,0.44
5406,3,6,8,15,83.84,228.27,197.87,0.44
5410,3,6,9,15,103.4,222.27,158.47,0.44
5413,3,6,10,0,82.82,218.67,144.73,0.44
5415,3,6,10,30,157.58,220.27,144.27,0.44
5417,3,6,11,0,133.57,222.87,142.67,0.44
5419,3,6,11,30,122.25,224.8,149.47,0.44
5421,3,6,12,0,130.34,240.4,194.07,0.44
5427,3,6,13,30,94.1,256.47,373.27,0.44
5447,3,6,18,30,185.94,256.2,198.4,0.44
5448,3,6,18,45,178.3,257.8,162.13,0.44
5455,3,6,20,30,183.88,254.27,287.93,0.44
5478,3,7,2,15,362.08,242.93,286.27,0.44
5486,3,7,4,15,364.94,245.53,281.87,0.44
5495,3,7,6,30,82.04,268.2,78.87,0.44
5497,3,7,7,0,79.13,269.8,79,0.44
5502,3,7,8,15,77.11,209.87,77.73,0.44
5513,3,7,11,0,101.46,223.13,101.8,0.44
5521,3,7,13,0,124.22,234.53,377.6,0.44
5533,3,7,16,0,151.17,231.73,373.87,0.44
5542,3,7,18,15,40.48,224,40.93,0.44
5546,3,7,19,15,40.82,228.67,41.33,0.44
5550,3,7,20,15,186.83,214.8,378.2,0.44
5552,3,7,20,45,210.4,214.67,377.13,0.44
5574,3,8,2,15,307.4,243.07,303.53,0.44
5581,3,8,4,0,305.1,228.93,330.53,0.44
5582,3,8,4,15,306.59,226.47,330.4,0.44
5586,3,8,5,15,322.73,229.47,332.53,0.44
5597,3,8,8,0,103.49,230.87,103.87,0.44
5602,3,8,9,15,178.1,201.27,373.07,0.44
5608,3,8,10,45,198.97,206.13,287.73,0.44
5610,3,8,11,15,192.62,203.8,289.13,0.44
5622,3,8,14,15,230.31,267.53,371.2,0.44
5632,3,8,16,45,140.72,257.93,356.87,0.44
5650,3,8,21,15,171.89,246.53,373.87,0.44
5674,3,9,3,15,309.78,248.87,315.6,0.44
5678,3,9,4,15,319.69,248.93,315.4,0.44
5681,3,9,5,0,330.7,248.93,315.87,0.44
5682,3,9,5,15,332.88,244.53,316.93,0.44
5689,3,9,7,0,95.56,268.67,95.53,0.44
5699,3,9,9,30,230.98,244.87,332.73,0.44
5702,3,9,10,15,232.94,245.67,257,0.44
5718,3,9,14,15,224.86,247.4,260.87,0.44
5720,3,9,14,45,218.25,245.2,262.2,0.44
5723,3,9,15,30,101.64,243.53,375.87,0.44
5724,3,9,15,45,115.14,243.4,375.8,0.44
5735,3,9,18,30,61.61,239.93,61.93,0.44
5784,3,10,6,45,107.54,275.4,107.87,0.44
5796,3,10,9,45,183.25,222.67,244.47,0.44
5798,3,10,10,15,222.13,233.2,363.8,0.44
5800,3,10,10,45,225.59,234.33,279.27,0.44
5803,3,10,11,30,221.66,231.93,289.93,0.44
5807,3,10,12,30,103.58,228.13,356.33,0.44
5812,3,10,13,45,215.61,230.13,378.67,0.44
5813,3,10,14,0,235.26,228.87,376.53,0.44
5821,3,10,16,0,183.51,225.27,371.2,0.44
5834,3,10,19,15,31.21,249.13,32,0.44
5842,3,10,21,15,170.74,234.6,376.73,0.44
5847,3,10,22,30,163.72,225.07,370.07,0.44
5858,3,11,1,15,348.78,249.8,289,0.44
5863,3,11,2,30,342.23,248.13,285.73,0.44
5864,3,11,2,45,328.34,243.27,283,0.44
5869,3,11,4,0,353.69,246.93,290.2,0.44
5900,3,11,11,45,149.66,231.53,112.73,0.44
5901,3,11,12,0,217.18,233.8,113.93,0.44
5904,3,11,12,45,205.8,233.73,112.47,0.44
5905,3,11,13,0,179.33,236,106.93,0.44
5922,3,11,17,15,33.29,247.53,34.13,0.44
5954,3,12,1,15,336.28,232.8,288.67,0.44
5958,3,12,2,15,328.6,226.27,342.67,0.44
5960,3,12,2,45,325.16,228.4,314.87,0.44
5964,3,12,3,45,326.49,228.27,313.27,0.44
5967,3,12,4,30,327.35,223.2,309.4,0.44
5968,3,12,4,45,320.32,224.47,313,0.44
5996,3,12,11,45,202.64,236.13,274.4,0.44
6000,3,12,12,45,194.56,236.87,274.47,0.44
6015,3,12,16,30,225.81,236.67,269.93,0.44
6017,3,12,17,0,136.51,247.73,132.2,0.44
6018,3,12,17,15,0,253.33,142.4,0.44
6034,3,12,21,15,126.64,226.13,374.47,0.44
6036,3,12,21,45,97.16,223.53,375.6,0.44
6038,3,12,22,15,132.45,236.13,372,0.44
6056,3,13,2,45,324.43,224.13,320.93,0.44
6059,3,13,3,30,316.36,224.53,320.2,0.44
6060,3,13,3,45,331.14,223.87,325.47,0.44
6065,3,13,5,0,320.3,244.27,191.27,0.44
6073,3,13,7,0,165.25,240.07,361.2,0.44
6074,3,13,7,15,190.56,244.27,360.33,0.44
6090,3,13,11,15,190.8,250.07,342.73,0.44
6092,3,13,11,45,169.34,228.13,341.67,0.44
6101,3,13,14,0,159.84,235.13,92.8,0.44
6113,3,13,17,0,196.81,231.93,92.67,0.44
6126,3,13,20,15,86.73,245.53,350.53,0.44
6146,3,14,1,15,322.22,245.27,237.73,0.44
6148,3,14,1,45,308.27,243.47,295.53,0.44
6169,3,14,7,0,104.77,261.67,105.73,0.44
6173,3,14,8,0,104.05,242.07,104.73,0.44
6187,3,14,11,30,129.45,212.8,357.6,0.44
6197,3,14,14,0,139.3,219.67,374.33,0.44
6209,3,14,17,0,102.57,243.67,116.4,0.44
6214,3,14,18,15,80.72,258.6,81.73,0.44
6215,3,14,18,30,81.29,259.53,81.33,0.44
6219,3,14,19,30,80.95,256.33,81.13,0.44
6235,3,14,23,30,358.44,230.27,318.27,0.44
6240,3,15,0,45,366.49,243.47,284.53,0.44
6244,3,15,1,45,359.9,244.13,245.27,0.44
6248,3,15,2,45,383.94,239.4,240.8,0.44
6252,3,15,3,45,380.1,233.6,268.33,0.44
6262,3,15,6,15,212.41,246.2,314.93,0.44
6264,3,15,6,45,149.14,244.53,317.27,0.44
6326,3,15,22,15,120.92,218.6,371.33,0.44
6352,3,16,4,45,330.97,237,325.47,0.44
6355,3,16,5,30,294.52,240.67,356.33,0.44
6356,3,16,5,45,223.09,243.87,360.4,0.44
6358,3,16,6,15,198.98,257.93,208.27,0.44
6361,3,16,7,0,100.69,241.33,101.53,0.44
6365,3,16,8,0,99.52,248.2,99.67,0.44
6378,3,16,11,15,57.71,241.73,58.07,0.44
6393,3,16,15,0,142,228.2,376.93,0.44
6397,3,16,16,0,127.2,247.47,374.53,0.44
6406,3,16,18,15,157.15,259.73,289,0.44
6413,3,16,20,0,108.07,269.67,104.53,0.44
6414,3,16,20,15,122.38,253.53,304.8,0.44
6415,3,16,20,30,110.66,248.87,378.4,0.44
6431,3,17,0,30,350.55,234.67,329.07,0.44
6454,3,17,6,15,181.13,260.73,368.93,0.44
6460,3,17,7,45,119.6,267.73,326.73,0.44
6463,3,17,8,30,80.41,285.93,81.27,0.44
6468,3,17,9,45,75.43,230.47,76,0.44
6473,3,17,11,0,126.24,216.93,374.33,0.44
6495,3,17,16,30,110.91,255.8,169.07,0.44
6497,3,17,17,0,91.26,257.33,91.73,0.44
6501,3,17,18,0,91.6,260,92.4,0.44
6507,3,17,19,30,91.26,253.6,91.73,0.44
6509,3,17,20,0,94.89,255.67,95.07,0.44
6511,3,17,20,30,93.52,236.6,94,0.44
6553,3,18,7,0,98.21,238.93,108.73,0.44
6560,3,18,8,45,82.8,256.93,83.33,0.44
6569,3,18,11,0,163.75,233.8,374.8,0.44
6577,3,18,13,0,136.66,233.27,376.07,0.44
6589,3,18,16,0,141.1,229.27,374.47,0.44
6596,3,18,17,45,102.25,242.93,152.33,0.44
6597,3,18,18,0,86.39,246.53,86.6,0.44
6599,3,18,18,30,161.27,252.53,83.73,0.44
6601,3,18,19,0,87.17,249,87.67,0.44
6603,3,18,19,30,88.2,247.8,88.2,0.44
6605,3,18,20,0,88.33,249.67,88.67,0.44
6641,3,19,5,0,336.84,236.4,304.87,0.44
6647,3,19,6,30,128.23,238.93,349.87,0.44
6652,3,19,7,45,126.57,248.2,356.73,0.44
6656,3,19,8,45,134.55,227,356.4,0.44
6668,3,19,11,45,149.28,219.4,374.6,0.44
6673,3,19,13,0,136.39,220.33,372.67,0.44
6681,3,19,15,0,131.43,238.07,369.6,0.44
6697,3,19,19,0,90.02,251.07,90.6,0.44
6701,3,19,20,0,91.6,251.47,91.6,0.44
6705,3,19,21,0,89.96,250.8,90.8,0.44
6706,3,19,21,15,90.1,251.93,90.8,0.44
6707,3,19,21,30,90.51,249.53,91.2,0.44
