id,month,day,hour,min,i_uiip,i_f,i_uiipu,score
30490,12,4,19,30,180,259.53,179,0.45
30492,12,4,20,0,180.83,261.13,179.6,0.45
30493,12,4,20,15,181.74,260.93,180.53,0.45
30515,12,5,1,45,352.39,266.07,252.4,0.45
30517,12,5,2,15,354.92,265.93,252.67,0.45
30518,12,5,2,30,361.35,260.07,271.6,0.45
30520,12,5,3,0,351.84,260.53,319.13,0.45
30521,12,5,3,15,369.12,260.33,319.47,0.45
30523,12,5,3,45,350.64,256,316.47,0.45
30534,12,5,6,30,215.77,264.2,376.4,0.45
30538,12,5,7,30,95.73,270.07,94.93,0.45
30539,12,5,7,45,95.99,262.13,95.13,0.45
30542,12,5,8,30,96.91,265.4,95.87,0.45
30546,12,5,9,30,95.95,267.67,95.07,0.45
30547,12,5,9,45,96.07,267.27,95.33,0.45
30551,12,5,10,45,147.77,244.87,125.47,0.45
30562,12,5,13,30,204.49,261.33,419.2,0.45
30575,12,5,16,45,198.73,250.87,484.13,0.45
30580,12,5,18,0,106.92,272.8,105.53,0.45
30584,12,5,19,0,103.36,272.13,102.2,0.45
30606,12,6,0,30,370.05,262.27,255.8,0.45
30611,12,6,1,45,355.04,257.93,255.73,0.45
30615,12,6,2,45,357.02,258.93,251.2,0.45
30620,12,6,4,0,353.67,255.73,254.8,0.45
30622,12,6,4,30,310.6,250.07,344,0.45
30623,12,6,4,45,302.93,250,367.8,0.45
30624,12,6,5,0,308.46,247.27,367.2,0.45
30627,12,6,5,45,198.24,248.87,364.13,0.45
30636,12,6,8,0,100.8,272.93,100.53,0.45
30637,12,6,8,15,100.86,268.07,100,0.45
30641,12,6,9,15,225.17,249.47,189.8,0.45
30643,12,6,9,45,220.12,247.53,448.53,0.45
30652,12,6,12,0,207.66,244.13,455.47,0.45
30655,12,6,12,45,205.8,242.67,461.87,0.45
30658,12,6,13,30,206.89,242.6,459.73,0.45
30660,12,6,14,0,213.26,241.4,460.67,0.45
30661,12,6,14,15,213.82,241.8,458.73,0.45
30663,12,6,14,45,202.02,238.2,457.2,0.45
30664,12,6,15,0,205.96,239.47,449.33,0.45
30665,12,6,15,15,200.72,233.07,448.8,0.45
30666,12,6,15,30,194.29,234.33,444.6,0.45
30668,12,6,16,0,188.77,238.27,444.67,0.45
30669,12,6,16,15,189.66,233.67,444.47,0.45
30670,12,6,16,30,186.7,234.67,443.53,0.45
30672,12,6,17,0,148.51,240.87,301.87,0.45
30691,12,6,21,45,158.56,261.47,157.73,0.45
30701,12,7,0,15,381.33,239.93,256.13,0.45
30702,12,7,0,30,370.63,241.33,253.4,0.45
30708,12,7,2,0,377.26,241.73,243.87,0.45
30716,12,7,4,0,308.94,237.87,298.47,0.45
30721,12,7,5,15,238.02,258.53,370.2,0.45
30722,12,7,5,30,211.17,259.8,371.4,0.45
30728,12,7,7,0,109.34,288.4,108.53,0.45
30741,12,7,10,15,106.65,265.53,105.47,0.45
30743,12,7,10,45,107.82,267.13,106.6,0.45
30747,12,7,11,45,106.08,267.73,104.8,0.45
30768,12,7,17,0,215.85,246.8,388.47,0.45
30776,12,7,19,0,206.16,275.87,204.73,0.45
30799,12,8,0,45,390.63,249,223.87,0.45
30800,12,8,1,0,395.25,247.73,221,0.45
30802,12,8,1,30,390.94,248.07,226.8,0.45
30803,12,8,1,45,381.65,243.87,222.67,0.45
30806,12,8,2,30,388.87,245.07,219.53,0.45
30807,12,8,2,45,387.09,244.87,220,0.45
30808,12,8,3,0,387.02,245.73,221.4,0.45
30816,12,8,5,0,391.92,239.67,319.4,0.45
30818,12,8,5,30,343.03,240,293.27,0.45
30819,12,8,5,45,211.02,242,286.4,0.45
30822,12,8,6,30,189.97,234.73,391.33,0.45
30824,12,8,7,0,202.45,236.8,450.93,0.45
30825,12,8,7,15,203.67,239.2,452.6,0.45
30832,12,8,9,0,205.93,258.73,462,0.45
30880,12,8,21,0,148.92,277,147.67,0.45
30882,12,8,21,30,149.86,277,148.87,0.45
30885,12,8,22,15,149.98,257.27,382.2,0.45
30886,12,8,22,30,142.81,255.87,380.07,0.45
30952,12,9,15,0,227.18,251.33,374,0.45
30976,12,9,21,0,153.82,263.33,158.33,0.45
30977,12,9,21,15,233.7,253.53,388.67,0.45
30979,12,9,21,45,218.11,250.27,384.67,0.45
30983,12,9,22,45,209.02,245.8,382.53,0.45
30989,12,10,0,15,387.28,247.8,209.73,0.45
30993,12,10,1,15,394.11,247.33,211.47,0.45
30994,12,10,1,30,384.44,247.2,210.93,0.45
30995,12,10,1,45,376.79,243.67,238,0.45
30996,12,10,2,0,379.16,240.4,262.13,0.45
31017,12,10,7,15,114.85,260.53,198,0.45
31024,12,10,9,0,192.47,274.6,294.07,0.45
31027,12,10,9,45,209.3,272.33,386.87,0.45
31031,12,10,10,45,193.48,260.2,510.4,0.45
31036,12,10,12,0,94.36,244.27,478.8,0.45
31039,12,10,12,45,148.83,243,500.07,0.45
31042,12,10,13,30,127.09,243.13,501,0.45
31059,12,10,17,45,208.29,259,207.4,0.45
31060,12,10,18,0,208.48,258.4,207.2,0.45
31067,12,10,19,45,209.44,258.93,208.53,0.45
31071,12,10,20,45,209.69,256.87,209.2,0.45
31072,12,10,21,0,209.92,257.2,208.27,0.45
31073,12,10,21,15,209.72,258.6,208.47,0.45
31089,12,11,1,15,372.94,238.73,209.93,0.45
31090,12,11,1,30,366.27,240.4,211.47,0.45
31101,12,11,4,15,352.86,245.33,314.2,0.45
31102,12,11,4,30,363.66,245.33,315.67,0.45
31103,12,11,4,45,349.11,248.47,306.67,0.45
31104,12,11,5,0,359.15,249.07,259.33,0.45
31116,12,11,8,0,138.64,264.73,307.4,0.45
31124,12,11,10,0,186,268.8,477.27,0.45
31144,12,11,15,0,111.23,253.73,222.67,0.45
31169,12,11,21,15,187,223.6,460.4,0.45
31182,12,12,0,30,383.18,256.47,279.13,0.45
31184,12,12,1,0,397.53,257,258.73,0.45
31192,12,12,3,0,359.26,255.13,221.8,0.45
31214,12,12,8,30,157.6,291.4,156.93,0.45
31218,12,12,9,30,157.16,292.8,156.8,0.45
31241,12,12,15,15,137.53,235.87,488.8,0.45
31242,12,12,15,30,122.56,232.27,486.8,0.45
31244,12,12,16,0,109.64,240.27,491.4,0.45
31279,12,13,0,45,358.15,239.27,273.6,0.45
31282,12,13,1,30,352.61,238.2,272.87,0.45
31284,12,13,2,0,344.25,241.47,275.8,0.45
31305,12,13,7,15,229.51,258.07,407.07,0.45
31316,12,13,10,0,227.83,257.4,403,0.45
31347,12,13,17,45,110.19,255.87,108.67,0.45
31354,12,13,19,30,165.26,235.27,515.33,0.45
31376,12,14,1,0,368.33,246.6,280.07,0.45
31398,12,14,6,30,229.2,260.8,411.87,0.45
31400,12,14,7,0,181.14,260.73,414,0.45
31407,12,14,8,45,229.93,250.87,445.73,0.45
31408,12,14,9,0,219.29,254,443.6,0.45
31412,12,14,10,0,215.09,254.4,437.2,0.45
31453,12,14,20,15,82.08,259.13,81.73,0.45
31462,12,14,22,30,183.63,247.53,484.6,0.45
31471,12,15,0,45,315.9,248.87,273.2,0.45
31475,12,15,1,45,309.97,244.2,306.13,0.45
31493,12,15,6,15,136.57,267.2,135.67,0.45
31504,12,15,9,0,247.33,249.07,213.53,0.45
31505,12,15,9,15,288.1,238.73,389.87,0.45
31507,12,15,9,45,274.13,241.47,387.93,0.45
31508,12,15,10,0,280.23,241.07,386.8,0.45
31512,12,15,11,0,145.06,241.13,389.33,0.45
31517,12,15,12,15,170.59,240.27,484.4,0.45
31525,12,15,14,15,188.22,255.73,501.47,0.45
31550,12,15,20,30,157.26,240.27,512.2,0.45
31559,12,15,22,45,180.15,232.67,459.47,0.45
31564,12,16,0,0,353.85,240.53,290.27,0.45
31566,12,16,0,30,334.65,262.53,288.07,0.45
31568,12,16,1,0,353.85,261.2,288.87,0.45
31576,12,16,3,0,328.76,257.2,295.47,0.45
31588,12,16,6,0,185.92,257.07,345.4,0.45
31608,12,16,11,0,218.64,260.8,444.27,0.45
31612,12,16,12,0,205.7,260.13,439.73,0.45
31621,12,16,14,15,210.79,255.33,489.6,0.45
31622,12,16,14,30,228.63,254.93,494.67,0.45
31636,12,16,18,0,186.59,264.73,185.2,0.45
31640,12,16,19,0,187.93,263.33,186.53,0.45
31663,12,17,0,45,351.04,239.8,299.93,0.45
31684,12,17,6,0,168.74,254.93,333.87,0.45
31705,12,17,11,15,231.14,267,395.73,0.45
31720,12,17,15,0,159.24,284.6,158.87,0.45
31724,12,17,16,0,158.37,286.47,157.87,0.45
31736,12,17,19,0,106.81,234.33,105.87,0.45
31739,12,17,19,45,106.12,254.93,104.8,0.45
31744,12,17,21,0,163.95,261.67,143.4,0.45
31746,12,17,21,30,203.27,259.07,494.47,0.45
31749,12,17,22,15,196.75,257.6,487.53,0.45
31772,12,18,4,0,330.57,240.8,321.6,0.45
31784,12,18,7,0,190.28,265.73,461.33,0.45
31785,12,18,7,15,222.58,266.2,467,0.45
31801,12,18,11,15,233.19,273.93,429.8,0.45
31809,12,18,13,15,233.77,236.47,388.87,0.45
31837,12,18,20,15,159.61,236.47,480.6,0.45
31842,12,18,21,30,164.44,255.13,445.6,0.45
31857,12,19,1,15,340.05,248.07,297.4,0.45
31868,12,19,4,0,331.33,243.33,292.53,0.45
31872,12,19,5,0,335.5,247.13,294.93,0.45
31876,12,19,6,0,231.39,247.13,340.4,0.45
31884,12,19,8,0,152.18,272.33,150.93,0.45
31892,12,19,10,0,183.56,273.07,201.93,0.45
31893,12,19,10,15,185.84,245.93,352.53,0.45
31901,12,19,12,15,182.16,248.87,201.07,0.45
31905,12,19,13,15,181.44,246.6,363.33,0.45
31909,12,19,14,15,223.91,247.27,374.8,0.45
31912,12,19,15,0,100.07,260.73,99.27,0.45
31930,12,19,19,30,167.53,247.27,339.8,0.45
31936,12,19,21,0,229.17,250.2,394.33,0.45
31938,12,19,21,30,206.87,246.4,389.87,0.45
31943,12,19,22,45,183.67,234.6,380.27,0.45
31950,12,20,0,30,373.84,259.13,207.87,0.45
31961,12,20,3,15,334.99,252.07,278.47,0.45
31967,12,20,4,45,348.11,268.33,254.47,0.45
31971,12,20,5,45,274.09,272.33,264.33,0.45
31974,12,20,6,30,215.77,261.73,323.33,0.45
31975,12,20,6,45,199.5,263.07,325.47,0.45
31977,12,20,7,15,190.6,269.87,238.6,0.45
31993,12,20,11,15,207.38,248.33,390.6,0.45
31998,12,20,12,30,123.73,244.93,508.73,0.45
32000,12,20,13,0,151.85,244.6,509,0.45
32016,12,20,17,0,96.13,278.2,95.4,0.45
32021,12,20,18,15,94.67,282.67,94.4,0.45
32024,12,20,19,0,94.86,285,93.93,0.45
32027,12,20,19,45,94.5,284.13,94.13,0.45
32031,12,20,20,45,96.44,283.4,103.8,0.45
32044,12,21,0,0,397.79,248.47,263.13,0.45
32049,12,21,1,15,395.28,249.53,215.67,0.45
32051,12,21,1,45,396.12,247.87,212.33,0.45
32056,12,21,3,0,401.65,263,214.07,0.45
32062,12,21,4,30,402.78,256.13,252.33,0.45
32063,12,21,4,45,405.85,256.73,243.47,0.45
32064,12,21,5,0,404.9,258.73,238.07,0.45
32066,12,21,5,30,394.2,259.87,238.27,0.45
32075,12,21,7,45,165.55,246.13,509.87,0.45
32079,12,21,8,45,182.27,245.47,491.67,0.45
32081,12,21,9,15,159.35,246.73,434.27,0.45
32090,12,21,11,30,136.71,244.4,470.27,0.45
32093,12,21,12,15,148.51,244.07,473.27,0.45
32096,12,21,13,0,154.36,246.13,480.73,0.45
32101,12,21,14,15,170.8,266.8,458.93,0.45
32106,12,21,15,30,194.12,265.4,452.53,0.45
32110,12,21,16,30,109.91,282.27,109,0.45
32111,12,21,16,45,110.36,281.47,109.8,0.45
32114,12,21,17,30,109.55,283.53,108.73,0.45
32115,12,21,17,45,110.7,283.13,110.2,0.45
32123,12,21,19,45,113.04,273,106.8,0.45
32127,12,21,20,45,195.18,251.67,419.13,0.45
32130,12,21,21,30,190.78,245.73,432.53,0.45
32131,12,21,21,45,187.89,245.27,435.47,0.45
32140,12,22,0,0,349.49,258.67,298.93,0.45
32152,12,22,3,0,379.44,261.6,255.93,0.45
32167,12,22,6,45,188.2,256.13,233.33,0.45
32184,12,22,11,0,147.2,236,491.4,0.45
32192,12,22,13,0,156.49,236.53,486.6,0.45
32197,12,22,14,15,190.31,244.07,470.6,0.45
32204,12,22,16,0,186.29,255.27,441.4,0.45
32237,12,23,0,15,432.65,266,213.73,0.45
32247,12,23,2,45,405.74,259.07,212.93,0.45
32249,12,23,3,15,419.63,258.13,210.8,0.45
32250,12,23,3,30,400.51,256.2,210.07,0.45
32251,12,23,3,45,406.27,263,212.47,0.45
32257,12,23,5,15,418.13,261.6,238.67,0.45
32267,12,23,7,45,180.59,249.6,515.53,0.45
32274,12,23,9,30,195.23,247.73,509.27,0.45
32277,12,23,10,15,206.95,249.47,360.07,0.45
32285,12,23,12,15,151.2,246.27,504.4,0.45
32299,12,23,15,45,228.59,246.93,380.73,0.45
32300,12,23,16,0,226.92,247.47,382.47,0.45
32308,12,23,18,0,187.99,275.4,187.13,0.45
32314,12,23,19,30,188.53,272.8,187.13,0.45
32315,12,23,19,45,186.67,274.13,185.67,0.45
32336,12,24,1,0,344.5,257.6,313.73,0.45
32348,12,24,4,0,320.45,248.6,320.73,0.45
32349,12,24,4,15,346.17,254.87,323.47,0.45
32355,12,24,5,45,246.12,254.4,333,0.45
32359,12,24,6,45,184.78,246.4,369.73,0.45
32369,12,24,9,15,128.92,191.6,128.2,0.45
32375,12,24,10,45,157.25,268.33,381.33,0.45
32376,12,24,11,0,150.1,264.87,381.73,0.45
32380,12,24,12,0,232.24,265.53,441.53,0.45
32382,12,24,12,30,157.75,261.53,513.4,0.45
32386,12,24,13,30,152.09,260.6,508.67,0.45
32394,12,24,15,30,125.5,257.8,505.27,0.45
32395,12,24,15,45,128.24,257.2,505.67,0.45
32402,12,24,17,30,228.79,263.4,363.4,0.45
32408,12,24,19,0,180.53,252.07,369.27,0.45
32447,12,25,4,45,361.85,240.4,283.53,0.45
32449,12,25,5,15,364.13,245.6,274,0.45
32468,12,25,10,0,121.39,261.73,120.2,0.45
32479,12,25,12,45,126.76,253.33,507.73,0.45
32490,12,25,15,30,138.54,242.8,492.8,0.45
32491,12,25,15,45,138.81,243.67,493.13,0.45
32494,12,25,16,30,131.09,243.8,488.87,0.45
32495,12,25,16,45,155.38,259.87,329.67,0.45
32500,12,25,18,0,128.07,267.27,127.6,0.45
32511,12,25,20,45,220.22,244.2,448.47,0.45
32512,12,25,21,0,217.42,258.07,358.13,0.45
32532,12,26,2,0,401.52,261.67,252.73,0.45
32540,12,26,4,0,378.95,256,256.07,0.45
32568,12,26,11,0,182.1,256.07,466.13,0.45
32577,12,26,13,15,233.87,256.87,402.8,0.45
32581,12,26,14,15,233.63,253.2,401.67,0.45
32584,12,26,15,0,229.64,253.4,400.93,0.45
32590,12,26,16,30,100.58,270.33,99.87,0.45
32592,12,26,17,0,100.28,271.87,99.47,0.45
32594,12,26,17,30,100.72,272.93,99.8,0.45
32598,12,26,18,30,100.51,269.07,98.87,0.45
32603,12,26,19,45,152.1,270.6,151.33,0.45
32607,12,26,20,45,151.15,259.4,150.33,0.45
32609,12,26,21,15,151.73,255.8,151.2,0.45
32610,12,26,21,30,152.9,252.53,152.33,0.45
32621,12,27,0,15,411.59,250.93,216.27,0.45
32624,12,27,1,0,388.77,243.33,258.53,0.45
32628,12,27,2,0,377.89,244,257.4,0.45
32646,12,27,6,30,195.58,263.53,389.27,0.45
32670,12,27,12,30,199.94,253.73,453.87,0.45
32678,12,27,14,30,210.62,246.07,447.07,0.45
32687,12,27,16,45,112.81,263.27,111.87,0.45
32730,12,28,3,30,428.63,237.8,212.6,0.45
32755,12,28,9,45,195.01,259.67,252.13,0.45
32762,12,28,11,30,189.56,252.13,458.27,0.45
32763,12,28,11,45,186.6,252.33,457.87,0.45
32770,12,28,13,30,193.03,243.33,474.67,0.45
32785,12,28,17,15,117.13,258.67,116.53,0.45
32789,12,28,18,15,145.67,264.2,144.2,0.45
32793,12,28,19,15,153.27,269.07,151.87,0.45
32823,12,29,2,45,420.87,246.33,215.87,0.45
32826,12,29,3,30,387.09,240.87,288.6,0.45
32829,12,29,4,15,377.89,244.27,292.2,0.45
32886,12,29,18,30,121.23,255.73,119.47,0.45
32954,12,30,11,30,208.05,244.67,391,0.45
32962,12,30,13,30,190.07,243.27,449.33,0.45
32967,12,30,14,45,181.84,242.67,448.2,0.45
32970,12,30,15,30,173.65,240.07,441.73,0.45
32971,12,30,15,45,179.27,238.73,439.93,0.45
32981,12,30,18,15,138.69,255.73,137.6,0.45
32985,12,30,19,15,138.97,256.33,138.27,0.45
33066,12,31,15,30,185.88,237,445.07,0.45
33067,12,31,15,45,190.51,234.93,443.07,0.45
33074,12,31,17,30,210.32,237.13,464.8,0.45
156,1,2,15,0,215.67,267.53,107.2,0.44
161,1,2,16,15,169.57,263.53,104.33,0.44
245,1,3,13,15,218.32,253.87,147.53,0.44
250,1,3,14,30,196.73,264.27,138.4,0.44
254,1,3,15,30,182.69,264.33,138.47,0.44
257,1,3,16,15,173.35,263.53,137.93,0.44
337,1,4,12,15,207.7,244.8,101.8,0.44
341,1,4,13,15,204.5,259.93,97.13,0.44
344,1,4,14,0,191.51,259.6,103.73,0.44
348,1,4,15,0,186.69,256.47,102,0.44
349,1,4,15,15,202.82,256.8,102.8,0.44
355,1,4,16,45,162.23,255.07,101.27,0.44
401,1,5,4,15,168.18,249.67,360,0.44
436,1,5,13,0,214.49,253.53,121.8,0.44
444,1,5,15,0,189.35,247.53,101.4,0.44
454,1,5,17,30,166.33,247.8,300.6,0.44
459,1,5,18,45,151.6,243.8,314.93,0.44
474,1,5,22,30,170.68,237.93,377.93,0.44
493,1,6,3,15,125.29,234.13,359.53,0.44
497,1,6,4,15,134.06,242.47,357.8,0.44
499,1,6,4,45,120.97,254.13,194.2,0.44
501,1,6,5,15,129.09,253.2,193.87,0.44
505,1,6,6,15,129.77,255.93,170.87,0.44
506,1,6,6,30,125.9,262.13,136.93,0.44
510,1,6,7,30,162.15,261.07,112.13,0.44
511,1,6,7,45,170.48,254.4,91,0.44
512,1,6,8,0,190.53,254.07,94.27,0.44
530,1,6,12,30,212.51,245.4,137.47,0.44
532,1,6,13,0,206.05,266.47,143.53,0.44
533,1,6,13,15,186.71,260.73,140.53,0.44
536,1,6,14,0,183.32,262.73,98.73,0.44
541,1,6,15,15,168.5,260.93,99.8,0.44
543,1,6,15,45,167.59,264.6,101.53,0.44
544,1,6,16,0,163.03,256.47,98.4,0.44
545,1,6,16,15,173.1,237.27,101.27,0.44
547,1,6,16,45,176.35,240.8,104.27,0.44
549,1,6,17,15,160.78,238.13,262,0.44
558,1,6,19,30,173.84,240.4,303.2,0.44
570,1,6,22,30,169.64,246.67,376.13,0.44
589,1,7,3,15,163.74,252.4,361.6,0.44
633,1,7,14,15,221.09,259.07,95.47,0.44
636,1,7,15,0,185.27,254.07,92.27,0.44
651,1,7,18,45,190.68,249.4,354.2,0.44
657,1,7,20,15,181.63,250.2,351.07,0.44
662,1,7,21,30,191.07,248.07,319.6,0.44
665,1,7,22,15,167.04,239.87,368.07,0.44
666,1,7,22,30,175.49,238.53,374.8,0.44
717,1,8,11,15,267.98,254.33,3.67,0.44
718,1,8,11,30,266.31,249.8,3.33,0.44
729,1,8,14,15,219.21,244.13,140.47,0.44
730,1,8,14,30,217.04,242.33,139.53,0.44
733,1,8,15,15,195.85,249.73,136.87,0.44
746,1,8,18,30,191.48,249.8,346.6,0.44
758,1,8,21,30,190.76,244.8,375.53,0.44
762,1,8,22,30,178.92,242.27,319.87,0.44
785,1,9,4,15,126.5,258.27,193.2,0.44
793,1,9,6,15,141.22,253.07,154.67,0.44
795,1,9,6,45,133.56,250.07,130.8,0.44
797,1,9,7,15,137.26,252.6,132.4,0.44
798,1,9,7,30,169.46,253.53,133.4,0.44
814,1,9,11,30,244.66,262.6,3.4,0.44
823,1,9,13,45,212.67,268.27,104.93,0.44
837,1,9,17,15,177.51,262.2,310.73,0.44
850,1,9,20,30,172.87,254.6,352.47,0.44
858,1,9,22,30,175.94,244.8,344.4,0.44
882,1,10,4,30,170.2,249.53,358.93,0.44
885,1,10,5,15,170.2,248.27,360.87,0.44
906,1,10,10,30,279.94,273,44.67,0.44
909,1,10,11,15,244.29,261.73,44.2,0.44
920,1,10,14,0,214.56,231.47,97.73,0.44
925,1,10,15,15,174.48,211.47,97.67,0.44
931,1,10,16,45,190.38,266.4,152.93,0.44
933,1,10,17,15,188.44,270.4,134.33,0.44
939,1,10,18,45,199.03,274.47,137,0.44
986,1,11,6,30,181.13,254,112.8,0.44
1025,1,11,16,15,206.03,240.4,174.87,0.44
1034,1,11,18,30,167.65,242.87,206.93,0.44
1040,1,11,20,0,194.46,266.6,279.4,0.44
1123,1,12,16,45,164.79,266.6,256.2,0.44
1186,1,13,8,30,181.21,257.27,365.27,0.44
1190,1,13,9,30,139.05,264.07,366.67,0.44
1194,1,13,10,30,188.57,268.8,362.73,0.44
1213,1,13,15,15,132.72,246.27,396.07,0.44
1214,1,13,15,30,132.54,244.8,395.6,0.44
1218,1,13,16,30,134.26,246.93,395.93,0.44
1222,1,13,17,30,135.55,247.8,394.93,0.44
1266,1,14,4,30,401.45,251.73,268.47,0.44
1267,1,14,4,45,396.98,250.4,268.53,0.44
1269,1,14,5,15,387.92,249.33,266.93,0.44
1270,1,14,5,30,375.95,252.47,271.73,0.44
1302,1,14,13,30,88.62,261,383.6,0.44
1305,1,14,14,15,72.19,241.13,382.87,0.44
1310,1,14,15,30,73.39,238.8,381.27,0.44
1317,1,14,17,15,77.1,238.6,382.73,0.44
1334,1,14,21,30,178.17,256.07,376.93,0.44
1361,1,15,4,15,397.97,261.2,274.07,0.44
1371,1,15,6,45,138.86,229.47,127.13,0.44
1374,1,15,7,30,114.98,233.6,99.87,0.44
1375,1,15,7,45,119.79,233.2,103.6,0.44
1379,1,15,8,45,148.42,249,95.33,0.44
1386,1,15,10,30,159.34,236.8,98.07,0.44
1387,1,15,10,45,153.9,236.33,98.47,0.44
1391,1,15,11,45,131.81,252.33,121.53,0.44
1398,1,15,13,30,100.92,248.13,159.07,0.44
1417,1,15,18,15,140.26,235.8,358.4,0.44
1466,1,16,6,30,118.35,238,194.67,0.44
1469,1,16,7,15,164.3,238.2,194.27,0.44
1475,1,16,8,45,85.99,235,194,0.44
1488,1,16,12,0,100.66,249.2,124.73,0.44
1490,1,16,12,30,93.72,248.67,127.07,0.44
1493,1,16,13,15,98.94,234.33,183.8,0.44
1494,1,16,13,30,92.58,233.73,197.27,0.44
1501,1,16,15,15,83.77,252.47,312.87,0.44
1502,1,16,15,30,86.45,247.87,327,0.44
1515,1,16,18,45,177.26,252.67,363.67,0.44
1517,1,16,19,15,182.1,249.27,340.27,0.44
1521,1,16,20,15,180.24,251.73,339.73,0.44
1523,1,16,20,45,186.37,250.4,341.87,0.44
1525,1,16,21,15,181.81,246.6,344.2,0.44
1526,1,16,21,30,177.19,241.13,349.33,0.44
1530,1,16,22,30,174.01,229.33,371.6,0.44
1561,1,17,6,15,170.16,229.47,241.27,0.44
1562,1,17,6,30,150.25,242.47,227.8,0.44
1563,1,17,6,45,147.39,254.53,147.6,0.44
1571,1,17,8,45,147.89,244.47,175,0.44
1573,1,17,9,15,146.5,247.2,175,0.44
1585,1,17,12,15,100.77,260.27,175,0.44
1598,1,17,15,30,102.67,229.13,318.8,0.44
1603,1,17,16,45,136.26,244.87,366.53,0.44
1605,1,17,17,15,131.57,249,367.4,0.44
1615,1,17,19,45,189.92,247.8,367.6,0.44
1622,1,17,21,30,175.06,242.73,363.93,0.44
1627,1,17,22,45,147.15,250.73,368.2,0.44
1650,1,18,4,30,330.15,253.6,195.2,0.44
1655,1,18,5,45,161.17,256.87,322.87,0.44
1658,1,18,6,30,195.68,233.67,126.2,0.44
1697,1,18,16,45,167.83,217.47,132.73,0.44
1700,1,18,17,30,187.35,216.8,352.4,0.44
1752,1,19,6,30,216.03,248.53,254.33,0.44
1780,1,19,13,30,205.26,259.4,329.33,0.44
1784,1,19,14,30,181.47,264.2,328.6,0.44
1787,1,19,15,15,160.61,259.93,358,0.44
1796,1,19,17,30,171.53,273.33,377.73,0.44
1843,1,20,5,15,126.75,235,138.4,0.44
1848,1,20,6,30,200.02,243.33,107.07,0.44
1849,1,20,6,45,200.47,246.87,110.6,0.44
1865,1,20,10,45,177.99,234.2,112.27,0.44
1868,1,20,11,30,232.92,234.73,109.53,0.44
1870,1,20,12,0,216.64,235.4,107.13,0.44
1877,1,20,13,45,185.7,216.67,117.93,0.44
1885,1,20,15,45,173.37,266.67,112.67,0.44
1887,1,20,16,15,183.77,265.73,111.67,0.44
1891,1,20,17,15,171.27,268.33,112.47,0.44
1899,1,20,19,15,200.47,266.87,339.27,0.44
1903,1,20,20,15,193.31,261.33,337.2,0.44
1904,1,20,20,30,180.3,255.73,336,0.44
1931,1,21,3,15,151.84,248.53,358.67,0.44
2009,1,21,22,45,143.76,242.53,375.2,0.44
2040,1,22,6,30,123.43,254.67,193,0.44
2043,1,22,7,15,158.62,258,194.13,0.44
2076,1,22,15,30,164.74,251.33,64.2,0.44
2080,1,22,16,30,186.88,247.07,126.93,0.44
2081,1,22,16,45,178.39,268.27,126.67,0.44
2231,1,24,6,15,185.75,250.67,118.4,0.44
2232,1,24,6,30,194.23,245.73,117.33,0.44
2250,1,24,11,0,211.12,225.87,108,0.44
2316,1,25,3,30,359.95,236.53,272.93,0.44
2321,1,25,4,45,364.53,236.6,272.87,0.44
2324,1,25,5,30,380.72,242.53,277.73,0.44
2454,2,3,14,15,185.12,220.2,351.93,0.44
2455,2,3,14,30,158.41,220.2,374,0.44
2456,2,3,14,45,152.62,217.8,372.53,0.44
2459,2,3,15,30,147.3,217.27,374.8,0.44
2468,2,3,17,45,116.36,244.07,117.27,0.44
2472,2,3,18,45,115.21,246.73,115.27,0.44
2478,2,3,20,15,80.92,242.73,131.8,0.44
2482,2,3,21,15,176,227.07,382.4,0.44
2483,2,3,21,30,179.6,226.4,378.6,0.44
2519,2,4,6,30,167.05,235.93,373.07,0.44
2523,2,4,7,30,135.1,276.33,135.93,0.44
2539,2,4,11,30,232.04,230.93,319,0.44
2547,2,4,13,30,217.55,238.27,378.67,0.44
2548,2,4,13,45,218.18,235.13,377.13,0.44
2550,2,4,14,15,225.24,232.67,376.73,0.44
2551,2,4,14,30,213.83,235,376,0.44
2560,2,4,16,45,120.06,246.6,120.07,0.44
2561,2,4,17,0,153.77,251.87,154.53,0.44
2563,2,4,17,30,153.29,249.27,153.47,0.44
2567,2,4,18,30,152.17,254.67,153.6,0.44
2578,2,4,21,15,180.03,229.93,375.6,0.44
2579,2,4,21,30,162.75,226.2,378.47,0.44
2619,2,5,7,30,197.01,271.8,117,0.44
2623,2,5,8,30,196.57,256.6,104.8,0.44
2626,2,5,9,15,193.83,257.87,107,0.44
2627,2,5,9,30,196.52,258.53,107,0.44
2639,2,5,12,30,194.77,231.6,335.53,0.44
2640,2,5,12,45,193.18,230.07,334.8,0.44
2643,2,5,13,30,190.58,229.6,336.67,0.44
2644,2,5,13,45,183.9,231.07,333.27,0.44
2652,2,5,15,45,185.12,231.33,333.2,0.44
2661,2,5,18,0,70.32,242.87,71,0.44
2670,2,5,20,15,69.07,250.93,69.4,0.44
2675,2,5,21,30,127.04,232.2,372.13,0.44
2676,2,5,21,45,135.66,229.73,372.6,0.44
2678,2,5,22,15,130.34,225.47,373.53,0.44
2708,2,6,5,45,188.12,247.67,321.87,0.44
2711,2,6,6,30,106.78,259.93,177.87,0.44
2712,2,6,6,45,110.32,258.53,179.4,0.44
