end_device_ids.device_id,end_device_ids.application_ids.application_id,end_device_ids.dev_eui,end_device_ids.join_eui,end_device_ids.dev_addr,received_at
'ua-gardens-s010','ua-bim','A84041159189B7BA','A840410000000101','260B8361','2024-10-11T16:50:51.362978505Z'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','2024-10-11T16:52:36.043866233Z'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','2024-10-11T16:52:41.471067545Z'
'ua-gardens-s001','ua-bim','A84041277189B7DE','A840410000000101','260BA056','2024-10-11T16:53:47.535223982Z'
'ua-gardens-s007','ua-bim','A840416AB189B7E2','A840410000000101','260B3005','2024-10-11T16:53:49.179343819Z'
'ua-gardens-s008','ua-bim','A84041F57189B7BE','A840410000000101','260BD6C1','2024-10-11T16:53:54.391857310Z'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','2024-10-11T16:56:16.182620648Z'
'ua-gardens-s005','ua-bim','A84041797189B7C6','A840410000000101','260B8B98','2024-10-11T16:58:25.778604944Z'
'ua-gardens-s011','ua-bim','A840412CE189B7DB','A840410000000101','260B1D13','2024-10-11T17:00:29.637800155Z'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','2024-10-11T17:02:36.417471890Z'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','2024-10-11T17:02:41.865797218Z'
'ua-gardens-s006','ua-bim','A84041623189B7C0','A840410000000101','260B6B32','2024-10-11T17:04:21.671118684Z'
'ua-gardens-s004','ua-bim','A84041A71189B7BB','A840410000000101','260B3D02','2024-10-11T17:05:35.375557645Z'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','2024-10-11T17:06:16.568664976Z'
'ua-gardens-s009','ua-bim','A84041674189B7E3','A840410000000101','260BE73F','2024-10-11T17:07:16.006092350Z'
'ua-gardens-s003','ua-bim','A840413E1189B7D8','A840410000000101','260B9A2E','2024-10-11T17:07:50.397918988Z'
'ua-gardens-s012','ua-bim','A8404151E189B7CC','A840410000000101','260BF8DC','2024-10-11T17:08:15.762007800Z'
'ua-gardens-s002','ua-bim','A840414AC189B7C1','A840410000000101','260BCE03','2024-10-11T17:10:46.832096677Z'
'ua-gardens-s010','ua-bim','A84041159189B7BA','A840410000000101','260B8361','2024-10-11T17:10:51.258468599Z'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','2024-10-11T17:12:36.804863596Z'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','2024-10-11T17:12:42.230493325Z'
'ua-gardens-s001','ua-bim','A84041277189B7DE','A840410000000101','260BA056','2024-10-11T17:13:47.473352183Z'
'ua-gardens-s007','ua-bim','A840416AB189B7E2','A840410000000101','260B3005','2024-10-11T17:13:49.100741998Z'
'ua-gardens-s008','ua-bim','A84041F57189B7BE','A840410000000101','260BD6C1','2024-10-11T17:13:54.328399201Z'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','2024-10-11T17:16:16.958769259Z'
'ua-gardens-s005','ua-bim','A84041797189B7C6','A840410000000101','260B8B98','2024-10-11T17:18:25.723909346Z'
'ua-gardens-s011','ua-bim','A840412CE189B7DB','A840410000000101','260B1D13','2024-10-11T17:20:29.577250702Z'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','2024-10-11T17:22:37.186901089Z'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','2024-10-11T17:22:42.624180999Z'
'ua-gardens-s006','ua-bim','A84041623189B7C0','A840410000000101','260B6B32','2024-10-11T17:24:21.603469943Z'
'ua-gardens-s004','ua-bim','A84041A71189B7BB','A840410000000101','260B3D02','2024-10-11T17:25:35.038372357Z'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','2024-10-11T17:26:17.321831871Z'
'ua-gardens-s009','ua-bim','A84041674189B7E3','A840410000000101','260BE73F','2024-10-11T17:27:16.621386872Z'
'ua-gardens-s003','ua-bim','A840413E1189B7D8','A840410000000101','260B9A2E','2024-10-11T17:27:50.335370210Z'
'ua-gardens-s012','ua-bim','A8404151E189B7CC','A840410000000101','260BF8DC','2024-10-11T17:28:15.746680329Z'
'ua-gardens-s002','ua-bim','A840414AC189B7C1','A840410000000101','260BCE03','2024-10-11T17:30:46.743785642Z'
'ua-gardens-s010','ua-bim','A84041159189B7BA','A840410000000101','260B8361','2024-10-11T17:30:51.202853532Z'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','2024-10-11T17:32:37.568785534Z'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','2024-10-11T17:32:43.009858429Z'
'ua-gardens-s001','ua-bim','A84041277189B7DE','A840410000000101','260BA056','2024-10-11T17:33:47.426374291Z'
'ua-gardens-s007','ua-bim','A840416AB189B7E2','A840410000000101','260B3005','2024-10-11T17:33:49.014795221Z'
'ua-gardens-s008','ua-bim','A84041F57189B7BE','A840410000000101','260BD6C1','2024-10-11T17:33:54.265921923Z'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','2024-10-11T17:36:17.701874177Z'
'ua-gardens-s005','ua-bim','A84041797189B7C6','A840410000000101','260B8B98','2024-10-11T17:38:25.656642663Z'
'ua-gardens-s011','ua-bim','A840412CE189B7DB','A840410000000101','260B1D13','2024-10-11T17:40:29.515911725Z'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','2024-10-11T17:42:37.948578075Z'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','2024-10-11T17:42:43.396613236Z'
'ua-gardens-s006','ua-bim','A84041623189B7C0','A840410000000101','260B6B32','2024-10-11T17:44:21.551490527Z'
'ua-gardens-s004','ua-bim','A84041A71189B7BB','A840410000000101','260B3D02','2024-10-11T17:45:35.249239925Z'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','2024-10-11T17:46:18.096793420Z'
'ua-gardens-s009','ua-bim','A84041674189B7E3','A840410000000101','260BE73F','2024-10-11T17:47:16.562648865Z'
'ua-gardens-s003','ua-bim','A840413E1189B7D8','A840410000000101','260B9A2E','2024-10-11T17:47:50.269083742Z'
'ua-gardens-s012','ua-bim','A8404151E189B7CC','A840410000000101','260BF8DC','2024-10-11T17:48:15.734612893Z'
'ua-gardens-s002','ua-bim','A840414AC189B7C1','A840410000000101','260BCE03','2024-10-11T17:50:46.657067138Z'
'ua-gardens-s010','ua-bim','A84041159189B7BA','A840410000000101','260B8361','2024-10-11T17:50:51.118148335Z'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','2024-10-11T17:52:38.326741404Z'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','2024-10-11T17:52:43.778235924Z'
'ua-gardens-s001','ua-bim','A84041277189B7DE','A840410000000101','260BA056','2024-10-11T17:53:47.369984881Z'
'ua-gardens-s007','ua-bim','A840416AB189B7E2','A840410000000101','260B3005','2024-10-11T17:53:48.934715660Z'
'ua-gardens-s008','ua-bim','A84041F57189B7BE','A840410000000101','260BD6C1','2024-10-11T17:53:54.195158670Z'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','2024-10-11T17:56:18.466134233Z'
'ua-gardens-s005','ua-bim','A84041797189B7C6','A840410000000101','260B8B98','2024-10-11T17:58:25.601043609Z'
'ua-gardens-s011','ua-bim','A840412CE189B7DB','A840410000000101','260B1D13','2024-10-11T18:00:29.458570107Z'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','2024-10-11T18:02:38.708931273Z'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','2024-10-11T18:02:44.144576719Z'
'ua-gardens-s006','ua-bim','A84041623189B7C0','A840410000000101','260B6B32','2024-10-11T18:04:21.485940892Z'
'ua-gardens-s004','ua-bim','A84041A71189B7BB','A840410000000101','260B3D02','2024-10-11T18:05:35.204779631Z'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','2024-10-11T18:06:18.868312973Z'
'ua-gardens-s009','ua-bim','A84041674189B7E3','A840410000000101','260BE73F','2024-10-11T18:07:16.500417724Z'
'ua-gardens-s003','ua-bim','A840413E1189B7D8','A840410000000101','260B9A2E','2024-10-11T18:07:50.214835469Z'
'ua-gardens-s012','ua-bim','A8404151E189B7CC','A840410000000101','260BF8DC','2024-10-11T18:08:15.738262640Z'
'ua-gardens-s002','ua-bim','A840414AC189B7C1','A840410000000101','260BCE03','2024-10-11T18:10:46.568811539Z'
'ua-gardens-s010','ua-bim','A84041159189B7BA','A840410000000101','260B8361','2024-10-11T18:10:51.047294501Z'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','2024-10-11T18:12:39.101283828Z'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','2024-10-11T18:12:44.535463981Z'
'ua-gardens-s001','ua-bim','A84041277189B7DE','A840410000000101','260BA056','2024-10-11T18:13:47.303156268Z'
'ua-gardens-s007','ua-bim','A840416AB189B7E2','A840410000000101','260B3005','2024-10-11T18:13:48.856741537Z'
'ua-gardens-s008','ua-bim','A84041F57189B7BE','A840410000000101','260BD6C1','2024-10-11T18:13:54.132940210Z'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','2024-10-11T18:16:19.258043305Z'
'ua-gardens-s005','ua-bim','A84041797189B7C6','A840410000000101','260B8B98','2024-10-11T18:18:25.540061687Z'
'ua-gardens-s011','ua-bim','A840412CE189B7DB','A840410000000101','260B1D13','2024-10-11T18:20:29.391704182Z'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','2024-10-11T18:22:39.474373941Z'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','2024-10-11T18:22:44.916383620Z'
'ua-gardens-s006','ua-bim','A84041623189B7C0','A840410000000101','260B6B32','2024-10-11T18:24:21.418134659Z'
'ua-gardens-s004','ua-bim','A84041A71189B7BB','A840410000000101','260B3D02','2024-10-11T18:25:35.137012238Z'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','2024-10-11T18:26:19.620745898Z'
'ua-gardens-s009','ua-bim','A84041674189B7E3','A840410000000101','260BE73F','2024-10-11T18:27:16.122297743Z'
'ua-gardens-s003','ua-bim','A840413E1189B7D8','A840410000000101','260B9A2E','2024-10-11T18:27:50.141976786Z'
'ua-gardens-s012','ua-bim','A8404151E189B7CC','A840410000000101','260BF8DC','2024-10-11T18:28:15.723313760Z'
'ua-gardens-s002','ua-bim','A840414AC189B7C1','A840410000000101','260BCE03','2024-10-11T18:30:46.481384274Z'
'ua-gardens-s010','ua-bim','A84041159189B7BA','A840410000000101','260B8361','2024-10-11T18:30:50.953697869Z'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','2024-10-11T18:32:39.851531204Z'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','2024-10-11T18:32:45.307453855Z'
'ua-gardens-s001','ua-bim','A84041277189B7DE','A840410000000101','260BA056','2024-10-11T18:33:47.258374536Z'
'ua-gardens-s007','ua-bim','A840416AB189B7E2','A840410000000101','260B3005','2024-10-11T18:33:48.761449983Z'
'ua-gardens-s008','ua-bim','A84041F57189B7BE','A840410000000101','260BD6C1','2024-10-11T18:33:54.068137497Z'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','2024-10-11T18:36:20.000615765Z'
'ua-gardens-s005','ua-bim','A84041797189B7C6','A840410000000101','260B8B98','2024-10-11T18:38:25.480388439Z'
'ua-gardens-s011','ua-bim','A840412CE189B7DB','A840410000000101','260B1D13','2024-10-11T18:40:29.333805354Z'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','2024-10-11T18:42:40.241306598Z'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','2024-10-11T18:42:45.676507017Z'
'ua-gardens-s006','ua-bim','A84041623189B7C0','A840410000000101','260B6B32','2024-10-11T18:44:21.354057156Z'
'ua-gardens-s004','ua-bim','A84041A71189B7BB','A840410000000101','260B3D02','2024-10-11T18:45:35.085093848Z'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','2024-10-11T18:46:20.392361449Z'
'ua-gardens-s009','ua-bim','A84041674189B7E3','A840410000000101','260BE73F','2024-10-11T18:47:16.062494069Z'
'ua-gardens-s003','ua-bim','A840413E1189B7D8','A840410000000101','260B9A2E','2024-10-11T18:47:50.078444594Z'
'ua-gardens-s012','ua-bim','A8404151E189B7CC','A840410000000101','260BF8DC','2024-10-11T18:48:15.705869638Z'
'ua-gardens-s002','ua-bim','A840414AC189B7C1','A840410000000101','260BCE03','2024-10-11T18:50:46.393139819Z'
'ua-gardens-s010','ua-bim','A84041159189B7BA','A840410000000101','260B8361','2024-10-11T18:50:50.875370639Z'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','2024-10-11T18:52:40.610188675Z'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','2024-10-11T18:52:46.070485587Z'
'ua-gardens-s001','ua-bim','A84041277189B7DE','A840410000000101','260BA056','2024-10-11T18:53:47.193328304Z'
'ua-gardens-s007','ua-bim','A840416AB189B7E2','A840410000000101','260B3005','2024-10-11T18:53:48.680536545Z'
'ua-gardens-s008','ua-bim','A84041F57189B7BE','A840410000000101','260BD6C1','2024-10-11T18:53:54.005018024Z'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','2024-10-11T18:56:20.764868022Z'
'ua-gardens-s005','ua-bim','A84041797189B7C6','A840410000000101','260B8B98','2024-10-11T18:58:25.346845782Z'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','2024-10-11T19:02:40.995203526Z'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','2024-10-11T19:02:46.434955387Z'
'ua-gardens-s006','ua-bim','A84041623189B7C0','A840410000000101','260B6B32','2024-10-11T19:04:21.270448971Z'
'ua-gardens-s004','ua-bim','A84041A71189B7BB','A840410000000101','260B3D02','2024-10-11T19:05:35.031307150Z'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','2024-10-11T19:06:21.148491925Z'
'ua-gardens-s009','ua-bim','A84041674189B7E3','A840410000000101','260BE73F','2024-10-11T19:07:16.314569197Z'
'ua-gardens-s003','ua-bim','A840413E1189B7D8','A840410000000101','260B9A2E','2024-10-11T19:07:50.011424314Z'
'ua-gardens-s012','ua-bim','A8404151E189B7CC','A840410000000101','260BF8DC','2024-10-11T19:08:15.702608423Z'
'ua-gardens-s002','ua-bim','A840414AC189B7C1','A840410000000101','260BCE03','2024-10-11T19:10:46.299952255Z'
'ua-gardens-s010','ua-bim','A84041159189B7BA','A840410000000101','260B8361','2024-10-11T19:10:50.800851111Z'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','2024-10-11T19:12:41.362317061Z'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','2024-10-11T19:12:46.834860379Z'
'ua-gardens-s007','ua-bim','A840416AB189B7E2','A840410000000101','260B3005','2024-10-11T19:13:48.596924592Z'
'ua-gardens-s008','ua-bim','A84041F57189B7BE','A840410000000101','260BD6C1','2024-10-11T19:13:53.938999628Z'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','2024-10-11T19:16:21.530675463Z'
'ua-gardens-s005','ua-bim','A84041797189B7C6','A840410000000101','260B8B98','2024-10-11T19:18:25.359012306Z'
'ua-gardens-s011','ua-bim','A840412CE189B7DB','A840410000000101','260B1D13','2024-10-11T19:20:29.211676835Z'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','2024-10-11T19:22:41.748602775Z'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','2024-10-11T19:22:47.218100458Z'
'ua-gardens-s006','ua-bim','A84041623189B7C0','A840410000000101','260B6B32','2024-10-11T19:24:21.229997435Z'
'ua-gardens-s004','ua-bim','A84041A71189B7BB','A840410000000101','260B3D02','2024-10-11T19:25:34.332091033Z'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','2024-10-11T19:26:21.899503994Z'
'ua-gardens-s009','ua-bim','A84041674189B7E3','A840410000000101','260BE73F','2024-10-11T19:27:16.251281574Z'
'ua-gardens-s003','ua-bim','A840413E1189B7D8','A840410000000101','260B9A2E','2024-10-11T19:27:49.940570507Z'
'ua-gardens-s012','ua-bim','A8404151E189B7CC','A840410000000101','260BF8DC','2024-10-11T19:28:15.706134627Z'
'ua-gardens-s002','ua-bim','A840414AC189B7C1','A840410000000101','260BCE03','2024-10-11T19:30:46.217409827Z'
'ua-gardens-s010','ua-bim','A84041159189B7BA','A840410000000101','260B8361','2024-10-11T19:30:50.715851754Z'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','2024-10-11T19:32:42.130492517Z'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','2024-10-11T19:32:47.579488259Z'
'ua-gardens-s001','ua-bim','A84041277189B7DE','A840410000000101','260BA056','2024-10-11T19:33:47.069535179Z'
'ua-gardens-s007','ua-bim','A840416AB189B7E2','A840410000000101','260B3005','2024-10-11T19:33:48.510055384Z'
'ua-gardens-s008','ua-bim','A84041F57189B7BE','A840410000000101','260BD6C1','2024-10-11T19:33:53.873362841Z'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','2024-10-11T19:36:22.272130637Z'
'ua-gardens-s005','ua-bim','A84041797189B7C6','A840410000000101','260B8B98','2024-10-11T19:38:25.294483701Z'
'ua-gardens-s011','ua-bim','A840412CE189B7DB','A840410000000101','260B1D13','2024-10-11T19:40:29.147070430Z'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','2024-10-11T19:42:42.512615238Z'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','2024-10-11T19:42:47.981284808Z'
'ua-gardens-s006','ua-bim','A84041623189B7C0','A840410000000101','260B6B32','2024-10-11T19:44:21.159434020Z'
'ua-gardens-s004','ua-bim','A84041A71189B7BB','A840410000000101','260B3D02','2024-10-11T19:45:34.922272420Z'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','2024-10-11T19:46:22.665785975Z'
'ua-gardens-s009','ua-bim','A84041674189B7E3','A840410000000101','260BE73F','2024-10-11T19:47:15.885676963Z'
'ua-gardens-s003','ua-bim','A840413E1189B7D8','A840410000000101','260B9A2E','2024-10-11T19:47:49.884642716Z'
'ua-gardens-s012','ua-bim','A8404151E189B7CC','A840410000000101','260BF8DC','2024-10-11T19:48:15.685822848Z'
'ua-gardens-s002','ua-bim','A840414AC189B7C1','A840410000000101','260BCE03','2024-10-11T19:50:46.117321644Z'
'ua-gardens-s010','ua-bim','A84041159189B7BA','A840410000000101','260B8361','2024-10-11T19:50:50.632076458Z'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','2024-10-11T19:52:42.885116902Z'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','2024-10-11T19:52:48.360081788Z'
'ua-gardens-s001','ua-bim','A84041277189B7DE','A840410000000101','260BA056','2024-10-11T19:53:47.023560326Z'
'ua-gardens-s007','ua-bim','A840416AB189B7E2','A840410000000101','260B3005','2024-10-11T19:53:48.399163871Z'
'ua-gardens-s008','ua-bim','A84041F57189B7BE','A840410000000101','260BD6C1','2024-10-11T19:53:53.813081404Z'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','2024-10-11T19:56:23.049993879Z'
'ua-gardens-s005','ua-bim','A84041797189B7C6','A840410000000101','260B8B98','2024-10-11T19:58:25.245290224Z'
'ua-gardens-s011','ua-bim','A840412CE189B7DB','A840410000000101','260B1D13','2024-10-11T20:00:29.092184446Z'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','2024-10-11T20:02:43.266060905Z'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','2024-10-11T20:02:48.727695856Z'
'ua-gardens-s006','ua-bim','A84041623189B7C0','A840410000000101','260B6B32','2024-10-11T20:04:21.103071727Z'
'ua-gardens-s004','ua-bim','A84041A71189B7BB','A840410000000101','260B3D02','2024-10-11T20:05:34.859604609Z'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','2024-10-11T20:06:23.412352082Z'
'ua-gardens-s009','ua-bim','A84041674189B7E3','A840410000000101','260BE73F','2024-10-11T20:07:16.136825257Z'
'ua-gardens-s003','ua-bim','A840413E1189B7D8','A840410000000101','260B9A2E','2024-10-11T20:07:49.819256936Z'
'ua-gardens-s012','ua-bim','A8404151E189B7CC','A840410000000101','260BF8DC','2024-10-11T20:08:15.681213488Z'
'ua-gardens-s002','ua-bim','A840414AC189B7C1','A840410000000101','260BCE03','2024-10-11T20:10:46.034704152Z'
'ua-gardens-s010','ua-bim','A84041159189B7BA','A840410000000101','260B8361','2024-10-11T20:10:50.270869686Z'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','2024-10-11T20:12:43.643645033Z'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','2024-10-11T20:12:49.126614739Z'
'ua-gardens-s001','ua-bim','A84041277189B7DE','A840410000000101','260BA056','2024-10-11T20:13:46.949170797Z'
'ua-gardens-s007','ua-bim','A840416AB189B7E2','A840410000000101','260B3005','2024-10-11T20:13:48.343845285Z'
'ua-gardens-s008','ua-bim','A84041F57189B7BE','A840410000000101','260BD6C1','2024-10-11T20:13:53.752034709Z'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','2024-10-11T20:16:23.793553736Z'
'ua-gardens-s005','ua-bim','A84041797189B7C6','A840410000000101','260B8B98','2024-10-11T20:18:25.191288325Z'
'ua-gardens-s011','ua-bim','A840412CE189B7DB','A840410000000101','260B1D13','2024-10-11T20:20:29.028019886Z'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','2024-10-11T20:22:44.020786422Z'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','2024-10-11T20:22:49.516381987Z'
'ua-gardens-s006','ua-bim','A84041623189B7C0','A840410000000101','260B6B32','2024-10-11T20:24:21.044076205Z'
'ua-gardens-s004','ua-bim','A84041A71189B7BB','A840410000000101','260B3D02','2024-10-11T20:25:34.803573642Z'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','2024-10-11T20:26:24.177725906Z'
'ua-gardens-s009','ua-bim','A84041674189B7E3','A840410000000101','260BE73F','2024-10-11T20:27:16.011082928Z'
'ua-gardens-s003','ua-bim','A840413E1189B7D8','A840410000000101','260B9A2E','2024-10-11T20:27:49.752458378Z'
'ua-gardens-s012','ua-bim','A8404151E189B7CC','A840410000000101','260BF8DC','2024-10-11T20:28:15.663658182Z'
'ua-gardens-s002','ua-bim','A840414AC189B7C1','A840410000000101','260BCE03','2024-10-11T20:30:45.632809447Z'
'ua-gardens-s010','ua-bim','A84041159189B7BA','A840410000000101','260B8361','2024-10-11T20:30:50.473859435Z'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','2024-10-11T20:32:44.400481352Z'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','2024-10-11T20:32:49.897245349Z'
'ua-gardens-s001','ua-bim','A84041277189B7DE','A840410000000101','260BA056','2024-10-11T20:33:46.903739632Z'
'ua-gardens-s007','ua-bim','A840416AB189B7E2','A840410000000101','260B3005','2024-10-11T20:33:48.264685351Z'
'ua-gardens-s008','ua-bim','A84041F57189B7BE','A840410000000101','260BD6C1','2024-10-11T20:33:53.689131851Z'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','2024-10-11T20:36:24.558727627Z'
'ua-gardens-s005','ua-bim','A84041797189B7C6','A840410000000101','260B8B98','2024-10-11T20:38:25.127564194Z'
'ua-gardens-s011','ua-bim','A840412CE189B7DB','A840410000000101','260B1D13','2024-10-11T20:40:28.970744589Z'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','2024-10-11T20:42:44.774939829Z'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','2024-10-11T20:42:50.274363303Z'
'ua-gardens-s006','ua-bim','A84041623189B7C0','A840410000000101','260B6B32','2024-10-11T20:44:20.977118139Z'
'ua-gardens-s004','ua-bim','A84041A71189B7BB','A840410000000101','260B3D02','2024-10-11T20:45:34.750443775Z'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','2024-10-11T20:46:24.938402344Z'
'ua-gardens-s009','ua-bim','A84041674189B7E3','A840410000000101','260BE73F','2024-10-11T20:47:16.011005791Z'
'ua-gardens-s003','ua-bim','A840413E1189B7D8','A840410000000101','260B9A2E','2024-10-11T20:47:49.689165082Z'
'ua-gardens-s012','ua-bim','A8404151E189B7CC','A840410000000101','260BF8DC','2024-10-11T20:48:15.666800126Z'
'ua-gardens-s002','ua-bim','A840414AC189B7C1','A840410000000101','260BCE03','2024-10-11T20:50:45.854513790Z'
'ua-gardens-s010','ua-bim','A84041159189B7BA','A840410000000101','260B8361','2024-10-11T20:50:50.122820319Z'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','2024-10-11T20:52:45.167716734Z'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','2024-10-11T20:52:50.641165362Z'
'ua-gardens-s001','ua-bim','A84041277189B7DE','A840410000000101','260BA056','2024-10-11T20:53:46.842806103Z'
'ua-gardens-s007','ua-bim','A840416AB189B7E2','A840410000000101','260B3005','2024-10-11T20:53:48.170531342Z'
'ua-gardens-s008','ua-bim','A84041F57189B7BE','A840410000000101','260BD6C1','2024-10-11T20:53:53.628649464Z'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','2024-10-11T20:56:25.317308330Z'
'ua-gardens-s005','ua-bim','A84041797189B7C6','A840410000000101','260B8B98','2024-10-11T20:58:25.065739041Z'
'ua-gardens-s011','ua-bim','A840412CE189B7DB','A840410000000101','260B1D13','2024-10-11T21:00:28.907595754Z'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','2024-10-11T21:02:45.547260636Z'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','2024-10-11T21:02:51.024604649Z'
'ua-gardens-s006','ua-bim','A84041623189B7C0','A840410000000101','260B6B32','2024-10-11T21:04:20.927391523Z'
