month,day,hour,min,i_uiip,i_f,i_uiipu
8,12,14,45,605.72,413.2,12.27
8,12,15,0,603.4,416.67,12.27
8,12,15,15,588.9,415.93,12.47
8,12,15,30,630.84,415.8,12.93
8,12,15,45,625.76,414.27,13.07
8,12,16,0,609.72,413.67,13.33
8,12,16,15,563.78,420.27,141.93
8,12,16,30,528.77,436.67,159.2
8,12,16,45,548.68,439.4,159
8,12,17,0,537.7,441.53,159.6
8,12,17,15,540.65,440.87,159.8
8,12,17,30,510.58,439.13,157.07
8,12,17,45,518.19,438.4,158.47
8,12,18,0,565.08,440.93,173.73
8,12,18,15,565.72,442.13,175.13
8,12,18,30,543.65,442.07,132.07
8,12,18,45,540.25,445.13,119.07
8,12,19,0,609.89,444.53,114.67
8,12,19,15,601.87,445.87,102.4
8,12,19,30,622.38,443.13,162.4
8,12,19,45,631.44,444.2,160.07
8,12,20,0,636.75,444.73,145.33
8,12,20,15,651.58,440.93,145.6
8,12,20,30,665.12,435.87,146
8,12,20,45,665.07,438.27,147.47
8,12,21,0,668.82,435.73,167.07
8,12,21,15,664.64,434.2,180.2
8,12,21,30,625.13,431.67,179.27
8,12,21,45,664.7,432.93,179
8,12,22,0,660.11,433.67,178.33
8,12,22,15,664.73,434.2,179.47
8,12,22,30,637.07,430.4,178.13
8,12,22,45,635.41,431.07,177.8
8,12,23,0,567.39,428.67,177.13
8,12,23,15,539.9,429.73,176.87
8,12,23,30,540.8,303,180.2
8,12,23,45,534.57,294.13,180
8,13,0,0,639.69,403.2,191.4
8,13,0,15,690.26,441.8,198.93
8,13,0,30,657.04,440.8,128.07
8,13,0,45,643.72,435.93,126.4
8,13,1,0,638.35,436.73,124.93
8,13,1,15,632.51,437.93,110.07
8,13,1,30,650.38,438.2,95.53
8,13,1,45,622.77,437.27,115.47
8,13,2,0,634.61,429.6,201
8,13,2,15,611.23,428.4,204.47
8,13,2,30,576.01,427.13,185
8,13,2,45,553.69,432.2,180.87
8,13,3,0,561.36,423.93,199.2
8,13,3,15,560.72,423.33,204.33
8,13,3,30,538.75,421.6,204.4
8,13,3,45,537.95,419,204.2
8,13,4,0,556.05,423.67,165.87
8,13,4,15,528.3,424.4,119.27
8,13,4,30,511.11,428,138
8,13,4,45,514.13,419.47,187.33
8,13,5,0,529.01,422.8,189.73
8,13,5,15,520.89,423.87,189.4
8,13,5,30,498.95,380.07,135.6
8,13,5,45,530.37,287.67,122.27
8,13,6,0,555.43,288.33,121.73
8,13,6,15,557.99,404,63.27
8,13,6,30,558.88,447.13,15.33
8,13,6,45,528.76,451.93,23.07
8,13,7,0,428.86,448.13,120.87
8,13,7,15,529.23,447.73,133.6
8,13,7,30,595.68,450,122.8
8,13,7,45,613.61,453.87,104.6
8,13,8,0,692.22,452.33,114
8,13,8,15,685.42,456.87,93.07
8,13,8,30,721.57,454.73,42.6
8,13,8,45,703.59,459.53,38.53
8,13,9,0,687.71,461.2,35
8,13,9,15,674.4,453.87,33.4
8,13,9,30,684.63,442.53,29.4
8,13,9,45,699.46,443.4,22.13
8,13,10,0,691.34,444.13,23.27
8,13,10,15,694.36,436.2,19.53
8,13,10,30,663.05,429.27,19.6
8,13,10,45,649.26,424.87,22.13
8,13,11,0,664.71,427.67,19.73
8,13,11,15,662.25,416.47,19.6
8,13,11,30,597.94,413,83.93
8,13,11,45,584.1,402.87,211.8
8,13,12,0,574.51,405.53,165.67
8,13,12,15,573.04,407.13,107.93
8,13,12,30,568.26,410.13,109.93
8,13,12,45,574.72,410.2,111.6
8,13,13,0,583.51,410.2,111.47
8,13,13,15,587.61,408.87,110.07
8,13,13,30,608.86,415.07,35.53
8,13,13,45,615.64,397,15.93
8,13,14,0,623.04,424,15.6
8,13,14,15,612.6,423.4,18.07
8,13,14,30,618.85,417.27,114.07
8,13,14,45,601.29,415.2,113.27
8,13,15,0,588.91,416.07,111.47
8,13,15,15,589.22,418.33,112.33
8,13,15,30,584.11,415.27,109.53
8,13,15,45,595.42,415.53,110.13
8,13,16,0,582.81,419,110.07
8,13,16,15,563.97,420.33,107.07
8,13,16,30,517.42,382.47,109
8,13,16,45,495.08,416.47,109.8
8,13,17,0,451.6,422.87,110
8,13,17,15,432.54,425.53,113.07
8,13,17,30,459.08,426,196.13
8,13,17,45,464.23,425.07,217.53
8,13,18,0,460.43,426.07,216.33
8,13,18,15,487.63,426.33,196.8
8,13,18,30,502.14,427.07,173.93
8,13,18,45,526.11,425.33,173.13
8,13,19,0,549.29,428.4,151.8
8,13,19,15,551.41,428.4,117.8
8,13,19,30,562.77,427.93,118.13
8,13,19,45,594.07,426.73,119
8,13,20,0,610.11,423.6,116.8
8,13,20,15,653.85,428.2,57.87
8,13,20,30,653.12,431.53,42.4
8,13,20,45,650.89,423.73,217.2
8,13,21,0,636.04,422.4,216
8,13,21,15,629.61,423.27,183.73
8,13,21,30,646.44,420.2,134.73
8,13,21,45,636.84,422.07,134.13
8,13,22,0,650.58,421.2,134.33
8,13,22,15,636.32,420,133
8,13,22,30,579.62,419.87,158.07
8,13,22,45,563.18,419.2,185.33
8,13,23,0,536.5,416.27,185.13
8,13,23,15,542.91,414.53,202.73
8,13,23,30,521.54,407.93,251.73
8,13,23,45,509.53,408.27,323.67
8,14,0,0,642.89,434.87,165.33
8,14,0,15,641.41,434.07,109.33
8,14,0,30,637.32,427.33,163.33
8,14,0,45,636.58,420.13,206.93
8,14,1,0,618.25,422.93,168.6
8,14,1,15,626.42,423.87,163.8
8,14,1,30,612.89,422.2,162.67
8,14,1,45,600.04,419.8,161.07
8,14,2,0,601.57,418.93,160.47
8,14,2,15,581.23,414.87,159.67
8,14,2,30,574.18,416.4,160.53
8,14,2,45,547.84,409.47,170.67
8,14,3,0,558.87,411.53,181.6
8,14,3,15,524.97,408.33,188.53
8,14,3,30,529.39,422.07,85.27
8,14,3,45,520.16,417,92
8,14,4,0,511.91,414.53,131.4
8,14,4,15,494.46,414.27,117.53
8,14,4,30,495.14,422.33,14.07
8,14,4,45,510.47,423.47,13.67
8,14,5,0,523.56,424.13,13.8
8,14,5,15,531.61,425.73,13.8
8,14,5,30,508.35,423.47,13.87
8,14,5,45,510.89,412.53,96.87
8,14,6,0,503.4,408.47,171.8
8,14,6,15,547.56,413.67,150.13
8,14,6,30,529.91,419,90.8
8,14,6,45,449.44,416.93,108.67
8,14,7,0,369.11,415.4,121.33
8,14,7,15,433.11,415,162.67
8,14,7,30,476.61,416.87,162
8,14,7,45,522.29,417.6,162.67
8,14,8,0,558.48,419.2,127.4
8,14,8,15,612.65,421.6,60.6
8,14,8,30,661.24,424.4,34.2
8,14,8,45,627.43,430.6,37.6
8,14,9,0,621.67,431.93,38.33
8,14,9,15,657.42,435.8,41.07
8,14,9,30,640.08,438.6,43.33
8,14,9,45,619.04,441.27,42.53
8,14,10,0,621.94,440.6,44.93
8,14,10,15,592.72,443.73,46.47
8,14,10,30,620.45,447.07,47.4
8,14,10,45,603.42,444.07,47.07
8,14,11,0,603.52,443.87,46
8,14,11,15,600.64,448.2,48.27
8,14,11,30,588.74,446.8,49.67
8,14,11,45,591.87,444.27,49.27
8,14,12,0,637.84,446.4,168.47
8,14,12,15,635.54,428,56.8
8,14,12,30,630.69,425.27,35.87
8,14,12,45,626.39,426.2,35.8
8,14,13,0,614.41,422,34.53
8,14,13,15,630.44,422.67,34.67
8,14,13,30,633.7,422.4,33.93
8,14,13,45,659.06,422.13,34.67
8,14,14,0,666.06,424.67,36.07
8,14,14,15,664.07,425.87,35.07
8,14,14,30,663.35,423.53,31.93
8,14,14,45,644.26,423.13,31
8,14,15,0,653.66,421.6,30.67
8,14,15,15,625.42,428.27,23.47
8,14,15,30,612.01,427.47,22.27
8,14,15,45,591.98,426.33,23.8
8,14,16,0,605.08,430.07,23.4
8,14,16,15,586.35,433.2,24.27
8,14,16,30,561.95,429.53,115.87
8,14,16,45,548.35,428.67,185.07
8,14,17,0,532.3,431,185.13
8,14,17,15,532.84,431.4,178.2
8,14,17,30,526.42,439.2,131.27
8,14,17,45,540.14,438.53,132.2
8,14,18,0,536.36,438.93,133
8,14,18,15,534.26,439.8,131.73
8,14,18,30,536.81,438.4,132
8,14,18,45,543.11,438.73,132.2
8,14,19,0,566.37,440.27,132.6
8,14,19,15,568.02,440.93,132.73
8,14,19,30,576.85,438.87,131.93
8,14,19,45,581.33,447.73,112.93
8,14,20,0,614.16,451.07,91.93
8,14,20,15,656.71,457.2,17.73
8,14,20,30,651.55,455.4,16.73
8,14,20,45,648.48,451.87,16.73
8,14,21,0,661.28,453,16.2
8,14,21,15,654.97,453.73,16.07
8,14,21,30,637.97,436.47,16.47
8,14,21,45,656.72,429.67,15.93
8,14,22,0,666.69,431.73,29.73
8,14,22,15,631.44,433.73,89.53
8,14,22,30,598.53,431.27,60.27
8,14,22,45,595.88,431.67,15.8
8,14,23,0,606.17,426.87,41.53
8,14,23,15,550.27,426.2,110.27
8,14,23,30,532.37,426.27,101.33
8,14,23,45,536.4,427.27,100.6
8,15,0,0,676.08,427.87,15.93
8,15,0,15,678.44,426.67,56.47
8,15,0,30,666.87,423.27,108.27
8,15,0,45,652.35,422.6,108.2
8,15,1,0,640.06,422.13,96.8
8,15,1,15,630.09,421.87,94.67
8,15,1,30,608.42,432.27,98.8
8,15,1,45,620.95,435.53,166.8
8,15,2,0,643.17,435.8,178.67
8,15,2,15,626.47,432.73,177.67
8,15,2,30,606.99,431.53,177.47
8,15,2,45,592.67,428.6,176.87
8,15,3,0,611.16,432.6,178.07
8,15,3,15,594.71,433.07,178.67
8,15,3,30,580.67,429.73,177.13
8,15,3,45,583.31,426,179.4
8,15,4,0,622.31,431.2,183.2
8,15,4,15,607.16,430.67,189.47
8,15,4,30,626.61,426.67,207.13
8,15,4,45,638.43,428.8,207.13
8,15,5,0,598.74,430.6,206.8
8,15,5,15,588.42,430.13,206.93
8,15,5,30,594.53,427.2,207
8,15,5,45,565.12,427.2,206.73
8,15,6,0,590.13,427.07,206.87
8,15,6,15,653.51,427.53,206.53
8,15,6,30,645.47,427.6,206.2
8,15,6,45,540.46,432.87,144.4
8,15,7,0,494.6,431.53,144.4
8,15,7,15,579.16,431.53,145.67
8,15,7,30,525.75,426.47,146.47
8,15,7,45,536.16,424.2,133.4
8,15,8,0,617.9,419,68.73
8,15,8,15,665.12,419.2,72.87
8,15,8,30,699.71,414.6,122.6
8,15,8,45,694.45,420.4,103.8
8,15,9,0,680.68,425.07,101.07
8,15,9,15,681.31,428.47,98.93
8,15,9,30,668.93,431.53,97.87
8,15,9,45,667.05,430.87,97.47
8,15,10,0,691.33,426.47,78.4
8,15,10,15,720.61,425,67.8
8,15,10,30,708.88,425.73,67
8,15,10,45,678.84,420.47,66.4
8,15,11,0,692.08,413.2,66.27
8,15,11,15,673.8,409.73,35.67
8,15,11,30,665.32,408.2,15.07
8,15,11,45,657.28,409.47,15.27
8,15,12,0,637.54,411,15.6
8,15,12,15,619.75,408.6,15.8
8,15,12,30,620.36,404.73,15.47
8,15,12,45,632.23,392.67,15.6
8,15,13,0,598.51,431.93,30.53
8,15,13,15,607.16,430.33,119.87
8,15,13,30,616.67,430.33,119.33
8,15,13,45,604.44,430.4,115.87
8,15,14,0,633.61,429.73,81.4
8,15,14,15,651.21,430.13,75.53
8,15,14,30,650.72,439.93,73.67
8,15,14,45,639.8,445.6,76.4
8,15,15,0,631.64,450.27,84.73
8,15,15,15,623.55,448.13,82.53
8,15,15,30,631.42,448.53,78.33
8,15,15,45,622.08,418.4,80.13
8,15,16,0,600.55,422.6,80.93
8,15,16,15,590.47,422.13,80.87
8,15,16,30,566.81,422.07,79.87
8,15,16,45,493.72,419.73,83
8,15,17,0,512.37,424.13,89.87
8,15,17,15,510.75,421.87,93
8,15,17,30,503.98,421.93,94.33
8,15,17,45,521.1,421.33,181.67
8,15,18,0,545.45,423.27,219.73
8,15,18,15,563.96,422.13,218.07
8,15,18,30,531.06,423.2,187.8
8,15,18,45,530.79,424.87,48.8
8,15,19,0,537.67,424.93,117.07
8,15,19,15,547.92,424.53,115.4
8,15,19,30,563.9,424.13,118.07
8,15,19,45,571.04,425.07,117.27
8,15,20,0,596.51,428.47,118.13
8,15,20,15,603.79,429.13,117.87
8,15,20,30,603.45,428.87,116.93
8,15,20,45,610,429.53,114.8
8,15,21,0,654.39,426.8,114.53
8,15,21,15,661.2,428.2,115.8
8,15,21,30,650.54,425,112.93
8,15,21,45,666.52,424.6,112.27
8,15,22,0,670.92,423.87,109.67
8,15,22,15,646.25,427.13,110.87
8,15,22,30,596.47,424.53,146.4
8,15,22,45,601.84,422.53,201.07
8,15,23,0,598.1,419.73,185.27
8,15,23,15,548.35,420.8,170.8
8,15,23,30,509.87,419.4,171.93
8,15,23,45,506.28,428,172.87
8,16,0,0,655.57,425.87,171.4
8,16,0,15,660.33,425.2,196.33
8,16,0,30,668.16,419,211.07
8,16,0,45,645.2,416.07,210.13
8,16,1,0,638.8,416.07,208.8
8,16,1,15,647.91,416.27,209
8,16,1,30,632.2,411.93,208.53
8,16,1,45,621.97,410.47,207.47
8,16,2,0,635.88,414.47,209.93
8,16,2,15,646.52,412.8,207.93
8,16,2,30,622.6,407.73,206.27
8,16,2,45,608.81,413.67,207.13
8,16,3,0,611.97,411.27,207.8
8,16,3,15,584.84,409.73,206.13
8,16,3,30,559.39,405.73,207
8,16,3,45,563.78,403.6,205.87
8,16,4,0,580.17,410.67,206.67
8,16,4,15,577.82,408.13,206.47
8,16,4,30,553.15,422.93,207.53
8,16,4,45,577.74,427.13,206.47
8,16,5,0,606.25,431.27,206.2
8,16,5,15,616.49,420.47,327.07
8,16,5,30,574.16,417.87,322.2
8,16,5,45,578.36,414.07,317.93
8,16,6,0,622.55,420.47,301.07
8,16,6,15,640.45,429.67,206.4
8,16,6,30,627.48,434.93,120.27
8,16,6,45,505.61,435.8,96.73
8,16,7,0,470.66,438.47,101.4
8,16,7,15,484.91,438.6,120.13
8,16,7,30,540.56,440.4,155.27
8,16,7,45,596.9,442.53,59.07
8,16,8,0,627.43,442.33,14.27
8,16,8,15,631.64,441.67,13.13
8,16,8,30,645.96,442.6,13.67
8,16,8,45,677.89,449.93,54.67
8,16,9,0,701.59,461.2,89.87
8,16,9,15,722.03,466.8,140.93
8,16,9,30,750.83,465.33,130.47
8,16,9,45,727.7,443.13,127.6
8,16,10,0,723.42,439.2,126.07
8,16,10,15,696.1,424.47,124.87
8,16,10,30,696.42,420.33,138.87
8,16,10,45,679.51,421.4,132.4
8,16,11,0,665.42,427.2,14
8,16,11,15,655.74,428,14.53
8,16,11,30,602.73,429.8,15.47
8,16,11,45,598.33,430,14.73
8,16,12,0,561.89,428.53,15.53
8,16,12,15,502.93,428.8,15.27
8,16,12,30,454.35,423.6,109.93
8,16,12,45,497.13,419.8,167.2
8,16,13,0,515.14,423.87,163.13
8,16,13,15,494.47,420.47,160.33
8,16,13,30,500.1,420.67,145.2
8,16,13,45,507.15,419.6,143.47
8,16,14,0,539.95,424.87,145.27
8,16,14,15,561.9,422.6,142.67
8,16,14,30,534.94,424.33,142.2
8,16,14,45,586.74,423.53,131.67
8,16,15,0,583.86,425.53,130.8
8,16,15,15,573.5,424.07,130.4
8,16,15,30,581.39,420.4,129.6
8,16,15,45,558.89,419,129.53
8,16,16,0,529.99,420.67,128.47
8,16,16,15,511.23,424.2,131.27
8,16,16,30,482.8,422.67,132.93
8,16,16,45,486.91,422.67,132.87
8,16,17,0,478.35,421.6,133.07
8,16,17,15,466.66,420.53,174.6
8,16,17,30,492.56,421.8,201.93
8,16,17,45,503.76,424,201.33
8,16,18,0,520.19,422.53,202.2
8,16,18,15,513.14,422.13,201.53
8,16,18,30,510.79,423.07,201.6
8,16,18,45,512.78,423.47,200.4
8,16,19,0,516.12,426.87,129.73
8,16,19,15,527.34,425.73,109.93
8,16,19,30,529.39,425.93,110
8,16,19,45,506.5,426,110.93
8,16,20,0,589.41,428.27,112.4
8,16,20,15,636.39,429.6,112.2
8,16,20,30,655.88,432.4,72.6
8,16,20,45,655.68,435.73,16.87
8,16,21,0,682.2,433.2,16.67
8,16,21,15,674.31,437.53,16
8,16,21,30,656.28,435.8,16.47
8,16,21,45,670.89,430,16.33
8,16,22,0,668.22,427.93,16
8,16,22,15,644.72,425.47,102.6
8,16,22,30,634.46,426.13,108.87
8,16,22,45,609.01,427.53,124.4
8,16,23,0,539.87,424.2,169.53
8,16,23,15,541.69,420.87,194.73
8,16,23,30,527.57,435,352.27
8,16,23,45,507.07,431.13,349.4
8,17,0,0,658.74,437.93,246.07
8,17,0,15,676.47,439.93,208.13
8,17,0,30,665.76,436.73,207.93
8,17,0,45,665.53,435.67,206.6
8,17,1,0,640.34,431.13,206.4
8,17,1,15,632.17,431.93,206.07
8,17,1,30,630.76,430.87,206.47
8,17,1,45,621.87,430.07,205.67
8,17,2,0,643.55,428.6,206.53
8,17,2,15,616.33,414.33,206.4
8,17,2,30,604.27,407.87,258.2
8,17,2,45,581.77,401.8,286.07
8,17,3,0,616.83,407.47,288.8
8,17,3,15,607,405.4,285.53
8,17,3,30,599.43,417.33,283
8,17,3,45,598.64,423.53,282
8,17,4,0,599.46,423.8,283.33
8,17,4,15,616.59,426.4,252.93
8,17,4,30,596.49,427.73,227.07
8,17,4,45,616.02,429.07,227.13
8,17,5,0,610.88,431.67,231
8,17,5,15,615.44,434.13,236.27
8,17,5,30,595.87,430.07,229.8
8,17,5,45,611.88,426.47,226
8,17,6,0,631.55,432.27,232.8
8,17,6,15,645.08,432.93,230.6
8,17,6,30,643.36,432.53,230.13
8,17,6,45,518.82,427.87,272.67
8,17,7,0,486.07,429.27,312.33
8,17,7,15,520.66,427.87,313.13
8,17,7,30,555.57,432.87,262.33
8,17,7,45,610.75,434.93,164.87
8,17,8,0,624.88,412.07,42.93
8,17,8,15,621.17,418.6,14.8
8,17,8,30,649.31,419.93,14.33
8,17,8,45,658.2,434.53,91.07
8,17,9,0,700.17,439.8,114.53
8,17,9,15,720.07,444.8,108.27
8,17,9,30,705.24,442.33,106.6
8,17,9,45,691.9,442,105.53
8,17,10,0,684.18,447.13,108
8,17,10,15,658.62,424.47,109
8,17,10,30,670.04,420.67,126.73
8,17,10,45,664.09,424.8,88.87
8,17,11,0,645.68,428.2,15.2
8,17,11,15,627.84,428.87,15.2
8,17,11,30,601.72,427,15.2
8,17,11,45,576.33,426.67,16.27
8,17,12,0,534.8,424.4,17.2
8,17,12,15,536.51,415.67,16.53
8,17,12,30,516.17,413.67,16.13
8,17,12,45,472.26,418.93,16
8,17,13,0,474.47,417.73,15.67
8,17,13,15,473.51,409.73,117.33
8,17,13,30,494.46,414,142.13
8,17,13,45,511.8,413.07,140.47
8,17,14,0,554.96,414.27,138.33
8,17,14,15,599.71,421.33,142.53
8,17,14,30,642.29,424.07,157.8
8,17,14,45,625.41,421.47,157.33
8,17,15,0,632.23,422.4,157.2
8,17,15,15,637.01,422.2,156.73
8,17,15,30,592.12,420.8,140.13
8,17,15,45,573.69,422.6,113.87
8,17,16,0,533.92,423,114.53
8,17,16,15,520.28,422.8,116.07
8,17,16,30,512.75,422.73,117.47
8,17,16,45,506.6,424.4,119.27
8,17,17,0,478.81,423.67,118.27
8,17,17,15,490.37,420.47,145.73
8,17,17,30,491.01,420.93,221.27
8,17,17,45,474.89,421.67,220
8,17,18,0,497.26,421.93,220.07
8,17,18,15,508.33,421.4,221.2
8,17,18,30,544.05,422.6,201
8,17,18,45,534.05,425.67,118.4
8,17,19,0,552,424.53,117.6
8,17,19,15,549.11,424.4,117.27
8,17,19,30,540.04,424.13,118.47
8,17,19,45,545.4,424,117.73
8,17,20,0,573.2,426.6,120.47
8,17,20,15,559.94,426.67,121
8,17,20,30,581.93,426.93,119.4
8,17,20,45,564.55,426.73,119.67
8,17,21,0,573.35,428,118.6
8,17,21,15,569.35,425.93,117.93
8,17,21,30,577.88,422.67,118.67
8,17,21,45,589.65,425.27,115.27
8,17,22,0,600.5,423.67,113.13
8,17,22,15,578.95,426,16.33
8,17,22,30,583.47,428.27,16.2
8,17,22,45,566.43,426.33,16.33
8,17,23,0,508.23,425.8,16.33
8,17,23,15,486.59,414.33,138.6
8,17,23,30,481.9,405.33,337.27
8,17,23,45,458.21,410.27,249.4
8,18,0,0,607.13,408.93,250.2
8,18,0,15,622.41,410.4,250.13
8,18,0,30,593.06,402.07,275.53
8,18,0,45,578,399.67,281.93
8,18,1,0,566.76,398.6,280.6
8,18,1,15,551,398.87,278.27
8,18,1,30,594.73,398.07,279.2
8,18,1,45,608.13,399.13,277.13
8,18,2,0,566.94,410.67,258.53
8,18,2,15,572.04,431.73,203.87
8,18,2,30,528.43,424.53,228.47
8,18,2,45,502.56,417.2,285.4
8,18,3,0,488.76,417.67,288.67
8,18,3,15,467.08,420.33,292.6
8,18,3,30,475.98,410.8,299.6
8,18,3,45,489.58,407.47,308.07
8,18,4,0,484.07,419.67,222.13
8,18,4,15,472.25,426.07,162.2
8,18,4,30,479.39,424.13,161.27
8,18,4,45,501.64,428.2,161.93
8,18,5,0,495.07,430.2,162.07
8,18,5,15,501.22,430.73,161.27
8,18,5,30,493.55,428.67,160.47
8,18,5,45,528.93,425.13,160.6
8,18,6,0,516.9,431,161.07
8,18,6,15,547.09,431.8,160.93
8,18,6,30,570.17,430.6,162.27
8,18,6,45,446.27,429.8,187.8
8,18,7,0,416.9,430.4,206.27
8,18,7,15,436.01,431.87,200.4
8,18,7,30,476.1,435,161.53
8,18,7,45,589.9,431.87,114.53
8,18,8,0,625.41,438.27,13.47
8,18,8,15,622,440.07,20.2
8,18,8,30,677.42,426.13,121.47
8,18,8,45,696.2,433.67,118.33
8,18,9,0,681.62,430.47,116.27
8,18,9,15,679.54,436.27,117.13
8,18,9,30,678.09,438.47,115.33
8,18,9,45,672.86,436.27,113.93
8,18,10,0,648.98,438.47,79.6
8,18,10,15,621.63,394.4,88.27
8,18,10,30,589.42,419.47,112.6
8,18,10,45,591.02,419.67,113.13
8,18,11,0,594.81,419.67,110.4
8,18,11,15,587.27,420.2,110.87
8,18,11,30,578.21,422.07,111.73
8,18,11,45,565.44,421.87,110
8,18,12,0,551.48,422,110.13
8,18,12,15,539.01,421.67,77.8
8,18,12,30,508.98,432.6,14.6
8,18,12,45,509.29,432.2,15.2
8,18,13,0,517.71,425.4,106.53
8,18,13,15,507.56,424.8,130.4
8,18,13,30,526.84,425.07,136.6
8,18,13,45,537.3,428.87,135.6
8,18,14,0,551.77,427,135.07
8,18,14,15,574.27,426.6,126.87
8,18,14,30,552.01,428.4,118.33
8,18,14,45,545.77,425.73,115.27
8,18,15,0,539.66,427.93,113.87
8,18,15,15,563.29,424.93,144.67
8,18,15,30,541.02,424.47,171.4
8,18,15,45,559.96,424.4,170.67
8,18,16,0,554.97,424.93,170.6
8,18,16,15,502.43,424.73,170.73
8,18,16,30,506.54,423.87,170.53
8,18,16,45,507.85,425.6,171.13
8,18,17,0,492.94,424.53,171
8,18,17,15,484.81,425.6,171.2
8,18,17,30,481,425.87,192.6
8,18,17,45,480.61,424.87,216.4
8,18,18,0,498.85,424.47,215.2
8,18,18,15,518.88,425.33,214.93
8,18,18,30,503.87,426.67,214.4
8,18,18,45,486.45,424.33,214.87
8,18,19,0,538.69,425.4,216
8,18,19,15,503.69,426.8,215.47
8,18,19,30,525.61,427.2,193.6
8,18,19,45,542.83,427.13,127.27
8,18,20,0,562.8,430,109.13
8,18,20,15,644.09,436.73,22.93
8,18,20,30,656.92,437.6,16.2
8,18,20,45,680.9,435.13,15.8
8,18,21,0,685.34,436.07,15.67
8,18,21,15,671.56,437.4,15.27
8,18,21,30,652.56,437.53,15.6
8,18,21,45,656.1,435.2,15.4
8,18,22,0,645.52,429.33,15.27
8,18,22,15,624.7,429.67,15.8
8,18,22,30,593.48,429.07,15.6
8,18,22,45,570.28,429,15.67
8,18,23,0,522.85,427.93,16.2
8,18,23,15,509.9,425.33,96
8,18,23,30,512.97,425.47,270.47
8,18,23,45,494.58,425.13,379.07
8,19,0,0,652.92,434.93,277.53
8,19,0,15,685.61,438.8,158.4
8,19,0,30,641.88,434.93,145.2
8,19,0,45,663.92,437.33,144
8,19,1,0,673.16,435.4,144.8
8,19,1,15,657.4,433.33,143.67
8,19,1,30,639.47,429.07,144.13
8,19,1,45,640.97,431.73,144.67
8,19,2,0,646.21,434,161.53
8,19,2,15,638.98,427.33,208.07
8,19,2,30,630.47,424.87,205.87
8,19,2,45,607.46,421,206.07
8,19,3,0,619.54,430.4,207.6
8,19,3,15,615.91,426,207
8,19,3,30,609.79,427.4,207.8
8,19,3,45,590.22,419.53,205.33
8,19,4,0,611.3,425.07,205.2
8,19,4,15,612.86,422.53,205.73
8,19,4,30,605.53,419.67,205.4
8,19,4,45,642.99,404.93,206.47
8,19,5,0,654.35,410,207.27
8,19,5,15,637.98,408.53,207.33
8,19,5,30,638.73,413.27,206.07
8,19,5,45,601.45,408.07,206.47
8,19,6,0,622.97,412.13,182.93
8,19,6,15,607.97,416.67,95
8,19,6,30,613.36,415.33,96.93
8,19,6,45,508.64,415.87,95.27
8,19,7,0,512.99,415.8,99.67
8,19,7,15,545.97,418.6,100.6
8,19,7,30,597.59,417.13,79.33
8,19,7,45,626.82,426.33,70
8,19,8,0,674.7,421.93,89.47
8,19,8,15,666.63,424.4,88.67
8,19,8,30,689.66,430.07,89.53
8,19,8,45,678.84,432.6,89.27
8,19,9,0,679.92,437.8,89
8,19,9,15,681.04,439.67,88.6
8,19,9,30,657.37,439.13,86.27
8,19,9,45,665.17,428.87,87
8,19,10,0,655.84,434,86.13
8,19,10,15,652.58,438.4,86.27
8,19,10,30,650.07,435.53,85.87
8,19,10,45,640.45,426.53,88.8
8,19,11,0,679.54,418.33,124.93
8,19,11,15,655.7,421.33,110.53
8,19,11,30,653.16,422.4,110.8
8,19,11,45,633.8,423.8,111.53
8,19,12,0,599.21,425.13,40.27
8,19,12,15,565.89,431.47,14.87
8,19,12,30,526.26,431.93,15
8,19,12,45,531.27,433.4,15.33
8,19,13,0,546.61,427.33,105.27
8,19,13,15,539.93,427.07,149.73
8,19,13,30,546.75,425.87,166.27
8,19,13,45,554.19,426.73,166.27
8,19,14,0,590.08,423.13,165.6
8,19,14,15,594.19,426,164.87
8,19,14,30,635.99,425.87,163.8
8,19,14,45,623.46,425.93,142.53
8,19,15,0,632.1,431.13,23.27
8,19,15,15,620.88,431.47,16.67
8,19,15,30,629.37,431.93,16.13
8,19,15,45,610.14,431.27,16.53
8,19,16,0,610.54,431.07,16.27
8,19,16,15,569.25,429.47,80.47
8,19,16,30,561.36,426.6,123.8
8,19,16,45,531.62,429.2,123.93
8,19,17,0,530.04,426.93,123.27
8,19,17,15,566.56,427.93,123.13
8,19,17,30,530.97,429.67,123.2
8,19,17,45,550.37,430.47,123.47
8,19,18,0,538.8,432.53,123.73
8,19,18,15,549.69,428.47,120.93
8,19,18,30,537.75,427.67,123.73
8,19,18,45,549.77,429.07,122
8,19,19,0,556.06,431.87,123.07
8,19,19,15,565.68,432.2,115.73
8,19,19,30,562.46,436.27,17.87
8,19,19,45,568.27,436.2,17.4
8,19,20,0,578.54,436.4,17.6
8,19,20,15,615.11,437.33,17.4
8,19,20,30,648.64,441.87,17.27
8,19,20,45,657.38,439.33,16.47
8,19,21,0,680.7,439.87,16.4
8,19,21,15,668.89,440.13,16.33
8,19,21,30,621.54,433.2,16
8,19,21,45,653.89,431.87,16.13
8,19,22,0,643.85,432.33,16.13
8,19,22,15,621.43,433.93,15.8
8,19,22,30,608.08,434.8,16.4
8,19,22,45,571.46,431.53,16.13
8,19,23,0,543.69,431,16.33
8,19,23,15,524.24,430.4,45.6
8,19,23,30,534.15,428.93,145.47
8,19,23,45,524.07,424.13,187.93
