month,day,hour,min,i_uiip,i_f,i_uiipu
1,8,9,0,280.76,253.27,3.53
1,8,9,15,285.15,256.27,3.67
1,8,9,30,310.97,255.13,3.47
1,8,9,45,321.93,261.07,3.53
1,8,10,0,320.01,263.87,3.4
1,8,10,15,307.28,259.27,3.4
1,8,10,30,304.1,256.93,3.6
1,8,10,45,289.28,257.27,3.53
1,8,11,0,279.65,253.27,3.73
1,8,11,15,267.98,254.33,3.67
1,8,11,30,266.31,249.8,3.33
1,8,11,45,250.08,253.2,3.4
1,8,12,0,275.26,254.07,3.2
1,8,12,15,250.29,249.67,3.47
1,8,12,30,242.24,250,3.53
1,8,12,45,214.83,251.8,3.67
1,8,13,0,225.97,248.2,3.73
1,8,13,15,229.57,251.07,3.67
1,8,13,30,214.35,251.87,3.27
1,8,13,45,209.09,241.87,128.67
1,8,14,0,238.21,243.6,141.67
1,8,14,15,219.21,244.13,140.47
1,8,14,30,217.04,242.33,139.53
1,8,14,45,208.47,243.27,136.67
1,8,15,0,202.52,251.2,136.87
1,8,15,15,195.85,249.73,136.87
1,8,15,30,206.83,249.2,137.07
1,8,15,45,189.05,249.47,137.47
1,8,16,0,205.13,247.87,147.8
1,8,16,15,203.79,243.6,335.27
1,8,16,30,192.52,248.4,323.47
1,8,16,45,204.03,251.67,323
1,8,17,0,196.01,249.4,333.73
1,8,17,15,203.88,251.33,342
1,8,17,30,194.77,252.27,340.07
1,8,17,45,188.78,251.53,346.2
1,8,18,0,175.14,251.33,346.8
1,8,18,15,187.29,254.53,347
1,8,18,30,191.48,249.8,346.6
1,8,18,45,199.06,251.87,346.2
1,8,19,0,194.59,252.2,346.53
1,8,19,15,192.07,250.53,345.73
1,8,19,30,193.43,250.07,346.6
1,8,19,45,173.23,252.6,345.67
1,8,20,0,179.52,248.27,371.8
1,8,20,15,189.87,247.73,380.33
1,8,20,30,188.93,253.07,380.87
1,8,20,45,185.77,247.47,378.87
1,8,21,0,184.8,243.27,378.53
1,8,21,15,178.89,245.87,376.73
1,8,21,30,190.76,244.8,375.53
1,8,21,45,192.34,244.4,332.73
1,8,22,0,180.6,245.27,317.87
1,8,22,15,185.57,242.27,319.87
1,8,22,30,178.92,242.27,319.87
1,8,22,45,174.4,240.53,335.8
1,8,23,0,142.47,238.2,372.6
1,8,23,15,146.19,235.93,372.6
1,8,23,30,171.96,234.73,370.33
1,8,23,45,176.71,231.33,368.07
1,9,0,0,153.68,243.2,366.47
1,9,0,15,145.83,257.47,365.4
1,9,0,30,143.88,255.67,362.6
1,9,0,45,127.29,258.13,361.07
1,9,1,0,127.01,254.6,361.07
1,9,1,15,125,253.47,362.2
1,9,1,30,125.1,255.07,364.53
1,9,1,45,133.01,254.8,364.73
1,9,2,0,127.27,249.73,358.93
1,9,2,15,120.75,248.2,357.87
1,9,2,30,118.14,250,358.27
1,9,2,45,116.78,248.67,356.67
1,9,3,0,135.09,248.47,354.2
1,9,3,15,120.05,248.53,354.73
1,9,3,30,125.43,247.73,355.53
1,9,3,45,128.42,259.33,194.47
1,9,4,0,122.68,256.67,194.13
1,9,4,15,126.5,258.27,193.2
1,9,4,30,109.07,256.13,193.13
1,9,4,45,108.05,250.33,192
1,9,5,0,115.31,248,194.33
1,9,5,15,121.64,246.93,192.2
1,9,5,30,123.56,250.8,193.47
1,9,5,45,127.57,247.2,193.2
1,9,6,0,132.93,246.8,182.27
1,9,6,15,141.22,253.07,154.67
1,9,6,30,119.45,251.6,140.73
1,9,6,45,133.56,250.07,130.8
1,9,7,0,124.04,252.47,133.67
1,9,7,15,137.26,252.6,132.4
1,9,7,30,169.46,253.53,133.4
1,9,7,45,167.32,255.53,120.13
1,9,8,0,206.33,255.47,47.93
1,9,8,15,225.58,247.93,3.47
1,9,8,30,241.42,252.87,3.53
1,9,8,45,239.94,258.4,3.33
1,9,9,0,265.58,262.2,3.33
1,9,9,15,256.54,263.93,3.53
1,9,9,30,261.46,264.93,3.2
1,9,9,45,256.78,264.47,3.53
1,9,10,0,252.84,266.73,3.4
1,9,10,15,254.54,267.47,3.4
1,9,10,30,249.67,260.13,3.2
1,9,10,45,269.77,258.07,3.33
1,9,11,0,274.22,258.2,3.47
1,9,11,15,238.76,260,3.53
1,9,11,30,244.66,262.6,3.4
1,9,11,45,239.99,241.53,3.4
1,9,12,0,235.34,245.2,3.33
1,9,12,15,250.92,248.93,3.6
1,9,12,30,232.87,248.53,3.53
1,9,12,45,222.28,259.13,18.33
1,9,13,0,239.41,259.4,114
1,9,13,15,228.55,256.73,110.73
1,9,13,30,206.89,259.8,111.27
1,9,13,45,212.67,268.27,104.93
1,9,14,0,211.03,272.27,82.73
1,9,14,15,216.53,269.87,73.13
1,9,14,30,200.78,266.93,70.67
1,9,14,45,197.93,266.67,67.27
1,9,15,0,203.78,266.2,93.8
1,9,15,15,198.6,262.4,159.13
1,9,15,30,173.66,266.67,188.07
1,9,15,45,182.09,273.6,189.4
1,9,16,0,171.27,272.2,187.53
1,9,16,15,184.8,274.93,187.6
1,9,16,30,170.05,270.93,277.47
1,9,16,45,184.38,270.73,307.87
1,9,17,0,186.76,264.73,311.2
1,9,17,15,177.51,262.2,310.73
1,9,17,30,169.93,256.27,318.87
1,9,17,45,187.12,254.87,342.47
1,9,18,0,173.79,255.33,348.6
1,9,18,15,173.59,257.13,363.73
1,9,18,30,191.85,254.8,381.07
1,9,18,45,184.97,252.47,379.13
1,9,19,0,175.58,256.73,379.6
1,9,19,15,183.25,255,379.27
1,9,19,30,175.6,248.13,353
1,9,19,45,178.8,254.73,354.53
1,9,20,0,177.93,256.2,352.87
1,9,20,15,185.48,254,351.27
1,9,20,30,172.87,254.6,352.47
1,9,20,45,176.16,254.8,352.8
1,9,21,0,179.42,254.87,351.73
1,9,21,15,182.35,249.53,348.33
1,9,21,30,173.54,253,347.87
1,9,21,45,163.22,246.93,346.8
1,9,22,0,187.25,246.13,348.13
1,9,22,15,184.73,245.07,342.8
1,9,22,30,175.94,244.8,344.4
1,9,22,45,179.24,266.53,341.93
1,9,23,0,159.07,259.73,372.13
1,9,23,15,178.68,264.53,369.47
1,9,23,30,160.46,255.6,366.73
1,9,23,45,158.14,253,366.2
1,10,0,0,167.85,255.87,366.07
1,10,0,15,208.26,257.8,363.47
1,10,0,30,203.29,254.13,365.33
1,10,0,45,185.97,245.87,360.8
1,10,1,0,200.4,255.2,367.6
1,10,1,15,174.93,251.4,362.87
1,10,1,30,162.32,250.07,361.27
1,10,1,45,163.03,250.47,364.53
1,10,2,0,163.46,255.33,363.33
1,10,2,15,159.62,256.73,362.47
1,10,2,30,170.22,252.47,360.67
1,10,2,45,172.81,251.73,360.2
1,10,3,0,187.56,254.53,361.47
1,10,3,15,180.55,250.8,359.8
1,10,3,30,158.86,251.67,359
1,10,3,45,159.13,252.2,357.07
1,10,4,0,183.01,251.53,362.87
1,10,4,15,183.64,252.4,363.4
1,10,4,30,170.2,249.53,358.93
1,10,4,45,169.13,249.33,359.8
1,10,5,0,168.1,248.4,359.07
1,10,5,15,170.2,248.27,360.87
1,10,5,30,175.39,256.67,363.27
1,10,5,45,186.81,254.53,364.6
1,10,6,0,202.64,266.27,311.13
1,10,6,15,213.11,277.2,312.47
1,10,6,30,207.49,285.4,166.07
1,10,6,45,198.92,285.73,109.73
1,10,7,0,217.53,277.53,112.67
1,10,7,15,237.89,275.73,106.33
1,10,7,30,243.59,276.2,74.47
1,10,7,45,243.01,275.8,62.8
1,10,8,0,254.12,266.07,63.73
1,10,8,15,292.53,270.6,12.33
1,10,8,30,250.87,272.73,2.2
1,10,8,45,258.8,268.27,2.07
1,10,9,0,273.11,266.93,37.93
1,10,9,15,247.82,272.73,44.07
1,10,9,30,259.81,268.6,44.8
1,10,9,45,266.4,271.8,45.07
1,10,10,0,264.83,270.67,44.73
1,10,10,15,266.11,268.47,44.73
1,10,10,30,279.94,273,44.67
1,10,10,45,248.56,268,44.27
1,10,11,0,251.6,260,44.6
1,10,11,15,244.29,261.73,44.2
1,10,11,30,258.07,256,89.2
1,10,11,45,246.76,249.4,121.6
1,10,12,0,247.87,249.33,122.33
1,10,12,15,252.23,252.53,94.93
1,10,12,30,240.48,250.6,95.47
1,10,12,45,213.95,252,93.2
1,10,13,0,204.31,255.33,97.13
1,10,13,15,227.09,253.13,95.47
1,10,13,30,212.44,250.13,97.93
1,10,13,45,217.74,248.87,97
1,10,14,0,214.56,231.47,97.73
1,10,14,15,203.27,212.4,97.87
1,10,14,30,188.1,215.6,100
1,10,14,45,190.03,212.13,94.53
1,10,15,0,173.98,212.13,97.47
1,10,15,15,174.48,211.47,97.67
1,10,15,30,175.54,206.87,141.13
1,10,15,45,192.24,210.07,196.2
1,10,16,0,188.34,229.53,195.47
1,10,16,15,199.3,229.93,196.47
1,10,16,30,189.12,236.67,195
1,10,16,45,190.38,266.4,152.93
1,10,17,0,189.44,271.47,134.07
1,10,17,15,188.44,270.4,134.33
1,10,17,30,191.57,273.47,135.93
1,10,17,45,182.67,271.13,134.67
1,10,18,0,185.72,270.93,135.73
1,10,18,15,205.52,271.47,134.6
1,10,18,30,195.2,270.93,136.8
1,10,18,45,199.03,274.47,137
1,10,19,0,196.26,274.2,136.73
1,10,19,15,197.01,271.8,123.67
1,10,19,30,201.5,254.87,17.73
1,10,19,45,199.16,253.47,2.4
1,10,20,0,212.68,252.2,41.8
1,10,20,15,199.51,246.87,122
1,10,20,30,207.15,243.47,164.8
1,10,20,45,190.84,238.27,297.13
1,10,21,0,203.2,235.27,312
1,10,21,15,205.36,236.4,309.93
1,10,21,30,200.87,237.27,310.2
1,10,21,45,174.03,232.33,308.67
1,10,22,0,193,232.2,310
1,10,22,15,181.73,236.53,230.73
1,10,22,30,173.89,237.33,130.53
1,10,22,45,163.94,238.27,130.8
1,10,23,0,168.05,238.2,121.2
1,10,23,15,153.16,240.4,111.4
1,10,23,30,156.13,236.67,111.4
1,10,23,45,145.42,236.87,109.53
1,11,0,0,183.43,235.07,109.87
1,11,0,15,183.08,233.33,108.4
1,11,0,30,173.25,257.33,108.27
1,11,0,45,164.2,281.07,105.33
1,11,1,0,172.6,281.67,106.73
1,11,1,15,163.42,281.73,107.2
1,11,1,30,169.59,283.87,107.2
1,11,1,45,152.65,280.47,105.93
1,11,2,0,158.07,279.33,104.73
1,11,2,15,147.56,279.27,103.8
1,11,2,30,157.78,277.13,104.8
1,11,2,45,134.6,261.93,105.2
1,11,3,0,142.52,245.2,104.33
1,11,3,15,150.87,245.87,106.47
1,11,3,30,138.39,246.13,107.87
1,11,3,45,129.38,245.13,106.47
1,11,4,0,153.47,248.13,108.47
1,11,4,15,146.03,247.07,107.47
1,11,4,30,133.03,246.13,107.27
1,11,4,45,139.52,238.87,140.33
1,11,5,0,135.58,243.93,148.87
1,11,5,15,147.31,247.93,148.4
1,11,5,30,151.39,247.27,148.33
1,11,5,45,154.69,248.27,147.27
1,11,6,0,185.61,247.27,114
1,11,6,15,191.01,250.8,110.6
1,11,6,30,181.13,254,112.8
1,11,6,45,206.89,254.93,103.8
1,11,7,0,190.2,258.47,96.67
1,11,7,15,215.48,259.47,97.4
1,11,7,30,236.69,258.8,97.4
1,11,7,45,217.56,261.27,96
1,11,8,0,219.06,258.07,95.4
1,11,8,15,216.81,261.6,97.07
1,11,8,30,221.78,262.2,96.4
1,11,8,45,225.35,269.07,47.27
1,11,9,0,227.62,269,3.67
1,11,9,15,237.68,267.33,3.4
1,11,9,30,221.82,269.87,3.73
1,11,9,45,226.82,268.93,3.67
1,11,10,0,228.55,270.87,3.73
1,11,10,15,231.87,267.4,3.4
1,11,10,30,235.73,267.73,3.8
1,11,10,45,216.58,258.53,3.73
1,11,11,0,227.95,260.93,3.07
1,11,11,15,238.43,260.87,3.33
1,11,11,30,235.95,262.27,3.07
1,11,11,45,227.62,265.8,3.2
1,11,12,0,219.58,263.8,3.73
1,11,12,15,218.53,263.27,3.53
1,11,12,30,209.89,268.8,4.07
1,11,12,45,225.27,266.87,3.07
1,11,13,0,218.59,264.2,3
1,11,13,15,210.47,267.73,2.93
1,11,13,30,205.14,268.73,3.53
1,11,13,45,227.5,267.67,3.27
1,11,14,0,213.12,239.53,80.2
1,11,14,15,192.09,229.2,108
1,11,14,30,190.61,229.53,106.6
1,11,14,45,193.39,229.8,108.07
1,11,15,0,220.92,227.13,108.4
1,11,15,15,197.78,230.07,108.13
1,11,15,30,186.47,246.73,173
1,11,15,45,185.6,250.27,176.2
1,11,16,0,183.4,253,176.53
1,11,16,15,206.03,240.4,174.87
1,11,16,30,188.25,235.67,177.4
1,11,16,45,191.4,239.73,176
1,11,17,0,180.97,237.27,176.13
1,11,17,15,165.73,238.47,203.73
1,11,17,30,164.7,242.13,206.27
1,11,17,45,177.94,244.33,206
1,11,18,0,169.89,239.2,204.93
1,11,18,15,191.64,242.13,206.47
1,11,18,30,167.65,242.87,206.93
1,11,18,45,167.63,244.07,206.13
1,11,19,0,181.31,244.47,207.47
1,11,19,15,202.35,253.2,243.33
1,11,19,30,182.55,264.27,280
1,11,19,45,188.82,264.93,279.8
1,11,20,0,194.46,266.6,279.4
1,11,20,15,188.8,266.47,344.53
1,11,20,30,195.72,265.27,324.93
1,11,20,45,181.06,266.33,293.33
1,11,21,0,194.78,261.6,291.67
1,11,21,15,196.27,265,291.07
1,11,21,30,185.52,236.93,173.07
1,11,21,45,181.79,232.07,145.67
1,11,22,0,193.1,231.67,119.13
1,11,22,15,195.72,230.4,69.93
1,11,22,30,187.34,232.87,3.53
1,11,22,45,173.34,271.93,85.6
1,11,23,0,176.37,286.6,92.47
1,11,23,15,186.31,283.27,92.93
1,11,23,30,188.56,282.53,92.27
1,11,23,45,200.29,284.53,90.4
1,12,0,0,222.81,283.73,86.33
1,12,0,15,244.54,283.2,3.2
1,12,0,30,242.54,282.87,3.27
1,12,0,45,243,282.53,3.47
1,12,1,0,237.19,275.73,3.27
1,12,1,15,241.73,262.47,3.47
1,12,1,30,240.98,262.2,3.4
1,12,1,45,243.68,261.2,3.07
1,12,2,0,242.9,261.93,3.07
1,12,2,15,233.23,249.07,34.67
1,12,2,30,229.92,243.73,96
1,12,2,45,225.58,243.87,94.4
1,12,3,0,224.35,245.2,96.2
1,12,3,15,207.72,247.07,97.07
1,12,3,30,188.91,245.8,95.4
1,12,3,45,201.18,242.33,93.27
1,12,4,0,224.09,245.2,92.6
1,12,4,15,229.9,244.2,94.27
1,12,4,30,216.29,244.47,91.87
1,12,4,45,211.12,242.73,91.67
1,12,5,0,216.03,243.13,92.47
1,12,5,15,219.15,250.87,90.13
1,12,5,30,201.17,267.73,9.33
1,12,5,45,194.54,269.07,3.53
1,12,6,0,222.01,268.93,3.27
1,12,6,15,236.99,277.27,54.4
1,12,6,30,227.13,269.73,168.8
1,12,6,45,234.08,271.13,190
1,12,7,0,234.2,278.27,209.6
1,12,7,15,254.64,253.73,319.73
1,12,7,30,292.83,247.53,316.07
1,12,7,45,295.91,249.73,283.67
1,12,8,0,270.22,250.87,211.47
1,12,8,15,264.42,250.93,211.87
1,12,8,30,253.63,249.53,211.87
1,12,8,45,246.63,250.07,211.53
1,12,9,0,259.81,251.8,212.67
1,12,9,15,286.02,253.47,212.33
1,12,9,30,259,254.6,212.87
1,12,9,45,245.45,252.73,199.67
1,12,10,0,236.86,255.47,122.93
1,12,10,15,228.66,264.27,101.8
1,12,10,30,270.1,261.8,342.07
1,12,10,45,246.58,220.6,385.2
1,12,11,0,236.49,232.2,372.73
1,12,11,15,225.57,235.47,365.4
1,12,11,30,225.09,259.73,337.8
1,12,11,45,216.69,258.93,340.47
1,12,12,0,215.87,256.07,340.07
1,12,12,15,209.68,246.07,336
1,12,12,30,195.19,259.07,345.2
1,12,12,45,216.26,256.07,341.73
1,12,13,0,269.88,252.67,340.13
1,12,13,15,228.95,263.13,347.73
1,12,13,30,210.46,264.2,354.73
1,12,13,45,199.99,256.27,350.07
1,12,14,0,193.6,253.27,348.4
1,12,14,15,188.53,247.6,342.87
1,12,14,30,182.58,232.8,329.33
1,12,14,45,166.12,224.33,324.4
1,12,15,0,169.85,228.07,325.53
1,12,15,15,167.99,207.87,302.4
1,12,15,30,174.54,206.4,293.93
1,12,15,45,172.2,241.87,258.8
1,12,16,0,155.31,245.4,261.8
1,12,16,15,172.56,240.07,259.2
1,12,16,30,160.93,246.93,258.13
1,12,16,45,164.79,266.6,256.2
1,12,17,0,176.28,279.67,265.6
1,12,17,15,178.3,271.73,267.07
1,12,17,30,174.3,276.27,270.93
1,12,17,45,202.06,271.27,260.6
1,12,18,0,186.3,288.2,277.07
1,12,18,15,209.48,292.67,284.2
1,12,18,30,167.46,289.53,308.13
1,12,18,45,174.64,294.53,315.13
1,12,19,0,182.15,287,310.6
1,12,19,15,193.2,283.87,307.2
1,12,19,30,182.99,293.07,315.47
1,12,19,45,198.7,258.87,373.4
1,12,20,0,181.67,257.53,397.8
1,12,20,15,191.86,240.87,387.33
1,12,20,30,190.77,222.2,369.2
1,12,20,45,185.39,239.67,336.33
1,12,21,0,196.36,211.27,295.13
1,12,21,15,181.96,227.67,229.47
1,12,21,30,174.47,225.93,207.93
1,12,21,45,175.59,239.4,194.53
1,12,22,0,184.11,213,175.87
1,12,22,15,174.04,218.07,154.27
1,12,22,30,157.46,230.73,105.33
1,12,22,45,153.94,227.8,88.67
1,12,23,0,266.42,248.4,67.33
1,12,23,15,340.24,251.6,28.47
1,12,23,30,396.21,217,10.2
1,12,23,45,421.1,224.8,3.27
1,13,0,0,437.07,205.27,3.07
1,13,0,15,435.61,208.13,3.4
1,13,0,30,441.42,203.87,3.13
1,13,0,45,437.91,198.4,3.2
1,13,1,0,433.66,211.67,3
1,13,1,15,432.99,209.67,3.13
1,13,1,30,427.47,206.33,3.07
1,13,1,45,428.35,209.2,3.33
1,13,2,0,433.46,205.2,3.13
1,13,2,15,434.89,194.87,3.47
1,13,2,30,432.17,178.13,3.33
1,13,2,45,425.55,197.2,3.2
1,13,3,0,426.03,186.53,3.27
1,13,3,15,422.12,190.8,3.2
1,13,3,30,415.53,213.07,3.27
1,13,3,45,424.21,219.73,3.4
1,13,4,0,427.89,253.4,3.33
1,13,4,15,432.31,257.2,3.07
1,13,4,30,421.03,231.27,3.13
1,13,4,45,414.92,235.2,3.13
1,13,5,0,410.05,269.2,3.4
1,13,5,15,419.58,247.53,42.93
1,13,5,30,400.67,246.73,91.53
1,13,5,45,196.53,267.27,134.6
1,13,6,0,185.28,292.53,149.33
1,13,6,15,172.55,311.8,191.6
1,13,6,30,121.94,310.87,204.2
1,13,6,45,124.28,266.53,338.87
1,13,7,0,119.59,261.13,330.87
1,13,7,15,133.13,281.33,346.6
1,13,7,30,138.17,293.13,343.53
1,13,7,45,135.76,256,362.07
1,13,8,0,159.09,254.93,355.07
1,13,8,15,160.75,265.8,367.47
1,13,8,30,181.21,257.27,365.27
1,13,8,45,173.37,259.67,366.93
1,13,9,0,168.42,269.27,372.67
1,13,9,15,141.56,259.53,367.87
1,13,9,30,139.05,264.07,366.67
1,13,9,45,156.07,278.8,383.13
1,13,10,0,170.26,279.47,382.47
1,13,10,15,175.75,261.27,359.07
1,13,10,30,188.57,268.8,362.73
1,13,10,45,172.7,271.87,360.6
1,13,11,0,172.62,263.27,341.73
1,13,11,15,142.82,262.13,338.87
1,13,11,30,146.05,264.33,323.2
1,13,11,45,149.05,265.6,351.47
1,13,12,0,143.9,259.47,345.53
1,13,12,15,112.85,260,397.93
1,13,12,30,93.17,270.4,397.93
1,13,12,45,93.62,271.33,397.6
1,13,13,0,86.98,271.67,398.87
1,13,13,15,97.89,269.67,399.87
1,13,13,30,89.05,271.53,399.87
1,13,13,45,87.96,270,398.07
1,13,14,0,104.44,244.67,399.07
1,13,14,15,142.4,248.33,399.73
1,13,14,30,141.36,247.53,396.8
1,13,14,45,145.13,246.93,396.6
1,13,15,0,144.27,244.87,396.47
1,13,15,15,132.72,246.27,396.07
1,13,15,30,132.54,244.8,395.6
1,13,15,45,133.22,246.87,396.87
1,13,16,0,135,249.13,397.33
1,13,16,15,129.1,247.13,396.73
1,13,16,30,134.26,246.93,395.93
1,13,16,45,141.05,248.27,396.73
1,13,17,0,133.61,245.73,395.93
1,13,17,15,132.41,248,396.4
1,13,17,30,135.55,247.8,394.93
1,13,17,45,138.76,248.87,396.13
1,13,18,0,137.71,249.53,397.2
1,13,18,15,146.64,249.4,396.07
1,13,18,30,144.56,250.6,394.87
1,13,18,45,141.71,271.13,396.47
1,13,19,0,139.86,270.67,397.27
1,13,19,15,139.89,268.33,396.67
1,13,19,30,153.27,269.27,397.27
1,13,19,45,146.8,261.73,396.93
1,13,20,0,147.81,262,396.53
1,13,20,15,143.72,261.87,396.27
1,13,20,30,143.94,258.93,393.73
1,13,20,45,143.47,258.53,394.73
1,13,21,0,148.84,257.07,394.07
1,13,21,15,151.81,254.4,392.87
1,13,21,30,138.35,249.93,389.73
1,13,21,45,97.71,251.47,389.33
1,13,22,0,86.06,250.2,388.4
1,13,22,15,82.32,252.67,389.73
1,13,22,30,112.55,248.87,385.4
1,13,22,45,134.95,269.6,384.33
1,13,23,0,345.75,264.73,382.4
1,13,23,15,377.56,265.87,382
1,13,23,30,386.95,266.27,307.53
1,13,23,45,384.67,267.2,269.67
1,14,0,0,399.05,267.2,270.87
1,14,0,15,413.4,268,267.33
1,14,0,30,384.85,268.6,237.13
1,14,0,45,372.1,269.2,239.27
1,14,1,0,394.62,270.87,242.87
1,14,1,15,403.53,269.67,242.6
1,14,1,30,405.35,265.8,239.67
1,14,1,45,410.93,265.2,238.6
1,14,2,0,412.94,265,241.6
1,14,2,15,402.97,267.07,241.07
1,14,2,30,387.51,263.8,254.2
1,14,2,45,391.15,303,265.27
1,14,3,0,378.03,309.07,269.27
1,14,3,15,370.79,298.07,267.8
1,14,3,30,358.94,300,270.53
1,14,3,45,370.87,277.07,271.73
1,14,4,0,372.69,249.93,272.87
1,14,4,15,378.93,249.33,273.07
1,14,4,30,401.45,251.73,268.47
1,14,4,45,396.98,250.4,268.53
1,14,5,0,400.87,250.33,267.4
1,14,5,15,387.92,249.33,266.93
1,14,5,30,375.95,252.47,271.73
1,14,5,45,239.06,250.2,319.07
1,14,6,0,212.67,247.4,382.73
1,14,6,15,194.99,253.33,385.73
1,14,6,30,181.43,254.87,386.67
1,14,6,45,182.31,250.73,385.4
1,14,7,0,112.09,255.13,386.93
1,14,7,15,92.77,254.67,386.13
1,14,7,30,95.84,252.87,387.47
1,14,7,45,94.24,250.73,387.2
1,14,8,0,92.76,247.07,387
1,14,8,15,112,247.07,384.67
1,14,8,30,91.94,247.67,384.47
1,14,8,45,83.99,244.93,385.6
1,14,9,0,83.76,246.13,382.87
1,14,9,15,80.07,247,385
1,14,9,30,74.5,249.47,384.07
1,14,9,45,75.08,248.87,383.93
1,14,10,0,81.75,256.87,383.07
1,14,10,15,78.9,276.67,385.07
1,14,10,30,78.97,271.27,382.47
1,14,10,45,81.42,265.73,383.4
1,14,11,0,83.57,264.53,383.73
1,14,11,15,84.1,264.4,382.87
1,14,11,30,74.41,260.6,383.47
1,14,11,45,86.32,266.4,383.4
1,14,12,0,89.42,263.47,384.13
1,14,12,15,72.86,263.8,383.27
1,14,12,30,79.27,264.4,383
1,14,12,45,86.51,262.93,384
1,14,13,0,84.3,262.33,386.27
1,14,13,15,90.53,264,382.47
1,14,13,30,88.62,261,383.6
1,14,13,45,78.28,262.53,384.07
1,14,14,0,76.04,245.47,383.73
1,14,14,15,72.19,241.13,382.87
1,14,14,30,80.55,240.53,382.8
1,14,14,45,73.81,243.67,383.53
1,14,15,0,72.29,242.53,383.07
1,14,15,15,75.59,240.6,382.2
1,14,15,30,73.39,238.8,381.27
1,14,15,45,74.51,240.13,382.67
1,14,16,0,71.74,236.73,380.67
1,14,16,15,72.63,237.2,380.27
1,14,16,30,73.18,239.8,381.53
1,14,16,45,72.81,242.73,382.27
1,14,17,0,75.92,241.2,382.47
1,14,17,15,77.1,238.6,382.73
1,14,17,30,80.18,239.27,382.13
1,14,17,45,74.81,244.6,382.87
1,14,18,0,85.4,240.93,382.13
1,14,18,15,76.32,255.53,382.4
1,14,18,30,74.55,263.87,382.73
1,14,18,45,79.92,262.93,379.4
1,14,19,0,79.18,261.27,382.73
1,14,19,15,83.39,259.53,382
1,14,19,30,77.58,254.87,381.07
1,14,19,45,79.74,261.07,381.13
1,14,20,0,81.89,260.2,379.67
1,14,20,15,99.22,259.73,384.13
1,14,20,30,88.57,260.2,381.4
1,14,20,45,73.64,257.4,382.27
1,14,21,0,85.53,256.53,379.27
1,14,21,15,151.93,254.2,378.2
1,14,21,30,178.17,256.07,376.93
1,14,21,45,177.12,256.2,373.67
1,14,22,0,156.81,253.33,372.67
1,14,22,15,149.82,253.47,370.6
1,14,22,30,164.68,250.27,367.67
1,14,22,45,159.47,251.87,346.93
1,14,23,0,324.65,250.67,323.73
1,14,23,15,352.48,249.47,273.47
1,14,23,30,360.79,250.07,270.13
1,14,23,45,367.04,253.67,270.67
1,15,0,0,379.55,244.47,271.4
1,15,0,15,380.8,244.33,269.6
1,15,0,30,368.86,239.73,268.6
1,15,0,45,366.8,241.73,266.53
1,15,1,0,362.63,237.6,302.6
1,15,1,15,368.23,239,317.4
1,15,1,30,380.9,237.93,319.53
1,15,1,45,370.21,238.33,322.2
1,15,2,0,365.27,242,304.2
1,15,2,15,355.96,262.47,284.2
1,15,2,30,380.14,264.2,276.67
1,15,2,45,391.26,261.87,274.53
1,15,3,0,396.44,261.67,298
1,15,3,15,393.61,259.4,317.93
1,15,3,30,389.55,259.2,316.33
1,15,3,45,390.18,258.47,304.4
1,15,4,0,391.46,264.53,275.07
1,15,4,15,397.97,261.2,274.07
1,15,4,30,398.17,260.93,270.8
1,15,4,45,408.31,257.87,269.27
1,15,5,0,406.75,262.2,270.07
1,15,5,15,401.78,260.6,271
1,15,5,30,357.6,262.6,223.87
1,15,5,45,153.88,261.47,201.6
1,15,6,0,146.94,264.2,207.6
1,15,6,15,148.68,251.4,211.73
1,15,6,30,131.49,242.8,173.87
1,15,6,45,138.86,229.47,127.13
1,15,7,0,160.98,222.8,119.6
1,15,7,15,132.18,232.67,100.2
1,15,7,30,114.98,233.6,99.87
1,15,7,45,119.79,233.2,103.6
1,15,8,0,123.08,241.33,106.27
1,15,8,15,130.7,242,105.07
1,15,8,30,122.97,246.4,99.07
1,15,8,45,148.42,249,95.33
1,15,9,0,140.42,253.93,96.8
1,15,9,15,145.43,247.4,97.4
1,15,9,30,135.2,241.47,97.47
1,15,9,45,139.62,242.67,101.47
1,15,10,0,136.05,243.87,102
1,15,10,15,152.67,236.93,98.67
1,15,10,30,159.34,236.8,98.07
1,15,10,45,153.9,236.33,98.47
1,15,11,0,140.56,238.27,98.33
1,15,11,15,131.17,233.6,97.6
1,15,11,30,118,242.53,107.2
1,15,11,45,131.81,252.33,121.53
1,15,12,0,134.57,247.87,118.67
1,15,12,15,113.49,245.07,118.13
1,15,12,30,120.2,248.73,124.87
1,15,12,45,112.84,247.93,124.73
1,15,13,0,117.55,247.67,144
1,15,13,15,105.91,246.8,160.4
1,15,13,30,100.92,248.13,159.07
1,15,13,45,96.98,247.2,160.07
1,15,14,0,104.53,246.2,158.8
1,15,14,15,98.01,243.53,195.73
1,15,14,30,120.43,244.07,206.07
1,15,14,45,115.68,241.67,205.47
1,15,15,0,95.05,240.93,205.07
1,15,15,15,100.62,249.6,287.13
1,15,15,30,102.81,250,293.8
1,15,15,45,105.2,250.47,291.4
1,15,16,0,105.78,251.53,290.27
1,15,16,15,99.79,250.67,292.4
1,15,16,30,105.36,248.33,317.07
1,15,16,45,110.24,246.73,330.53
1,15,17,0,134.46,237.6,355.4
1,15,17,15,135.35,237.73,354.8
