id,value_y,value_x,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11,score_12,score_13,score_14,score_15,score_16,score_17,score_18,score_19,score_20,score_21,score_22,score_23,score_24,score_25,scores_total,score,anomaly
329,0,0.6593186372745491,0.46,0.47,0.47,0.47,0.46,0.45,0.48,0.47,0.46,0.47,0.46,0.48,0.46,0.45,0.46,0.45,0.46,0.46,0.46,0.45,0.46,0.46,0.47,0.47,0.46,11.57,0.46,false
330,0,0.6613226452905812,0.37,0.38,0.38,0.39,0.39,0.39,0.38,0.36,0.37,0.39,0.39,0.38,0.37,0.38,0.38,0.38,0.37,0.38,0.38,0.38,0.39,0.37,0.38,0.39,0.38,9.50,0.38,false
331,0,0.6633266533066132,0.35,0.35,0.36,0.37,0.36,0.37,0.35,0.35,0.35,0.37,0.37,0.36,0.36,0.36,0.36,0.36,0.35,0.36,0.36,0.36,0.36,0.36,0.37,0.37,0.36,9.00,0.36,false
332,0,0.6653306613226453,0.39,0.39,0.38,0.39,0.39,0.38,0.38,0.38,0.38,0.38,0.39,0.39,0.38,0.40,0.38,0.39,0.38,0.39,0.39,0.38,0.40,0.39,0.39,0.39,0.39,9.67,0.39,false
333,0.5,0.6673346693386774,0.36,0.36,0.37,0.37,0.36,0.37,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.37,0.36,0.36,0.37,0.37,0.36,0.37,0.37,0.37,0.37,0.37,0.37,9.12,0.36,false
334,0,0.6693386773547094,0.50,0.49,0.50,0.51,0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.48,0.48,0.49,0.47,0.47,0.51,0.47,0.48,0.47,0.49,0.50,0.50,0.48,0.48,12.11,0.48,false
335,0.5,0.6713426853707415,0.38,0.39,0.39,0.39,0.38,0.39,0.39,0.37,0.38,0.39,0.40,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.39,0.38,0.40,0.38,0.38,0.38,0.38,9.63,0.39,false
336,0,0.6733466933867736,0.38,0.41,0.40,0.42,0.40,0.42,0.39,0.39,0.40,0.40,0.41,0.41,0.41,0.41,0.40,0.40,0.40,0.41,0.41,0.40,0.40,0.40,0.40,0.40,0.40,10.07,0.40,false
337,0.5,0.6753507014028056,0.35,0.36,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.37,0.37,0.36,0.36,0.37,0.36,0.36,0.36,0.37,0.37,0.36,0.37,0.37,0.37,0.38,0.36,9.13,0.37,false
338,0.75,0.6773547094188377,0.40,0.41,0.41,0.42,0.44,0.44,0.41,0.41,0.42,0.42,0.44,0.42,0.41,0.43,0.42,0.43,0.42,0.42,0.42,0.43,0.43,0.42,0.43,0.43,0.42,10.55,0.42,false
339,0,0.6793587174348698,0.46,0.46,0.46,0.47,0.44,0.45,0.47,0.44,0.45,0.46,0.46,0.47,0.45,0.45,0.45,0.45,0.45,0.46,0.47,0.45,0.46,0.46,0.45,0.44,0.44,11.37,0.45,false
340,0.25,0.6813627254509018,0.49,0.48,0.51,0.49,0.49,0.47,0.51,0.49,0.50,0.52,0.50,0.50,0.50,0.48,0.50,0.50,0.48,0.50,0.50,0.49,0.49,0.50,0.50,0.50,0.49,12.38,0.50,false
341,0.5,0.6833667334669339,0.48,0.47,0.49,0.49,0.47,0.51,0.49,0.48,0.49,0.46,0.48,0.49,0.46,0.52,0.50,0.48,0.49,0.46,0.50,0.48,0.49,0.47,0.48,0.48,0.48,12.09,0.48,false
342,0.5,0.685370741482966,0.40,0.39,0.41,0.40,0.40,0.39,0.39,0.39,0.39,0.40,0.40,0.40,0.39,0.39,0.39,0.40,0.39,0.39,0.39,0.37,0.40,0.39,0.39,0.39,0.39,9.83,0.39,false
343,0.25,0.687374749498998,0.47,0.47,0.49,0.48,0.48,0.48,0.49,0.48,0.48,0.49,0.48,0.49,0.48,0.49,0.49,0.47,0.49,0.49,0.49,0.48,0.48,0.48,0.49,0.46,0.48,12.05,0.48,false
344,0.5,0.6893787575150301,0.37,0.37,0.40,0.38,0.38,0.38,0.37,0.38,0.37,0.38,0.39,0.38,0.39,0.38,0.38,0.37,0.38,0.40,0.38,0.38,0.39,0.38,0.39,0.39,0.38,9.54,0.38,false
345,0.5,0.6913827655310621,0.38,0.38,0.39,0.39,0.39,0.39,0.37,0.39,0.38,0.38,0.40,0.38,0.38,0.39,0.39,0.37,0.38,0.40,0.38,0.37,0.40,0.38,0.39,0.39,0.37,9.61,0.38,false
346,0.5,0.6933867735470942,0.39,0.39,0.41,0.40,0.39,0.39,0.38,0.38,0.39,0.40,0.40,0.40,0.39,0.40,0.39,0.39,0.39,0.39,0.40,0.38,0.39,0.39,0.39,0.38,0.38,9.78,0.39,false
347,0,0.6953907815631263,0.45,0.46,0.48,0.46,0.46,0.47,0.47,0.45,0.46,0.46,0.46,0.45,0.46,0.45,0.46,0.46,0.47,0.47,0.46,0.45,0.46,0.45,0.47,0.46,0.46,11.51,0.46,false
348,0,0.6973947895791583,0.38,0.37,0.38,0.39,0.38,0.38,0.38,0.37,0.37,0.38,0.39,0.39,0.38,0.38,0.38,0.37,0.38,0.38,0.39,0.37,0.39,0.37,0.38,0.38,0.38,9.49,0.38,false
349,0.5,0.6993987975951904,0.35,0.35,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.36,0.36,0.36,0.36,0.36,0.37,0.35,0.36,0.37,0.36,0.35,0.37,0.35,0.36,0.37,0.36,8.96,0.36,false
350,0.5,0.7014028056112225,0.36,0.37,0.37,0.37,0.37,0.37,0.36,0.36,0.37,0.37,0.37,0.37,0.36,0.36,0.37,0.36,0.36,0.38,0.37,0.36,0.37,0.37,0.36,0.37,0.36,9.16,0.37,false
351,0.5,0.7034068136272545,0.36,0.36,0.37,0.37,0.36,0.37,0.36,0.36,0.36,0.37,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.38,0.36,0.36,0.37,0.37,0.36,0.37,0.36,9.17,0.37,false
352,0.5,0.7054108216432866,0.40,0.40,0.41,0.41,0.40,0.40,0.40,0.39,0.40,0.40,0.41,0.40,0.40,0.40,0.39,0.40,0.40,0.40,0.39,0.39,0.40,0.39,0.38,0.39,0.38,9.93,0.40,false
353,0.5,0.7074148296593187,0.46,0.46,0.48,0.46,0.46,0.47,0.45,0.45,0.46,0.44,0.46,0.46,0.46,0.48,0.46,0.45,0.46,0.45,0.45,0.45,0.46,0.45,0.44,0.44,0.46,11.42,0.46,false
354,0.5,0.7094188376753507,0.42,0.42,0.44,0.44,0.43,0.42,0.41,0.43,0.44,0.42,0.43,0.43,0.42,0.44,0.43,0.43,0.43,0.42,0.42,0.42,0.43,0.42,0.41,0.41,0.43,10.64,0.43,false
355,0,0.7114228456913828,0.37,0.37,0.38,0.39,0.37,0.37,0.36,0.37,0.37,0.37,0.38,0.37,0.37,0.38,0.37,0.36,0.36,0.37,0.37,0.36,0.38,0.37,0.38,0.37,0.38,9.29,0.37,false
356,0.75,0.7134268537074149,0.43,0.43,0.44,0.44,0.45,0.46,0.44,0.44,0.44,0.43,0.45,0.44,0.43,0.46,0.43,0.43,0.44,0.43,0.43,0.43,0.46,0.44,0.45,0.45,0.45,11.02,0.44,false
357,0,0.7154308617234469,0.45,0.45,0.47,0.46,0.46,0.46,0.47,0.45,0.46,0.47,0.47,0.45,0.45,0.45,0.46,0.46,0.45,0.47,0.46,0.45,0.45,0.44,0.47,0.46,0.46,11.45,0.46,false
358,0.25,0.717434869739479,0.50,0.48,0.51,0.50,0.52,0.49,0.53,0.49,0.52,0.50,0.50,0.50,0.50,0.52,0.52,0.50,0.48,0.51,0.50,0.49,0.50,0.49,0.49,0.49,0.49,12.52,0.50,false
359,0.25,0.7194388777555111,0.55,0.55,0.57,0.58,0.56,0.57,0.58,0.56,0.56,0.56,0.56,0.59,0.57,0.56,0.57,0.55,0.57,0.54,0.57,0.58,0.58,0.56,0.57,0.57,0.56,14.14,0.57,false
360,0,0.7214428857715431,0.44,0.45,0.47,0.45,0.46,0.46,0.47,0.44,0.47,0.47,0.46,0.46,0.45,0.48,0.46,0.46,0.45,0.47,0.46,0.45,0.45,0.43,0.46,0.46,0.46,11.44,0.46,false
361,0.25,0.7234468937875751,0.39,0.38,0.39,0.40,0.40,0.40,0.38,0.39,0.39,0.39,0.40,0.40,0.38,0.39,0.39,0.39,0.40,0.40,0.40,0.39,0.41,0.40,0.40,0.40,0.38,9.84,0.39,false
362,0,0.7254509018036072,0.39,0.38,0.40,0.40,0.40,0.38,0.38,0.37,0.38,0.39,0.41,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.37,0.38,0.39,0.40,0.39,0.38,9.71,0.39,false
363,0,0.7274549098196392,0.37,0.37,0.38,0.37,0.38,0.38,0.37,0.36,0.36,0.37,0.38,0.37,0.37,0.38,0.38,0.37,0.38,0.37,0.38,0.36,0.37,0.37,0.38,0.37,0.38,9.32,0.37,false
364,0.25,0.7294589178356713,0.46,0.46,0.47,0.47,0.49,0.47,0.48,0.45,0.47,0.47,0.49,0.49,0.48,0.48,0.48,0.47,0.47,0.49,0.48,0.47,0.47,0.47,0.48,0.47,0.46,11.84,0.47,false
365,0.75,0.7314629258517034,0.51,0.50,0.51,0.51,0.51,0.52,0.52,0.50,0.52,0.51,0.51,0.51,0.51,0.53,0.52,0.49,0.51,0.50,0.51,0.50,0.51,0.49,0.51,0.51,0.50,12.72,0.51,false
366,0.5,0.7334669338677354,0.37,0.38,0.40,0.39,0.38,0.38,0.37,0.39,0.37,0.39,0.40,0.39,0.39,0.38,0.38,0.39,0.37,0.40,0.40,0.38,0.39,0.38,0.39,0.40,0.39,9.65,0.39,false
367,0,0.7354709418837675,0.36,0.37,0.39,0.38,0.38,0.37,0.37,0.36,0.37,0.37,0.38,0.38,0.37,0.37,0.37,0.38,0.37,0.38,0.37,0.36,0.37,0.37,0.38,0.38,0.37,9.32,0.37,false
368,0.5,0.7374749498997996,0.37,0.38,0.38,0.39,0.38,0.38,0.38,0.37,0.38,0.38,0.38,0.39,0.37,0.38,0.38,0.38,0.37,0.38,0.38,0.37,0.38,0.38,0.38,0.38,0.38,9.47,0.38,false
369,0,0.7394789579158316,0.37,0.38,0.41,0.40,0.40,0.39,0.38,0.38,0.39,0.38,0.40,0.40,0.39,0.40,0.39,0.40,0.39,0.40,0.39,0.38,0.39,0.40,0.40,0.39,0.38,9.78,0.39,false
370,0.25,0.7414829659318637,0.38,0.37,0.39,0.39,0.40,0.39,0.39,0.38,0.39,0.40,0.40,0.39,0.39,0.39,0.39,0.39,0.38,0.39,0.40,0.39,0.40,0.40,0.40,0.39,0.39,9.77,0.39,false
371,0.25,0.7434869739478958,0.38,0.38,0.39,0.40,0.40,0.40,0.39,0.38,0.39,0.40,0.40,0.39,0.39,0.39,0.39,0.40,0.38,0.39,0.39,0.38,0.41,0.40,0.40,0.39,0.38,9.79,0.39,false
372,0.5,0.7454909819639278,0.45,0.45,0.47,0.46,0.45,0.44,0.45,0.46,0.48,0.45,0.47,0.45,0.47,0.47,0.47,0.45,0.46,0.46,0.46,0.45,0.47,0.45,0.45,0.45,0.46,11.45,0.46,false
373,0,0.7474949899799599,0.36,0.37,0.38,0.38,0.37,0.38,0.36,0.36,0.38,0.37,0.38,0.37,0.38,0.37,0.38,0.37,0.37,0.38,0.38,0.36,0.38,0.37,0.38,0.38,0.37,9.33,0.37,false
374,0.5,0.749498997995992,0.46,0.48,0.49,0.48,0.47,0.48,0.50,0.48,0.48,0.48,0.49,0.49,0.48,0.49,0.50,0.48,0.47,0.49,0.48,0.47,0.47,0.46,0.48,0.47,0.47,11.99,0.48,false
375,0,0.751503006012024,0.45,0.44,0.46,0.47,0.45,0.45,0.46,0.45,0.46,0.47,0.46,0.44,0.44,0.45,0.45,0.45,0.45,0.47,0.45,0.44,0.45,0.45,0.45,0.45,0.45,11.31,0.45,false
376,0.5,0.7535070140280561,0.50,0.51,0.53,0.52,0.52,0.52,0.52,0.51,0.53,0.52,0.51,0.50,0.52,0.52,0.51,0.51,0.50,0.53,0.50,0.51,0.53,0.51,0.54,0.51,0.52,12.90,0.52,false
377,0.5,0.7555110220440882,0.39,0.40,0.41,0.41,0.39,0.39,0.39,0.39,0.39,0.40,0.40,0.40,0.40,0.39,0.39,0.40,0.39,0.39,0.39,0.39,0.40,0.39,0.38,0.40,0.39,9.86,0.39,false
378,0,0.7575150300601202,0.46,0.47,0.48,0.49,0.46,0.46,0.49,0.48,0.47,0.47,0.48,0.49,0.46,0.47,0.47,0.48,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.46,0.47,11.80,0.47,false
379,0.5,0.7595190380761523,0.38,0.38,0.39,0.38,0.38,0.38,0.37,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.38,0.39,0.37,0.38,0.38,0.38,0.39,0.39,0.38,9.51,0.38,false
380,0,0.7615230460921844,0.36,0.37,0.37,0.38,0.38,0.37,0.36,0.37,0.37,0.38,0.38,0.37,0.37,0.38,0.38,0.38,0.37,0.37,0.37,0.36,0.38,0.37,0.37,0.37,0.37,9.30,0.37,false
381,0.25,0.7635270541082164,0.38,0.38,0.40,0.40,0.40,0.40,0.39,0.39,0.39,0.40,0.40,0.40,0.39,0.40,0.40,0.39,0.39,0.39,0.40,0.39,0.40,0.39,0.39,0.39,0.38,9.83,0.39,false
382,0.5,0.7655310621242485,0.37,0.39,0.39,0.40,0.39,0.40,0.38,0.39,0.39,0.39,0.40,0.38,0.38,0.40,0.38,0.37,0.39,0.39,0.38,0.38,0.39,0.38,0.39,0.39,0.40,9.69,0.39,false
383,0,0.7675350701402806,0.37,0.38,0.37,0.39,0.38,0.39,0.37,0.37,0.37,0.39,0.39,0.38,0.37,0.38,0.38,0.38,0.37,0.38,0.37,0.37,0.39,0.37,0.38,0.38,0.38,9.45,0.38,false
384,0.5,0.7695390781563126,0.37,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.37,0.38,0.38,0.37,0.37,0.38,0.38,0.37,0.37,0.38,0.37,0.37,0.37,0.37,0.38,0.38,0.37,9.37,0.37,false
385,0,0.7715430861723447,0.37,0.38,0.38,0.39,0.39,0.38,0.38,0.38,0.38,0.39,0.39,0.37,0.38,0.39,0.39,0.38,0.38,0.38,0.38,0.37,0.38,0.38,0.38,0.38,0.37,9.52,0.38,false
386,0.5,0.7735470941883767,0.38,0.40,0.40,0.39,0.39,0.39,0.39,0.38,0.38,0.38,0.39,0.39,0.38,0.39,0.39,0.38,0.39,0.38,0.38,0.38,0.38,0.38,0.38,0.40,0.38,9.65,0.39,false
387,0.5,0.7755511022044088,0.46,0.46,0.46,0.47,0.46,0.45,0.47,0.44,0.46,0.45,0.48,0.46,0.45,0.45,0.46,0.47,0.45,0.47,0.46,0.45,0.47,0.45,0.47,0.46,0.45,11.48,0.46,false
388,0.5,0.7775551102204409,0.46,0.46,0.45,0.46,0.45,0.44,0.46,0.44,0.43,0.44,0.46,0.45,0.44,0.43,0.45,0.44,0.44,0.46,0.45,0.44,0.45,0.45,0.46,0.45,0.43,11.19,0.45,false
389,0.5,0.779559118236473,0.36,0.37,0.37,0.38,0.37,0.37,0.36,0.36,0.36,0.37,0.37,0.37,0.36,0.38,0.37,0.36,0.36,0.37,0.37,0.36,0.37,0.37,0.37,0.38,0.37,9.20,0.37,false
390,0.75,0.781563126252505,0.48,0.48,0.47,0.48,0.47,0.49,0.45,0.49,0.49,0.46,0.47,0.48,0.48,0.49,0.47,0.46,0.47,0.48,0.48,0.47,0.50,0.47,0.46,0.46,0.48,11.88,0.48,false
391,0.25,0.7835671342685371,0.47,0.46,0.49,0.48,0.48,0.47,0.49,0.47,0.49,0.48,0.48,0.46,0.47,0.46,0.47,0.46,0.47,0.46,0.47,0.47,0.48,0.47,0.48,0.47,0.46,11.81,0.47,false
392,0.75,0.7855711422845691,0.69,0.69,0.69,0.69,0.70,0.67,0.70,0.67,0.69,0.68,0.68,0.69,0.71,0.67,0.70,0.71,0.70,0.70,0.67,0.69,0.68,0.70,0.71,0.69,0.71,17.28,0.69,true
393,0,0.7875751503006012,0.46,0.47,0.49,0.50,0.48,0.47,0.46,0.44,0.45,0.46,0.47,0.47,0.47,0.47,0.45,0.44,0.48,0.46,0.47,0.45,0.46,0.47,0.46,0.46,0.46,11.62,0.46,false
394,0.5,0.7895791583166333,0.47,0.47,0.47,0.48,0.48,0.47,0.48,0.45,0.48,0.47,0.47,0.49,0.46,0.46,0.48,0.46,0.47,0.48,0.47,0.46,0.47,0.48,0.48,0.46,0.45,11.76,0.47,false
395,0,0.7915831663326653,0.47,0.46,0.47,0.47,0.46,0.45,0.46,0.46,0.46,0.47,0.45,0.47,0.46,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.47,0.47,0.47,0.46,0.44,11.59,0.46,false
396,0.5,0.7935871743486974,0.39,0.40,0.41,0.42,0.42,0.41,0.40,0.41,0.40,0.40,0.41,0.39,0.39,0.40,0.40,0.39,0.41,0.40,0.39,0.39,0.42,0.40,0.41,0.42,0.39,10.07,0.40,false
397,0,0.7955911823647295,0.38,0.39,0.38,0.41,0.39,0.38,0.38,0.37,0.37,0.38,0.39,0.38,0.38,0.39,0.38,0.38,0.38,0.38,0.38,0.37,0.40,0.38,0.38,0.39,0.38,9.57,0.38,false
398,0,0.7975951903807615,0.47,0.48,0.48,0.48,0.46,0.46,0.47,0.45,0.47,0.47,0.46,0.48,0.47,0.47,0.49,0.46,0.47,0.47,0.48,0.46,0.48,0.47,0.48,0.46,0.45,11.74,0.47,false
399,0.75,0.7995991983967936,0.50,0.50,0.50,0.49,0.50,0.51,0.50,0.46,0.50,0.50,0.51,0.50,0.49,0.49,0.51,0.49,0.49,0.48,0.49,0.48,0.50,0.50,0.50,0.51,0.49,12.39,0.50,false
400,0,0.8016032064128257,0.37,0.37,0.38,0.38,0.37,0.37,0.36,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.38,0.37,0.37,0.37,0.36,0.37,0.36,0.37,0.38,0.37,9.26,0.37,false
401,0.5,0.8036072144288577,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.37,0.38,0.39,0.38,0.37,0.39,0.39,0.37,0.38,0.38,0.38,0.37,0.39,0.38,0.38,0.39,0.37,9.48,0.38,false
402,0,0.8056112224448898,0.36,0.38,0.39,0.38,0.38,0.38,0.37,0.37,0.37,0.38,0.38,0.37,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.36,0.38,0.37,0.37,0.37,0.38,9.38,0.38,false
403,0,0.8076152304609219,0.38,0.39,0.41,0.41,0.41,0.40,0.39,0.39,0.39,0.39,0.39,0.39,0.40,0.40,0.40,0.38,0.39,0.40,0.39,0.38,0.40,0.38,0.40,0.39,0.40,9.85,0.39,false
404,0,0.8096192384769539,0.47,0.48,0.48,0.47,0.48,0.47,0.47,0.47,0.49,0.48,0.48,0.47,0.48,0.49,0.48,0.46,0.48,0.48,0.49,0.46,0.47,0.47,0.48,0.48,0.46,11.89,0.48,false
405,0.5,0.811623246492986,0.48,0.47,0.48,0.49,0.48,0.46,0.48,0.49,0.46,0.48,0.47,0.48,0.47,0.46,0.48,0.48,0.48,0.48,0.47,0.46,0.46,0.47,0.49,0.45,0.47,11.84,0.47,false
406,0.5,0.8136272545090181,0.54,0.55,0.54,0.55,0.54,0.56,0.54,0.54,0.56,0.54,0.54,0.54,0.53,0.54,0.55,0.53,0.54,0.52,0.54,0.55,0.57,0.54,0.56,0.55,0.54,13.60,0.54,false
407,0,0.8156312625250501,0.36,0.37,0.38,0.38,0.37,0.38,0.37,0.37,0.37,0.38,0.38,0.37,0.37,0.37,0.38,0.37,0.38,0.37,0.37,0.36,0.37,0.37,0.37,0.37,0.38,9.31,0.37,false
408,0.75,0.8176352705410822,0.49,0.49,0.48,0.49,0.48,0.49,0.46,0.49,0.51,0.47,0.48,0.49,0.49,0.49,0.48,0.47,0.49,0.48,0.48,0.48,0.49,0.48,0.47,0.47,0.49,12.08,0.48,false
409,0.5,0.8196392785571143,0.48,0.48,0.47,0.49,0.47,0.47,0.47,0.47,0.46,0.48,0.47,0.48,0.46,0.46,0.49,0.46,0.48,0.47,0.47,0.46,0.46,0.47,0.49,0.45,0.46,11.77,0.47,false
410,0,0.8216432865731463,0.71,0.71,0.70,0.70,0.71,0.69,0.71,0.70,0.72,0.69,0.70,0.69,0.71,0.69,0.70,0.71,0.69,0.72,0.70,0.70,0.70,0.71,0.71,0.71,0.69,17.57,0.70,true
411,0,0.8236472945891784,0.47,0.47,0.49,0.49,0.46,0.48,0.48,0.45,0.46,0.47,0.47,0.49,0.47,0.46,0.46,0.46,0.47,0.47,0.46,0.46,0.47,0.46,0.46,0.46,0.45,11.69,0.47,false
412,0.5,0.8256513026052105,0.40,0.40,0.41,0.41,0.40,0.41,0.39,0.39,0.39,0.40,0.40,0.41,0.40,0.40,0.41,0.40,0.40,0.40,0.39,0.39,0.41,0.40,0.40,0.39,0.39,9.99,0.40,false
413,0.25,0.8276553106212425,0.47,0.48,0.49,0.50,0.48,0.49,0.48,0.46,0.50,0.48,0.47,0.49,0.48,0.49,0.47,0.45,0.47,0.45,0.48,0.46,0.49,0.48,0.46,0.47,0.48,11.92,0.48,false
414,0,0.8296593186372746,0.39,0.39,0.41,0.41,0.40,0.40,0.38,0.38,0.38,0.39,0.40,0.40,0.39,0.39,0.39,0.38,0.40,0.39,0.39,0.38,0.39,0.39,0.39,0.39,0.39,9.79,0.39,false
415,0,0.8316633266533067,0.37,0.37,0.39,0.37,0.37,0.37,0.37,0.36,0.37,0.38,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.38,0.37,0.37,0.37,0.37,0.38,0.38,9.31,0.37,false
416,0.25,0.8336673346693386,0.38,0.39,0.41,0.39,0.41,0.40,0.38,0.38,0.39,0.40,0.40,0.39,0.39,0.41,0.40,0.38,0.39,0.39,0.40,0.39,0.40,0.39,0.41,0.39,0.39,9.85,0.39,false
417,0,0.8356713426853707,0.49,0.49,0.48,0.47,0.48,0.47,0.49,0.47,0.48,0.48,0.49,0.51,0.47,0.48,0.50,0.49,0.49,0.48,0.48,0.47,0.49,0.49,0.50,0.47,0.48,12.09,0.48,false
418,0,0.8376753507014028,0.38,0.38,0.40,0.38,0.38,0.38,0.39,0.36,0.38,0.39,0.40,0.38,0.38,0.38,0.38,0.39,0.40,0.38,0.38,0.38,0.39,0.39,0.39,0.39,0.39,9.62,0.38,false
419,0,0.8396793587174348,0.38,0.38,0.39,0.39,0.38,0.38,0.37,0.37,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.39,0.38,0.37,0.38,0.38,0.38,0.38,0.38,9.50,0.38,false
420,0.5,0.8416833667334669,0.37,0.38,0.39,0.38,0.38,0.38,0.37,0.37,0.37,0.38,0.38,0.37,0.37,0.38,0.38,0.37,0.37,0.38,0.37,0.37,0.38,0.37,0.38,0.38,0.37,9.39,0.38,false
421,0.5,0.843687374749499,0.39,0.40,0.41,0.40,0.39,0.40,0.39,0.39,0.39,0.39,0.39,0.40,0.39,0.40,0.39,0.39,0.39,0.40,0.39,0.39,0.39,0.38,0.40,0.40,0.38,9.83,0.39,false
422,0.25,0.845691382765531,0.38,0.38,0.40,0.39,0.41,0.40,0.39,0.38,0.38,0.40,0.41,0.39,0.39,0.40,0.39,0.39,0.39,0.38,0.40,0.39,0.40,0.39,0.40,0.39,0.39,9.81,0.39,false
423,0.25,0.8476953907815631,0.49,0.47,0.48,0.46,0.49,0.47,0.49,0.47,0.47,0.50,0.50,0.48,0.49,0.47,0.49,0.47,0.48,0.48,0.48,0.48,0.47,0.48,0.49,0.48,0.47,12.00,0.48,false
424,0.5,0.8496993987975952,0.45,0.45,0.48,0.46,0.47,0.45,0.44,0.46,0.47,0.44,0.46,0.46,0.46,0.48,0.46,0.45,0.47,0.44,0.46,0.45,0.46,0.45,0.46,0.44,0.46,11.43,0.46,false
425,0,0.8517034068136272,0.37,0.36,0.38,0.37,0.38,0.37,0.37,0.36,0.37,0.38,0.38,0.38,0.37,0.37,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.39,0.38,0.38,9.33,0.37,false
426,0.75,0.8537074148296593,0.47,0.48,0.50,0.49,0.49,0.50,0.47,0.49,0.51,0.48,0.48,0.49,0.50,0.50,0.49,0.45,0.49,0.49,0.49,0.48,0.50,0.49,0.47,0.47,0.50,12.17,0.49,false
427,0.5,0.8557114228456913,0.45,0.46,0.47,0.45,0.45,0.46,0.47,0.45,0.46,0.45,0.45,0.46,0.45,0.46,0.48,0.47,0.45,0.45,0.45,0.45,0.45,0.45,0.47,0.47,0.45,11.43,0.46,false
428,0,0.8577154308617234,0.51,0.50,0.50,0.49,0.50,0.50,0.49,0.48,0.50,0.49,0.51,0.49,0.49,0.49,0.51,0.50,0.49,0.49,0.49,0.48,0.50,0.49,0.50,0.53,0.50,12.42,0.50,false
429,0.25,0.8597194388777555,0.52,0.50,0.53,0.51,0.51,0.51,0.50,0.50,0.52,0.49,0.50,0.52,0.50,0.53,0.52,0.49,0.51,0.49,0.52,0.50,0.52,0.49,0.48,0.50,0.50,12.66,0.51,false
430,0.25,0.8617234468937875,0.49,0.48,0.50,0.49,0.50,0.47,0.50,0.48,0.49,0.50,0.50,0.49,0.49,0.49,0.50,0.49,0.47,0.49,0.48,0.48,0.49,0.49,0.50,0.48,0.48,12.22,0.49,false
431,0.25,0.8637274549098196,0.48,0.46,0.49,0.48,0.49,0.47,0.49,0.47,0.48,0.48,0.48,0.48,0.48,0.48,0.49,0.48,0.46,0.47,0.46,0.47,0.48,0.47,0.48,0.47,0.47,11.91,0.48,false
432,0.5,0.8657314629258517,0.40,0.41,0.42,0.42,0.40,0.40,0.40,0.41,0.40,0.40,0.41,0.40,0.42,0.40,0.41,0.42,0.40,0.41,0.40,0.40,0.41,0.40,0.41,0.43,0.42,10.20,0.41,false
433,0.5,0.8677354709418837,0.39,0.40,0.40,0.41,0.40,0.40,0.39,0.41,0.40,0.40,0.40,0.40,0.40,0.39,0.41,0.40,0.40,0.40,0.39,0.39,0.41,0.38,0.41,0.41,0.39,9.98,0.40,false
434,0.25,0.8697394789579158,0.40,0.39,0.41,0.41,0.42,0.39,0.40,0.40,0.40,0.42,0.40,0.42,0.40,0.42,0.41,0.40,0.41,0.41,0.42,0.41,0.42,0.40,0.41,0.41,0.40,10.18,0.41,false
435,0.5,0.8717434869739479,0.40,0.40,0.42,0.41,0.41,0.41,0.40,0.39,0.40,0.40,0.39,0.40,0.40,0.41,0.41,0.40,0.40,0.40,0.40,0.40,0.40,0.39,0.41,0.41,0.41,10.07,0.40,false
436,0.5,0.87374749498998,0.40,0.42,0.41,0.41,0.41,0.40,0.41,0.39,0.41,0.41,0.40,0.41,0.39,0.40,0.41,0.39,0.42,0.41,0.39,0.40,0.39,0.40,0.41,0.42,0.40,10.11,0.40,false
437,0,0.875751503006012,0.38,0.38,0.38,0.39,0.38,0.37,0.37,0.37,0.37,0.39,0.38,0.38,0.37,0.39,0.39,0.39,0.38,0.38,0.37,0.38,0.37,0.37,0.38,0.39,0.37,9.47,0.38,false
438,0,0.8777555110220441,0.39,0.39,0.40,0.40,0.40,0.39,0.39,0.40,0.39,0.41,0.40,0.40,0.40,0.40,0.41,0.40,0.40,0.39,0.39,0.39,0.39,0.39,0.40,0.40,0.38,9.90,0.40,false
439,0,0.8797595190380761,0.38,0.38,0.39,0.40,0.39,0.39,0.37,0.38,0.38,0.40,0.39,0.39,0.39,0.39,0.39,0.40,0.39,0.39,0.38,0.38,0.39,0.38,0.39,0.39,0.38,9.68,0.39,false
