id,month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu,score
890,1,10,6,30,3.61,12.29,119.31,0.1,207.49,21.1,285.4,32.6,166.07,17.39,51.07,0.45
893,1,10,7,15,3.53,0,219.95,0.1,237.89,19.57,275.73,32.33,106.33,25.63,50.37,0.45
909,1,10,11,15,2.68,0,329.18,0.1,244.29,21.21,261.73,30.56,44.2,25.45,48.18,0.45
955,1,10,22,45,1.63,116.66,0,0.1,163.94,20.7,238.27,31.27,130.8,0,49.47,0.45
958,1,10,23,30,1.66,149.99,0,0.1,156.13,19.03,236.67,31.43,111.4,0,49.67,0.45
959,1,10,23,45,1.68,167.63,0,0.1,145.42,19.09,236.87,31.46,109.53,0,49.67,0.45
960,1,11,0,0,1.69,170.71,0,0.1,183.43,18.99,235.07,31.57,109.87,0,49.75,0.45
961,1,11,0,15,1.71,166.57,0,0.1,183.08,19.24,233.33,31.75,108.4,0,49.92,0.45
966,1,11,1,30,1.83,205.15,0,0.1,169.59,19.24,283.87,31.74,107.2,0,49.84,0.45
967,1,11,1,45,1.86,212.67,0,0.1,152.65,19.07,280.47,31.97,105.93,0,49.94,0.45
970,1,11,2,30,1.93,241.38,0,0.1,157.78,19.11,277.13,32.15,104.8,0,50.13,0.45
974,1,11,3,30,2.03,162.89,0,0.1,138.39,19.11,246.13,31.85,107.87,0,49.98,0.45
978,1,11,4,30,2.09,153.08,0,0.1,133.03,19.15,246.13,31.86,107.27,0,50.13,0.45
986,1,11,6,30,2.13,0,105.67,0.1,181.13,20.55,254,31.27,112.8,18,49.39,0.45
1000,1,11,10,0,1.61,0,275.23,0.1,228.55,20.3,270.87,29.93,3.73,25.13,47.76,0.45
1002,1,11,10,30,1.52,0,251.69,0.1,235.73,19.29,267.73,30.14,3.8,25.48,47.95,0.45
1004,1,11,11,0,1.43,0,221.2,0.1,227.95,20.6,260.93,30.18,3.07,25.8,47.95,0.45
1020,1,11,15,0,0.79,0,138.65,0.1,220.92,20.63,227.13,30.12,108.4,25.01,48.2,0.45
1024,1,11,16,0,0.73,6.52,15.96,0.1,183.4,20.78,253,30.01,176.53,25.26,48.44,0.45
1040,1,11,20,0,0.51,3.52,14.75,0.1,194.46,20.44,266.6,30.03,279.4,25.26,49.11,0.45
1042,1,11,20,30,0.49,31.64,4.29,0.1,195.72,20.66,265.27,30.1,324.93,25.45,49.44,0.45
1048,1,11,22,0,0.49,15.24,0.33,0.1,193.1,20.74,231.67,30.05,119.13,0,48.2,0.45
1085,1,12,7,15,0.48,2.75,34.58,0.1,254.64,21.73,253.73,29.96,319.73,26.26,49.22,0.45
1090,1,12,8,30,0.41,0,100.79,0.1,253.63,21.65,249.53,29.84,211.87,25.52,48.37,0.45
1116,1,12,15,0,0.07,48.63,0,-0.003,169.85,21.23,228.07,31.9,325.53,25.4,51.44,0.45
1119,1,12,15,45,0.06,44.26,0,0,172.2,21.16,241.87,32.8,258.8,25.72,51.66,0.45
1121,1,12,16,15,0.05,61.19,0,-0.001,172.56,21.21,240.07,32.95,259.2,25.53,51.84,0.45
1125,1,12,17,15,0.04,61.91,0,-0.001,178.3,21.14,271.73,32.27,267.07,24.85,51.33,0.45
1190,1,13,9,30,0,82.03,0,1.807,139.05,20.07,264.07,32.67,366.67,25.15,52.5,0.45
1193,1,13,10,15,0,51.11,0,1.699,175.75,20.3,261.27,33.1,359.07,24.03,52.95,0.45
1199,1,13,11,45,0,33.22,0,1.475,149.05,20.17,265.6,33.37,351.47,25.66,52.8,0.45
1221,1,13,17,15,0.23,180.65,0,0.943,132.41,20.59,248,29.96,396.4,25.13,49.99,0.45
1222,1,13,17,30,0.24,156.5,0,0.929,135.55,20.61,247.8,30.03,394.93,25.98,50.14,0.45
1225,1,13,18,15,0.28,120.85,0,0.887,146.64,20.63,249.4,29.99,396.07,26.54,50,0.45
1234,1,13,20,30,0.35,141.64,0,0.756,143.94,20.6,258.93,30.13,393.73,25.42,50.31,0.45
1265,1,14,4,15,1.41,225.83,0,1.976,378.93,25.79,249.33,31.65,273.07,0,50.35,0.45
1268,1,14,5,0,1.5,258.6,0,2.176,400.87,25.73,250.33,31.56,267.4,0,50.53,0.45
1273,1,14,6,15,1.62,152.87,0,2.36,194.99,20.81,253.33,31.34,385.73,0,51.34,0.45
1279,1,14,7,45,1.65,43.37,0,2.223,94.24,19.13,250.73,31.27,387.2,24.77,51.19,0.45
1280,1,14,8,0,1.65,84.63,0,2.18,92.76,19.21,247.07,31.3,387,25,51.18,0.45
1287,1,14,9,45,1.68,39.45,0,1.874,75.08,19.49,248.87,31.35,383.93,25.02,51.42,0.45
1289,1,14,10,15,1.69,70.75,0,1.787,78.9,19.22,276.67,31.37,385.07,25.78,51.15,0.45
1291,1,14,10,45,1.7,107.88,0,1.703,81.42,18.96,265.73,31.44,383.4,25.98,51.34,0.45
1292,1,14,11,0,1.71,101.94,0,1.659,83.57,19.01,264.53,31.39,383.73,25.3,51.31,0.45
1297,1,14,12,15,1.76,105.95,0,1.447,72.86,19.64,263.8,31.42,383.27,25.35,51.41,0.45
1305,1,14,14,15,1.81,96.75,0,1.115,72.19,19.6,241.13,31.41,382.87,25.3,51.42,0.45
1306,1,14,14,30,1.81,123.21,0,1.075,80.55,19.09,240.53,31.48,382.8,25.66,51.35,0.45
1308,1,14,15,0,1.83,146.46,0,1.002,72.29,19.84,242.53,31.36,383.07,24.93,51.5,0.45
1315,1,14,16,45,1.94,168.5,0,0.76,72.81,19.85,242.73,31.46,382.27,25.33,51.62,0.45
1316,1,14,17,0,1.95,135.9,0,0.727,75.92,19.86,241.2,31.58,382.47,25.11,51.63,0.45
1321,1,14,18,15,2.02,138.89,0,0.553,76.32,19.9,255.53,31.53,382.4,25.88,51.6,0.45
1326,1,14,19,30,2.09,158.75,0,0.383,77.58,19.76,254.87,31.95,381.07,24.42,51.91,0.45
1332,1,14,21,0,2.15,208.73,0,0.175,85.53,19.65,256.53,32.22,379.27,6.21,52.05,0.45
1350,1,15,1,30,2.8,384.59,0,0.96,380.9,26.63,237.93,33.65,319.53,0,52.99,0.45
1365,1,15,5,15,3.52,424.29,0,2.284,401.78,28.83,260.6,34.1,271,0,53.13,0.45
1371,1,15,6,45,3.69,42,0.09,2.42,138.86,19.46,229.47,33.43,127.13,25.89,51.36,0.45
1376,1,15,8,0,3.59,0,262.09,2.317,123.08,19.42,241.33,31.98,106.27,27.54,50.29,0.45
1384,1,15,10,0,3.13,0,400.47,1.976,136.05,19.82,243.87,30.63,102,25.76,48.72,0.45
1428,1,15,21,0,2.46,147.46,0,0.82,0,19.63,231.73,32.46,355.87,6.21,52.08,0.45
1438,1,15,23,30,2.69,272.81,0,0.966,0,25.77,225,33.02,280.93,0,52.08,0.45
1443,1,16,0,45,2.9,415.74,0,1.348,0,25.72,269.53,33.95,312.47,0,53.33,0.45
1456,1,16,4,0,3.47,317.67,0,2.187,0,23.46,243.27,34.1,201.73,0,52.65,0.45
1462,1,16,5,30,3.69,277.97,0,2.586,0,23.64,241.73,34.17,190.6,0,52.65,0.45
1486,1,16,11,30,3.15,0,272.48,1.934,123.86,19.03,252.47,31.48,125.8,25.96,49.73,0.45
1487,1,16,11,45,3.15,0,252.46,1.889,107.65,18.79,250.33,31.59,125.73,25.33,49.89,0.45
1492,1,16,13,0,2.95,0,162.75,1.669,102.02,19.01,247.2,31.88,170.13,25.65,50.57,0.45
1555,1,17,4,45,4.05,112.84,0,2.523,323.42,21.7,246.73,33.75,114.13,0,52.07,0.45
1559,1,17,5,45,4.08,39.97,0.05,2.682,207.52,19.93,222.27,33.52,188.07,0,52.1,0.45
1568,1,17,8,0,3.67,0,432.38,2.412,151.19,18.67,238.33,30.83,175,24.71,47.76,0.45
1682,1,18,12,30,2.12,0,277.37,2.689,195.78,20.8,121.47,30.88,132.4,25.38,49.29,0.45
1684,1,18,13,30,1.87,0,302.96,2.68,178.89,20.76,228,30.22,3.6,24.76,47.71,0.45
1685,1,18,13,45,1.87,0,306.85,2.682,188.8,20.72,231.6,30.03,3.73,25.17,47.81,0.45
1696,1,18,16,30,1.51,0,67.03,2.683,186.97,20.78,218.47,30.94,134.73,25.56,48.95,0.45
1702,1,18,18,0,1.45,30.97,0.09,2.681,173.05,20.67,218.07,31.03,350.8,25.59,50.62,0.45
1713,1,18,20,45,1.33,58.83,0,2.683,175.42,20.82,264.4,31.07,293.8,26.11,50.07,0.45
1730,1,19,1,0,1.94,362.41,0,2.681,209.14,17.53,235.93,32.8,371.73,0,52.51,0.45
1733,1,19,1,45,2.08,382.19,0,2.68,220.07,17.65,228.47,33.31,368.13,0,53.06,0.45
1734,1,19,2,0,2.13,357.2,0,2.681,209.21,15.95,240.07,32.49,340.07,0,52.15,0.45
1781,1,19,13,45,2.18,57.35,0,2.68,195.45,20.95,264.2,31.99,329.8,25.21,51.14,0.45
1786,1,19,15,0,2.2,127.23,0,2.68,167.41,20.76,263.2,32.01,353.4,26.63,51.62,0.45
1788,1,19,15,30,2.22,179.53,0,2.68,156.27,20.56,262.07,32.09,355.47,26.22,51.84,0.45
1789,1,19,15,45,2.24,185.48,0,2.68,151.15,20.68,257.73,32.41,378.4,25.98,52.27,0.45
1790,1,19,16,0,2.27,193.58,0,2.68,152.09,20.74,256.67,32.45,380.4,24.56,52.14,0.45
1791,1,19,16,15,2.29,195.85,0,2.68,159.62,20.74,259.6,32.23,380.13,25.55,51.97,0.45
1793,1,19,16,45,2.33,171.54,0,2.68,174.56,20.71,272.07,32.16,378.27,25.6,52.18,0.45
1794,1,19,17,0,2.35,184.89,0,2.68,165.83,20.59,271.67,32.18,378.6,26.52,52.11,0.45
1823,1,20,0,15,2.92,430.02,0,2.68,145.79,16.48,243.4,34.19,356,0,53.94,0.45
1824,1,20,0,30,2.98,434.89,0,2.68,145.44,16.47,247.2,34.41,354,0,54.19,0.45
1827,1,20,1,15,3.14,418.3,0,2.68,127.18,16.55,250.27,34.18,327.4,0,53.68,0.45
1831,1,20,2,15,3.34,421.06,0,2.68,127.84,17.05,247.07,34.41,301.4,0,53.65,0.45
1843,1,20,5,15,3.74,138.87,0,2.68,126.75,16.36,235,33.53,138.4,0,51.77,0.45
1858,1,20,9,0,3.32,0,330.53,2.68,234.9,20.71,247.67,31.37,3.4,25.28,49.41,0.45
1876,1,20,13,30,2.52,0,233.55,2.68,189.09,20.61,221.93,30.83,87.67,2.1,48.97,0.45
1878,1,20,14,0,2.43,0,224.83,2.68,199.04,20.53,218.33,31.06,116.47,2.1,49.37,0.45
1880,1,20,14,30,2.36,0,192.23,2.68,181.68,20.61,219.8,31.03,114.4,2.1,49.39,0.45
1881,1,20,14,45,2.32,0,170.66,2.68,176.33,20.84,214.6,31.35,115.4,2.1,49.5,0.45
1898,1,20,19,0,1.98,38.43,0.05,2.68,178.61,20.71,261.6,31.78,338.07,27.31,51.11,0.45
1908,1,20,21,30,1.98,182.11,0,2.68,169.84,20.76,249.53,32.01,335.73,28.77,51.37,0.45
1915,1,20,23,15,2.21,344.37,0,2.68,148.96,17.05,240.73,32.7,371.33,31.73,52.58,0.45
1925,1,21,1,45,2.64,333.87,0,2.68,183.74,16.57,235.2,33.2,354.33,23.85,52.79,0.45
1932,1,21,3,30,2.94,314.87,0,2.68,131.68,16.19,242.13,33.93,360.47,23.91,53.44,0.45
1961,1,21,10,45,2.48,0,313.28,2.68,230.07,20.65,249.73,30.82,2.2,27.92,48.63,0.45
1970,1,21,13,0,2.11,0,273.63,2.68,222.17,20.62,280.13,30.59,2.27,27.59,48.54,0.45
1982,1,21,16,0,1.79,142.55,0,2.68,171.83,20.75,264.4,31.56,326.13,27.52,50.97,0.45
1985,1,21,16,45,1.83,131.57,0,2.68,177.69,20.89,264.4,31.56,325.4,27.98,51.12,0.45
2025,1,22,2,45,2.88,458,0,2.68,96.14,17.33,256.33,34.22,357.27,22.76,54.03,0.45
2028,1,22,3,30,3.06,423.95,0,2.68,103.1,16.97,255.67,34.27,358.93,22.62,54.03,0.45
2039,1,22,6,15,3.58,158.46,0,2.68,119.94,20.26,255.93,33.41,193.6,29.99,51.91,0.45
2048,1,22,8,30,3.45,0,356.95,2.68,228.8,20.06,284.4,31.17,3.2,27.15,48.95,0.45
2049,1,22,8,45,3.38,0,362.85,2.68,243.69,20.71,285.93,31.01,3,26.67,48.71,0.45
2056,1,22,10,30,2.99,0,406.49,2.68,239.15,20.73,248.47,30.32,3.33,26.12,48.13,0.45
2058,1,22,11,0,2.87,0,360.45,2.68,244.51,20.66,247.4,30.4,3.47,26.49,48.21,0.45
2059,1,22,11,15,2.8,0,367.29,2.68,244.97,20.68,248.33,30.34,3.33,26.08,47.99,0.45
2062,1,22,12,0,2.62,0,387.73,2.679,218.99,20.72,255.13,29.89,3.53,25.9,47.85,0.45
2063,1,22,12,15,2.56,0,325.77,2.679,222.91,20.69,249,30.35,3.33,26.42,48.16,0.45
2064,1,22,12,30,2.5,0,310.51,2.68,229.81,20.65,248.07,30.4,3.4,27.43,48.12,0.45
2075,1,22,15,15,2.04,0,220.53,2.68,176.8,21.13,252.6,30.93,3.73,27.28,48.79,0.45
2079,1,22,16,15,1.94,0,50.3,2.68,189.23,20.76,246.93,31.41,126.2,28.46,49.69,0.45
2086,1,22,18,0,1.84,0,67.31,2.68,179.09,20.7,270.8,31.29,134.8,27.81,49.63,0.45
2088,1,22,18,30,1.82,120.24,0,2.679,175.86,21.18,265.53,31.64,324.07,28.06,50.97,0.45
2089,1,22,18,45,1.83,128.07,0,2.679,184.13,20.17,268.2,31.48,313.2,28.28,50.82,0.45
2093,1,22,19,45,1.88,153.65,0,2.68,178.56,20.22,277.53,31.52,326.07,28.31,51.06,0.45
2095,1,22,20,15,1.9,146.51,0,2.68,173.35,20.15,274.73,31.75,326.87,28.75,51.34,0.45
2103,1,22,22,15,2.09,292.38,0,2.68,164.75,19.64,251.13,32.38,373.8,29.42,52.35,0.45
2109,1,22,23,45,2.32,393.75,0,2.68,109.74,17.07,252.93,33.12,367.07,23.34,53.07,0.45
2114,1,23,1,0,2.59,446.96,0,2.68,116.59,17.12,253.07,33.8,362.27,24.39,53.69,0.45
2117,1,23,1,45,2.75,429.39,0,2.68,93.4,17.44,255.87,33.78,359.6,23.12,53.78,0.45
2126,1,23,4,0,3.26,429.01,0,2.679,99.92,17.2,246.47,34.52,352.4,22.87,54.3,0.45
2127,1,23,4,15,3.32,437.01,0,2.68,108.06,17.56,251.2,34.49,350.13,23.04,54.31,0.45
2128,1,23,4,30,3.38,434.31,0,2.679,87.49,17.59,251.27,34.73,349.13,23.25,54.39,0.45
2137,1,23,6,45,3.82,193.04,0,2.68,0,20.68,267,33.84,193.13,29.86,52.35,0.45
2155,1,23,11,15,3.07,0,266.49,2.679,0,20.63,249.27,31.61,125.13,27.09,49.78,0.45
2157,1,23,11,45,2.98,0,246.2,2.68,0,20.65,247.87,31.66,124.07,27,49.71,0.45
2158,1,23,12,0,2.94,0,234.22,2.679,0,20.69,250.67,31.5,123.33,27.48,49.79,0.45
2171,1,23,15,15,2.46,0,88.2,2.679,0,20.67,236.87,31.73,122.2,28.24,50.13,0.45
2182,1,23,18,0,2.35,103.06,0,2.679,175.35,20.61,237,31.93,377,27.62,51.81,0.45
2184,1,23,18,30,2.38,137.55,0,2.679,185.21,20.59,263.4,32.01,376.2,28.53,51.98,0.45
2193,1,23,20,45,2.48,149.36,0,2.679,162.35,20.51,252.13,32.46,375.13,28.01,52.21,0.45
2195,1,23,21,15,2.51,219.33,0,2.678,157.59,20.29,249.07,32.69,374.4,28.76,52.41,0.45
2200,1,23,22,30,2.66,297.97,0,2.678,149.92,20.31,248.67,32.78,370.07,28.94,52.75,0.45
2203,1,23,23,15,2.76,318.67,0,2.678,146.01,17.63,246.27,32.97,369.6,30.84,52.81,0.45
2204,1,23,23,30,2.8,349.96,0,2.677,136.44,17.54,240.2,33.43,364.67,27.03,53.27,0.45
2206,1,24,0,0,2.89,389.56,0,2.679,155.65,16.49,251.33,33.6,363,23.75,53.35,0.45
2209,1,24,0,45,3.03,384.06,0,2.679,172.26,16.64,274,34.02,358.67,23.87,53.79,0.45
2210,1,24,1,0,3.09,349.97,0,2.679,167.99,16.44,272.27,33.81,362.33,22.94,53.44,0.45
2221,1,24,3,45,3.55,342.97,0,2.675,156.19,17.6,230.93,34.2,358.33,23.24,53.9,0.45
2227,1,24,5,15,3.77,179.01,0,2.679,167.11,17.57,242.4,33.44,222.33,23.01,52.31,0.45
2241,1,24,8,45,3.38,0,318.04,2.679,220.15,20.67,232.8,31.31,3.2,28.94,49.1,0.45
2243,1,24,9,15,3.28,0,343.26,2.677,220.65,20.66,238.93,30.93,3.53,27.76,49.04,0.45
2244,1,24,9,30,3.23,0,333.03,2.676,223.8,20.63,233.27,31.3,3.33,28.51,49.28,0.45
2263,1,24,14,15,2.34,0,281.15,2.001,40.02,17.73,242.27,30.69,40.4,0,48.65,0.45
2269,1,24,15,45,2.12,0,141.45,1.606,0.22,17.63,235.67,31.2,1.53,0,49.24,0.45
2301,1,24,23,45,2.48,385.9,0,0.864,301.57,22.65,229.13,33.46,319.8,0,53.03,0.45
2323,1,25,5,15,3.5,275.64,0,2.47,381.04,26.59,237.2,33.71,274.93,0,52.69,0.45
2342,1,25,10,0,2.9,0,425.39,1.913,54.65,17.8,236.13,30.26,55.27,7.39,48.02,0.45
2370,1,25,17,0,2.43,1.59,58.25,1.023,118.35,19.51,227.87,31.63,163.67,0,50.29,0.45
2371,1,25,17,15,2.42,0,232.25,0.983,36.58,17.17,233.33,31.29,37.53,0,49.08,0.45
2374,1,25,18,0,2.3,0,270.64,0.812,37.28,18.05,238.67,30.86,38.07,0,48.83,0.45
2377,1,25,18,45,2.16,0,270.15,0.637,36.82,18.4,245.2,30.33,37.8,0,48.2,0.45
2380,1,25,19,30,2.01,72.1,0,0.471,156.33,21.01,247.33,31.59,382.53,0,51.56,0.45
2421,1,26,5,45,3.28,252.95,0,2.277,247.43,20.78,299.4,33.25,349.27,0,52.85,0.45
2424,1,26,6,30,3.34,24.21,144.63,2.271,124.28,18.88,245.2,32.16,212.2,16.19,51.03,0.45
2447,2,3,12,0,2.73,0,0,0,0,21.68,232.87,32.26,0,0,51.69,0.45
2480,2,3,20,45,1.89,28.16,24.77,0.292,122.12,19.82,232.33,31.42,241.6,0,50.73,0.45
2492,2,3,23,45,2.27,426.7,0,0.437,374.69,23.73,241.67,33.56,364.87,0,53.38,0.45
2500,2,4,1,45,2.67,386.91,0,0.982,407.63,21.84,238.47,33.56,367.4,0,53.31,0.45
2516,2,4,5,45,3.33,198.45,0,1.766,283.77,21.5,232.47,33.21,367.27,0,53.08,0.45
2519,2,4,6,30,3.38,71.57,0,1.691,167.05,21.22,235.93,33.11,373.07,16.74,52.86,0.45
2530,2,4,9,15,2.8,0,174.87,1.235,218.77,21.25,244.93,31.58,206.6,26.09,50.21,0.45
2575,2,4,20,30,1.98,0,280.91,0.37,66.6,19.45,241.8,30.61,66.8,0,48.44,0.45
2576,2,4,20,45,1.94,0,258.1,0.327,65.94,19.18,243.6,30.5,67.2,0,48.16,0.45
2618,2,5,7,15,3.6,0,62.11,1.79,174.57,20.55,273.27,32.82,114.6,25.43,51.12,0.45
2622,2,5,8,15,3.48,0,291.23,1.776,207.73,21.25,255,31.52,103.53,25.88,49.67,0.45
2629,2,5,10,0,3.11,0,312.5,1.652,215.39,21.18,258.93,31.07,107.93,7.04,48.99,0.45
2673,2,5,21,0,2.18,28.75,99.92,0.429,83.13,20.56,241.13,31.56,85.93,0,49.63,0.45
2684,2,5,23,45,2.51,389.13,0,0.52,304.37,20.6,212.13,33.67,365.6,0,53.6,0.45
2696,2,6,2,45,3.12,447.54,0,1.154,208.21,19.63,205.67,34.35,357.27,0,54.22,0.45
2713,2,6,7,0,3.95,158.31,0,1.77,132.89,20.55,260.27,33.88,179.93,26.08,52.33,0.45
2730,2,6,11,15,3.4,0,272.47,1.381,186.96,20.93,243.67,31.77,114.53,0,50.03,0.45
2731,2,6,11,30,3.35,0,273.93,1.355,206.31,21.27,242.47,31.84,110.93,0,50.01,0.45
2765,2,6,20,0,2.07,66.01,8.06,0.471,89.71,19.54,207.8,31.65,345.67,0,51.34,0.45
2821,2,7,10,0,2.68,0,419.84,0.966,93.39,18.8,257.4,29.89,93.8,7.6,47.33,0.45
2823,2,7,10,30,2.55,0,326.19,0.853,146.01,19.97,245.8,30.7,78.27,0.08,48.61,0.45
2856,2,7,18,45,2.09,0,413.35,0.492,174.83,20.76,269.73,29.41,174.73,0,46.53,0.45
3095,2,10,6,30,3.56,0,351.76,1.613,139.09,20.63,280.2,31.34,132.87,16.02,48.67,0.45
3106,2,10,9,15,2.76,0,478.2,1.409,190.24,21.04,254.33,29.48,189.93,25.48,46.32,0.45
3113,2,10,11,0,2.24,0,459.55,1.284,189.85,20.71,213.47,29.05,190.2,0,46.01,0.45
3115,2,10,11,30,2.09,7.24,223.58,1.229,181.37,20.69,192,30.47,221.6,0,49.19,0.45
3209,2,11,11,0,2.17,8.54,237.41,1.625,121.22,19.33,214.27,31.01,153,0,49.29,0.45
3235,2,11,17,30,2.2,0,402.25,0.835,205.46,21.65,244.13,29.66,206.13,0,46.53,0.45
3282,2,12,5,15,3.47,390.15,0,2.677,385.59,26.86,237.07,34.52,339.73,0,54.31,0.45
3283,2,12,5,30,3.52,376.69,0,2.761,363.89,25.55,238.53,34.36,357.47,0,54.08,0.45
3482,2,14,7,15,3.38,0,516.44,2.728,125.2,18.74,249.13,30.03,125,26.28,47.29,0.45
3576,2,15,6,45,3.34,2.71,349.44,2.723,138.08,19.67,222.27,31.19,160.8,26.66,48.84,0.45
3878,2,18,10,15,2.14,0,444.74,1.655,119.49,19.31,224.13,29.33,120.47,0.28,46.78,0.45
4055,2,20,6,30,3.96,0,138.94,2.7,138.24,22.9,239.33,33.46,138.47,17.37,50.88,0.45
4426,2,24,3,15,3.12,414.68,0,2.231,369.14,25.43,247.4,34.18,314.47,0,53.48,0.45
4439,2,24,6,30,3.61,75.19,0,3.009,146.42,20.71,267.6,33.07,376.33,18.79,52.79,0.45
4549,2,25,10,0,2.61,0,299.67,2.089,43.97,17.63,249.53,30.74,44.47,6.15,48.63,0.45
4631,2,26,6,30,3.44,268.02,0,2.932,150.22,20.85,246.93,33.8,331.53,18.77,53.1,0.45
4722,2,27,5,15,3.32,418.21,0,2.861,349.6,23.06,233.73,34.29,327.13,0,53.8,0.45
4726,2,27,6,15,3.43,0,20.73,2.969,83.55,20.2,260.33,32.78,84.2,0,50.52,0.45
4775,2,27,18,30,3.02,0,418.03,0.999,202.08,21.22,246,30.22,201.53,0,47.16,0.45
4776,2,27,18,45,2.95,0,413.87,0.987,200.82,21.07,248.2,30.05,201.27,0,46.74,0.45
4777,2,27,19,0,2.88,0,439.52,0.971,201.22,21.02,248.2,30.01,200.93,0,46.82,0.45
4781,2,27,20,0,2.59,0,433.79,0.927,199.72,21.27,252.47,29.67,199.73,0,46.46,0.45
4819,2,28,5,30,3.21,99.78,0,2.783,379.39,23.98,250.47,32.93,253.67,0,51.74,0.45
4820,2,28,5,45,3.22,180.8,0,2.837,238.02,23.22,255.2,32.93,356.2,0,52.62,0.45
4837,2,28,10,0,2.41,10.9,10.56,1.909,123.63,19.22,231.6,31.93,376.4,5.03,51.86,0.45
4874,2,28,19,15,2.14,0,398.24,0.699,153.04,18.52,273.2,29.71,153.8,0,46.9,0.45
4899,3,1,1,30,2.46,271.36,0,1.399,390.98,24.69,249.53,32.92,211.87,0,51.41,0.45
4902,3,1,2,15,2.6,357.34,0,1.641,388.2,24.78,251,33.55,315.4,0,52.84,0.45
4909,3,1,4,0,2.92,341.54,0,2.213,364.46,24.71,251.4,33.49,310.93,0,52.88,0.45
4914,3,1,5,15,3.13,240.26,0,2.619,369.42,24.74,253.8,33.27,286.67,0,52.46,0.45
4918,3,1,6,15,3.23,29.03,138.45,2.759,156.25,18.17,265.67,32.32,183.2,0,50.5,0.45
4944,3,1,12,45,2.55,62.99,0,1.31,228.23,21.64,237.8,32.29,371.4,0,51.94,0.45
4964,3,1,17,45,2.4,0,355,1.136,117.45,20,237.27,30.54,117.87,0,48.05,0.45
4980,3,1,21,45,1.78,134.03,0,0.81,171.19,21.52,226.2,31.49,300.93,0,50.82,0.45
4984,3,1,22,45,1.89,308.45,0,0.81,186.05,20.59,242.87,32.32,376.87,0,52.39,0.45
4999,3,2,2,30,2.41,165.94,0,1.789,392.93,23.73,260.93,32.53,222.93,0,51.01,0.45
5000,3,2,2,45,2.43,175.21,0,1.853,393.51,23.77,261.47,32.48,222.53,0,51.02,0.45
5007,3,2,4,30,2.61,208.07,0,2.359,417.24,23.75,259.67,32.58,262.6,0,51.56,0.45
5012,3,2,5,45,2.7,50.74,0,2.686,242.5,21.84,240.53,32.2,241.47,0,51,0.45
5028,3,2,9,45,2.64,100.93,0,2.029,136.77,17.97,255.73,32.05,378.6,26.55,52.04,0.45
5031,3,2,10,30,2.64,148.49,0,1.889,117.43,18.19,251.53,32.33,376.53,0.05,52.16,0.45
5083,3,2,23,30,2.14,398.63,0,1.073,375.5,24.77,234.27,32.79,369.2,0,52.97,0.45
5103,3,3,4,30,3.04,415.25,0,2.41,301.11,19.18,297.67,34.35,356.87,0,54.07,0.45
5107,3,3,5,30,3.23,190.83,0,2.655,373.2,24.8,269.4,33.37,250.4,0,51.99,0.45
5114,3,3,7,15,3.04,0,439.29,2.664,53.45,17.2,246.27,30.03,53.73,26.08,47.63,0.45
5118,3,3,8,15,2.78,0,369.69,2.413,41.04,15.98,241.67,30.35,41.87,27.65,48.05,0.45
5122,3,3,9,15,2.54,6.9,15.63,2.199,98.67,19.66,219.93,31.86,378.6,27.64,52.07,0.45
5123,3,3,9,30,2.53,14.24,3.86,2.157,119.67,19.71,213.73,32.25,378,25.68,52.23,0.45
5163,3,3,19,30,2.15,0,431.53,0.927,160.5,20.69,264.47,29.42,161.27,0,46.39,0.45
5208,3,4,6,45,3.09,18.57,93.16,2.741,89.36,19.49,244.47,31.96,276.67,26.27,50.95,0.45
5209,3,4,7,0,3.08,0,384.21,2.697,52.83,18.13,258.93,30.76,54.13,26.7,48.12,0.45
5216,3,4,8,45,2.66,0,360.53,2.307,53.08,18.93,237.13,30.68,53.8,25.45,48,0.45
5220,3,4,9,45,2.5,4.15,9.45,2.107,97.12,19.58,216.07,32.14,381,26.04,51.93,0.45
5257,3,4,19,0,2.32,0,424.57,1.289,149.2,20.59,214.4,29.75,150.33,0,47.15,0.45
5301,3,5,6,0,3.44,134.4,25.75,2.898,117.8,19.06,240.13,33.25,166.53,0,52.12,0.45
5398,3,6,6,15,3.35,362.79,0,2.796,112.87,19.51,241.4,34.39,358.33,0,54.02,0.45
5402,3,6,7,15,3.46,93.27,0,2.727,64.66,19.85,257.2,33.1,195.67,25.56,51.59,0.45
5414,3,6,10,15,3.16,0,297.3,2.179,128.43,19.63,218.6,31.5,144.53,0.27,49.84,0.45
5492,3,7,5,45,4.01,213.46,0,3.026,227.79,20.13,241.47,34.15,330.8,0,53.62,0.45
5548,3,7,19,45,2.47,0,359.18,1.22,39.98,18.05,237.53,30.33,40.6,0,47.91,0.45
5595,3,8,7,30,3.66,0,523.35,2.708,102.36,18.61,236.67,30.14,102.87,24.81,47.29,0.45
5687,3,9,6,30,3.75,0,409.29,2.75,97.24,18.05,276.87,31.67,96.73,16.91,49.18,0.45
5770,3,10,3,15,3.12,428.76,0,2.39,219.24,17.51,230.27,34.47,355.4,0,54.37,0.45
5921,3,11,17,0,2.52,0,115.31,1.767,83.78,15.88,240.53,31.7,86.13,0,49.95,0.45
